before,reverse_color,after,length,swing_to
PPPPBB,BBBPP,PBBBPP,5,P
BBBPPP,BBBPP,PPPBPB,5,P
PBPBPP,BBBPP,PPPPPP,5,P
PBBBPP,PPPPPPPPPPBB,PBPBPB,12,B
PPPPPB,PPPBB,PPBBBB,5,B
PPBBPP,BBBBBPP,BPPPPB,7,P
BBBPPB,PPPPBB,BPPPPP,6,B
PPPPBB,PPPPBB,PBBPPP,6,B
PBBPBB,PPPBB,PPBPPB,5,B
PBPPBP,BBBBBPP,PBBPBP,7,P
BPBBPB,PPPBB,PPBBPP,5,B
BBPBPP,BBBBBBBPP,PBPPBP,9,P
BBBPBP,BBBPP,PBPPPB,5,P
BBBBPB,PPPBB,BPPPBP,5,B
BBPPPB,PPPPBB,BPBPBP,6,B
BBPBPB,PPPPBB,PPBPBB,6,B
BPBPPB,PPPPBB,BBPBPP,6,B
BBPBPP,BBBBPP,PPPPPP,6,P
BBBBPP,PPPPPPBB,BPPBPB,8,B
BPPBPB,PPPBB,PPPPBB,5,B
BPPPBB,PPPPBB,PBBPBB,6,B
PPBPBP,BBBPP,BPBBPP,5,P
PPBPBB,PPPPPPBB,PPPPPP,8,B
BPBBPB,PPPPPBB,PBPPPB,7,B
PPBBPB,PPPBB,PBPBPP,5,B
BPBBBP,BBBPP,BBPBBP,5,P
PBBPBB,PPPPBB,BPPBPB,6,B
PBPBPP,BBBBBBBPP,PPPPBB,9,P
BBBBPP,PPPPBB,BBPBBP,6,B
BBPBPB,PPPPBB,BPPPPP,6,B
PPBPPB,PPPPPPPBB,BBBBPB,9,B
PPBBPP,BBBPP,BBBBBB,5,P
PBBBPP,BBBBBBPP,PBBBBP,8,P
BBBPPP,BBBBPP,BBBBBB,6,P
BPBPBB,PPPBB,BPPBPB,5,B
BPBBBP,BBBPP,PBBBBB,5,P
BPPPPB,PPPPPPBB,PPBBBB,8,B
BPBBBP,BBBPP,PBPPPB,5,P
BPPBPB,PPPBB,PBPBBB,5,B
PBBPPB,PPPBB,BPPBBP,5,B
PPPPBP,BBBBBBPP,BPPBPP,8,P
BBBBPB,PPPPPPBB,BBPPPB,8,B
PPBBBB,PPPBB,PBPPPB,5,B
PPBBPB,PPPBB,PPBPPB,5,B
BBBPPP,BBBBPP,PPBPBB,6,P
BBBBPB,PPPPPBB,PBPPPB,7,B
PPBBPB,PPPBB,BBPBPB,5,B
BBBPBP,BBBBBPP,BPBBBB,7,P
PBPPBP,BBBBBPP,BBBBPP,7,P
BBBBPP,BBBBPP,PPPBPP,6,P
BPPPBP,BBBPP,PPBBBP,5,P
BBPPPP,BBBPP,PPPBPP,5,P
