before,four_cut,after,pattern
PPPBBB,BBBBPBBBBP,BBBBPB,4-1-4-1
PBBBPP,PPPPBPPPPB,PBBPPP,4-1-4-1
PPBBBB,BBBBPBBBBP,BBPPPB,4-1-4-1
PPPPPP,PPPPBPPPPB,PBPBPB,4-1-4-1
PPPPPP,PPPPBPPPPB,BPBBPP,4-1-4-1
PBBPBB,PPPPBPPPPB,PPBPPB,4-1-4-1
PPBPBP,PPPPBPPPPB,PPBPBB,4-1-4-1
PBBPBB,PPPPBPPPPB,PPPBBB,4-1-4-1
BPPBPB,BBBBPBBBBP,PPBPBB,4-1-4-1
PBPPPP,PPPPBPPPPB,BBPBBB,4-1-4-1
BPPBBP,PPPPBPPPPB,BBPBPB,4-1-4-1
BPPBBP,PPPPBPPPPB,BBPBPB,4-1-4-1
BPBPPP,PPPPBPPPPB,PPBBBB,4-1-4-1
PPBBBB,BBBBPBBBBP,PPBPPP,4-1-4-1
BPBPPB,BBBBPBBBBP,PBBPPB,4-1-4-1
PBPBPP,BBBBPBBBBP,PBBBPP,4-1-4-1
PBBPPB,BBBBPBBBBP,BPBPBP,4-1-4-1
BBBPBP,BBBBPBBBBP,PBBBBB,4-1-4-1
PPPBPB,BBBBPBBBBP,PPPBPB,4-1-4-1
PBPPPB,PPPPBPPPPB,PBPBBP,4-1-4-1
PBPBBB,PPPPBPPPPB,PPPPBP,4-1-4-1
PPPPBP,PPPPBPPPPB,PPBPBP,4-1-4-1
BBBPPB,BBBBPBBBBP,PBBPPP,4-1-4-1
BBBPBP,BBBBPBBBBP,PPPBBP,4-1-4-1
PPBBPB,BBBBPBBBBP,PPPBPP,4-1-4-1
BPBBBP,PPPPBPPPPB,BPBPBP,4-1-4-1
BBBPPP,PPPPBPPPPB,BBPPBP,4-1-4-1
PBPBBP,PPPPBPPPPB,BBPBPB,4-1-4-1
PPBBBP,BBBBPBBBBP,BPBBPB,4-1-4-1
BBBBPB,PPPPBPPPPB,PPBPPP,4-1-4-1
BBPPBB,BBBBPBBBBP,BPBBPP,4-1-4-1
PPBBBP,BBBBPBBBBP,PPBPBB,4-1-4-1
BBBPPB,BBBBPBBBBP,PBPBBP,4-1-4-1
PBPPBP,BBBBPBBBBP,BPPPBB,4-1-4-1
BPPBBP,BBBBPBBBBP,BPBPPP,4-1-4-1
BPBPPB,PPPPBPPPPB,PBPBBB,4-1-4-1
BBBPBP,PPPPBPPPPB,PPBPBB,4-1-4-1
PPBPPP,PPPPBPPPPB,BBBBPB,4-1-4-1
BPPPPB,BBBBPBBBBP,PBPBPB,4-1-4-1
BPPPBP,BBBBPBBBBP,BPPBPB,4-1-4-1
BBBPBB,BBBBPBBBBP,BBBPPP,4-1-4-1
PBBPPB,PPPPBPPPPB,PBBBPB,4-1-4-1
BPPPPP,PPPPBPPPPB,BPPBBB,4-1-4-1
PPBPBB,BBBBPBBBBP,PPBPBB,4-1-4-1
BBPBBP,PPPPBPPPPB,PBPBBP,4-1-4-1
PPPBPP,BBBBPBBBBP,BBBBBP,4-1-4-1
BBPBPP,BBBBPBBBBP,PBBBPB,4-1-4-1
BPBPBB,BBBBPBBBBP,BBPBBB,4-1-4-1
BPBPPP,BBBBPBBBBP,PBPBPP,4-1-4-1
PPPBBB,BBBBPBBBBP,BPPBBP,4-1-4-1
BPPBBB,BBBBPBBBBP,BBPPPP,4-1-4-1
PBPPBP,PPPPBPPPPB,BBPBPB,4-1-4-1
PBBPPP,BBBBPBBBBP,PPPPPP,4-1-4-1
PPBPPB,BBBBPBBBBP,PPPPBB,4-1-4-1
BBPPPP,BBBBPBBBBP,BPBBPB,4-1-4-1
BBPBBB,PPPPBPPPPB,BBBPPB,4-1-4-1
BBPPPP,PPPPBPPPPB,BPBBBB,4-1-4-1
PBBPPB,BBBBPBBBBP,PPPBBB,4-1-4-1
PBPBBP,PPPPBPPPPB,PBPPBB,4-1-4-1
PPBBBP,BBBBPBBBBP,PBPPBB,4-1-4-1
PPBBPB,BBBBPBBBBP,PPBPBB,4-1-4-1
PPBPPB,PPPPBPPPPB,PPBBPP,4-1-4-1
BBPBBB,BBBBPBBBBP,BBBBPP,4-1-4-1
PBPPBP,PPPPBPPPPB,BBPPPP,4-1-4-1
BPBBBB,BBBBPBBBBP,PPPPPP,4-1-4-1
BBBBBB,PPPPBPPPPB,BPBBBP,4-1-4-1
BPPPPP,PPPPBPPPPB,BBPBPP,4-1-4-1
PBPBPP,BBBBPBBBBP,BPPBPP,4-1-4-1
PPPBPB,BBBBPBBBBP,BBBPPP,4-1-4-1
BBBBBB,BBBBPBBBBP,PPPPPP,4-1-4-1
PPPPPP,BBBBPBBBBP,BPBBBB,4-1-4-1
PPPPBP,PPPPBPPPPB,PPBBPP,4-1-4-1
BBBPPB,BBBBPBBBBP,PBPPPB,4-1-4-1
BBPPPB,BBBBPBBBBP,PBPPBB,4-1-4-1
PBBPBP,PPPPBPPPPB,BBBBPP,4-1-4-1
PPPPBB,PPPPBPPPPB,BPBBPB,4-1-4-1
PPPPPP,BBBBPBBBBP,PPPPPB,4-1-4-1
PBPPPP,BBBBPBBBBP,BPPBBB,4-1-4-1
BBPPBP,PPPPBPPPPB,BPBPBB,4-1-4-1
BBBBPP,BBBBPBBBBP,PBPBPB,4-1-4-1
BPPPBP,BBBBPBBBBP,PBBPBP,4-1-4-1
PPPPBB,BBBBPBBBBP,PPPBPP,4-1-4-1
PBBPBP,BBBBPBBBBP,PBPPPP,4-1-4-1
BPBBPB,BBBBPBBBBP,PBBBPB,4-1-4-1
PBBPBP,PPPPBPPPPB,BBPBBB,4-1-4-1
BPBBBB,PPPPBPPPPB,PBPBPB,4-1-4-1
BPPBBB,PPPPBPPPPB,PPBPBP,4-1-4-1
BPPPBP,PPPPBPPPPB,BPPBPP,4-1-4-1
PPBPPB,PPPPBPPPPB,BBPPPB,4-1-4-1
BBPBPB,PPPPBPPPPB,PPBBPP,4-1-4-1
BBBBBP,PPPPBPPPPB,BBBBBP,4-1-4-1
PPPPPP,BBBBPBBBBP,PBPPPP,4-1-4-1
PBBPPP,BBBBPBBBBP,PPPPPB,4-1-4-1
PPBPPB,PPPPBPPPPB,BBPPBP,4-1-4-1
PPBPBB,BBBBPBBBBP,PBPBBB,4-1-4-1
PPBBPP,PPPPBPPPPB,BPPBPB,4-1-4-1
PPPBPP,PPPPBPPPPB,BPPPBP,4-1-4-1
BPPBBB,PPPPBPPPPB,BBPPPB,4-1-4-1
BPBBPP,PPPPBPPPPB,PPBPPP,4-1-4-1
PPPPPP,BBBBPBBBBP,PBBBPB,4-1-4-1
PBPBPP,PPPPBPPPPB,BBBPPP,4-1-4-1
PPBBBB,PPPPBPPPPB,BPBBBP,4-1-4-1
BPBPBB,PPPPBPPPPB,BBPPPB,4-1-4-1
BPBPBP,PPPPBPPPPB,BBPPPP,4-1-4-1
BBBPBP,PPPPBPPPPB,PPPBBB,4-1-4-1
PBPBBB,BBBBPBBBBP,PPPPBP,4-1-4-1
PPBPPB,PPPPBPPPPB,PPBPPB,4-1-4-1
BBBBPP,BBBBPBBBBP,BPPPBB,4-1-4-1
BPPPBB,PPPPBPPPPB,PBBPBP,4-1-4-1
BBPPBB,BBBBPBBBBP,BBPBBB,4-1-4-1
BBBPBB,BBBBPBBBBP,PPBPPP,4-1-4-1
BBPBBB,PPPPBPPPPB,PPBPPB,4-1-4-1
BBBPPP,PPPPBPPPPB,PBPBBP,4-1-4-1
BBBPPP,PPPPBPPPPB,PBPBBP,4-1-4-1
BPBBBB,PPPPBPPPPB,BPPPPP,4-1-4-1
PBPPBB,PPPPBPPPPB,BBBPPP,4-1-4-1
PPPPPP,BBBBPBBBBP,BBPBBP,4-1-4-1
PPPBPB,PPPPBPPPPB,PBPBPB,4-1-4-1
BPBBPB,BBBBPBBBBP,PBPPBB,4-1-4-1
PPBBBB,BBBBPBBBBP,BBBBBB,4-1-4-1
PPBPBP,BBBBPBBBBP,PBPBBP,4-1-4-1
BBPPPB,PPPPBPPPPB,PPPPBB,4-1-4-1
BPBBBP,BBBBPBBBBP,PPPPBB,4-1-4-1
BPPPBB,PPPPBPPPPB,BBBPBP,4-1-4-1
PPBPPB,BBBBPBBBBP,BBPPBB,4-1-4-1
BPPPBP,PPPPBPPPPB,PBBPPB,4-1-4-1
PPBPPB,BBBBPBBBBP,PBPBPB,4-1-4-1
PBPPPB,BBBBPBBBBP,BPPPBP,4-1-4-1
PPPPBP,PPPPBPPPPB,PBBPBB,4-1-4-1
BBPPPB,PPPPBPPPPB,PPBBPP,4-1-4-1
PPBBBB,BBBBPBBBBP,PBBBBP,4-1-4-1
BBBBBP,PPPPBPPPPB,PBPPPP,4-1-4-1
BBBBBB,BBBBPBBBBP,BPBPPP,4-1-4-1
PPBPPB,PPPPBPPPPB,BPBPBP,4-1-4-1
PBPPPB,BBBBPBBBBP,BPPPPB,4-1-4-1
PPBBBB,PPPPBPPPPB,PBBPBB,4-1-4-1
PBBBPP,PPPPBPPPPB,PBBPPP,4-1-4-1
PBBPPB,PPPPBPPPPB,BBPPPP,4-1-4-1
PPBBBB,BBBBPBBBBP,BBBPPP,4-1-4-1
BPPPBB,PPPPBPPPPB,BPPPBP,4-1-4-1
BBPPPP,PPPPBPPPPB,BPBBPB,4-1-4-1
BPPPPB,BBBBPBBBBP,PBBBPP,4-1-4-1
BBPPBP,BBBBPBBBBP,PBBPBP,4-1-4-1
BBPBBB,BBBBPBBBBP,BPBPBP,4-1-4-1
PBBPPP,BBBBPBBBBP,BBBBPP,4-1-4-1
BBBPPB,PPPPBPPPPB,BPBBPP,4-1-4-1
BBBPPB,BBBBPBBBBP,PPBBPB,4-1-4-1
BBBPBB,PPPPBPPPPB,BPPPBB,4-1-4-1
BBPPBP,BBBBPBBBBP,PBBBPB,4-1-4-1
BBBPPB,BBBBPBBBBP,BPPPBB,4-1-4-1
BPPPBB,PPPPBPPPPB,BBBBPP,4-1-4-1
BBPPPP,BBBBPBBBBP,PPPPPB,4-1-4-1
PBBPBP,BBBBPBBBBP,PPPPBP,4-1-4-1
PBPPPB,PPPPBPPPPB,PBBBPP,4-1-4-1
BBBBBB,PPPPBPPPPB,PBBPBP,4-1-4-1
PPPBBB,BBBBPBBBBP,BBPBBP,4-1-4-1
PPPPPP,BBBBPBBBBP,PPBBPP,4-1-4-1
PBPPBP,PPPPBPPPPB,BPBPPB,4-1-4-1
PPBPPB,PPPPBPPPPB,PPBBBP,4-1-4-1
BPBPBB,PPPPBPPPPB,BBBBPB,4-1-4-1
BBBBBB,PPPPBPPPPB,BBPBBB,4-1-4-1
BBBBPB,BBBBPBBBBP,PBBBBB,4-1-4-1
PPBBPP,BBBBPBBBBP,PPPBBP,4-1-4-1
PPPBPP,PPPPBPPPPB,PPBBBB,4-1-4-1
PBPPPP,PPPPBPPPPB,BPPPPB,4-1-4-1
BBPBBP,PPPPBPPPPB,PBBPPB,4-1-4-1
BBBBPB,PPPPBPPPPB,PPBPBB,4-1-4-1
BBBBBP,PPPPBPPPPB,PPBBBB,4-1-4-1
BBBBPP,BBBBPBBBBP,PBBPPP,4-1-4-1
PBBBPP,PPPPBPPPPB,PBBBBB,4-1-4-1
PBPBPB,PPPPBPPPPB,PPPBPP,4-1-4-1
PPPPPP,BBBBPBBBBP,BBBBBB,4-1-4-1
PPPPBB,BBBBPBBBBP,PPBPBB,4-1-4-1
PBBBBB,BBBBPBBBBP,BPBBBB,4-1-4-1
BBBPPB,BBBBPBBBBP,PPPBBP,4-1-4-1
BBPPPB,BBBBPBBBBP,BPBPPP,4-1-4-1
BPBPBP,PPPPBPPPPB,PPBBBB,4-1-4-1
BBBBPP,BBBBPBBBBP,PBBPPB,4-1-4-1
PPPBPB,BBBBPBBBBP,BBBPPB,4-1-4-1
BBPBBB,BBBBPBBBBP,BBPPBB,4-1-4-1
PBBBBB,PPPPBPPPPB,PBBPPP,4-1-4-1
BPPBBP,BBBBPBBBBP,BBBBPB,4-1-4-1
PPPBBP,BBBBPBBBBP,BBBBBB,4-1-4-1
PBPBBP,PPPPBPPPPB,BBBBPB,4-1-4-1
BPPPPB,BBBBPBBBBP,PBBBBB,4-1-4-1
BPBBBB,PPPPBPPPPB,BBBPPP,4-1-4-1
BPPBBB,BBBBPBBBBP,BPPBPP,4-1-4-1
PPPPPP,PPPPBPPPPB,PBPBPP,4-1-4-1
PBPPPP,BBBBPBBBBP,BBBPBB,4-1-4-1
BPBBBB,PPPPBPPPPB,PBBBPP,4-1-4-1
BPBBBB,PPPPBPPPPB,PBBBPP,4-1-4-1
BPBPPB,PPPPBPPPPB,PPPBPB,4-1-4-1
BBBBBB,BBBBPBBBBP,BPPBPB,4-1-4-1
PPPBBB,PPPPBPPPPB,BBBBPP,4-1-4-1
PPPPBP,BBBBPBBBBP,PBBPBP,4-1-4-1
BPBPPP,PPPPBPPPPB,BBPBPP,4-1-4-1
PPPBBB,PPPPBPPPPB,PPBPPB,4-1-4-1
PPPBBB,PPPPBPPPPB,PPBPPB,4-1-4-1
PPPBBB,PPPPBPPPPB,PPBPPB,4-1-4-1
BBPBPP,BBBBPBBBBP,PBPPBB,4-1-4-1
BPPPBB,BBBBPBBBBP,BPPBBB,4-1-4-1
BBBBPP,BBBBPBBBBP,BBBPPB,4-1-4-1
BBBBBB,PPPPBPPPPB,BBBBBP,4-1-4-1
PPBBPP,BBBBPBBBBP,PBPPPP,4-1-4-1
PBBBPP,BBBBPBBBBP,BBBBBP,4-1-4-1
BBPPBP,BBBBPBBBBP,PBBPPB,4-1-4-1
BBPBPB,PPPPBPPPPB,BBBPPP,4-1-4-1
PPBBBB,BBBBPBBBBP,PBBPPP,4-1-4-1
BPPBBB,BBBBPBBBBP,PPBPPP,4-1-4-1
BPPBBB,BBBBPBBBBP,BPBBPP,4-1-4-1
PPPBBB,PPPPBPPPPB,BBPPBB,4-1-4-1
PBBBBP,PPPPBPPPPB,PPPPBB,4-1-4-1
BBBBPB,PPPPBPPPPB,BBPBPP,4-1-4-1
BBPPBB,PPPPBPPPPB,BPBPBB,4-1-4-1
PPPPPB,BBBBPBBBBP,PPBBPP,4-1-4-1
PPBBBP,BBBBPBBBBP,PBBBPP,4-1-4-1
BBBBBB,BBBBPBBBBP,PBBBPP,4-1-4-1
PPPPBB,BBBBPBBBBP,PPBPPB,4-1-4-1
BPPBPP,BBBBPBBBBP,PBBPPB,4-1-4-1
BBBBPB,PPPPBPPPPB,BPPPPP,4-1-4-1
PBBBBB,BBBBPBBBBP,PBBBBB,4-1-4-1
BPPPBP,BBBBPBBBBP,BBPPPP,4-1-4-1
BBPBBP,PPPPBPPPPB,BBPPBB,4-1-4-1
PPBBPB,PPPPBPPPPB,BPPBBB,4-1-4-1
PPPBBP,BBBBPBBBBP,BBBPPP,4-1-4-1
BBPBBB,BBBBPBBBBP,PPBBBP,4-1-4-1
BBBBPP,PPPPBPPPPB,BBBPPB,4-1-4-1
BPBBPB,PPPPBPPPPB,PPPPBB,4-1-4-1
PPPBBP,BBBBPBBBBP,PPBBBB,4-1-4-1
BBBPPP,BBBBPBBBBP,BBPPPP,4-1-4-1
PBBPPB,PPPPBPPPPB,PBPBPP,4-1-4-1
PPBBPB,BBBBPBBBBP,PBBBPP,4-1-4-1
BBBPPP,BBBBPBBBBP,PBBBPB,4-1-4-1
PPBBPP,BBBBPBBBBP,PPBBBB,4-1-4-1
PBPPBB,BBBBPBBBBP,PPBPPP,4-1-4-1
BPBBPP,BBBBPBBBBP,BPBBPB,4-1-4-1
BPBPBP,PPPPBPPPPB,BBBPPP,4-1-4-1
PBPPBB,BBBBPBBBBP,PPBBBP,4-1-4-1
PBBBBP,PPPPBPPPPB,PBPPBB,4-1-4-1
BPBPPB,PPPPBPPPPB,BPBBBP,4-1-4-1
BBPBBB,PPPPBPPPPB,BPPBPP,4-1-4-1
PPPBBB,BBBBPBBBBP,BBPPBP,4-1-4-1
PBBBBB,BBBBPBBBBP,PPPPPB,4-1-4-1
BBBPPB,BBBBPBBBBP,PBBBPP,4-1-4-1
BBPBBP,BBBBPBBBBP,PBPBPP,4-1-4-1
BPBPBP,PPPPBPPPPB,BBBBBP,4-1-4-1
BBPBBP,PPPPBPPPPB,PBPPBB,4-1-4-1
BBBBBB,BBBBPBBBBP,PBBPPP,4-1-4-1
BBPBPB,BBBBPBBBBP,PBPPPB,4-1-4-1
PPBPPP,BBBBPBBBBP,PPPPPP,4-1-4-1
BPPPBB,PPPPBPPPPB,PBBPPB,4-1-4-1
PPPBBP,PPPPBPPPPB,BPBBPB,4-1-4-1
PPPBBP,BBBBPBBBBP,BBBBBP,4-1-4-1
PBPBBB,PPPPBPPPPB,PBPPBP,4-1-4-1
PBPPBB,BBBBPBBBBP,BBPPPB,4-1-4-1
PBBBPB,BBBBPBBBBP,PBBPBP,4-1-4-1
PPPPBB,BBBBPBBBBP,PBPBBP,4-1-4-1
BBBBPP,BBBBPBBBBP,BBBBPP,4-1-4-1
PBPPBB,BBBBPBBBBP,BBBBBB,4-1-4-1
BPPPPP,BBBBPBBBBP,PPPPPP,4-1-4-1
PBPPBP,BBBBPBBBBP,BBBPBP,4-1-4-1
PBPPPB,BBBBPBBBBP,BPBPPP,4-1-4-1
PBPPBB,PPPPBPPPPB,PPPBBP,4-1-4-1
PPPBPB,BBBBPBBBBP,BPPPBB,4-1-4-1
PPPPBB,PPPPBPPPPB,BPBBBB,4-1-4-1
BBPPBB,PPPPBPPPPB,BPPPPB,4-1-4-1
PPBBBP,BBBBPBBBBP,BBBBBP,4-1-4-1
PPPPPP,PPPPBPPPPB,PBBBPP,4-1-4-1
PBPPPB,BBBBPBBBBP,BBBPPB,4-1-4-1
BPBBBP,PPPPBPPPPB,PBPPBP,4-1-4-1
BPBPPP,PPPPBPPPPB,PPBPPP,4-1-4-1
PBBBPP,PPPPBPPPPB,BBBPBP,4-1-4-1
BPPBPP,BBBBPBBBBP,BPPPPB,4-1-4-1
BPPPBP,PPPPBPPPPB,PPPBBB,4-1-4-1
BBPPPB,BBBBPBBBBP,PBPBPB,4-1-4-1
PPPPBP,PPPPBPPPPB,PPBBPP,4-1-4-1
PBPPBB,PPPPBPPPPB,PPPPPB,4-1-4-1
PBBBPB,PPPPBPPPPB,BBPPBP,4-1-4-1
BPPPBB,BBBBPBBBBP,PPBBBP,4-1-4-1
PPBPPP,PPPPBPPPPB,BBBPPB,4-1-4-1
BBBBPB,BBBBPBBBBP,PBBBPB,4-1-4-1
PPPBBP,PPPPBPPPPB,BBBPBB,4-1-4-1
BBPPBB,PPPPBPPPPB,BBPBBB,4-1-4-1
BBPBBP,PPPPBPPPPB,BBBPPP,4-1-4-1
PPBBBP,BBBBPBBBBP,BBPPPB,4-1-4-1
BPPBPB,BBBBPBBBBP,PPBBBP,4-1-4-1
PBBBBB,BBBBPBBBBP,PPPPPP,4-1-4-1
BPPBBP,BBBBPBBBBP,BPBPPB,4-1-4-1
PPBPPP,BBBBPBBBBP,BPPPBB,4-1-4-1
PPBBBP,PPPPBPPPPB,BPPPBB,4-1-4-1
PPPPBB,PPPPBPPPPB,PPBPBP,4-1-4-1
PBPPBB,BBBBPBBBBP,PBPPBB,4-1-4-1
PPPPBB,BBBBPBBBBP,PBBBPP,4-1-4-1
PBPBPP,BBBBPBBBBP,PPBBPB,4-1-4-1
BBPPPB,BBBBPBBBBP,BBBBBB,4-1-4-1
BBPPPP,BBBBPBBBBP,BPPPPB,4-1-4-1
PPBPPB,PPPPBPPPPB,BBBPPB,4-1-4-1
BPBPBP,BBBBPBBBBP,BBBPPP,4-1-4-1
BPPBPP,PPPPBPPPPB,PPPPPB,4-1-4-1
PPBBPP,BBBBPBBBBP,BBBPBP,4-1-4-1
PBPBBP,PPPPBPPPPB,BPPPBB,4-1-4-1
BBPBPP,BBBBPBBBBP,PPPPPB,4-1-4-1
BBBBBP,PPPPBPPPPB,BPBBBB,4-1-4-1
PPPPBP,PPPPBPPPPB,BPBBPB,4-1-4-1
BBBBPP,PPPPBPPPPB,BBBPPB,4-1-4-1
BBBPPB,PPPPBPPPPB,PPPPBB,4-1-4-1
PBPPPP,BBBBPBBBBP,PPBPBP,4-1-4-1
BPBPBP,PPPPBPPPPB,BBPPPP,4-1-4-1
PBPPBB,PPPPBPPPPB,PPPPPP,4-1-4-1
BBPPBP,BBBBPBBBBP,BPPPBB,4-1-4-1
BPPPBB,PPPPBPPPPB,BBPBBP,4-1-4-1
BBBPBB,BBBBPBBBBP,PBPBPB,4-1-4-1
PPBPPP,BBBBPBBBBP,PBBPPP,4-1-4-1
PBBPPP,PPPPBPPPPB,BPPPPP,4-1-4-1
PBPBBB,PPPPBPPPPB,BBPPBP,4-1-4-1
BBBPBB,PPPPBPPPPB,PBPBPB,4-1-4-1
BPPBPP,BBBBPBBBBP,BPPBBB,4-1-4-1
BPPBPP,BBBBPBBBBP,BPPBBB,4-1-4-1
BBPPPP,PPPPBPPPPB,BBPPBB,4-1-4-1
BPBBPP,BBBBPBBBBP,BPPPPP,4-1-4-1
BBBBBB,BBBBPBBBBP,BBPPPB,4-1-4-1
PBBPPP,BBBBPBBBBP,BPBBBP,4-1-4-1
PBBPPB,BBBBPBBBBP,PPBBPB,4-1-4-1
PBPBPP,PPPPBPPPPB,BBBBBP,4-1-4-1
PBPBBB,PPPPBPPPPB,BBBBPP,4-1-4-1
PPPPPP,BBBBPBBBBP,PPPBPB,4-1-4-1
PBBPBB,PPPPBPPPPB,PPPBBB,4-1-4-1
PPPBBB,BBBBPBBBBP,BBPPPB,4-1-4-1
PPBPBB,BBBBPBBBBP,BBPBBB,4-1-4-1
PPBBPB,BBBBPBBBBP,PBPPBP,4-1-4-1
BBPBBP,PPPPBPPPPB,BBBBBP,4-1-4-1
BBPPPB,BBBBPBBBBP,BPPBBB,4-1-4-1
PBBBBB,BBBBPBBBBP,PBPPPP,4-1-4-1
PPPPBP,BBBBPBBBBP,BBBPPP,4-1-4-1
BPPPBP,PPPPBPPPPB,PPPBBB,4-1-4-1
BPBPBB,BBBBPBBBBP,PPPPPP,4-1-4-1
BBPBPP,PPPPBPPPPB,PPPBBB,4-1-4-1
PPBPPB,PPPPBPPPPB,BPPBPB,4-1-4-1
BPBPPB,BBBBPBBBBP,PPBPPP,4-1-4-1
PPPPPP,PPPPBPPPPB,BPBBPB,4-1-4-1
BBPPBP,PPPPBPPPPB,BBPPPP,4-1-4-1
BBBPBB,BBBBPBBBBP,PPPBBP,4-1-4-1
PPBPBP,BBBBPBBBBP,PPPPPP,4-1-4-1
PBBPPB,PPPPBPPPPB,BPBPPB,4-1-4-1
BBPBPB,PPPPBPPPPB,PPBBPP,4-1-4-1
BBPPPB,PPPPBPPPPB,BPBBBP,4-1-4-1
PBBBPP,BBBBPBBBBP,BPPBPP,4-1-4-1
PPBPPB,PPPPBPPPPB,BPPBBB,4-1-4-1
BPBBPP,BBBBPBBBBP,BPBBPP,4-1-4-1
PPPPPP,BBBBPBBBBP,BPPPPP,4-1-4-1
PPBBPB,BBBBPBBBBP,PPBBPP,4-1-4-1
BPPPPP,PPPPBPPPPB,PPPBPP,4-1-4-1
BBBBPP,PPPPBPPPPB,BBBPPB,4-1-4-1
PBBPPP,PPPPBPPPPB,BBBPBB,4-1-4-1
BPBBBP,BBBBPBBBBP,BPPBBB,4-1-4-1
BBPPBB,BBBBPBBBBP,BBPPBB,4-1-4-1
PPBBBP,PPPPBPPPPB,BBBBPB,4-1-4-1
PPBPBP,BBBBPBBBBP,PBPPPP,4-1-4-1
PBPPPB,BBBBPBBBBP,PPPBBB,4-1-4-1
BPPBPP,BBBBPBBBBP,PBPBBP,4-1-4-1
BPPPBB,BBBBPBBBBP,BBPPBB,4-1-4-1
BPBPBP,BBBBPBBBBP,PPPBPP,4-1-4-1
BBPBPP,PPPPBPPPPB,BBBBBP,4-1-4-1
PPPPBB,BBBBPBBBBP,PPBPPB,4-1-4-1
PBPBBB,PPPPBPPPPB,BBBPBP,4-1-4-1
PBBPPP,PPPPBPPPPB,BBBBBB,4-1-4-1
BBPBBB,BBBBPBBBBP,PBBBPB,4-1-4-1
PBBBPP,PPPPBPPPPB,PPPPPB,4-1-4-1
BPPPBB,PPPPBPPPPB,BBPBPB,4-1-4-1
BBPPBP,PPPPBPPPPB,PPPPPP,4-1-4-1
BBBPPP,PPPPBPPPPB,PPPPBB,4-1-4-1
BBPPPB,PPPPBPPPPB,PPPBPB,4-1-4-1
PBPBPB,BBBBPBBBBP,PPBBPB,4-1-4-1
PPBPBB,BBBBPBBBBP,PBPBBB,4-1-4-1
BBPPPB,PPPPBPPPPB,PBPBPB,4-1-4-1
BPPBBP,PPPPBPPPPB,PBBPPB,4-1-4-1
PPBBBP,BBBBPBBBBP,PBPPPB,4-1-4-1
BBPBBB,PPPPBPPPPB,BPBPPP,4-1-4-1
BPPBPB,BBBBPBBBBP,BBPPPP,4-1-4-1
BBBBBB,BBBBPBBBBP,PPBBBP,4-1-4-1
PPPPPP,PPPPBPPPPB,PBBBBB,4-1-4-1
PPBBBB,PPPPBPPPPB,PBBBBP,4-1-4-1
BBBPPB,PPPPBPPPPB,BPBBBP,4-1-4-1
PPBBPB,BBBBPBBBBP,BPBBPP,4-1-4-1
PPPBBP,BBBBPBBBBP,PPBBBB,4-1-4-1
PBBBBB,PPPPBPPPPB,BBBBPP,4-1-4-1
PBPPPB,PPPPBPPPPB,BBBBBB,4-1-4-1
BBPPBB,BBBBPBBBBP,PBPPPB,4-1-4-1
PPPBBB,PPPPBPPPPB,BBBBBB,4-1-4-1
PBPBPP,BBBBPBBBBP,BPPBPB,4-1-4-1
BPPPBP,PPPPBPPPPB,BPPBBB,4-1-4-1
BPPBPB,BBBBPBBBBP,BBBPPP,4-1-4-1
PBBPBB,BBBBPBBBBP,PPPBBB,4-1-4-1
BBPBBB,PPPPBPPPPB,BPBPPB,4-1-4-1
PBPPBB,PPPPBPPPPB,BBBBPB,4-1-4-1
PBPPBB,PPPPBPPPPB,BBBBPB,4-1-4-1
PBBBBB,BBBBPBBBBP,PPBBPB,4-1-4-1
PBBBBB,BBBBPBBBBP,PPBBPB,4-1-4-1
BBBPBP,PPPPBPPPPB,BPBBPP,4-1-4-1
PBBPBP,PPPPBPPPPB,PBPBPP,4-1-4-1
BPBBBB,BBBBPBBBBP,PBPPPB,4-1-4-1
BBBBPB,BBBBPBBBBP,PBBBBB,4-1-4-1
BPPBBP,PPPPBPPPPB,BBBBPB,4-1-4-1
BPPPPB,BBBBPBBBBP,PPPPPP,4-1-4-1
BBBPBB,PPPPBPPPPB,BPPPBB,4-1-4-1
BBPBBB,BBBBPBBBBP,BBBPPB,4-1-4-1
PPPPPB,BBBBPBBBBP,BBPPPP,4-1-4-1
PBBPBP,PPPPBPPPPB,PBPBBB,4-1-4-1
BPBPPP,BBBBPBBBBP,BBPPBP,4-1-4-1
PBBPBP,PPPPBPPPPB,BBPPPP,4-1-4-1
BBBPPP,BBBBPBBBBP,BPBPPB,4-1-4-1
BBBBPP,BBBBPBBBBP,PBPBBP,4-1-4-1
PPPBPP,BBBBPBBBBP,BBPPBB,4-1-4-1
PBBBBB,BBBBPBBBBP,PPPPBB,4-1-4-1
BBBPBB,BBBBPBBBBP,PBPBBB,4-1-4-1
BPBBPP,PPPPBPPPPB,BBBPPP,4-1-4-1
BBBBBB,PPPPBPPPPB,PBBPPP,4-1-4-1
BBPPBB,BBBBPBBBBP,PPPBBP,4-1-4-1
PPBBPB,PPPPBPPPPB,BPPBBP,4-1-4-1
PBBBBB,BBBBPBBBBP,BBPPPP,4-1-4-1
BPPPBP,PPPPBPPPPB,BPPPPP,4-1-4-1
PBPPBB,PPPPBPPPPB,BBPBPB,4-1-4-1
BBBPBP,BBBBPBBBBP,PBPPBP,4-1-4-1
