before,red_three_cut,after,pattern
PBPBPB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PBPPPP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BBBPPP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BPBPBB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BPBPBB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PBPPBP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PBPBBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
BPBBPP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PBPBPB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BBBBPB,PPP-B-PPP-B
BBBPBP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BBBPBP,PPPBPPPB,BBPBPP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PBPBPB,PPPBPPPB,BPPPPP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,PPPBPB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BBBPPB,PPPBPPPB,PPPPBP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PBPBPB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,PBPBPP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PBPPBP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BPBBPP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,BBBPPP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BPBBBB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BPBBBB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BPBBBB,PPP-B-PPP-B
BPPBPB,PPPBPPPB,PPBPBB,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PBBBPB,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PBPPPP,PPPBPPPB,PBBPPB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BBBBBB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BPBBPB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
BPBBPP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PBPPPP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PPBPPB,PPPBPPPB,PPPPBP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PPBPBB,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PPPPBP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PPBPPB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BPPBPB,PPPBPPPB,PPPBBP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PBPBPB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PBPBPB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BPPBPB,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,PBPPBP,PPP-B-PPP-B
PPBPBB,PPPBPPPB,BBBPBP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PBPPPP,PPPBPPPB,BPPBBB,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PBPBPB,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PBBBPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PBBBPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PBPPBP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BPBBPP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PBPBPB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
BPBPPB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BBBPBP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PPBPBB,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PBPBBB,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PPBBPB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BBPPBP,PPP-B-PPP-B
PBBBPB,PPPBPPPB,PPBBPB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BPPPPP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBBBPB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PBBPPP,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PPPPBP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
PBPPPP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
BPBPPB,PPPBPPPB,PBPBPP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,PBBPPB,PPP-B-PPP-B
BBPBBP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BBPBPB,PPP-B-PPP-B
PPBPPP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PPBPPP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BPBBPP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BBBPBP,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BBBPBP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PBBPPB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BBBPBB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PBPPPP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PPBBBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBPPBP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BBPPBP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BPPBPB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,BPBPPB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PBPBPP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
BBBPBP,PPPBPPPB,BBPBPB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BBPBPB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BBPBPB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BPPPPB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BPPPPB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,BBPBPB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PBPBPB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PBPBPB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BPBBPP,PPPBPPPB,BPPPPP,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BBPBPB,PPP-B-PPP-B
PPBPBP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PPBBPB,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BPBPBP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PBPBPP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PPBPPB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PPBPPB,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PPPPBP,PPPBPPPB,PPPBPP,PPP-B-PPP-B
PBPPPB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PPPPBP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BPPBPB,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PPBPBB,PPPBPPPB,BBPBPB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BBBBPP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PPBPPP,PPPBPPPB,PPPBPP,PPP-B-PPP-B
BPPBPB,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PPPPPP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PPPBPP,PPP-B-PPP-B
PBPPPB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PPBPBB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PBBPPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,BPPBBB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PBPPBB,PPP-B-PPP-B
BPPPBB,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BPBPPB,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PBBPPB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
PBPBBB,PPPBPPPB,PBBPPB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BBBPPB,PPPBPPPB,PBPBPP,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BPBPPB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BPBPPB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BPBPPB,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PBPBBP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,PPBPBB,PPP-B-PPP-B
BPPPBB,PPPBPPPB,PPBPBB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PBPPPP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,BPBBBB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PBPBPB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PPBPBP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
BPPPBB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BBBPPP,PPP-B-PPP-B
PPBPBP,PPPBPPPB,BBPPBP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PBPPBP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PBBPBP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BPBBPP,PPPBPPPB,PPPBPP,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
PPBBBP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PBBPPB,PPP-B-PPP-B
PPBBPB,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PBPPPP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BBPBBP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PPPBBB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,BBBPBP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PBPBPB,PPPBPPPB,BBPBBB,PPP-B-PPP-B
