before,red_2cut,after,pattern
BBBBPP,PPBPP,PBPPBP,PP-B-PP
PBPBPP,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,PPBBPP,PP-B-PP
BBBPBP,PPBPP,BBPBPB,PP-B-PP
PBPBPP,PPBPP,PPPPBP,PP-B-PP
BPPBBB,PPBPP,PPPBBB,PP-B-PP
PPPBBB,PPBPP,BPBPPP,PP-B-PP
PBPBPP,PPBPP,PBBPPB,PP-B-PP
BPPPBB,PPBPP,PBBPPB,PP-B-PP
PBPBBP,PPBPP,PPBPBB,PP-B-PP
PBBBPP,PPBPP,BPPBPB,PP-B-PP
BPPPPP,PPBPP,PPBBPB,PP-B-PP
PBPBBP,PPBPP,BPBBBP,PP-B-PP
PBBPPP,PPBPP,PBBBPP,PP-B-PP
BBBBPB,PPBPP,BBPBBP,PP-B-PP
BBBPPP,PPBPP,BPBPBB,PP-B-PP
BBBPBP,PPBPP,PBBPPB,PP-B-PP
BBPBPP,PPBPP,PBPPPP,PP-B-PP
BBPBBP,PPBPP,BPPPPB,PP-B-PP
PPBBBP,PPBPP,PPBPBB,PP-B-PP
PPBBPB,PPBPP,BBBBPB,PP-B-PP
BPPBPB,PPBPP,PBBPPB,PP-B-PP
BBBBPB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BBBBBP,PP-B-PP
BBPBPP,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,BPPBBB,PP-B-PP
PBBBBB,PPBPP,BPBBPP,PP-B-PP
BBPBBB,PPBPP,BPPPPB,PP-B-PP
BPPBBP,PPBPP,PBPPPP,PP-B-PP
PPBPPP,PPBPP,BPBPBB,PP-B-PP
PPPPPP,PPBPP,PBBBBB,PP-B-PP
BPBPBB,PPBPP,PPBBBP,PP-B-PP
PBBBPP,PPBPP,BBBBPP,PP-B-PP
PPBBPP,PPBPP,PPPBBB,PP-B-PP
PBBPPP,PPBPP,PPPBBB,PP-B-PP
BBPPBB,PPBPP,PPPPBB,PP-B-PP
BBBBPP,PPBPP,BPBPPP,PP-B-PP
PPBBPB,PPBPP,PBBPBB,PP-B-PP
PBBBPB,PPBPP,PPBBBP,PP-B-PP
PBPPBB,PPBPP,PBPBBB,PP-B-PP
PBPBPP,PPBPP,BBPBPB,PP-B-PP
BPBPBB,PPBPP,PBBPPB,PP-B-PP
BBPBBP,PPBPP,BBPPBB,PP-B-PP
BBBBBB,PPBPP,PBBPPB,PP-B-PP
BPPPBB,PPBPP,PPBBBP,PP-B-PP
PPPBBB,PPBPP,BPPBBB,PP-B-PP
PBBPBP,PPBPP,PPBBPB,PP-B-PP
PPBBBB,PPBPP,PPPPBB,PP-B-PP
PBPBPB,PPBPP,PBPPPB,PP-B-PP
PBBBPB,PPBPP,BBPPBB,PP-B-PP
BBPBBP,PPBPP,BBPPBB,PP-B-PP
BBBBPP,PPBPP,PBPBPB,PP-B-PP
BPBPBP,PPBPP,BBBBPB,PP-B-PP
BBPBBB,PPBPP,BPBPPP,PP-B-PP
PBPBPP,PPBPP,PPBBPP,PP-B-PP
BBPBBB,PPBPP,BBPPPB,PP-B-PP
PPBBPP,PPBPP,BPPPPB,PP-B-PP
BBPBBB,PPBPP,BBPPPB,PP-B-PP
PPBPBB,PPBPP,PBPBPB,PP-B-PP
BPBPBB,PPBPP,BBBBBP,PP-B-PP
PBPBPB,PPBPP,BBPPPP,PP-B-PP
PPPBPB,PPBPP,BPBPBB,PP-B-PP
BPBBPP,PPBPP,PBBPBP,PP-B-PP
BBBBBP,PPBPP,PBPBPB,PP-B-PP
PBPPPP,PPBPP,PPBPBP,PP-B-PP
BPPBBP,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,BPPBBP,PP-B-PP
BPBBBP,PPBPP,PPBBBP,PP-B-PP
BPBBBP,PPBPP,PBBBPB,PP-B-PP
BPBBPP,PPBPP,BBBBPP,PP-B-PP
BBBPBP,PPBPP,PPPBPB,PP-B-PP
BBBBBP,PPBPP,BBBPBB,PP-B-PP
PPBPBB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PPPPPB,PP-B-PP
PPPBBP,PPBPP,BPBPPP,PP-B-PP
PBPPPP,PPBPP,PPPBBP,PP-B-PP
PBPBBB,PPBPP,BBBBPB,PP-B-PP
PBBPPP,PPBPP,PBPPPB,PP-B-PP
BPPPBB,PPBPP,BPPPBB,PP-B-PP
PPPPPP,PPBPP,BPPBPB,PP-B-PP
BBBBBB,PPBPP,PPBBBP,PP-B-PP
PBPBPB,PPBPP,PBPPBB,PP-B-PP
BPPBBB,PPBPP,PPBPBP,PP-B-PP
BPBPPP,PPBPP,BBBBBP,PP-B-PP
BPPBBB,PPBPP,PPBPBP,PP-B-PP
BPBPPP,PPBPP,BBBBBP,PP-B-PP
BBPPPP,PPBPP,PBBPBP,PP-B-PP
PBBBPB,PPBPP,PBBBBP,PP-B-PP
BPBBBB,PPBPP,BBBBPP,PP-B-PP
BPPBBB,PPBPP,BBBPPB,PP-B-PP
BPBPBB,PPBPP,BBBPBP,PP-B-PP
PBBBPB,PPBPP,PPBBPP,PP-B-PP
BPPBBB,PPBPP,BBBBBP,PP-B-PP
BPBBPP,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,PBBBBP,PP-B-PP
PPBBPP,PPBPP,BBBBPB,PP-B-PP
PBPBBP,PPBPP,BBPBPB,PP-B-PP
BPPBPB,PPBPP,PPBBBB,PP-B-PP
BPBBPP,PPBPP,PBBPBB,PP-B-PP
BBBBPP,PPBPP,PPPBBP,PP-B-PP
PPBBPB,PPBPP,PBBPPB,PP-B-PP
BBPBPP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BBPBBB,PP-B-PP
BBPBPP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BBPBBB,PP-B-PP
PBPBBP,PPBPP,BBPBBB,PP-B-PP
BBBPBB,PPBPP,BPPPBB,PP-B-PP
PBPBPB,PPBPP,BPBBBB,PP-B-PP
BPBBBB,PPBPP,PPBBBP,PP-B-PP
PPPBBB,PPBPP,BPPBPB,PP-B-PP
PBPBBP,PPBPP,PPBPPP,PP-B-PP
PPPBPP,PPBPP,PBPPPB,PP-B-PP
BPBPBP,PPBPP,BBBBBP,PP-B-PP
PBPBBB,PPBPP,BPPBBB,PP-B-PP
PBPBBB,PPBPP,BPPBBB,PP-B-PP
PBPBBB,PPBPP,BPPBBB,PP-B-PP
BPPBPB,PPBPP,PPBBBP,PP-B-PP
PBPPPP,PPBPP,BPBBBP,PP-B-PP
PBPPPP,PPBPP,PPPPPB,PP-B-PP
BPPPPP,PPBPP,BBBPBP,PP-B-PP
PPPPPP,PPBPP,BPBPBP,PP-B-PP
BPBPBB,PPBPP,BPPBBB,PP-B-PP
BBBBPB,PPBPP,PBPBPB,PP-B-PP
PBPBBP,PPBPP,BPPPBB,PP-B-PP
BPBBBB,PPBPP,PPPPPB,PP-B-PP
PPPPBB,PPBPP,BPBBPP,PP-B-PP
PPBPBP,PPBPP,PPBPBP,PP-B-PP
PPBBPB,PPBPP,PPBBBB,PP-B-PP
PPBBBB,PPBPP,PBBPPB,PP-B-PP
PPBBPB,PPBPP,PPBBBB,PP-B-PP
PPBBBB,PPBPP,PBBPPB,PP-B-PP
BBBBBB,PPBPP,BBPBBP,PP-B-PP
BBPBPB,PPBPP,BBPPPB,PP-B-PP
BBBBPB,PPBPP,BBPPPP,PP-B-PP
BBPPPP,PPBPP,BBBPPP,PP-B-PP
BPBBPB,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,BBBBPB,PP-B-PP
BPBBBP,PPBPP,BPBBBP,PP-B-PP
BBBPPP,PPBPP,BPPPPB,PP-B-PP
PPBPBP,PPBPP,BPBBBP,PP-B-PP
PBPBPB,PPBPP,PBBPPP,PP-B-PP
PPPBBP,PPBPP,BBBPPB,PP-B-PP
PPBPPB,PPBPP,PBPBBP,PP-B-PP
BPPBBB,PPBPP,PBPBPP,PP-B-PP
PPPBPB,PPBPP,BBBBPB,PP-B-PP
BBPBBB,PPBPP,PBBBPP,PP-B-PP
BPBPBP,PPBPP,PBPBPP,PP-B-PP
PPPBPB,PPBPP,BPBPBB,PP-B-PP
BPBPBP,PPBPP,PBPBPP,PP-B-PP
PPPBPB,PPBPP,BPBPBB,PP-B-PP
PBPBBB,PPBPP,BBPBBB,PP-B-PP
PBBBBB,PPBPP,BPPPBP,PP-B-PP
BBPBPB,PPBPP,BPBBPB,PP-B-PP
BBBBPP,PPBPP,PBBBPB,PP-B-PP
BPBBBB,PPBPP,BBPBBB,PP-B-PP
BBBBPP,PPBPP,PPPBBP,PP-B-PP
BBBPPP,PPBPP,BPBPBP,PP-B-PP
BPBBBB,PPBPP,BPBBBP,PP-B-PP
PPBBPB,PPBPP,BPBPPB,PP-B-PP
BBPBPP,PPBPP,BPPPPB,PP-B-PP
PPPPPP,PPBPP,PPBBBP,PP-B-PP
BBPPBB,PPBPP,PBBPPB,PP-B-PP
PBBPBP,PPBPP,BBPBPP,PP-B-PP
PPBPPB,PPBPP,BBBPBB,PP-B-PP
BBBBBP,PPBPP,PPPPPB,PP-B-PP
BPBBPB,PPBPP,PPBBPP,PP-B-PP
BPBBPB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,BPBPBB,PP-B-PP
BBPBBP,PPBPP,BPPBBB,PP-B-PP
PPPPPP,PPBPP,PPBBPB,PP-B-PP
BBBPPP,PPBPP,PPPPPB,PP-B-PP
PPPBBP,PPBPP,BPPBBB,PP-B-PP
BBBBBP,PPBPP,BPBPPP,PP-B-PP
PBPPBB,PPBPP,PBPPPP,PP-B-PP
PPBBPB,PPBPP,PBBPBP,PP-B-PP
PPPBBP,PPBPP,PPBPBB,PP-B-PP
PBBBBB,PPBPP,PPPPPB,PP-B-PP
BPBPBP,PPBPP,BBBBPP,PP-B-PP
BBBBPB,PPBPP,PPPPPB,PP-B-PP
BPPPPP,PPBPP,PBPPPP,PP-B-PP
PBBPBP,PPBPP,PPBPBB,PP-B-PP
BBBBBB,PPBPP,PBPBPB,PP-B-PP
BBBBPP,PPBPP,BPBPPP,PP-B-PP
BBBPBP,PPBPP,PBPBBB,PP-B-PP
BPBBBP,PPBPP,PBBBBP,PP-B-PP
BPBBBP,PPBPP,BBBBBB,PP-B-PP
BPBBPB,PPBPP,BPBBPP,PP-B-PP
BBPBPP,PPBPP,BBBBPB,PP-B-PP
PPBPBP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,PPPPPB,PP-B-PP
BPBBBB,PPBPP,PPPBBB,PP-B-PP
BPBBPB,PPBPP,BBBBPP,PP-B-PP
BBPPPP,PPBPP,PPBBBB,PP-B-PP
BBBPPP,PPBPP,PBPBPP,PP-B-PP
PBPBBB,PPBPP,PPBBPP,PP-B-PP
PPBBBB,PPBPP,BPBPBB,PP-B-PP
BBBBBP,PPBPP,BPPPBB,PP-B-PP
BPBPBB,PPBPP,BPBPPB,PP-B-PP
BPPBPB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PPPPPB,PP-B-PP
PBBPBB,PPBPP,PBPPPP,PP-B-PP
BPBPBB,PPBPP,PPPPPP,PP-B-PP
PPPPPP,PPBPP,PBBPBP,PP-B-PP
BBBPPP,PPBPP,PBPBPB,PP-B-PP
PPBBPP,PPBPP,PPBBPP,PP-B-PP
PBBPPP,PPBPP,PPBPBB,PP-B-PP
PBPBBB,PPBPP,BPBBBP,PP-B-PP
BPPPBB,PPBPP,BBBPPB,PP-B-PP
BBPBBP,PPBPP,BBBBPP,PP-B-PP
BBBBPP,PPBPP,PBBPPP,PP-B-PP
BPBBPP,PPBPP,BBPBBB,PP-B-PP
BBBBBP,PPBPP,BBPPPP,PP-B-PP
PPBBBB,PPBPP,BPBBBB,PP-B-PP
BPPBPB,PPBPP,BBBBPP,PP-B-PP
BPBPBP,PPBPP,BBPPBB,PP-B-PP
BBPBBP,PPBPP,BPPPPB,PP-B-PP
BPPBPP,PPBPP,BPPPBP,PP-B-PP
BBPBBB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,BPPBBP,PP-B-PP
BPPBBP,PPBPP,BBPBBB,PP-B-PP
PPPBBB,PPBPP,BPPPPP,PP-B-PP
PPBPBB,PPBPP,PBBBPP,PP-B-PP
BPBBPP,PPBPP,BPPPPB,PP-B-PP
BPPBPP,PPBPP,PBBBBP,PP-B-PP
PPBPBP,PPBPP,PPPPPP,PP-B-PP
PBBBPP,PPBPP,PPPPBB,PP-B-PP
PBPBBB,PPBPP,BBBPBP,PP-B-PP
PBBBPB,PPBPP,BBPPPB,PP-B-PP
BPBBPP,PPBPP,PBPBPB,PP-B-PP
BPPPBB,PPBPP,PPPPBP,PP-B-PP
BBBPBB,PPBPP,BBPPPB,PP-B-PP
BBBBBP,PPBPP,BPPPBP,PP-B-PP
PPBPBP,PPBPP,BPBPBB,PP-B-PP
PBBPPP,PPBPP,PBPBBP,PP-B-PP
PBPBBP,PPBPP,BPPBPB,PP-B-PP
BBPBBP,PPBPP,BPBBBB,PP-B-PP
BPPPBB,PPBPP,PBPPBB,PP-B-PP
PBPPBP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BBBBPP,PP-B-PP
BBPBBP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PBBBPB,PP-B-PP
PPBBBP,PPBPP,BBPPBB,PP-B-PP
PBBBPB,PPBPP,PBPBBB,PP-B-PP
BBBPBP,PPBPP,PBBPPB,PP-B-PP
BPPPBB,PPBPP,BBBBBB,PP-B-PP
PPBPBP,PPBPP,BPPPBP,PP-B-PP
BBBBBP,PPBPP,PBBBPB,PP-B-PP
BPPBBB,PPBPP,PPPPPP,PP-B-PP
BPBPBP,PPBPP,PBBBPB,PP-B-PP
BBPPPP,PPBPP,PBPPBB,PP-B-PP
BPPPPP,PPBPP,BBPBBB,PP-B-PP
BPBPBB,PPBPP,PBBBPB,PP-B-PP
BPPPBB,PPBPP,PPBPBP,PP-B-PP
PBPBBP,PPBPP,PPBBBP,PP-B-PP
PPPBBB,PPBPP,PPPBBP,PP-B-PP
PBBPBP,PPBPP,PPPPBB,PP-B-PP
PBBPPP,PPBPP,BBBBPB,PP-B-PP
PPBPBP,PPBPP,BBBPBP,PP-B-PP
PBBBPB,PPBPP,BBPPBP,PP-B-PP
PBBPBP,PPBPP,BBBPPP,PP-B-PP
PPPPBB,PPBPP,PBBPBB,PP-B-PP
BPBBPP,PPBPP,PPPPBP,PP-B-PP
PBPBBB,PPBPP,PBBBBP,PP-B-PP
PBBPBB,PPBPP,PBPBBB,PP-B-PP
PBPBBB,PPBPP,PPPPPP,PP-B-PP
PPPPBB,PPBPP,BBBPBB,PP-B-PP
BPPBPB,PPBPP,PBPPPP,PP-B-PP
BPBPBB,PPBPP,BBPPBP,PP-B-PP
BBBPPP,PPBPP,PBBPPP,PP-B-PP
PPPPPP,PPBPP,BBPBPP,PP-B-PP
BPBPBB,PPBPP,PBBBPP,PP-B-PP
PPBBBP,PPBPP,BPBPBB,PP-B-PP
BPBPBB,PPBPP,BPPPPP,PP-B-PP
BPBPBP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PPBPPP,PP-B-PP
BBBBPB,PPBPP,PBPBBB,PP-B-PP
PPBBBB,PPBPP,BPBPPB,PP-B-PP
PBBPBP,PPBPP,BBBBBB,PP-B-PP
BBPBBP,PPBPP,PBBBPB,PP-B-PP
BBPBPB,PPBPP,PPBPBB,PP-B-PP
PPBBPP,PPBPP,PPPPPP,PP-B-PP
PPPPPP,PPBPP,PBPPPB,PP-B-PP
BBBBPB,PPBPP,BPBPBP,PP-B-PP
PBPBPB,PPBPP,BPBPPP,PP-B-PP
PPBPPB,PPBPP,BBBPPB,PP-B-PP
PBBBBP,PPBPP,BPPBBB,PP-B-PP
PBBPBB,PPBPP,PBBPPB,PP-B-PP
BPBBBP,PPBPP,BPBBPP,PP-B-PP
BBPBPB,PPBPP,BBPBPB,PP-B-PP
BBPBBP,PPBPP,BPPBBB,PP-B-PP
BBPBBP,PPBPP,BPPBBB,PP-B-PP
PBBPBP,PPBPP,PPBBBP,PP-B-PP
PPPBPB,PPBPP,BPBPBP,PP-B-PP
PBBBBB,PPBPP,PBPBBB,PP-B-PP
BBPBPP,PPBPP,BPBBBP,PP-B-PP
BPBBPP,PPBPP,PPPBBP,PP-B-PP
BBBBBB,PPBPP,BPBPPB,PP-B-PP
PBBBPB,PPBPP,PBBPPB,PP-B-PP
BBPBPP,PPBPP,BBBBPB,PP-B-PP
BBBBPB,PPBPP,BPPPBB,PP-B-PP
BPBBPB,PPBPP,BBBBPB,PP-B-PP
BBPPBB,PPBPP,BBPBPB,PP-B-PP
BBPBBB,PPBPP,BBBPBP,PP-B-PP
BPBPBB,PPBPP,PBBPPB,PP-B-PP
BPBPBB,PPBPP,PBBPPB,PP-B-PP
BPBBPB,PPBPP,BBPPBB,PP-B-PP
BPBPPP,PPBPP,BBBPBP,PP-B-PP
BBPPPP,PPBPP,PPPPPB,PP-B-PP
PPPPBB,PPBPP,BBPBBB,PP-B-PP
PPPBBP,PPBPP,BBBPBB,PP-B-PP
PPBPBB,PPBPP,BBPBBP,PP-B-PP
PPBBPB,PPBPP,PBBBBP,PP-B-PP
BPBBPP,PPBPP,PBPBBP,PP-B-PP
PBBPBP,PPBPP,BBBBPP,PP-B-PP
PBBPPP,PPBPP,PPPBPB,PP-B-PP
PBBPBP,PPBPP,BBBBPP,PP-B-PP
PBBPPP,PPBPP,PPPBPB,PP-B-PP
BPPBPP,PPBPP,PBPPPP,PP-B-PP
PPBPBB,PPBPP,PPBPBB,PP-B-PP
BBPBBP,PPBPP,BPPPPB,PP-B-PP
BPPBPP,PPBPP,PBPBBP,PP-B-PP
BBPPPP,PPBPP,BBBPBB,PP-B-PP
BBBBPP,PPBPP,BPPPBP,PP-B-PP
BBBBPB,PPBPP,BBBPPP,PP-B-PP
PPBPPP,PPBPP,BPBBPP,PP-B-PP
PPBPPP,PPBPP,BPBBPP,PP-B-PP
PPBBPP,PPBPP,BPBPBB,PP-B-PP
BBBPBP,PPBPP,BBBBBB,PP-B-PP
BPBPBB,PPBPP,BPPBBB,PP-B-PP
BPBPBP,PPBPP,BPBPBB,PP-B-PP
PPPBBB,PPBPP,PPPPPP,PP-B-PP
BPBPPP,PPBPP,BPBBBB,PP-B-PP
BBPBPB,PPBPP,BPBBBP,PP-B-PP
PBBBPB,PPBPP,BBBBBB,PP-B-PP
PBPBPB,PPBPP,BBPBBP,PP-B-PP
BPBPBB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,BPPBPB,PP-B-PP
PBBBBP,PPBPP,PBPBPP,PP-B-PP
PPBPBP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PBBPPB,PP-B-PP
BPBBBB,PPBPP,BPPPPP,PP-B-PP
PBBPBP,PPBPP,PBPBPB,PP-B-PP
BBBBPP,PPBPP,BBBBPP,PP-B-PP
PBPBBB,PPBPP,BPBPBP,PP-B-PP
PBPBPB,PPBPP,BPPPPP,PP-B-PP
PPBBPP,PPBPP,PPPBPB,PP-B-PP
PPPBPB,PPBPP,BBBBBB,PP-B-PP
BBBPBB,PPBPP,BPBBBP,PP-B-PP
BBBPPP,PPBPP,PBPPPB,PP-B-PP
BPPPBP,PPBPP,BBPPPB,PP-B-PP
BPPBBP,PPBPP,PBPBBP,PP-B-PP
BBPBPB,PPBPP,PBPBBP,PP-B-PP
BBPPBB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BBPPBB,PP-B-PP
BBBBBB,PPBPP,BBPBPB,PP-B-PP
BPBPBP,PPBPP,BPBPBB,PP-B-PP
PBBBBB,PPBPP,BPBBPB,PP-B-PP
BPBBBB,PPBPP,BPBPBP,PP-B-PP
BPBBBB,PPBPP,BPBPBP,PP-B-PP
PPPBBP,PPBPP,PBBBPB,PP-B-PP
PPBBPP,PPBPP,BBBBBP,PP-B-PP
BBBPBB,PPBPP,BBPBPP,PP-B-PP
BBBBBB,PPBPP,PBBPBP,PP-B-PP
BBBBBB,PPBPP,PBBPBP,PP-B-PP
PPPPPP,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,BBBBPB,PP-B-PP
BPPBPB,PPBPP,PBPBPB,PP-B-PP
PBPBPB,PPBPP,BBPBPB,PP-B-PP
PBBBPP,PPBPP,BPBBPB,PP-B-PP
PPPBPB,PPBPP,BPBPBP,PP-B-PP
PPBBPP,PPBPP,PPPBPB,PP-B-PP
BBPBBB,PPBPP,PPBPBB,PP-B-PP
BBBBPP,PPBPP,BPBBBP,PP-B-PP
BPBBBP,PPBPP,BPBPBP,PP-B-PP
BPPBBB,PPBPP,PBPBPP,PP-B-PP
PPPBPB,PPBPP,PBBPBP,PP-B-PP
BBPPPP,PPBPP,PBBPPB,PP-B-PP
PBPBPP,PPBPP,PPPPPP,PP-B-PP
PPPBPB,PPBPP,BPPPBB,PP-B-PP
BBBBPB,PPBPP,PBBBPB,PP-B-PP
BBPBBP,PPBPP,BBPBPB,PP-B-PP
BBPBBP,PPBPP,BBPBPB,PP-B-PP
PBBBBP,PPBPP,PPBPBP,PP-B-PP
BBBBBP,PPBPP,PBBPBB,PP-B-PP
PPBBBP,PPBPP,PBPPPB,PP-B-PP
BBBBPP,PPBPP,PBPBBB,PP-B-PP
PBPBPB,PPBPP,BBPBBB,PP-B-PP
BPBPBB,PPBPP,BBBPBB,PP-B-PP
BPBBBB,PPBPP,PPPPPB,PP-B-PP
BPBPBB,PPBPP,BBBPBB,PP-B-PP
BPBBBB,PPBPP,PPPPPB,PP-B-PP
BPBPBB,PPBPP,BBBPBB,PP-B-PP
BPBBBB,PPBPP,PPPPPB,PP-B-PP
PPPBPB,PPBPP,PPBBBP,PP-B-PP
PPBBBB,PPBPP,PPBBBB,PP-B-PP
BBPPPP,PPBPP,BBBBPP,PP-B-PP
PPBBBB,PPBPP,PPBBBB,PP-B-PP
BBPPPP,PPBPP,BBBBPP,PP-B-PP
BBPBBB,PPBPP,BPBPPB,PP-B-PP
BBBPPP,PPBPP,BPPPPB,PP-B-PP
PBBPBP,PPBPP,PPBBPB,PP-B-PP
PPBPPB,PPBPP,PBBPPP,PP-B-PP
PPBBPP,PPBPP,PBBPBB,PP-B-PP
BBPPPP,PPBPP,PBBBBP,PP-B-PP
BPBBBP,PPBPP,BPBPPB,PP-B-PP
PBPPBB,PPBPP,BPBBBP,PP-B-PP
BPPBBP,PPBPP,BPBPPP,PP-B-PP
PBPBPP,PPBPP,PPBBBB,PP-B-PP
PPBPBP,PPBPP,BBBPPB,PP-B-PP
BBPBBP,PPBPP,BPBBPB,PP-B-PP
PBPBPP,PPBPP,PBPBPB,PP-B-PP
BPPPPP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PPPPBP,PP-B-PP
BBBPBP,PPBPP,BPPBPB,PP-B-PP
PBBBPB,PPBPP,BBBBPB,PP-B-PP
BBPPBB,PPBPP,BBBPBB,PP-B-PP
BPPPBB,PPBPP,PBPBPP,PP-B-PP
PPBBBB,PPBPP,BPPPBB,PP-B-PP
BPPPBB,PPBPP,PPPBBB,PP-B-PP
PBPBPB,PPBPP,BPBBBB,PP-B-PP
BBPBBB,PPBPP,BPPPPB,PP-B-PP
BBPBBP,PPBPP,PPPBBP,PP-B-PP
BBBPBP,PPBPP,PBBPBB,PP-B-PP
PPBPBP,PPBPP,BPBBPP,PP-B-PP
BPBBPP,PPBPP,BBPBBB,PP-B-PP
BPPBBB,PPBPP,PBBBBB,PP-B-PP
PBBBBB,PPBPP,PPBPPB,PP-B-PP
BBBPPP,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,PBPBBB,PP-B-PP
PBPBBB,PPBPP,PBPPPP,PP-B-PP
PPPBPB,PPBPP,BPBPBB,PP-B-PP
BPBPBP,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,BBPPBP,PP-B-PP
BBBBPP,PPBPP,PBPBBP,PP-B-PP
PPPPBB,PPBPP,PBPBBB,PP-B-PP
BBPBPB,PPBPP,PBPBBP,PP-B-PP
BBPBPP,PPBPP,BBPBPP,PP-B-PP
BBBBPP,PPBPP,BBBBPP,PP-B-PP
BPBBBP,PPBPP,PBBPPP,PP-B-PP
PBBBBB,PPBPP,BPBPPB,PP-B-PP
BPBBPP,PPBPP,BBBPPP,PP-B-PP
PBBBBB,PPBPP,BPBPPB,PP-B-PP
BPBBPP,PPBPP,BBBPPP,PP-B-PP
PPPPPP,PPBPP,BBPPPP,PP-B-PP
BPBPBP,PPBPP,BPPBBP,PP-B-PP
PBBPBP,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,PBPPBP,PP-B-PP
BPBPBP,PPBPP,BPPBBP,PP-B-PP
PBBPBP,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,PBPPBP,PP-B-PP
BBBPPP,PPBPP,BBBBBP,PP-B-PP
PBPBBB,PPBPP,BPPBPP,PP-B-PP
BPBBPB,PPBPP,BPBPBB,PP-B-PP
BPBBBP,PPBPP,BBBBBP,PP-B-PP
PBPPPP,PPBPP,PBBBPP,PP-B-PP
PBBPBB,PPBPP,BPPBPB,PP-B-PP
PPBPBP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BBPBBP,PP-B-PP
BBBPBB,PPBPP,BBPPPB,PP-B-PP
PBPBBP,PPBPP,BPBBBB,PP-B-PP
BPPPBB,PPBPP,BBPPBP,PP-B-PP
PBPBPP,PPBPP,PPPPPB,PP-B-PP
BBBPBP,PPBPP,BBBBPP,PP-B-PP
BPBBBP,PPBPP,PPPBBB,PP-B-PP
PBBPBB,PPBPP,BBBBBP,PP-B-PP
BPBPBB,PPBPP,PPPPBB,PP-B-PP
BBBPPP,PPBPP,BPBBBP,PP-B-PP
BPBBPP,PPBPP,BBBBPB,PP-B-PP
BBBPBP,PPBPP,BPBPBP,PP-B-PP
BPBBPP,PPBPP,BBBBPB,PP-B-PP
BBBPBP,PPBPP,BPBPBP,PP-B-PP
PPBBPB,PPBPP,BPPPPB,PP-B-PP
BBBPBP,PPBPP,PPPPPP,PP-B-PP
PPPPPP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,BBBPPP,PP-B-PP
PBPBPB,PPBPP,PPPBPB,PP-B-PP
PPPBPB,PPBPP,PPBBBB,PP-B-PP
BBBPPP,PPBPP,BBBBPB,PP-B-PP
BPBPPP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PBBBBB,PP-B-PP
BBBPBP,PPBPP,BPBBPP,PP-B-PP
PBPBBP,PPBPP,PBPBPP,PP-B-PP
BBBBBP,PPBPP,PBBPBB,PP-B-PP
BBBBBP,PPBPP,PPBBPB,PP-B-PP
PBBPBP,PPBPP,PBPPPP,PP-B-PP
PBPBBB,PPBPP,BBPBPB,PP-B-PP
BBBPBB,PPBPP,BPBPPB,PP-B-PP
BPBBPP,PPBPP,PPPBPB,PP-B-PP
PBPPBP,PPBPP,BPBBBP,PP-B-PP
BPBPBB,PPBPP,PBPBPP,PP-B-PP
PPPBPB,PPBPP,PBPPPB,PP-B-PP
BPPPBB,PPBPP,BPBBBB,PP-B-PP
PBBBBB,PPBPP,BPBBPP,PP-B-PP
PPBPBB,PPBPP,PPBBPP,PP-B-PP
BPPBPB,PPBPP,BPPPPP,PP-B-PP
PPBBBP,PPBPP,PPPPPP,PP-B-PP
PPPBBP,PPBPP,PPPPPB,PP-B-PP
