before,no_cut,after,length,structure
PBBBBP,PBPBPBPBPB,PPPBPP,10,PBP
BBBBBB,BPBPBP,PPPBPP,6,BPB
BPPBBB,BPBPBPBP,PBPBBB,8,BPB
BPBPBB,BPBPBP,BBPBBP,6,BPB
BPPPPB,BPBPBP,PPBBBB,6,BPB
PPPBBP,PBPBPB,BBBBBB,6,PBP
BPBBPB,BPBPBPBP,PPPBPP,8,BPB
PPBPBB,BPBPBP,PPPBBP,6,BPB
BPPPPB,BPBPBP,PBBPPB,6,BPB
PPBPPP,PBPBPB,BBBPPP,6,PBP
BPPPPP,PBPBPB,PPBBBB,6,PBP
BPBPBB,BPBPBP,BBPBPP,6,BPB
BPPPPP,PBPBPB,PPBBBB,6,PBP
BPBPBB,BPBPBP,BBPBPP,6,BPB
PBPPBP,PBPBPB,PPPPBB,6,PBP
PBBBBP,PBPBPB,BPPBBP,6,PBP
PBPPPB,BPBPBP,PPPBBB,6,BPB
PBBBBB,BPBPBP,PBPBPB,6,BPB
BPBPBP,PBPBPB,BPBBBB,6,PBP
PPBPPP,PBPBPB,PPBBPP,6,PBP
BBBPBP,PBPBPB,BBPPBP,6,PBP
PPBPPP,PBPBPBPB,BPPPPB,8,PBP
PPPPBP,PBPBPB,BPPBPB,6,PBP
PBPPPB,BPBPBP,PPBPPP,6,BPB
PPBPBB,BPBPBP,PPPPBB,6,BPB
PPPPPP,PBPBPB,PPBBPP,6,PBP
BPPPBP,PBPBPB,BPPBBB,6,PBP
BPPPBP,PBPBPB,BPPBBB,6,PBP
PPPPBP,PBPBPB,BBPPBB,6,PBP
BPPPBP,PBPBPB,BPPBPP,6,PBP
PPBPBP,PBPBPBPB,BPPBBP,8,PBP
PPPPBP,PBPBPB,PPBBBB,6,PBP
PPPBBB,BPBPBP,BBBPBP,6,BPB
PPBBBP,PBPBPB,PPBPPP,6,PBP
BBPBBB,BPBPBP,BBBPPB,6,BPB
BBBPPP,PBPBPB,BBPPPB,6,PBP
BBBPPP,PBPBPBPB,BPBPPP,8,PBP
PBBPBP,PBPBPB,BBPBPP,6,PBP
BPBBPB,BPBPBP,PBBPBB,6,BPB
BBBBBP,PBPBPB,BBBBBP,6,PBP
PBBBBB,BPBPBP,PBBPPB,6,BPB
PBBBPB,BPBPBP,BBBBPP,6,BPB
BBPPBB,BPBPBP,PPPBPP,6,BPB
BBBPPP,PBPBPB,BPBPBB,6,PBP
BBPBBB,BPBPBP,BBBPPB,6,BPB
PPPBBB,BPBPBP,PPBBBP,6,BPB
PBBPBB,BPBPBPBPBPBPBP,BBBBPP,14,BPB
BBPBBB,BPBPBP,PBPBBP,6,BPB
PPPBBB,BPBPBPBP,PBBBBP,8,BPB
BPPPBB,BPBPBP,BBPPBB,6,BPB
BBPBBP,PBPBPB,PPPPBP,6,PBP
BPBPPP,PBPBPB,BBPPPP,6,PBP
BPBPPB,BPBPBPBP,PPPBBB,8,BPB
BBBPPB,BPBPBP,PBBPPP,6,BPB
PPPBBB,BPBPBPBP,PBPPPP,8,BPB
BPPBPP,PBPBPB,BPPBBP,6,PBP
BPBPPP,PBPBPB,BBBPPP,6,PBP
BPBBPB,BPBPBP,PPBBPP,6,BPB
PPBBPP,PBPBPB,BPBBBB,6,PBP
PBBBPB,BPBPBP,PPPBBB,6,BPB
BPBBBP,PBPBPB,BBBBPB,6,PBP
PPPPBB,BPBPBPBPBP,BBPPPB,10,BPB
BBBBPB,BPBPBP,BBPBPP,6,BPB
BBBBBB,BPBPBP,PBBPPB,6,BPB
BBBPBP,PBPBPB,BBBBPP,6,PBP
BBPPBP,PBPBPB,BPPPPP,6,PBP
PPPPPP,PBPBPB,BPBBPB,6,PBP
PPPBPB,BPBPBPBP,BBBPBP,8,BPB
PPPBPB,BPBPBPBP,BBBPBP,8,BPB
BPPPPP,PBPBPB,BPBPPB,6,PBP
PPBPPP,PBPBPB,PPPPPB,6,PBP
BBPPBP,PBPBPB,PPBBPB,6,PBP
PPPPPB,BPBPBP,BBPPPB,6,BPB
BPPPBB,BPBPBP,PPPBPP,6,BPB
PBBBPB,BPBPBP,BBBPPP,6,BPB
BBBBBB,BPBPBPBP,PPBBPP,8,BPB
BBPPBB,BPBPBPBP,PBBBBB,8,BPB
BBBBBP,PBPBPB,PPBPBP,6,PBP
PPBPPP,PBPBPB,BBPBBB,6,PBP
BPPPBP,PBPBPB,BBBBBB,6,PBP
PPPPBB,BPBPBPBP,PBPBBP,8,BPB
PBBPPB,BPBPBP,PPPPBP,6,BPB
PBBBPP,PBPBPB,BPBBBP,6,PBP
PPBBPB,BPBPBP,BBPPPP,6,BPB
PBBBBB,BPBPBP,PPBPPB,6,BPB
BBPBBB,BPBPBP,BBPBBP,6,BPB
PBBPPB,BPBPBP,BBBBBP,6,BPB
BBPBPB,BPBPBPBP,BBPBPP,8,BPB
PBPBBP,PBPBPBPB,PPPPBP,8,PBP
BBBPPB,BPBPBP,PPBBBB,6,BPB
PBPBBP,PBPBPB,BPPBPP,6,PBP
PBBPBB,BPBPBP,BBBBBP,6,BPB
BBBBPB,BPBPBP,PPPBPB,6,BPB
BPBPPP,PBPBPB,PPPBBB,6,PBP
PPPBBB,BPBPBP,PBBBPB,6,BPB
PBPPBB,BPBPBP,PPBPBB,6,BPB
PPPBBP,PBPBPB,BBBBBB,6,PBP
BPBBBB,BPBPBPBPBP,PPPPPP,10,BPB
BBPPPB,BPBPBP,PBBPPP,6,BPB
PBBBPB,BPBPBP,PPBBBP,6,BPB
PBBBPB,BPBPBP,PPBBBP,6,BPB
PPPPBB,BPBPBP,BBBPPP,6,BPB
PPPPPP,PBPBPB,BPPBBB,6,PBP
BBPBPB,BPBPBP,PPBBBB,6,BPB
BPBBBB,BPBPBP,PPBPBP,6,BPB
PBPBPP,PBPBPBPB,BPPPPP,8,PBP
BBPPBP,PBPBPB,BPBBBB,6,PBP
BBPBBP,PBPBPB,PPPBBB,6,PBP
BPBBBB,BPBPBP,PBBPPP,6,BPB
BBBPBB,BPBPBPBP,PBPPBP,8,BPB
BPPPPB,BPBPBPBP,PBBBPB,8,BPB
PBPPBB,BPBPBP,BBBBPB,6,BPB
PPPBPP,PBPBPB,BBBBBB,6,PBP
BPBPPP,PBPBPB,BPBPPB,6,PBP
PPPPPP,PBPBPB,BPPPBB,6,PBP
BPPPPP,PBPBPB,PPPPPP,6,PBP
PPPPBB,BPBPBPBPBP,PPPPBB,10,BPB
PPPPPB,BPBPBP,PBBBBB,6,BPB
PBBBPP,PBPBPB,BBBBBB,6,PBP
BPPBPB,BPBPBP,BBBBPB,6,BPB
PBBBPP,PBPBPB,BPBBBP,6,PBP
PPPBPB,BPBPBP,PPBBBP,6,BPB
BBPBBP,PBPBPB,BBPBBP,6,PBP
PBBBBP,PBPBPB,BBBPPP,6,PBP
BPPPBB,BPBPBP,BBPPPP,6,BPB
PBPPPB,BPBPBPBP,BBPPBP,8,BPB
PBPBPP,PBPBPBPB,PPPBBB,8,PBP
BBPBPB,BPBPBPBP,PBBBPP,8,BPB
PBPPPP,PBPBPB,PPPBPB,6,PBP
BPPBBP,PBPBPB,BPBBPB,6,PBP
BBBPPB,BPBPBP,PBBPBB,6,BPB
BPPPPB,BPBPBP,PBBBPB,6,BPB
BPPPPB,BPBPBP,PBBBPB,6,BPB
PPBBPB,BPBPBPBP,PPBBBB,8,BPB
BPPBPB,BPBPBP,BBBBPB,6,BPB
PBBPPB,BPBPBP,PPBBBB,6,BPB
PBBPPB,BPBPBP,PPBPBB,6,BPB
PBBPPB,BPBPBP,BBBBBP,6,BPB
PBPBPB,BPBPBP,PBBBBB,6,BPB
PBPBBP,PBPBPBPBPB,PPPBPP,10,PBP
BBPPPB,BPBPBP,PBBBBB,6,BPB
PPBBBB,BPBPBPBP,PBBBPB,8,BPB
PPBBPP,PBPBPB,BPBPBB,6,PBP
BPBBBP,PBPBPBPB,BBBBBP,8,PBP
PPBPPP,PBPBPB,BBPPPB,6,PBP
BBPBPP,PBPBPB,BBBBPB,6,PBP
PBBPBB,BPBPBP,PBPBBP,6,BPB
PBBBBP,PBPBPB,BBBPBB,6,PBP
BBPPPP,PBPBPB,BBPPPB,6,PBP
BBBBBP,PBPBPB,BBPBPP,6,PBP
BBPPBP,PBPBPB,BBPPPB,6,PBP
PPPPBB,BPBPBP,BBBPBB,6,BPB
BBBPBB,BPBPBPBP,PPBPBB,8,BPB
BPPPBP,PBPBPB,BPPBBP,6,PBP
BBPPBP,PBPBPB,PPBPBB,6,PBP
BBBBBP,PBPBPB,BBBPBB,6,PBP
BBBBPB,BPBPBP,PPPPBP,6,BPB
BPBBBP,PBPBPB,BPBBBP,6,PBP
BBBPBP,PBPBPB,BBBPPP,6,PBP
BPBBBB,BPBPBP,PPPPBP,6,BPB
BPBBBB,BPBPBP,PPPPBP,6,BPB
BPBBBB,BPBPBP,PPPPBP,6,BPB
BBBPPP,PBPBPB,BPPPBB,6,PBP
BBBBBB,BPBPBP,PBBPPP,6,BPB
PBPBBB,BPBPBP,PPPBBP,6,BPB
PPBPPP,PBPBPB,PPBBPP,6,PBP
BBBPPP,PBPBPB,BBBPPP,6,PBP
BBBBPP,PBPBPB,PPPPPP,6,PBP
BBPBPB,BPBPBP,PBPPBB,6,BPB
BPPPPP,PBPBPB,BBBBPB,6,PBP
BPPBPP,PBPBPB,PPPPPB,6,PBP
BPPBBB,BPBPBP,PPBBPB,6,BPB
PPPPBB,BPBPBPBP,PPPBPP,8,BPB
BPPPPP,PBPBPB,BBPBBB,6,PBP
BBBBPB,BPBPBP,BBPPBP,6,BPB
PPPBBB,BPBPBP,PPBPPB,6,BPB
BBPPBP,PBPBPB,BBPBBB,6,PBP
PBBBPP,PBPBPB,BPBBPB,6,PBP
PPPBBB,BPBPBP,PPBPPP,6,BPB
PPBPPP,PBPBPB,PPBBPP,6,PBP
BBBBBP,PBPBPB,BPPPPB,6,PBP
PPBBPB,BPBPBP,PPPBBB,6,BPB
PBBPBB,BPBPBP,PBBBBP,6,BPB
BBBBPB,BPBPBP,PBPPPP,6,BPB
PBBBPP,PBPBPB,PPPBPP,6,PBP
BBPBPP,PBPBPB,PPBBBB,6,PBP
PBBBBB,BPBPBP,PBPBBB,6,BPB
PBBPPB,BPBPBP,PPPPPB,6,BPB
BPPBBB,BPBPBP,BBBBPB,6,BPB
BPBBPP,PBPBPB,BPBBPP,6,PBP
BPPPPB,BPBPBP,PPPPBB,6,BPB
PPBBBP,PBPBPB,PPBBPP,6,PBP
PBBBPB,BPBPBP,PBPBBB,6,BPB
PPBBBB,BPBPBP,PPBBPP,6,BPB
BPPPPB,BPBPBPBP,PBPPBB,8,BPB
PBPBBB,BPBPBP,BBPBPP,6,BPB
PPBPPP,PBPBPB,BPPPBB,6,PBP
PBBPPP,PBPBPB,PPBBPP,6,PBP
PPPBBB,BPBPBP,BBBPPB,6,BPB
PBBBBB,BPBPBP,PBBPBP,6,BPB
BPBPPB,BPBPBP,PPPPPB,6,BPB
BPPPPP,PBPBPB,BPPBPP,6,PBP
BBBPPP,PBPBPBPB,BPPBBB,8,PBP
BBBBPP,PBPBPBPB,PPBPBB,8,PBP
BPBBBB,BPBPBP,PPPBBB,6,BPB
BBPPPP,PBPBPB,BPBPPP,6,PBP
BPPPPB,BPBPBP,PBPPBB,6,BPB
PPPBPP,PBPBPB,BBPPBP,6,PBP
BPBPBB,BPBPBPBP,PBPPPP,8,BPB
PBPPPB,BPBPBP,BBPPPB,6,BPB
BBBPPB,BPBPBPBP,PPPPBB,8,BPB
BPBPPB,BPBPBP,PPBPPB,6,BPB
PBBPBB,BPBPBPBPBP,PPBPPB,10,BPB
BPBPPP,PBPBPB,PPBPBB,6,PBP
BPBBBB,BPBPBP,PPPPBB,6,BPB
BBPBPP,PBPBPB,BBBBBB,6,PBP
PBPBBB,BPBPBP,PPBPPP,6,BPB
BPPBPB,BPBPBP,PBPPBP,6,BPB
BPPPPP,PBPBPB,PPPPBB,6,PBP
PBBPBB,BPBPBP,PPBBPB,6,BPB
PBPPPB,BPBPBP,PPPBBP,6,BPB
BPBPPP,PBPBPB,BBBBPB,6,PBP
PBPBBP,PBPBPB,PPPPBP,6,PBP
PPPBBP,PBPBPBPB,BBBPBP,8,PBP
PBPBBB,BPBPBP,PPPPBP,6,BPB
PPPBPB,BPBPBP,PBBBPP,6,BPB
PBPBBB,BPBPBPBP,PPBPBB,8,BPB
PBBPPB,BPBPBP,BBPBBP,6,BPB
BPPPPP,PBPBPBPB,BPPPBP,8,PBP
BPBPBB,BPBPBPBP,PPPPBP,8,BPB
PBPPPP,PBPBPB,BPPBPB,6,PBP
BBBPBB,BPBPBP,PBPBPB,6,BPB
BPBPBP,PBPBPBPBPB,PPBPBB,10,PBP
BPPBPP,PBPBPB,BBBPPP,6,PBP
PBBBPB,BPBPBP,PBPBBB,6,BPB
PPBBPB,BPBPBP,BBBPPP,6,BPB
PBBBPP,PBPBPBPB,BBPPPB,8,PBP
BPPPBP,PBPBPB,BBBBPP,6,PBP
BBBBBP,PBPBPB,PPBBBB,6,PBP
PBBPPP,PBPBPB,BBBBPP,6,PBP
BBBBBP,PBPBPBPB,PPBPPB,8,PBP
PBBBBB,BPBPBP,PPBPBP,6,BPB
PBPBBP,PBPBPBPBPB,BBPPPB,10,PBP
BPBPPB,BPBPBP,PBPPPP,6,BPB
PBPBBP,PBPBPB,PPPBBP,6,PBP
PPBBPB,BPBPBP,PBPPBB,6,BPB
PPPBPP,PBPBPBPB,PPPBBB,8,PBP
PPBBPB,BPBPBP,BBPBPB,6,BPB
BBPBBP,PBPBPB,BPBPBB,6,PBP
BPPPBP,PBPBPB,BBBPPB,6,PBP
PBBPBP,PBPBPBPBPB,BPBBBB,10,PBP
BBBBPB,BPBPBPBP,PPBPPP,8,BPB
PPPBPP,PBPBPBPB,PPBBPB,8,PBP
PPPPBP,PBPBPB,BBBBPB,6,PBP
BBBBBP,PBPBPBPB,BPBBBP,8,PBP
PPBBPB,BPBPBP,BBPBPB,6,BPB
PBPBPB,BPBPBP,PPPBPB,6,BPB
PPBBBB,BPBPBPBP,PBBPBP,8,BPB
PBBBBP,PBPBPB,BPPBBB,6,PBP
BBBPPB,BPBPBP,PBBBPP,6,BPB
PPBBBP,PBPBPB,BBBPPB,6,PBP
BPBBBP,PBPBPB,PPBPBP,6,PBP
PBBBBB,BPBPBP,PPPPPP,6,BPB
BBPPPP,PBPBPB,BBBBBP,6,PBP
PBBPBP,PBPBPBPB,BPBPBP,8,PBP
PBPBPB,BPBPBP,BBBPBB,6,BPB
BBBPPB,BPBPBP,PBBBPB,6,BPB
BBBBBB,BPBPBP,PPBBBB,6,BPB
BBBBBB,BPBPBP,PBPPPP,6,BPB
BBPPPP,PBPBPB,BPPPPP,6,PBP
BBPPBB,BPBPBP,PPBBPP,6,BPB
PPBPPB,BPBPBP,PBBPPP,6,BPB
PPPPPB,BPBPBP,PBBBPP,6,BPB
PBBBPP,PBPBPB,BBBBBP,6,PBP
PBBBBB,BPBPBP,BBPPBP,6,BPB
PBPBBP,PBPBPB,BBPPBP,6,PBP
BBBBPB,BPBPBP,PBBBPB,6,BPB
BPPBPB,BPBPBP,BBBPBB,6,BPB
BBBPBB,BPBPBPBP,BBBBPB,8,BPB
BBPBBB,BPBPBPBP,PBBPBB,8,BPB
BBBBBB,BPBPBPBP,PPPPPB,8,BPB
BBBBPP,PBPBPBPB,PPPBBB,8,PBP
PPPBPP,PBPBPB,BBPPBP,6,PBP
BPPBPP,PBPBPB,BPBPPP,6,PBP
PBBPBP,PBPBPB,PPPBPB,6,PBP
PPPPPB,BPBPBP,PPBBBP,6,BPB
BPPBPP,PBPBPB,PPPBBP,6,PBP
PPPBPP,PBPBPB,BBBBBB,6,PBP
PBBBBB,BPBPBPBPBP,PPBBBB,10,BPB
BBPPPP,PBPBPBPBPB,PPBBPP,10,PBP
PPPPPB,BPBPBP,BBBPPP,6,BPB
PPBBBP,PBPBPB,PPPPBP,6,PBP
BPBBPB,BPBPBP,BBPPBP,6,BPB
PBBPPB,BPBPBP,PBBBBP,6,BPB
BPPPBB,BPBPBP,PPPBPP,6,BPB
BPBPBB,BPBPBP,PPBPBP,6,BPB
PPPPPP,PBPBPB,BBPPPB,6,PBP
PPPPBP,PBPBPB,BPBPPP,6,PBP
PPBPBB,BPBPBP,PPPBPB,6,BPB
BPBPPP,PBPBPB,BBBBPP,6,PBP
PPPBBB,BPBPBP,PBPPBB,6,BPB
BBPPBB,BPBPBP,BBPBPB,6,BPB
PBPBPB,BPBPBP,BBBPBB,6,BPB
PPBBPP,PBPBPB,PPPBPP,6,PBP
BPPBBP,PBPBPB,PPBBPP,6,PBP
PBPPBB,BPBPBPBP,PPBPPP,8,BPB
BBPPPB,BPBPBPBP,PPBBPP,8,BPB
BPPBBB,BPBPBPBP,BBBPPP,8,BPB
BBPPBB,BPBPBP,BBBPBB,6,BPB
BBPBBP,PBPBPB,PPPBPP,6,PBP
BPPPBB,BPBPBP,PPBBPB,6,BPB
PBBBBB,BPBPBP,PPPPBB,6,BPB
BBPBPP,PBPBPBPB,BBBPPP,8,PBP
BBPPPB,BPBPBP,PPPBBB,6,BPB
BBPPBB,BPBPBPBP,BBPBPP,8,BPB
PBBPPP,PBPBPB,BBBBBB,6,PBP
PPPBBB,BPBPBP,PBBBBB,6,BPB
BPBBBB,BPBPBP,PBBPBB,6,BPB
BBBBBB,BPBPBPBPBP,PPBPBB,10,BPB
BBBBBP,PBPBPB,BBBBBP,6,PBP
PPBPPP,PBPBPB,BPBPPB,6,PBP
BPBBPB,BPBPBP,BBBBPB,6,BPB
BPBBBP,PBPBPB,PPBBPB,6,PBP
PBPPPP,PBPBPB,BPBPBB,6,PBP
BBPPPP,PBPBPB,PPPPPB,6,PBP
BBBPPB,BPBPBPBPBP,PPPBPP,10,BPB
BBBPBB,BPBPBPBP,PBPPBP,8,BPB
BPPBBB,BPBPBP,PPBPPB,6,BPB
PPBPPB,BPBPBPBPBPBPBP,PBBBBP,14,BPB
BBPBPP,PBPBPB,BBPBPB,6,PBP
PBBBBB,BPBPBP,PPPPPB,6,BPB
BPPPPP,PBPBPB,PPBPBB,6,PBP
BPBPPP,PBPBPB,PPPPPP,6,PBP
BBBBPB,BPBPBP,PBBBPB,6,BPB
PPPBPB,BPBPBP,PBBBPP,6,BPB
PBBPBB,BPBPBP,PPBBBB,6,BPB
PPBPBB,BPBPBP,PBPBPB,6,BPB
BPBPBP,PBPBPB,PPBPBB,6,PBP
PPPBPB,BPBPBPBP,BBBPPB,8,BPB
BBPBPP,PBPBPB,BPBBBB,6,PBP
BBBPPP,PBPBPB,BBBBPB,6,PBP
PPBPPP,PBPBPB,BPPPPP,6,PBP
PBBPBB,BPBPBP,PBPBBB,6,BPB
BPBPPP,PBPBPB,PPBBBB,6,PBP
PPBBPP,PBPBPBPBPB,PPPBBB,10,PBP
PPBPBB,BPBPBPBP,PBPBPP,8,BPB
BPPPBP,PBPBPB,PPPBBP,6,PBP
BPPPPP,PBPBPB,BBBBPP,6,PBP
BPPBPP,PBPBPB,PPBPPP,6,PBP
BBBBBB,BPBPBPBP,PPBBBP,8,BPB
BPPPBB,BPBPBP,BBPPPP,6,BPB
BBBBBP,PBPBPB,PPPBPP,6,PBP
PBPBBB,BPBPBP,PPBBBB,6,BPB
BBBBBB,BPBPBP,PBPBPP,6,BPB
PBBBPB,BPBPBPBP,BBPPPB,8,BPB
BBPPBP,PBPBPB,BPBBBP,6,PBP
PPPBPB,BPBPBP,PBPPPB,6,BPB
BBPBPB,BPBPBP,BBPPPP,6,BPB
PBBPPP,PBPBPB,BPPPBP,6,PBP
BBBPPP,PBPBPB,PPBBPP,6,PBP
BBPBBB,BPBPBPBP,PBPBPP,8,BPB
PPBBBB,BPBPBPBP,PBBBBP,8,BPB
PPPPPP,PBPBPBPBPB,BPPPPB,10,PBP
BPPBBP,PBPBPBPB,BPPPBP,8,PBP
PBBPBB,BPBPBP,BBPBBB,6,BPB
BBPBBB,BPBPBP,PPPBPP,6,BPB
PBBPPP,PBPBPB,BBPBBB,6,PBP
BBPBBP,PBPBPB,BPPBBP,6,PBP
PBBBPB,BPBPBP,BBBBPP,6,BPB
PBPPPB,BPBPBP,PBPBPB,6,BPB
BPBPBP,PBPBPBPB,BPPPBP,8,PBP
PBBPPB,BPBPBP,PBBBBP,6,BPB
PBBPBP,PBPBPB,BBBBBP,6,PBP
BPBBPP,PBPBPB,BPPPBB,6,PBP
BPPBBB,BPBPBP,PPPPBB,6,BPB
PPPPPB,BPBPBP,BBBBPB,6,BPB
PBPPPP,PBPBPB,BPBPBP,6,PBP
PBPBPB,BPBPBP,PPBBBB,6,BPB
PPPPBB,BPBPBP,PBBBPP,6,BPB
PPBPPB,BPBPBP,BBPPBB,6,BPB
BPBPPB,BPBPBP,PPBPBB,6,BPB
PBBPPP,PBPBPB,BBBPBB,6,PBP
PBBBBP,PBPBPB,BBPPBB,6,PBP
PPPPPB,BPBPBP,PPPPPB,6,BPB
BPPPPP,PBPBPBPBPB,BPPBBP,10,PBP
PPPBBP,PBPBPB,BBPPBP,6,PBP
PBBPBP,PBPBPB,BPBPPP,6,PBP
PBBBPP,PBPBPB,BBPBBP,6,PBP
PPBPBB,BPBPBPBPBPBPBP,PPBBBB,14,BPB
PPBPPB,BPBPBP,PBPPPP,6,BPB
BBBBBB,BPBPBP,PPPBBP,6,BPB
PPPPPB,BPBPBP,PBPPPB,6,BPB
BBPPBB,BPBPBP,BBPBBB,6,BPB
PPBBBP,PBPBPB,BPPBBP,6,PBP
PBBPPB,BPBPBP,BBBPBP,6,BPB
BPBBBB,BPBPBPBP,BBBBBP,8,BPB
BBBPBB,BPBPBPBP,BBBBPP,8,BPB
BPPPBB,BPBPBP,PPPBPB,6,BPB
PBBBPP,PBPBPB,BBBPPP,6,PBP
PPBBPP,PBPBPB,BBPPBB,6,PBP
BBBBBP,PBPBPB,BPBBPB,6,PBP
BPPPBB,BPBPBP,PBPBBB,6,BPB
BPBPPB,BPBPBP,BBBBPP,6,BPB
PPPBPB,BPBPBP,PPBPBP,6,BPB
PBPPBP,PBPBPB,BPBBPP,6,PBP
BBPBBB,BPBPBP,BBBBPB,6,BPB
PBPBPB,BPBPBP,PPPBBB,6,BPB
BBBPBP,PBPBPB,BBBPPB,6,PBP
BPBPPB,BPBPBP,BBBPPP,6,BPB
PBBBPP,PBPBPB,BPPPBB,6,PBP
BBBBBB,BPBPBP,BBBBBB,6,BPB
BBPPPP,PBPBPB,BBPPPP,6,PBP
PPBBBB,BPBPBP,PBPBPP,6,BPB
BPPBBB,BPBPBP,BBBPBP,6,BPB
PPBPBP,PBPBPBPBPBPB,PPBBBB,12,PBP
BPPBBB,BPBPBP,PBPBBB,6,BPB
PBBPPB,BPBPBPBP,PPPBBP,8,BPB
BPPPBB,BPBPBP,PPBBBB,6,BPB
PBBPBP,PBPBPB,BPPPPP,6,PBP
PPPPBP,PBPBPB,PPBBPP,6,PBP
PBPPPB,BPBPBP,PPPBBB,6,BPB
BBPPPB,BPBPBP,PBBPPP,6,BPB
BPBPPB,BPBPBP,PPBPPP,6,BPB
PPPPPP,PBPBPB,BBBBBP,6,PBP
PPBBPB,BPBPBP,PPPBPP,6,BPB
BBBPPB,BPBPBPBPBPBPBPBP,BBBPPP,16,BPB
BBPPBB,BPBPBP,PPPPPB,6,BPB
BPPBPB,BPBPBP,PBBPBB,6,BPB
BPPBPB,BPBPBP,PBPPBP,6,BPB
PPPBPB,BPBPBP,PPBBBP,6,BPB
BBBPPP,PBPBPB,BBBPPP,6,PBP
BBPBBP,PBPBPB,BBBBBP,6,PBP
BBBPBP,PBPBPBPB,PPPPBB,8,PBP
BPBBBP,PBPBPBPB,BBPBPP,8,PBP
BPPBPB,BPBPBPBP,BBPPPB,8,BPB
BBPBBP,PBPBPBPBPBPB,PPPPPB,12,PBP
BPPPBP,PBPBPB,BPBBBP,6,PBP
PBBPBB,BPBPBPBP,BBPPPP,8,BPB
BBPBPB,BPBPBP,PBBBPB,6,BPB
BBPPPB,BPBPBPBP,PPPBBB,8,BPB
BBBPBB,BPBPBP,BBBPPP,6,BPB
PBBBPB,BPBPBP,PBPPBB,6,BPB
BPBPPB,BPBPBP,PPPPBP,6,BPB
BBPPPB,BPBPBPBPBP,PBBPBB,10,BPB
BBPPBP,PBPBPB,BBBPBP,6,PBP
PPPBBP,PBPBPB,BBBBPB,6,PBP
PBBBBP,PBPBPBPB,BPBBBB,8,PBP
PPPBBB,BPBPBP,BBPBBP,6,BPB
PBPBPP,PBPBPB,BBBBPP,6,PBP
BPBBPP,PBPBPB,BPPBBP,6,PBP
BBPBPP,PBPBPBPB,BPPPPB,8,PBP
PPPPPB,BPBPBP,PPPBPB,6,BPB
BBBPBP,PBPBPBPB,BPPPBP,8,PBP
PPPPPB,BPBPBP,PPPBPB,6,BPB
BBBPBP,PBPBPBPB,BPPPBP,8,PBP
BBBPPP,PBPBPB,PPPBBP,6,PBP
PPPPPB,BPBPBPBPBP,BBBPBP,10,BPB
BPBBBP,PBPBPB,BBBBBP,6,PBP
BBPBPP,PBPBPB,PPPPPP,6,PBP
BBPBPB,BPBPBP,PBBPPP,6,BPB
BBBPBB,BPBPBP,PBBPPB,6,BPB
PPPPPB,BPBPBP,BBBPPP,6,BPB
BBBPPP,PBPBPB,BBBBBB,6,PBP
BBBBPP,PBPBPB,BBPPBP,6,PBP
PPPPPP,PBPBPB,BBPPPP,6,PBP
BBBPPP,PBPBPB,PPPBBP,6,PBP
BBBPPP,PBPBPB,BPPBBP,6,PBP
PPPBBB,BPBPBP,PPPPBB,6,BPB
BBPBBB,BPBPBPBP,PBPPPB,8,BPB
BPPBPB,BPBPBP,PBPBPP,6,BPB
PPBBBB,BPBPBP,PPPPBP,6,BPB
BBPPBB,BPBPBPBP,PBBPPP,8,BPB
BPPBBB,BPBPBPBP,PPPBPB,8,BPB
BBBBBP,PBPBPBPBPB,PPPBBB,10,PBP
BBBPPP,PBPBPB,BBBPPP,6,PBP
PPPBPP,PBPBPBPB,PPPBBB,8,PBP
BPPPBB,BPBPBP,PPPBBP,6,BPB
BBPPPP,PBPBPBPB,PPBBPB,8,PBP
PPPBPB,BPBPBPBP,PPPPBB,8,BPB
BBPBBB,BPBPBP,BBBPBB,6,BPB
BBPPBB,BPBPBP,BBBBPB,6,BPB
BBBPBB,BPBPBP,BBBPPB,6,BPB
PPPPBB,BPBPBPBP,BBPBBB,8,BPB
PPPPBP,PBPBPB,PPBPBP,6,PBP
BPBPBP,PBPBPB,PPPPPP,6,PBP
PBBBBB,BPBPBPBP,BBBPPP,8,BPB
BBPPPP,PBPBPB,BBBBBB,6,PBP
BBPPPP,PBPBPB,PPPBBP,6,PBP
PBBPBB,BPBPBPBP,PPBBPB,8,BPB
PBBBBP,PBPBPB,BPBBPB,6,PBP
PBBBBB,BPBPBP,BBBPPP,6,BPB
PBBBPP,PBPBPB,BPBPBP,6,PBP
PBPBPB,BPBPBPBP,BBBPPP,8,BPB
PPPBBP,PBPBPB,BBPPBB,6,PBP
BBBPPB,BPBPBP,BBBPPP,6,BPB
BPPBBP,PBPBPBPB,BPBPBB,8,PBP
BPBBBP,PBPBPB,BPPPBB,6,PBP
PBBPBP,PBPBPB,BPBPPP,6,PBP
PPPPPP,PBPBPB,PPPPBP,6,PBP
PPBPBB,BPBPBP,PBBPBP,6,BPB
PPBBBP,PBPBPB,BPBBPB,6,PBP
BBPBBB,BPBPBP,PBPPPP,6,BPB
PPPPPB,BPBPBPBP,BBBBBP,8,BPB
PPBPBP,PBPBPB,BBBBBB,6,PBP
PPPPPB,BPBPBP,BBPPPB,6,BPB
PBBPPP,PBPBPB,BPBPBP,6,PBP
BBBBPP,PBPBPB,BBPBBP,6,PBP
