before,pp_322_5hit,after,length
PPPBBB,PPBBBPPBBP,BBBBPB,10
PPBBBB,BBPPPBBPPB,BBBBPP,10
BBBBPB,PPBBBPPBBP,PBBBPB,10
PPBPPP,BBPPPBBPPB,BPPBBB,10
BPPBBB,BBPPPBBPPB,BBPBBB,10
BBBPPP,BBPPPBBPPB,PPPPBB,10
BBBPPB,PPBBBPPBBP,BBBBBP,10
BPPBBB,BBPPPBBPPB,BBPBBB,10
PPPBPP,PPBBBPPBBP,BPBBBP,10
BBBBPP,BBPPPBBPPB,BBPPPP,10
PBPPBP,PPBBBPPBBP,BBPBPP,10
BBBPPB,BBPPPBBPPB,BPBBPB,10
BBBBPP,BBPPPBBPPB,BBBBPB,10
PBBBPB,BBPPPBBPPB,PPBBBP,10
PBBPPB,PPBBBPPBBP,PBBPPP,10
BPPBPP,PPBBBPPBBP,PPBPPB,10
PPBBBP,PPBBBPPBBP,PBBPPB,10
BBPPPB,BBPPPBBPPB,BBPPPP,10
PPPPPP,PPBBBPPBBP,BPBBBB,10
BPPPBB,BBPPPBBPPB,PBPPBB,10
PPBPPP,PPBBBPPBBP,PBPPBB,10
BBPBBP,PPBBBPPBBP,PPPBBB,10
BBPPBB,BBPPPBBPPB,BBBPPB,10
PBBBBB,BBPPPBBPPB,PBBPBB,10
BBPPPB,PPBBBPPBBP,BBBBPB,10
BBBPBP,PPBBBPPBBP,BBPPPB,10
PPPBPB,BBPPPBBPPB,PPPBBP,10
PBPPBB,BBPPPBBPPB,BBPPBP,10
PBPBBB,PPBBBPPBBP,BBBPPP,10
PBBPBP,BBPPPBBPPB,BPBPPP,10
PBPPPB,PPBBBPPBBP,PPPPBB,10
BPBBBB,BBPPPBBPPB,BPPPBB,10
PPPPBP,BBPPPBBPPB,PPPPBB,10
BPBBBP,BBPPPBBPPB,BPPPBB,10
PPPBPP,PPBBBPPBBP,BBBBPP,10
BBBPBB,BBPPPBBPPB,BPPBBP,10
BPBPBP,BBPPPBBPPB,BBBPPP,10
BBBPPP,PPBBBPPBBP,PBBPBB,10
BBBBBB,BBPPPBBPPB,PBBPPB,10
BBBBPB,PPBBBPPBBP,BPPPPB,10
PPBBBB,BBPPPBBPPB,PBBBBB,10
BBBBBB,BBPPPBBPPB,BBPBBP,10
PPBBPP,PPBBBPPBBP,BPPPBP,10
BBBBPP,PPBBBPPBBP,PPPBPB,10
PPBPPP,PPBBBPPBBP,BBBBBP,10
PPBBPB,PPBBBPPBBP,BPPBBP,10
PBBBPB,PPBBBPPBBP,PPPBPP,10
PBBBPB,PPBBBPPBBP,PPPBPP,10
BBBBPP,PPBBBPPBBP,BPPBPP,10
PBPBBP,PPBBBPPBBP,PBPBPP,10
PPBBBP,PPBBBPPBBP,PBBPBP,10
BPPBBB,BBPPPBBPPB,PBBBPB,10
BBBBPB,BBPPPBBPPB,PPPPPB,10
PPPBPB,BBPPPBBPPB,PPBBBB,10
PBPBBB,PPBBBPPBBP,PBBPPP,10
BBPBPP,BBPPPBBPPB,BPBBPB,10
PBBBPB,PPBBBPPBBP,BPBBPB,10
PPBBPP,PPBBBPPBBP,BBPPPB,10
PBPPBP,BBPPPBBPPB,BBPBBP,10
BBPBBP,PPBBBPPBBP,PBPPPP,10
BBPPPB,BBPPPBBPPB,PPBBBB,10
BBBBPB,PPBBBPPBBP,PBPBBB,10
BBPBBB,PPBBBPPBBP,BPPBPB,10
PBBBBP,PPBBBPPBBP,PPPPBB,10
PPPPPP,PPBBBPPBBP,BBBPBB,10
PBPPBB,BBPPPBBPPB,PPPBPB,10
PBPPBB,BBPPPBBPPB,PPPBPB,10
PPPPPP,BBPPPBBPPB,PBBBBB,10
BPBPPB,PPBBBPPBBP,BBBPBP,10
PPBBBP,PPBBBPPBBP,PPPBBP,10
BPBPPP,BBPPPBBPPB,PPPBBP,10
PPPBPP,BBPPPBBPPB,PPBPBB,10
PPPBPP,BBPPPBBPPB,PPBPBB,10
PPBPPP,PPBBBPPBBP,BPPPPP,10
PPPPPP,PPBBBPPBBP,BPBBBB,10
PPPBPB,PPBBBPPBBP,PPBBPP,10
PPPPPB,BBPPPBBPPB,BBBBBB,10
BBBBPB,PPBBBPPBBP,BPPPPP,10
BBBBPP,PPBBBPPBBP,PBBBPB,10
PPPPPB,PPBBBPPBBP,BBPPPB,10
PPPPBP,PPBBBPPBBP,BBPPPB,10
BPBPBB,BBPPPBBPPB,PBBBBP,10
PPPBPP,PPBBBPPBBP,PBPPBB,10
PPPPPP,PPBBBPPBBP,PPPBPB,10
BBPBPP,PPBBBPPBBP,PBPBPB,10
BBPPPB,PPBBBPPBBP,BPPPPP,10
BPPBPB,BBPPPBBPPB,BPPPPB,10
BPPBPP,BBPPPBBPPB,BPPPBB,10
PBBBPP,PPBBBPPBBP,BBPPPB,10
BBBBBP,PPBBBPPBBP,PPPPBP,10
BBPPBB,BBPPPBBPPB,BBPPPB,10
PPBBPP,PPBBBPPBBP,BPPPBB,10
PBBBPP,PPBBBPPBBP,PBPPPB,10
BBBPPP,PPBBBPPBBP,PBBBPB,10
PBPPBB,PPBBBPPBBP,PPBPBB,10
PBBPBP,BBPPPBBPPB,PBPBPB,10
BPBPBB,BBPPPBBPPB,BPPBBP,10
PPPBBP,PPBBBPPBBP,PBBPPB,10
BBPPPB,PPBBBPPBBP,PPPPBP,10
BPPBBP,PPBBBPPBBP,BPBBBP,10
BPBPPP,PPBBBPPBBP,PBBBBB,10
BBPBBB,PPBBBPPBBP,BBBPPB,10
PPBBBB,PPBBBPPBBP,PBPPBP,10
PBPPPP,BBPPPBBPPB,BBBPBB,10
PBBBBB,BBPPPBBPPB,BPPBBB,10
PPPBBP,BBPPPBBPPB,BPBBPP,10
PBPPPP,PPBBBPPBBP,PBBBPB,10
PBPPPB,PPBBBPPBBP,PBBBBB,10
BPBPPP,PPBBBPPBBP,PPPBPP,10
BPPBBP,PPBBBPPBBP,PPPPPP,10
BPPPPP,BBPPPBBPPB,BBPPPP,10
BPPBPB,PPBBBPPBBP,PPBPBP,10
PPPBBB,BBPPPBBPPB,PBBBBB,10
BBBPBB,PPBBBPPBBP,PPPPPB,10
PPPPPB,PPBBBPPBBP,BPPPPB,10
PPPBBP,BBPPPBBPPB,BPPBBP,10
BBPBBB,BBPPPBBPPB,PPBPPP,10
BBPBPP,BBPPPBBPPB,BBBBBB,10
BBPPBP,BBPPPBBPPB,BPPBPB,10
PBPBBP,BBPPPBBPPB,BPPPBP,10
PPPBBB,BBPPPBBPPB,BBBPPP,10
PPBPBP,BBPPPBBPPB,PBPBPP,10
BPBPPB,BBPPPBBPPB,PPPPPB,10
BBPBBB,BBPPPBBPPB,BBBPPB,10
BBBBPB,PPBBBPPBBP,BPPPPB,10
PBPPPP,BBPPPBBPPB,BBBBPP,10
BPPBBB,PPBBBPPBBP,BPBBPB,10
BBBBBP,BBPPPBBPPB,BBBPPB,10
BBPPPB,PPBBBPPBBP,BPPBBB,10
BBBBBB,BBPPPBBPPB,BBPBPB,10
PPPPBP,BBPPPBBPPB,BPBPBP,10
PPBBBB,BBPPPBBPPB,PPBBPP,10
PBPPPB,PPBBBPPBBP,BPBBPP,10
PBBPBP,BBPPPBBPPB,PPBPBP,10
PBBPBP,PPBBBPPBBP,PPBBPB,10
BPBBPP,BBPPPBBPPB,BPPPBP,10
PBPPBB,PPBBBPPBBP,PPBBBB,10
BBPPPP,PPBBBPPBBP,PPBBPP,10
PPPPBP,PPBBBPPBBP,PPPBBP,10
PPBPBP,BBPPPBBPPB,PPBBBP,10
BPBBPB,PPBBBPPBBP,PPBPBB,10
PBBBBP,PPBBBPPBBP,BBPPPP,10
PBBBPB,BBPPPBBPPB,BPPBPB,10
PPPBPP,BBPPPBBPPB,BBBBBP,10
PBPPPB,BBPPPBBPPB,PBPBBP,10
BBBBPP,PPBBBPPBBP,PPPBBP,10
PPBBPB,PPBBBPPBBP,BBPBPB,10
BPBBBP,BBPPPBBPPB,PBBPPP,10
PBPPPB,BBPPPBBPPB,PPPBPP,10
BPPBBP,BBPPPBBPPB,BPBPBP,10
PPBPPB,BBPPPBBPPB,PBPPBB,10
PPBPBP,PPBBBPPBBP,BBBPBP,10
PPPBBP,PPBBBPPBBP,BPBPBP,10
PBBBBP,PPBBBPPBBP,BPPBPB,10
BBPBBP,BBPPPBBPPB,PBPBBP,10
PBPPPB,PPBBBPPBBP,BBPBPP,10
PPPBPP,BBPPPBBPPB,PPPBPP,10
PPBBBP,BBPPPBBPPB,PBPBBB,10
PPPPPB,BBPPPBBPPB,BPBPBP,10
PBPPPB,BBPPPBBPPB,BBBBPB,10
BPPBPP,BBPPPBBPPB,PPBPPB,10
PPPBPP,BBPPPBBPPB,PBBPBP,10
PBPPPP,BBPPPBBPPB,PBBBPP,10
BBBBBP,BBPPPBBPPB,PBPPBP,10
BBPPBP,BBPPPBBPPB,PPBBBP,10
PPPBPP,PPBBBPPBBP,PBBPBB,10
PBBBPB,BBPPPBBPPB,PPPBBB,10
BPBPBB,PPBBBPPBBP,PPPBBB,10
BBBPBP,BBPPPBBPPB,BBBPBB,10
PPBBBP,BBPPPBBPPB,PPBPBP,10
BPPBPP,PPBBBPPBBP,BBPBPP,10
PPPBPP,BBPPPBBPPB,PBBBBB,10
BBPPPP,BBPPPBBPPB,BPPPPB,10
BBBBPB,PPBBBPPBBP,BBBPPB,10
PPBBBB,PPBBBPPBBP,PPBBBP,10
BBBBBB,BBPPPBBPPB,PPBPPP,10
PPBBBP,BBPPPBBPPB,PPPPPP,10
BBPBPB,PPBBBPPBBP,PBBBBB,10
BBBPBP,PPBBBPPBBP,PPPPBP,10
BBPBBB,PPBBBPPBBP,PBPBBP,10
PPPBPP,BBPPPBBPPB,BBBPBB,10
PPPBPP,BBPPPBBPPB,BBBPBB,10
PPPPPB,BBPPPBBPPB,PPBPPB,10
BBPBBP,BBPPPBBPPB,PPBBPB,10
PPBPPP,BBPPPBBPPB,BBBPPP,10
PPBPBP,PPBBBPPBBP,PBPBBP,10
BBPPBP,BBPPPBBPPB,BPBPPB,10
BBPPPP,PPBBBPPBBP,BBPBBB,10
PPBBPP,BBPPPBBPPB,PBPPBB,10
BPBBPP,BBPPPBBPPB,BPBPPP,10
BPPPPP,PPBBBPPBBP,PBBPBB,10
PPPBBB,PPBBBPPBBP,PBBPBP,10
BPPBBB,PPBBBPPBBP,BPPBPB,10
BPBPBP,PPBBBPPBBP,PBBBPB,10
BPPBPP,BBPPPBBPPB,BPPBBP,10
PBBBPB,BBPPPBBPPB,BBPPBB,10
BBBBBP,BBPPPBBPPB,PPBBPP,10
BBBBBP,BBPPPBBPPB,PBBPBB,10
BBBBBB,BBPPPBBPPB,PBPBPB,10
BPBPBP,PPBBBPPBBP,PPBBBB,10
PBPBPP,BBPPPBBPPB,PPPPBP,10
PBBPBB,BBPPPBBPPB,BBPPPB,10
PBPBBB,PPBBBPPBBP,BBBPBP,10
PPPPPP,PPBBBPPBBP,PPBPPP,10
PPPPPP,PPBBBPPBBP,PPBPPP,10
BBPBBP,PPBBBPPBBP,BPBBBP,10
BBPBPB,BBPPPBBPPB,BBPPBP,10
BBBBBP,PPBBBPPBBP,PPBBPP,10
PBPPPP,BBPPPBBPPB,PPBPBB,10
BBPPBB,BBPPPBBPPB,PPBPPP,10
BBPPBB,BBPPPBBPPB,PPBPPP,10
BPBBBB,PPBBBPPBBP,BPPPBP,10
PBPPBP,BBPPPBBPPB,BPBPBP,10
BPBBBP,BBPPPBBPPB,PPBBBP,10
PBPBBB,PPBBBPPBBP,PBBPBP,10
PBBPPB,PPBBBPPBBP,BBPBPB,10
BPPBPP,BBPPPBBPPB,BBBBBB,10
BBPPBP,PPBBBPPBBP,PPPBPP,10
BPPBBP,PPBBBPPBBP,BPBBPP,10
BBPPPP,PPBBBPPBBP,BBBPBP,10
PPBBPB,PPBBBPPBBP,PPPBPB,10
BBBPBB,BBPPPBBPPB,PBPPBP,10
PBBPPB,PPBBBPPBBP,PPPBBP,10
BBPBBP,BBPPPBBPPB,PBBBBP,10
PBPPPP,BBPPPBBPPB,PPBPBB,10
BBPBBP,BBPPPBBPPB,PBBBBP,10
PBPPPP,BBPPPBBPPB,PPBPBB,10
BBBPBP,BBPPPBBPPB,PPBBBB,10
BBPPBP,PPBBBPPBBP,PPBPPB,10
PPPBPP,BBPPPBBPPB,BPBBPP,10
PPBPPP,BBPPPBBPPB,PBBBBB,10
BPBBBB,PPBBBPPBBP,PBBPPB,10
BBBBPP,BBPPPBBPPB,PBBBPB,10
BPBPPP,PPBBBPPBBP,PBPBBB,10
PPPPBP,PPBBBPPBBP,BBBBBP,10
BBPPPP,BBPPPBBPPB,PBPBBB,10
BBPPBP,BBPPPBBPPB,BPPBBP,10
BBBPBP,BBPPPBBPPB,PBBPBB,10
BBBBBB,PPBBBPPBBP,BBBBBB,10
PBPBPB,PPBBBPPBBP,PPBBBP,10
PPBBPP,BBPPPBBPPB,PPBBBP,10
PBBPPB,PPBBBPPBBP,PBPBPB,10
PPBBPP,BBPPPBBPPB,PPBBBP,10
PBBPPB,PPBBBPPBBP,PBPBPB,10
PPBPPP,BBPPPBBPPB,BBPBBB,10
PPPPPB,PPBBBPPBBP,BPPPBP,10
BPPBBB,BBPPPBBPPB,BBBBPB,10
BPPBBB,BBPPPBBPPB,BBBBPB,10
BPPPPP,PPBBBPPBBP,BPBPPP,10
PBBPBP,BBPPPBBPPB,BPPBBB,10
BPPPBB,PPBBBPPBBP,BPPPBB,10
BPPBPB,PPBBBPPBBP,BBBPPB,10
BPPBPB,PPBBBPPBBP,BBBPPB,10
PBBPBB,PPBBBPPBBP,PPBBPB,10
PPBBPB,PPBBBPPBBP,PPBPPB,10
BBPBPB,BBPPPBBPPB,BBBBBP,10
BPPPBB,BBPPPBBPPB,BPBBBB,10
PPBPBP,PPBBBPPBBP,BPPPPP,10
BPPPBP,PPBBBPPBBP,BPBBBP,10
BPBBBP,PPBBBPPBBP,PPBPBB,10
BBPBBP,PPBBBPPBBP,BPBPPB,10
BBPBBB,BBPPPBBPPB,BPPBBB,10
BBBPBP,BBPPPBBPPB,BBPBPB,10
BBPPBB,BBPPPBBPPB,PPBPBP,10
BPBPBB,BBPPPBBPPB,BBBPBB,10
PPPBPB,BBPPPBBPPB,PPPBBP,10
BBBPBB,BBPPPBBPPB,BBBBPB,10
BPBPBP,BBPPPBBPPB,PBBBPB,10
PPBPPP,PPBBBPPBBP,PBPBBP,10
PBPPBB,BBPPPBBPPB,BPPPPB,10
BPBBPB,PPBBBPPBBP,BBBPPP,10
BPBPPB,PPBBBPPBBP,PPPPBB,10
BPBBBB,PPBBBPPBBP,PPBPBP,10
PBPPBB,BBPPPBBPPB,PBPBPP,10
PPPBBB,PPBBBPPBBP,PBPPPB,10
BPPPPB,PPBBBPPBBP,PPPBBB,10
PBBBPB,BBPPPBBPPB,BBBPPB,10
PBBPBP,PPBBBPPBBP,BBPBBB,10
BPBBBP,PPBBBPPBBP,PBPBBB,10
BPBPPP,BBPPPBBPPB,PBBBBP,10
PBPBPP,PPBBBPPBBP,BPPPPB,10
PPPPPP,BBPPPBBPPB,BPPBBB,10
BBBPPB,PPBBBPPBBP,BPPBPB,10
PPBBPP,PPBBBPPBBP,BBBBPB,10
PPPBPP,PPBBBPPBBP,PBPBPB,10
BPBPPB,BBPPPBBPPB,BPBPPB,10
PPPPPB,PPBBBPPBBP,BPPBPB,10
PBPPPB,PPBBBPPBBP,BPBPPB,10
PPBBPB,BBPPPBBPPB,PPBBBP,10
BBBBBP,PPBBBPPBBP,PBPBPB,10
BPBBBB,PPBBBPPBBP,PBPBBB,10
PPBPBB,PPBBBPPBBP,PPBPPP,10
PBBBBB,PPBBBPPBBP,BPPBPP,10
BPPBBB,BBPPPBBPPB,PBBBPP,10
BBPBPB,BBPPPBBPPB,BPBBPB,10
PPPBPB,BBPPPBBPPB,PPBBPB,10
PPPBBP,PPBBBPPBBP,BPPPBP,10
BPPPPP,BBPPPBBPPB,PPBPPP,10
BPBBBB,BBPPPBBPPB,BPPPBP,10
PPBPPB,BBPPPBBPPB,BBBBPB,10
PBPBBB,BBPPPBBPPB,BBPBPB,10
BBBPBP,BBPPPBBPPB,PPPPPP,10
BBBPBP,BBPPPBBPPB,PPPPPP,10
BPBBPP,PPBBBPPBBP,PBBBBP,10
BPBBPP,PPBBBPPBBP,PBBBBP,10
BPBBPP,PPBBBPPBBP,PBBBBP,10
PBPPBP,PPBBBPPBBP,PBPBBB,10
PPPBPB,PPBBBPPBBP,PBPBBP,10
PPPBPB,PPBBBPPBBP,PBPBBP,10
PPPBPB,PPBBBPPBBP,PBPBBP,10
PPBPBP,PPBBBPPBBP,PBBBPP,10
BBBBPP,BBPPPBBPPB,PBBPBP,10
BBPBBB,PPBBBPPBBP,BPBBBP,10
BPBPPB,BBPPPBBPPB,PBBPPB,10
BPBPBP,BBPPPBBPPB,BBPBBP,10
PPBBPP,PPBBBPPBBP,PBPPBP,10
BPPBPP,PPBBBPPBBP,BPPBBB,10
BPBPBB,PPBBBPPBBP,BPBPBB,10
PPBBBB,BBPPPBBPPB,BBBBBB,10
PBBBBP,PPBBBPPBBP,PBBBBP,10
BPPBBB,BBPPPBBPPB,PBBBPB,10
PBPBPP,BBPPPBBPPB,PBBPPP,10
PBBPPB,BBPPPBBPPB,PBBBBB,10
BPBPPB,PPBBBPPBBP,PPPPBB,10
PPBPPP,BBPPPBBPPB,PPPBPP,10
BBPBPB,BBPPPBBPPB,PPBPBP,10
BBPBBP,PPBBBPPBBP,BPBPPB,10
BPPBPB,BBPPPBBPPB,PPBPBP,10
BPPBBP,PPBBBPPBBP,BBPBPB,10
BBBBPP,PPBBBPPBBP,BBPBPP,10
PBPBPP,PPBBBPPBBP,BBBPPP,10
PPPBPP,PPBBBPPBBP,PBBBBP,10
BBPPPB,BBPPPBBPPB,BPBBPB,10
PPPBBB,PPBBBPPBBP,BPBPBB,10
BPBBPP,BBPPPBBPPB,PPBBPB,10
BBPPBP,PPBBBPPBBP,BPPBBB,10
BPBPBB,PPBBBPPBBP,BBPBPB,10
BBBBPB,PPBBBPPBBP,PBPPBP,10
BBPBBB,PPBBBPPBBP,PBPPBB,10
PBBPPB,BBPPPBBPPB,BBBPPB,10
BBPPPP,PPBBBPPBBP,BPPPBP,10
PBBBBP,BBPPPBBPPB,BBPBBB,10
BBPPPB,BBPPPBBPPB,BBBPBP,10
PBBPBB,BBPPPBBPPB,PBBPPP,10
BPPBBB,BBPPPBBPPB,BBBPPB,10
BPPPPB,PPBBBPPBBP,PPPPPP,10
BPPPPP,BBPPPBBPPB,PPBPBB,10
PBBBBB,BBPPPBBPPB,PBPBPB,10
PPBPPP,BBPPPBBPPB,PPPPBP,10
PPBPPP,BBPPPBBPPB,BBPPPP,10
BBBBBB,PPBBBPPBBP,PBBBBB,10
PBPBPP,BBPPPBBPPB,BBBPBB,10
PBPBPP,BBPPPBBPPB,BBBPBB,10
PPPBBB,PPBBBPPBBP,PPBBBP,10
PPBPBP,PPBBBPPBBP,PPPPPB,10
BBBPBB,PPBBBPPBBP,PPPBBP,10
BBPBPP,BBPPPBBPPB,BBBPBB,10
PBPPBP,PPBBBPPBBP,BBPPBP,10
BBBBPP,PPBBBPPBBP,BPPPBP,10
BPBBPB,BBPPPBBPPB,BBBBBP,10
PBBPPP,PPBBBPPBBP,PBBPBB,10
PBBPPP,PPBBBPPBBP,PBBPBB,10
PBBBPB,BBPPPBBPPB,PPBPBP,10
BBBBBB,PPBBBPPBBP,BPBBPP,10
PBPPPB,BBPPPBBPPB,PPPPBP,10
BBBPPB,BBPPPBBPPB,PPPPBB,10
PPBPBP,PPBBBPPBBP,BPPBBP,10
PPPPBB,PPBBBPPBBP,PBBPBB,10
PPPPBB,PPBBBPPBBP,PBBPBB,10
BPBPPB,PPBBBPPBBP,PPPBPP,10
BBBPPB,PPBBBPPBBP,PPBPBB,10
PPPBPP,BBPPPBBPPB,PBPPBB,10
PBBPPP,BBPPPBBPPB,PPBPBB,10
PBBPPP,BBPPPBBPPB,PPBPBB,10
PBBPPP,BBPPPBBPPB,PPBPBB,10
PBBPPP,PPBBBPPBBP,BBBPPB,10
PPBBBP,BBPPPBBPPB,PPPPBB,10
BPPBPP,PPBBBPPBBP,BBBPPB,10
PBBPPB,BBPPPBBPPB,BBBPBB,10
BPBPPP,PPBBBPPBBP,PBBBBB,10
BPPBBP,BBPPPBBPPB,BPPBPP,10
PBBPPB,BBPPPBBPPB,PBPPPP,10
BBBPPP,PPBBBPPBBP,PPBBPB,10
BBBPPP,PPBBBPPBBP,PPBBPB,10
PPBBPP,BBPPPBBPPB,PPPPBB,10
PPPBPP,BBPPPBBPPB,PBPBBP,10
BPBBPP,BBPPPBBPPB,BBPPBP,10
PBPBBP,BBPPPBBPPB,BPPPBP,10
PBBBBB,PPBBBPPBBP,BPPBBB,10
PPBPBB,BBPPPBBPPB,BPPBPP,10
BBBPPB,PPBBBPPBBP,BPPPPP,10
PBPBBB,PPBBBPPBBP,BPPBPB,10
BBPBPP,BBPPPBBPPB,PBPBPB,10
BPPPPP,PPBBBPPBBP,BPPBBP,10
PPBPBB,PPBBBPPBBP,BBPPPP,10
BBPPBB,BBPPPBBPPB,PBBBBP,10
BBBBBP,PPBBBPPBBP,PBPBBP,10
PBPPBB,BBPPPBBPPB,BPBPBP,10
BBPBBP,BBPPPBBPPB,BBPPPP,10
BBPPPB,BBPPPBBPPB,PPPBPP,10
BBBBPB,BBPPPBBPPB,BBPPPB,10
BBPBPB,BBPPPBBPPB,BBPBBB,10
BBPBPP,BBPPPBBPPB,BBBBBP,10
BBPPPB,BBPPPBBPPB,BBPBPB,10
BBPPPB,BBPPPBBPPB,BBPBPB,10
BBPPPB,BBPPPBBPPB,BBPBPB,10
BBPPPB,BBPPPBBPPB,BBPBPB,10
PBBPBB,BBPPPBBPPB,PBBPBB,10
BBBPPB,PPBBBPPBBP,BPPPPP,10
BBBBBB,PPBBBPPBBP,PBPPPP,10
BBBBBB,PPBBBPPBBP,PBPPPP,10
BBPBBP,PPBBBPPBBP,BBPPPP,10
BPPPBB,BBPPPBBPPB,BPPBPP,10
PPPBBB,BBPPPBBPPB,BBBBBP,10
PBBPPB,PPBBBPPBBP,PPPPBB,10
BPBBBP,BBPPPBBPPB,PPPPPB,10
BPBBBP,BBPPPBBPPB,PPPPPB,10
BPBBBP,BBPPPBBPPB,PPPPPB,10
BPBBBP,BBPPPBBPPB,PPPPPB,10
BPBPBP,BBPPPBBPPB,PPPPPP,10
BPBPBP,BBPPPBBPPB,PPPPPP,10
PBPPPP,BBPPPBBPPB,PBPPBB,10
BBPBBP,BBPPPBBPPB,BPPPBP,10
BBPBBP,BBPPPBBPPB,BPPPBP,10
BPPPPB,PPBBBPPBBP,PBBPBP,10
BPPPPB,PPBBBPPBBP,PBBPBP,10
PBBBPP,PPBBBPPBBP,PPBPPP,10
PBBBPP,PPBBBPPBBP,PPBPPP,10
BBBBBB,BBPPPBBPPB,BPPPBB,10
PPPBPB,PPBBBPPBBP,PBBBBB,10
BPBPPB,PPBBBPPBBP,PBBBPB,10
BPPPBP,BBPPPBBPPB,BPPBPP,10
PPPBPB,PPBBBPPBBP,BPBPBB,10
PPPBPB,PPBBBPPBBP,BPBPBB,10
PBBPBP,PPBBBPPBBP,PPPBPP,10
BPPBBP,BBPPPBBPPB,PPPBPB,10
PPBPBB,PPBBBPPBBP,PPBPPB,10
PBBBPB,BBPPPBBPPB,PBPBBB,10
PBPBPB,BBPPPBBPPB,PBPPBP,10
BPPBPP,BBPPPBBPPB,PPBBPB,10
BPPBPP,BBPPPBBPPB,PBPPPP,10
PBPPBP,BBPPPBBPPB,PPPBPB,10
BBPPBP,BBPPPBBPPB,BBPBPB,10
PBPBPB,BBPPPBBPPB,BBBBBP,10
PPPBBP,PPBBBPPBBP,PPPPPP,10
PPBPPB,PPBBBPPBBP,BBBBPB,10
PBPBPP,PPBBBPPBBP,PBBPPP,10
PPPBPP,BBPPPBBPPB,BBBPPB,10
BPBBPB,BBPPPBBPPB,PBBBBB,10
BBBBBP,PPBBBPPBBP,PBPPPB,10
PBBBPB,PPBBBPPBBP,PBPPBB,10
PBBPPB,PPBBBPPBBP,PPBPBP,10
PPBPBB,PPBBBPPBBP,PPPBBB,10
PPBPBB,PPBBBPPBBP,PBBPBP,10
PPBBBB,BBPPPBBPPB,BPBBBB,10
BBBBBB,PPBBBPPBBP,BBBPBP,10
BPPBBP,PPBBBPPBBP,PPBBBP,10
PBPPBP,BBPPPBBPPB,PBPPBB,10
PPPPPB,PPBBBPPBBP,BBBBBP,10
PPPPBP,PPBBBPPBBP,BPPBBB,10
PPPPBP,PPBBBPPBBP,BPPBBB,10
BPPBPP,BBPPPBBPPB,BBBBBP,10
BBBPBP,PPBBBPPBBP,BPBPBB,10
PPBBPP,BBPPPBBPPB,PPBPBP,10
BBPPPP,BBPPPBBPPB,BPBBPB,10
PBPPBB,PPBBBPPBBP,BPPBBP,10
PPPBBB,PPBBBPPBBP,PPPPPP,10
BPPBBP,PPBBBPPBBP,BBPPPB,10
PPBPPB,PPBBBPPBBP,BBBBBP,10
BBBPPB,BBPPPBBPPB,PPBPBB,10
BBBBPB,BBPPPBBPPB,PPBPPP,10
PPBPBB,BBPPPBBPPB,BPPPPB,10
PPBPBB,BBPPPBBPPB,BPPPPB,10
PPPBPP,PPBBBPPBBP,PPBBBB,10
PPBBPB,BBPPPBBPPB,BBPPPB,10
PPBBPB,BBPPPBBPPB,BBPPPB,10
BBPBPB,PPBBBPPBBP,BPBPBB,10
PPPBBB,PPBBBPPBBP,BPBPPP,10
BBPBPB,BBPPPBBPPB,BBPBBP,10
BBPBPB,BBPPPBBPPB,BPBPPB,10
BBBPBB,PPBBBPPBBP,BBPPBB,10
BPBBPB,BBPPPBBPPB,BBBBPB,10
PBBBBP,PPBBBPPBBP,BBPBPP,10
BBBPBP,PPBBBPPBBP,PPBPBB,10
PBBBPP,PPBBBPPBBP,PBPPPB,10
BPPBBP,BBPPPBBPPB,BBPPBB,10
PPPBBB,BBPPPBBPPB,BBPBBB,10
PBPPBB,BBPPPBBPPB,BBBPPB,10
PBPPPB,BBPPPBBPPB,PPBPBB,10
BPBBPP,PPBBBPPBBP,PBBBBB,10
BPPBPP,BBPPPBBPPB,PPPPPB,10
PPPBBB,PPBBBPPBBP,PPBPPB,10
PBBPBB,PPBBBPPBBP,BBPPBP,10
PBPPPP,PPBBBPPBBP,BBPPBB,10
PPPBPB,PPBBBPPBBP,BBPBPP,10
BPBPBP,BBPPPBBPPB,BPPPBP,10
PPPPBB,PPBBBPPBBP,BBPBPP,10
BPPBPB,BBPPPBBPPB,PPPPPB,10
BPPBPB,BBPPPBBPPB,PPPPPB,10
BPBPPB,PPBBBPPBBP,BPBBPP,10
BBBBPP,PPBBBPPBBP,PBPPBB,10
PBBBBP,PPBBBPPBBP,BPBPPB,10
BPPPBB,BBPPPBBPPB,BBPBBB,10
PBPPBP,PPBBBPPBBP,BBPPBP,10
BBBBPP,BBPPPBBPPB,BBBBPB,10
PPPPBB,BBPPPBBPPB,BBBBPB,10
BBBPBP,BBPPPBBPPB,PBBPBP,10
PBPBBP,PPBBBPPBBP,BPBPPB,10
PPBPPB,BBPPPBBPPB,PBPBBP,10
PPPBPP,PPBBBPPBBP,BPBPBP,10
BPBBBB,BBPPPBBPPB,BBPBPB,10
BBBBPP,BBPPPBBPPB,PBPPPB,10
BPBBBB,BBPPPBBPPB,BPBBPP,10
BBBPPB,BBPPPBBPPB,BBPBBB,10
PBBPBP,BBPPPBBPPB,BBBBBB,10
PBPPBP,PPBBBPPBBP,PBBBPP,10
PBPPBP,PPBBBPPBBP,PBBBPP,10
