before,dragon,after,length,color
PPPPPP,BBBBB,PBPBPB,5,B
BPBPBB,PPPPP,BBPBBP,5,P
PBPBPP,BBBBBB,PPBPPP,6,B
BBPBPB,PPPPPP,BBPPBB,6,P
PBPPPP,BBBBB,PPBPBB,5,B
BPPBBB,PPPPPPPPP,BPBBPB,9,P
PPBBPP,BBBBB,PPPBPB,5,B
BPPPBP,BBBBB,PBBPPB,5,B
BBPPBP,BBBBBBBBBB,PBPPBB,10,B
BBPPBB,PPPPP,BBPPPB,5,P
BBBPBB,PPPPP,BBPBBB,5,P
BPBBPP,BBBBB,PBBPPP,5,B
PBBBBB,PPPPP,BPPPBB,5,P
BBPPPB,PPPPPP,BBPBPB,6,P
BPPBBB,PPPPPP,BBBBPB,6,P
PPPBBP,BBBBBBB,PBPBPB,7,B
BBPBPB,PPPPPP,BPPPPB,6,P
PPPBPB,PPPPP,BBBBPB,5,P
PPPBPB,PPPPPP,BBPBBB,6,P
PPPBBP,BBBBBBBB,PBPBBB,8,B
PBPBBB,PPPPP,BPBBPP,5,P
BPBBBB,PPPPP,BPPBPP,5,P
PPBPPB,PPPPPP,BBPBBP,6,P
BPPPPB,PPPPPPPP,BBPPPP,8,P
PPPPBB,PPPPP,BBPBPB,5,P
BBPBPP,BBBBB,PBBBBP,5,B
BPPBPP,BBBBB,PPPPBP,5,B
BPPBPP,BBBBB,PPPPBP,5,B
BBPPPB,PPPPP,BPBBBB,5,P
PPPPBP,BBBBBBB,PBBPPB,7,B
PBBPPP,BBBBB,PBPPPP,5,B
BBBBPB,PPPPPPP,BPBPPB,7,P
BPBBPB,PPPPP,BBPPBP,5,P
PBBPPP,BBBBB,PBPPPP,5,B
BBBBPB,PPPPPPP,BPBPPB,7,P
BPBBPB,PPPPP,BBPPBP,5,P
BPPPPB,PPPPP,BPBPPP,5,P
BPPPPB,PPPPP,BPBPPP,5,P
PBPPPP,BBBBB,PBBBPB,5,B
PBPBBB,PPPPP,BPBPPP,5,P
PBPPPP,BBBBBB,PPBBPP,6,B
BPBPBP,BBBBB,PBPPBP,5,B
PBPPBP,BBBBB,PBBPPP,5,B
PPBPBP,BBBBB,PBBBPP,5,B
BPPPPB,PPPPP,BBBBBB,5,P
BBBPPP,BBBBBBB,PBBPBB,7,B
PBPPPB,PPPPPPP,BBPBBB,7,P
PPPBBP,BBBBBB,PBBPBP,6,B
PBPPBP,BBBBB,PBPBPP,5,B
BBBPPB,PPPPPPPP,BPPPBP,8,P
BPPBBB,PPPPPP,BPBPBB,6,P
PPBPPB,PPPPP,BBPBPB,5,P
PPBPPB,PPPPP,BBPBPB,5,P
PBPBBB,PPPPPP,BPBBBP,6,P
PBBBBB,PPPPPP,BPBPBB,6,P
BBBPPB,PPPPP,BBPBPP,5,P
BBBPBP,BBBBBB,PPPBPB,6,B
PBBBPB,PPPPP,BBPPPP,5,P
PPPPBB,PPPPPP,BPPBPP,6,P
PBPBBB,PPPPP,BPPBBP,5,P
PPPBBP,BBBBBBBB,PPBPPB,8,B
BPPBPP,BBBBBBB,PPPBBB,7,B
BPPBPP,BBBBBBB,PPPBBB,7,B
PPBBPP,BBBBB,PPBBPB,5,B
BBPPBP,BBBBB,PBBBPB,5,B
PPBBBB,PPPPP,BPPBBB,5,P
PBBPPP,BBBBB,PPPPBP,5,B
BPBBPB,PPPPP,BPPPPB,5,P
PBPPBP,BBBBB,PBBBPP,5,B
PPBBBP,BBBBB,PBBPBB,5,B
PPPPPP,BBBBB,PPPPBP,5,B
PPPBPP,BBBBB,PPBBBP,5,B
BBBPPP,BBBBBB,PPBPPB,6,B
BPPBPP,BBBBB,PPBBPP,5,B
BPBBBP,BBBBB,PPPBPB,5,B
BPBBBP,BBBBB,PPPBPB,5,B
PPPPBP,BBBBB,PPBBPB,5,B
PPBPPP,BBBBB,PBBBPP,5,B
PPBPPP,BBBBB,PBBBPP,5,B
BPPPBP,BBBBBBB,PBBBBP,7,B
BBBBPP,BBBBBBBB,PPBBBP,8,B
BPPPPB,PPPPP,BBPPPB,5,P
PBBBBP,BBBBB,PPBPPP,5,B
BBBPPB,PPPPPPP,BPPPPB,7,P
BPPPPB,PPPPP,BBPPPB,5,P
BBBBPP,BBBBBB,PPPPBB,6,B
BPPPBB,PPPPP,BPBBBB,5,P
PPPPBP,BBBBB,PBPBBB,5,B
BPPPBB,PPPPP,BPPPBB,5,P
PPBPPP,BBBBBB,PPPBPB,6,B
PBPBPB,PPPPPPP,BPBPPP,7,P
PBPPPP,BBBBBBBB,PPPBPB,8,B
PBPPPP,BBBBBBBB,PPPBPB,8,B
PPBBPB,PPPPPP,BBPPBB,6,P
PBBPBP,BBBBBBB,PBPPPB,7,B
PBBPPP,BBBBB,PBBBPB,5,B
BPBBBP,BBBBBBBB,PPBPBP,8,B
BPBBBP,BBBBBBBB,PPBPBP,8,B
BBBPPP,BBBBBB,PBBBPP,6,B
BPPPBP,BBBBBB,PBPBBP,6,B
BPPBBP,BBBBB,PPBPPP,5,B
PPBPPP,BBBBBBBB,PPPPBP,8,B
PPBBBP,BBBBB,PBPPPB,5,B
BBPPPB,PPPPP,BPBBPB,5,P
PBPBBP,BBBBB,PPBBPB,5,B
PPBPPP,BBBBB,PPPPPP,5,B
PBBBBB,PPPPPP,BBPPPP,6,P
BPPBBB,PPPPPPPP,BBPBPB,8,P
PBBPBP,BBBBB,PPBPBB,5,B
PPBPBB,PPPPPPPPP,BPBPBP,9,P
PPBPBP,BBBBBB,PBBPBP,6,B
PPBBPB,PPPPP,BPPBPB,5,P
PPBPBP,BBBBBBBB,PBPBPB,8,B
PPBPPP,BBBBBBBB,PBBBPP,8,B
PPBPBB,PPPPP,BBPBBB,5,P
BBBPBB,PPPPPPPPPP,BBPBPP,10,P
BPBPBP,BBBBBBBB,PBPPPB,8,B
PBBBPP,BBBBB,PBPPPB,5,B
PBBPPP,BBBBB,PPBPBB,5,B
BBPPBP,BBBBBB,PBPBPB,6,B
PPBBPP,BBBBB,PBPPBB,5,B
BBPBPP,BBBBB,PPBBBB,5,B
BPBBPB,PPPPP,BPBPBB,5,P
PBBPBB,PPPPP,BPBBBP,5,P
BPPBBP,BBBBB,PBBPPP,5,B
BPBPBB,PPPPP,BBBPPP,5,P
BPPBBB,PPPPPPP,BPPPPB,7,P
PBBPPP,BBBBBB,PBPPBP,6,B
PBBPPP,BBBBBB,PBPPBP,6,B
BBPBBB,PPPPPP,BBPBBP,6,P
BPBPPB,PPPPP,BBBPBP,5,P
BBBBBP,BBBBBB,PBPBBB,6,B
BBBPBP,BBBBB,PBPBPB,5,B
BBBPBP,BBBBB,PPBBBP,5,B
BBBPBP,BBBBB,PPBBBP,5,B
PPBBBP,BBBBBBB,PPBBBB,7,B
BBBBPP,BBBBB,PBPPBB,5,B
BBPPBB,PPPPPP,BBBPPP,6,P
PPBPBP,BBBBBB,PPPBPB,6,B
PBPPBP,BBBBBB,PPBPBP,6,B
PPBPPP,BBBBB,PPBBBP,5,B
BPBPBB,PPPPPPPP,BPBPBB,8,P
BPBPPP,BBBBB,PPBPBP,5,B
PPBBBP,BBBBB,PPBBBP,5,B
PBBPPP,BBBBB,PBBBPB,5,B
PBPBPP,BBBBB,PPBBPP,5,B
BPBBBP,BBBBB,PBPPPP,5,B
BPBBBP,BBBBB,PBPPPP,5,B
PBBBBP,BBBBBB,PBPBPP,6,B
PBPPPP,BBBBB,PBPBPP,5,B
PBBBPP,BBBBB,PPBBPP,5,B
BPPBBB,PPPPPP,BPPPBP,6,P
PBBBPP,BBBBBB,PBPBBB,6,B
BBBPBP,BBBBBBB,PBBBPB,7,B
BPPPBB,PPPPPP,BBPPBB,6,P
PPPPBP,BBBBB,PPPBPB,5,B
BPBBBP,BBBBB,PPPBPB,5,B
BPBBBP,BBBBB,PPPBPB,5,B
BPBBBP,BBBBB,PPPBPB,5,B
PPBBBP,BBBBBB,PPPPBB,6,B
BPPBPB,PPPPP,BPPBPB,5,P
BPPBPB,PPPPP,BPPBPB,5,P
BPPBPP,BBBBB,PBBBPP,5,B
BBPBBB,PPPPPPPPPP,BPPPBP,10,P
PBPPPB,PPPPPPPPP,BPBPBB,9,P
BPPBBB,PPPPPPPPP,BBPBBB,9,P
BBPBBB,PPPPPP,BBPPBB,6,P
PPBBPP,BBBBB,PBBPPB,5,B
PPBBPB,PPPPP,BPPPPB,5,P
PPBBPB,PPPPP,BPPPPB,5,P
BBPBBB,PPPPPP,BPBPBP,6,P
PBPPPP,BBBBBBB,PPBPBB,7,B
BBPBBB,PPPPPP,BPBPBP,6,P
PBPPPP,BBBBBBB,PPBPBB,7,B
BPBBBP,BBBBB,PBBPPB,5,B
PPPBBB,PPPPPPP,BPPBPB,7,P
PBPBBP,BBBBB,PBPPBP,5,B
PBPBBP,BBBBB,PBPPBP,5,B
BBPPBP,BBBBB,PBBBBP,5,B
BPBBBB,PPPPP,BPPPBB,5,P
PBPPBB,PPPPP,BPPPBB,5,P
PPBPPP,BBBBB,PBPPPP,5,B
BBBPBP,BBBBBBB,PBPPPP,7,B
BBBPBP,BBBBBBB,PBPPPP,7,B
PPPBPP,BBBBBBBBB,PPBBPB,9,B
BPPBBP,BBBBBBBB,PPPBPB,8,B
BPBBPP,BBBBB,PPPBPB,5,B
BPBBPP,BBBBB,PBBPBB,5,B
PBPPPP,BBBBB,PPBPBP,5,B
PPBPBB,PPPPP,BBPBPP,5,P
BBPBBB,PPPPP,BPPPBB,5,P
BBPPPP,BBBBBB,PBPPBP,6,B
BPBPBP,BBBBB,PBBPPP,5,B
PBBPPB,PPPPPP,BBBPPP,6,P
PPBBBP,BBBBB,PPBPBP,5,B
BBPPPB,PPPPPPP,BBPPPP,7,P
BPPPBP,BBBBBBB,PPPPBB,7,B
BPPPBB,PPPPP,BBBPPP,5,P
BPBPBP,BBBBB,PBPPBP,5,B
BPBPBP,BBBBB,PBPPBP,5,B
PPPBPP,BBBBB,PBBPBB,5,B
PBPBPP,BBBBB,PBBPPB,5,B
PBPPBB,PPPPPPPPPP,BPPPBB,10,P
BBPPBB,PPPPPPPPPP,BPPBPP,10,P
PPBPPB,PPPPPPP,BPBPPP,7,P
BPBBBB,PPPPP,BPPPBP,5,P
PBBBPB,PPPPP,BPBPPP,5,P
BPBBPP,BBBBBBBB,PPBPPB,8,B
BPBBBB,PPPPP,BPPBBB,5,P
BPBBBB,PPPPPPPP,BPBBBP,8,P
BBPPBB,PPPPPP,BPPPBB,6,P
BBPPPB,PPPPPPPPP,BPBBBB,9,P
PPPPBP,BBBBBB,PBBBBP,6,B
BBBPBP,BBBBBBB,PBBPBP,7,B
PBPBBP,BBBBB,PPBBPB,5,B
BBPBBB,PPPPP,BBBBBP,5,P
BBPBBB,PPPPPPP,BPBPBP,7,P
PPBBPB,PPPPP,BPPPPP,5,P
PPPPPB,PPPPP,BPBPPB,5,P
BPBPPP,BBBBBB,PBBBBB,6,B
BBBBBP,BBBBBB,PBBBPB,6,B
PBPPBP,BBBBBBB,PPBBPB,7,B
BBPBPB,PPPPPPP,BBPBPP,7,P
PPPBBB,PPPPPP,BBBBBP,6,P
PPPPPP,BBBBB,PPBBBP,5,B
PBPPBP,BBBBBB,PBBPBP,6,B
BBBPBP,BBBBBB,PPBPPB,6,B
PPBPBB,PPPPP,BBBBBP,5,P
BPPPPP,BBBBB,PPPPPP,5,B
PBBBBB,PPPPPP,BBPPPP,6,P
PBBPPB,PPPPPPP,BBBPBB,7,P
PBBPPB,PPPPPPP,BBBPBB,7,P
PBBBPB,PPPPP,BBPPPB,5,P
PBPPBP,BBBBBB,PBPBBB,6,B
PBPPPB,PPPPPPPPPPPPPP,BBBBBP,14,P
PPPPPP,BBBBB,PPBPBP,5,B
PBPPPB,PPPPPP,BBBPBP,6,P
BBBPPP,BBBBBB,PPPBPP,6,B
BBBPPB,PPPPP,BBBBPP,5,P
PBBBBP,BBBBB,PPBPBP,5,B
PPPBBB,PPPPPPP,BBPBBP,7,P
BPBPBP,BBBBBB,PPBPPB,6,B
BBBPPP,BBBBB,PPPBPP,5,B
BBPPPB,PPPPPP,BBBBPB,6,P
BBBBPP,BBBBB,PPBPPP,5,B
BBPBPB,PPPPP,BBBBBB,5,P
BPPPPP,BBBBBBB,PBBBPB,7,B
PPBPPP,BBBBBBBBB,PPPBBB,9,B
BBBPPP,BBBBB,PPBBPB,5,B
PBBPBB,PPPPP,BBPBBP,5,P
BBBPBP,BBBBB,PPBPBP,5,B
PBBPPB,PPPPP,BPBPBP,5,P
BBPBBB,PPPPP,BPBPBP,5,P
PPBBBP,BBBBBBB,PBBBPP,7,B
BBBPPB,PPPPPPP,BPBBPB,7,P
PPBPPP,BBBBB,PPBBBB,5,B
BBPPPP,BBBBBBB,PPBBPB,7,B
BBPBBP,BBBBB,PPBBPP,5,B
BBBPPP,BBBBBBB,PPBPBB,7,B
PPPPBP,BBBBBBB,PPBPBP,7,B
BPPPPB,PPPPPP,BBPPPP,6,P
PPPPBB,PPPPPPPP,BBPPBB,8,P
PPPPBP,BBBBB,PBBBBP,5,B
BPBPBB,PPPPPP,BPBPBB,6,P
PPBPBP,BBBBBBB,PBBPPB,7,B
BPBBPP,BBBBBBBB,PBPPPP,8,B
BBBBPB,PPPPP,BBPBPB,5,P
BBPBPP,BBBBBBBBBB,PPPBPB,10,B
BPPPBP,BBBBB,PBBPPP,5,B
BBBPBB,PPPPPPPPP,BPPBPB,9,P
PBBBPP,BBBBBB,PPPBPB,6,B
PPBPBP,BBBBB,PPBBPP,5,B
BPPPBB,PPPPP,BPPBPB,5,P
BPBBPB,PPPPP,BBBBBB,5,P
BPPPPP,BBBBBB,PPPBPP,6,B
BPPPPB,PPPPPP,BBBBBP,6,P
PPPPPP,BBBBB,PBPBBB,5,B
PBBBBP,BBBBBB,PBBBPP,6,B
BBPBBB,PPPPP,BBBPBP,5,P
PBPPBP,BBBBBB,PPBPBP,6,B
PBBBPP,BBBBBB,PBPPBP,6,B
PBBPBP,BBBBB,PPPPPP,5,B
PBBBBB,PPPPPPPPP,BBPBBB,9,P
PPBBPP,BBBBBBBB,PPPPBP,8,B
BPPBPB,PPPPPP,BBPBBP,6,P
PBPBPP,BBBBB,PPBPBP,5,B
PBBPBB,PPPPPPP,BPBPBP,7,P
PPBBPB,PPPPP,BBBBBB,5,P
BBPBPP,BBBBBB,PBBBPB,6,B
BPBBBB,PPPPP,BPPBBB,5,P
BBBPBP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBBBB,PBBBBP,7,B
PBPPPP,BBBBBB,PBPBPB,6,B
PBPPPP,BBBBBB,PBPBPB,6,B
BPPBPP,BBBBB,PBBBBP,5,B
BBPBPB,PPPPP,BBBPBB,5,P
BBBPBP,BBBBB,PBBBPB,5,B
PBBBPB,PPPPPPPPP,BBPBPP,9,P
PBPBBB,PPPPP,BBPPBB,5,P
BPPBBP,BBBBB,PPPPBB,5,B
PPBBBP,BBBBB,PBBPBB,5,B
BBPBBP,BBBBBB,PPPPBB,6,B
PPPBBP,BBBBB,PPPPBP,5,B
BPBPPB,PPPPPP,BPBBPP,6,P
BBBPBP,BBBBB,PPPPBP,5,B
PBPPPP,BBBBB,PPBBPP,5,B
BBPPPP,BBBBB,PBBBPP,5,B
BPBPPP,BBBBBB,PPBBPP,6,B
PBBPPP,BBBBB,PPPBBB,5,B
PBBBBP,BBBBBBB,PBPBPP,7,B
PPBBBP,BBBBB,PBBBBP,5,B
BBBBPP,BBBBBB,PPBPPP,6,B
PPBBBP,BBBBBBB,PBPPBP,7,B
PBBPPP,BBBBBBBBB,PPBBPB,9,B
BPPBBP,BBBBBB,PBPPBB,6,B
PBPPBB,PPPPPP,BPBPBP,6,P
PPPBBP,BBBBBBBB,PBBPPB,8,B
BBPPBP,BBBBB,PBPPPB,5,B
PPPBPB,PPPPPPP,BPBPBP,7,P
PBBPPP,BBBBBBB,PPBPBP,7,B
BBPPBB,PPPPPP,BPBPBP,6,P
PPPBPB,PPPPPPPP,BPPBBP,8,P
BPBPBP,BBBBBBBBB,PPPBPP,9,B
PPBBBB,PPPPP,BPPPPB,5,P
BPPBBP,BBBBBB,PPPBPP,6,B
PPBBBB,PPPPP,BPPPPB,5,P
BPPBBP,BBBBBB,PPPBPP,6,B
BBPBBB,PPPPP,BBBBPP,5,P
PPPBBP,BBBBBBBB,PPBBPP,8,B
PPBPPP,BBBBB,PPBBPB,5,B
PPBBPP,BBBBB,PBBBPP,5,B
BPPBBP,BBBBB,PPPBBB,5,B
BBBPPP,BBBBB,PBBPBP,5,B
PBPBPP,BBBBB,PPBBBP,5,B
BPBBPB,PPPPPPPP,BBBBPB,8,P
BPPBBB,PPPPP,BBPPBP,5,P
PPBPPB,PPPPP,BBBBPB,5,P
BBBPBB,PPPPP,BBBPBP,5,P
PPBPBB,PPPPPPP,BPBBPP,7,P
PBPPBB,PPPPP,BBBPBB,5,P
BPBPPB,PPPPP,BPPPBB,5,P
BPBPPP,BBBBBB,PBBPPP,6,B
BPBBPB,PPPPP,BBBPPP,5,P
PPPBBB,PPPPPP,BBBPBB,6,P
PBBPBB,PPPPP,BPPPPB,5,P
BBPPBP,BBBBB,PBPPBP,5,B
BPPBPB,PPPPPP,BBPBBP,6,P
BPPPBP,BBBBBBB,PPBBPB,7,B
PPPBBP,BBBBB,PPPPPB,5,B
PBBBBB,PPPPP,BPBBBB,5,P
PBBPPB,PPPPPP,BPBPPB,6,P
BPPBPB,PPPPPP,BBBBPP,6,P
BBPPPP,BBBBBBB,PBBBBB,7,B
BBBBBP,BBBBB,PBBBPB,5,B
PPPBPB,PPPPPPP,BBPPBB,7,P
PPBBPP,BBBBB,PPPBBB,5,B
PPPBPB,PPPPPPP,BBPPBB,7,P
PPBBPP,BBBBB,PPPBBB,5,B
PBBPPB,PPPPPPPPP,BBPBPB,9,P
BBPBPB,PPPPP,BPBBPP,5,P
PBBPPP,BBBBBB,PPPBBP,6,B
BBPPBB,PPPPPP,BPPPBB,6,P
BPPBPP,BBBBB,PBPBBP,5,B
BBPBBB,PPPPP,BPPBBB,5,P
BPBPBB,PPPPPP,BBBPBB,6,P
BPBBBB,PPPPPP,BPBBPB,6,P
BPPPBB,PPPPPPP,BPPBBB,7,P
BPBPBP,BBBBB,PBPBPP,5,B
BPPPBP,BBBBBB,PPBPPP,6,B
BPPPBB,PPPPPP,BPBBBP,6,P
PBBBBP,BBBBB,PPBBPB,5,B
BPBPPB,PPPPPP,BPPPBB,6,P
PBBPBP,BBBBBBBB,PPPPPP,8,B
PPPBBB,PPPPPPP,BPPBBB,7,P
PBBBPB,PPPPP,BBPBPP,5,P
PPPBBB,PPPPPPP,BPPBBB,7,P
PBBBPB,PPPPP,BBPBPP,5,P
PPPPPB,PPPPP,BPBPPP,5,P
PPPBPB,PPPPP,BPPBBB,5,P
BPBPPB,PPPPPPPPP,BBBPPB,9,P
PBBPBB,PPPPPPPP,BPPBPB,8,P
PPPBBP,BBBBBB,PBPPBP,6,B
PBBBPP,BBBBBB,PPPPBP,6,B
BPBPPP,BBBBBB,PBBPBB,6,B
PBBBPP,BBBBBB,PPPPBP,6,B
BPBPPP,BBBBBB,PBBPBB,6,B
PBBBPP,BBBBBB,PPPPBP,6,B
BPBPPP,BBBBBB,PBBPBB,6,B
PPBPBB,PPPPPP,BBBPPP,6,P
PBBPPB,PPPPPPPPPP,BPPBBP,10,P
PPBPBP,BBBBBBB,PPPBBP,7,B
BBPBPB,PPPPP,BBPPPP,5,P
BBPBPB,PPPPP,BBPPPP,5,P
BBPBBP,BBBBBBB,PPBBBP,7,B
PBBPBB,PPPPPP,BBPBBP,6,P
BPPPPB,PPPPP,BBPPPP,5,P
PPPPBB,PPPPP,BBPPBP,5,P
PPPBBB,PPPPP,BPPBPP,5,P
BBBBPP,BBBBBB,PBBBPB,6,B
PBBBPB,PPPPP,BPBPPP,5,P
BPBPPB,PPPPP,BBBBPB,5,P
BBPBBP,BBBBBB,PBPPPP,6,B
BBPBPP,BBBBBBBB,PBBPPB,8,B
BPBBPB,PPPPPPPP,BBBPPB,8,P
PBPBPB,PPPPP,BPPPBP,5,P
BPBBPP,BBBBBBBBBB,PPPBPP,10,B
PBBPBP,BBBBBBBB,PBPBBP,8,B
BPBPPB,PPPPP,BBPPBP,5,P
PBPBBP,BBBBB,PPPBBB,5,B
BBBPPP,BBBBB,PPBPBB,5,B
PPBPPP,BBBBBB,PBBBPP,6,B
PBBBPP,BBBBB,PPBBBB,5,B
BBBBPP,BBBBB,PBPBPP,5,B
BPPBPB,PPPPPPPPPPP,BBPPBP,11,P
PPPPPB,PPPPP,BBPPPB,5,P
PPBPPB,PPPPP,BBBBBP,5,P
BPPPPP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBB,PPBPBP,5,B
BBPBPB,PPPPP,BBBBBP,5,P
BPPPPP,BBBBB,PPPPBB,5,B
PPBPPB,PPPPP,BBBBBP,5,P
BPPPPP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBB,PPBPBP,5,B
BBPBPB,PPPPP,BBBBBP,5,P
BPPPPP,BBBBB,PPPPBB,5,B
PBBPBP,BBBBB,PPPBBB,5,B
BBBPPP,BBBBB,PPPBBB,5,B
BBBPPB,PPPPPP,BPPPPP,6,P
PPPPPB,PPPPPPP,BBBBBP,7,P
PPPPPP,BBBBB,PPBPPB,5,B
BBPBBP,BBBBBB,PBBBPP,6,B
BBPBBB,PPPPP,BBBPBB,5,P
PPPBBB,PPPPPP,BPPBBB,6,P
PPPBPP,BBBBB,PPPBPP,5,B
BBPPPB,PPPPPP,BPPPPB,6,P
BPPPPB,PPPPPPPP,BPBBPB,8,P
BBPBPB,PPPPP,BBBPPP,5,P
BBPBPB,PPPPP,BBBPPP,5,P
BPBPBB,PPPPPPPPPPPP,BPBPPP,12,P
PPPBPB,PPPPP,BBPBBB,5,P
BPBPBB,PPPPPP,BPBPBB,6,P
PPBPBB,PPPPP,BPPPPP,5,P
PBBPBP,BBBBB,PPBPBB,5,B
BBPPBP,BBBBB,PPBPBP,5,B
PPPBBP,BBBBB,PPPBPP,5,B
PPBPPP,BBBBBBBBBB,PBBPBB,10,B
PBPPPB,PPPPPPP,BBPBPP,7,P
BPBPPP,BBBBBBBBB,PBPBPP,9,B
BBPBPP,BBBBBB,PBBBPB,6,B
BPBBBP,BBBBBBB,PPPPBB,7,B
BPPPBB,PPPPP,BBBBPB,5,P
BPPPBB,PPPPPPP,BPPPPB,7,P
PBBPPB,PPPPP,BBBPPP,5,P
PPPBBB,PPPPP,BBPPBB,5,P
PPBBPP,BBBBBBB,PBPBPP,7,B
PBBBPB,PPPPPPP,BPPPBB,7,P
BBPPPP,BBBBBB,PBPBPB,6,B
BBBBPB,PPPPPPP,BPBBBP,7,P
BPBPBB,PPPPPP,BPBPPP,6,P
PPPBPB,PPPPPP,BBBBBB,6,P
PPPPPP,BBBBBB,PBPPBB,6,B
BPPBPP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBBBBB,PPPPPB,8,B
BBBBBB,PPPPP,BPPBPB,5,P
BBBPPP,BBBBB,PPPBPB,5,B
BPBPBP,BBBBB,PBBBPP,5,B
BBPPBP,BBBBB,PBPBBP,5,B
PBBPPB,PPPPP,BPPBBB,5,P
BPBPBP,BBBBB,PBBBBP,5,B
BBBBPB,PPPPP,BPPPPP,5,P
PPPPPB,PPPPPP,BBBPBB,6,P
PBPPBP,BBBBB,PPPPBP,5,B
BBBPBP,BBBBB,PBPBPB,5,B
PPBBBP,BBBBBBBB,PBBBBB,8,B
BBBBBP,BBBBB,PPBPBP,5,B
BPPPPB,PPPPP,BBBBPB,5,P
PPBBBB,PPPPPPPP,BPBBBB,8,P
PPPPBP,BBBBB,PBPBBP,5,B
BBPPPB,PPPPP,BPPPBP,5,P
PBPPPB,PPPPP,BPBBBP,5,P
PPBPBP,BBBBBB,PBPBPB,6,B
BPBPBB,PPPPPPP,BBPPBB,7,P
PPBBBB,PPPPPPP,BBBBBP,7,P
PPPPPP,BBBBB,PBBPBP,5,B
PPPPBB,PPPPPP,BBPPPB,6,P
PPPPBP,BBBBB,PBBBBP,5,B
BPPBPP,BBBBB,PPPBBP,5,B
PBBBPB,PPPPP,BPPPBP,5,P
PPBBBB,PPPPPPPPPPPPPP,BBPBPP,14,P
BBBPBP,BBBBB,PPPPBB,5,B
PPPBBB,PPPPP,BPBPBB,5,P
BBPBPB,PPPPP,BPPPPP,5,P
PBBBPP,BBBBB,PBBPBP,5,B
BPBBPP,BBBBBBB,PBBBPB,7,B
BPPPPB,PPPPP,BBPPBB,5,P
PPBBPP,BBBBBBBBB,PPPPBP,9,B
BBPPBB,PPPPPP,BBBBBP,6,P
PPPPPP,BBBBB,PBBBPP,5,B
PPPBPB,PPPPP,BBBPBB,5,P
PPBBBP,BBBBBB,PBPBPB,6,B
BPBPPB,PPPPPPP,BBPBPP,7,P
BPBBPB,PPPPP,BPPPBB,5,P
BPBBBB,PPPPP,BBPPPP,5,P
BBPPBB,PPPPPP,BPPPBP,6,P
BPBBPP,BBBBB,PBBPBP,5,B
BBPPBB,PPPPPP,BPPPBP,6,P
BPBBPP,BBBBB,PBBPBP,5,B
BBBBPP,BBBBB,PPBBPB,5,B
BPPBBP,BBBBBB,PPPPBP,6,B
PPBPBB,PPPPPPP,BBBPPB,7,P
PBPBBP,BBBBBB,PPBBBB,6,B
PPPBBP,BBBBB,PPPBBP,5,B
PBBPPP,BBBBB,PPPPPP,5,B
PBBBPB,PPPPP,BPPBPB,5,P
PBPBPP,BBBBB,PBBBPP,5,B
BBBBPP,BBBBB,PBBPBB,5,B
PBBPBB,PPPPP,BPBPBB,5,P
PPBPBP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBB,PBBPBP,5,B
PPBPPB,PPPPPPPPPP,BBPPBB,10,P
PBPBBB,PPPPPPPPPPPP,BPBPPP,12,P
PPPBPB,PPPPP,BBBBBP,5,P
BPPPPP,BBBBB,PBPPBP,5,B
BBBPBP,BBBBBBB,PBBPBP,7,B
PPBPPB,PPPPPPPP,BPBPPP,8,P
PPBBPP,BBBBB,PBBBBP,5,B
PPBPBP,BBBBB,PPBBBB,5,B
BBPPPB,PPPPPP,BBPPBB,6,P
BPBPPB,PPPPP,BPPBPB,5,P
PBPBPP,BBBBBB,PBPPPP,6,B
PPBBBB,PPPPPPPPPP,BPPBPP,10,P
BPPBPP,BBBBB,PPPBPP,5,B
PPBPBP,BBBBB,PPPBPB,5,B
BPBPPB,PPPPPPP,BPBBPB,7,P
PBPBPB,PPPPPPP,BBBBBP,7,P
PPPPPP,BBBBB,PPPBPB,5,B
BPPPBB,PPPPP,BPBBBP,5,P
PPPBPP,BBBBB,PBPBBB,5,B
BPBBBB,PPPPPP,BBPPPP,6,P
PPPPBB,PPPPP,BPBPPP,5,P
BBPPBP,BBBBB,PBPBPP,5,B
BBBBPP,BBBBB,PBPBPP,5,B
PBPPBP,BBBBBB,PPPBBP,6,B
PBPBBB,PPPPP,BBPPPB,5,P
PBBBBP,BBBBB,PPPBPP,5,B
BBBPBB,PPPPPPP,BPBBPB,7,P
PBBBPB,PPPPP,BPPBPB,5,P
PPPBBB,PPPPPP,BPBPPB,6,P
PBPBPP,BBBBBBB,PBBPBB,7,B
BPBBPP,BBBBBBB,PBBPBP,7,B
PPBPBB,PPPPP,BBPPPB,5,P
PPPPBB,PPPPP,BPBBBP,5,P
BPPBPP,BBBBB,PBBPPB,5,B
PBBBPB,PPPPPPP,BPPBBB,7,P
PPPBPP,BBBBBBBBBBB,PPBBBB,11,B
BPPBBB,PPPPP,BBPPBP,5,P
BBPPPB,PPPPPPP,BPPBBP,7,P
PBPPBB,PPPPP,BPPBPB,5,P
BBPPPB,PPPPPPP,BPPBBP,7,P
PBPPBB,PPPPP,BPPBPB,5,P
