before,pingpong_tikhu,after,repeat,length
PBBBBP,BBPPBBPP,BPPBBP,2,8
PBBBBP,BBPPBBPP,BPPBBP,2,8
PBBPBB,BBPPBBPP,BPBBBB,2,8
PBBPBP,PPBBPPBB,BPBPPP,2,8
BPBBPB,PPBBPPBB,PBBBPB,2,8
PPPBPB,BBPPBBPP,PBBPPB,2,8
PBBPPB,PPBBPPBB,PPBPBB,2,8
BBPPPP,PPBBPPBB,BPBPBB,2,8
BBBPBP,BBPPBBPP,PPBBPP,2,8
BBPPPP,PPBBPPBB,BPBPBB,2,8
BBBPBP,BBPPBBPP,PPBBPP,2,8
PBPPPB,PPBBPPBB,PBBPBB,2,8
BPPPPB,BBPPBBPPBBPP,BBBBBP,3,12
PBBBBP,PPBBPPBBPPBB,BPPBBB,3,12
BBPBBB,BBPPBBPP,BPPPBP,2,8
PBBPBP,BBPPBBPP,PBPBBP,2,8
BBBPPP,PPBBPPBB,PBPBBB,2,8
PBBBBB,BBPPBBPP,PBPPBB,2,8
BBPPPB,PPBBPPBB,BPPBPB,2,8
PPPPBP,BBPPBBPP,BPPBBB,2,8
BPPBPP,PPBBPPBB,BBPBPB,2,8
BBBBBB,BBPPBBPP,PPPBPB,2,8
BBPBPB,PPBBPPBB,PPPBBP,2,8
BBPBPB,PPBBPPBB,PPPBBP,2,8
PBBPBB,BBPPBBPP,PPBPBB,2,8
PBBBBB,BBPPBBPP,BPBBPB,2,8
PBPBBP,BBPPBBPP,PBPPBB,2,8
BBPPBP,PPBBPPBBPPBB,BPBPPB,3,12
BPBBBB,BBPPBBPP,PPBPPB,2,8
BPBBBB,BBPPBBPP,PPBPPB,2,8
BPPPBP,BBPPBBPP,PBBBPP,2,8
PPBPPB,BBPPBBPPBBPP,PPBBPB,3,12
PBPPPB,BBPPBBPP,PBBPPP,2,8
BBPBPB,BBPPBBPP,PPBPBP,2,8
BBPBPB,BBPPBBPP,PPBPBP,2,8
BBBPBP,PPBBPPBB,BBPPBB,2,8
BBBBPP,PPBBPPBB,BPBPPP,2,8
PPBBBP,PPBBPPBB,BBPPBB,2,8
PPPBBP,BBPPBBPP,PPBBPB,2,8
BBBBBP,PPBBPPBB,PPBPBB,2,8
PBBPBB,BBPPBBPP,BPPPPB,2,8
PBBPBB,BBPPBBPP,BPPPPB,2,8
BBPBBP,BBPPBBPP,PPPBPB,2,8
BPPPBB,BBPPBBPP,PBBPPP,2,8
PBPPPP,PPBBPPBB,BPBBBB,2,8
PPBBBP,BBPPBBPP,BBBPBP,2,8
PPBBBP,BBPPBBPP,BBBPBP,2,8
PPBBBP,BBPPBBPP,BBBPBP,2,8
BPPBBB,BBPPBBPP,BBBPBP,2,8
BPPBBB,BBPPBBPP,BBBPBP,2,8
BPPBBB,BBPPBBPP,BBBPBP,2,8
BPPBBP,PPBBPPBB,BPPPBB,2,8
BPPBBP,PPBBPPBB,BPPPBB,2,8
BPBPBP,PPBBPPBB,PPPPPB,2,8
PBPBPB,PPBBPPBB,BBPPBB,2,8
PPBBBP,BBPPBBPPBBPP,BPPPPB,3,12
PPBBBP,BBPPBBPPBBPP,BPPPPB,3,12
BPBPPB,PPBBPPBB,BBBBBB,2,8
BPBPPB,PPBBPPBB,BBBBBB,2,8
PPBPPP,PPBBPPBB,BBPPBP,2,8
BPBBPP,PPBBPPBB,PBBPPP,2,8
PPPPPP,PPBBPPBB,PBBPBP,2,8
BBPBBP,BBPPBBPP,PPBPBB,2,8
BBPBBP,BBPPBBPP,PPBPBB,2,8
BPPBPP,PPBBPPBB,PBBPBP,2,8
PBPBBP,PPBBPPBBPPBB,BBBBBB,3,12
BPBPPB,PPBBPPBB,BBPBPP,2,8
BPBPPB,PPBBPPBB,BBPBPP,2,8
BPBPPB,PPBBPPBB,BBPBPP,2,8
BPBPPB,PPBBPPBB,BBPBPP,2,8
BBBBBP,BBPPBBPP,PPBBBP,2,8
BBBBBP,BBPPBBPP,PPBBBP,2,8
BBBPBP,PPBBPPBB,PPPBBP,2,8
PBBBPB,PPBBPPBB,BPPBBP,2,8
BBBPPB,BBPPBBPP,PPBPPB,2,8
BBBPBB,BBPPBBPP,BPPBBP,2,8
BBBPBB,BBPPBBPP,BPPBBP,2,8
BPPBPB,PPBBPPBB,BPPBPB,2,8
BPPBPB,PPBBPPBB,BPPBPB,2,8
PPBPPP,PPBBPPBB,PBPBBB,2,8
PBPPBP,PPBBPPBB,BBBPBP,2,8
BPBBBP,PPBBPPBB,PPPBPP,2,8
PPPPBP,PPBBPPBB,PBBBBP,2,8
PBBBPB,PPBBPPBB,BPPBPB,2,8
PBPPBP,PPBBPPBB,BPBPBB,2,8
PPBPBB,BBPPBBPP,BPPBBP,2,8
PPBPBB,BBPPBBPP,BPPBBP,2,8
PBBBBP,PPBBPPBB,PPBPBB,2,8
PBPPPB,BBPPBBPP,PPPPPP,2,8
PPPPPP,PPBBPPBB,BPBBPP,2,8
PPPBPB,BBPPBBPP,PPPBPP,2,8
BBBBBP,BBPPBBPP,PPPPBB,2,8
PBPPPB,BBPPBBPPBBPPBBPP,BBBPBP,4,16
BBBBBP,PPBBPPBB,BBBBPB,2,8
BPBPBP,PPBBPPBB,BBBBBB,2,8
BPBPPB,PPBBPPBB,PBPPBP,2,8
PPBBBP,PPBBPPBB,PBBPPB,2,8
PBPPPP,PPBBPPBB,PPBPBB,2,8
BPPPBP,PPBBPPBB,BBPBBB,2,8
BPPPBP,PPBBPPBB,BBPBBB,2,8
BBBPBP,PPBBPPBB,BPPBPB,2,8
PBPBPB,PPBBPPBB,PBPPPB,2,8
BBPPBP,PPBBPPBB,BBPPBP,2,8
PBBBBP,PPBBPPBB,PPPBPB,2,8
PPPBBP,PPBBPPBB,BPPBPB,2,8
PBPPPB,BBPPBBPP,BPBPPP,2,8
PBPPPB,BBPPBBPP,BPBPPP,2,8
BPPPPP,PPBBPPBBPPBB,PPPPBB,3,12
BPPPPP,PPBBPPBBPPBB,PPPPBB,3,12
BPPPPP,PPBBPPBBPPBB,PPPPBB,3,12
PPPBBB,BBPPBBPP,BPPPPB,2,8
BBPPPB,BBPPBBPP,PBPBPB,2,8
BBPBPB,PPBBPPBB,BPBBBP,2,8
BBBPPB,PPBBPPBB,BBPBPP,2,8
BBBPPB,PPBBPPBB,BBPBPP,2,8
BPPBBP,BBPPBBPP,BBBPBB,2,8
PBPBPB,BBPPBBPP,BBBPBP,2,8
BPPPPB,PPBBPPBB,PPBPBB,2,8
BBPPBP,BBPPBBPP,PBBBBB,2,8
PPPBPP,PPBBPPBB,PBPBPP,2,8
BPBPPB,BBPPBBPP,PPBPBB,2,8
PBPPPB,PPBBPPBB,BBPBPP,2,8
PBPPPB,PPBBPPBB,BBPBPP,2,8
PPPPBP,PPBBPPBB,PPPBPB,2,8
BBBPBP,BBPPBBPP,BBBBBB,2,8
PPBBBP,BBPPBBPPBBPP,BBBPBP,3,12
PPBBPP,PPBBPPBB,BBBBBB,2,8
PBBPBP,BBPPBBPP,BBPBBB,2,8
BBBPPP,PPBBPPBB,BPPBBP,2,8
BPPBBB,PPBBPPBB,PPBPPP,2,8
BPBBBP,BBPPBBPP,BBPBPP,2,8
BPBBBP,BBPPBBPP,BBPBPP,2,8
BPPBPP,PPBBPPBBPPBB,PBBBPB,3,12
BBBBPB,BBPPBBPP,BPBBPB,2,8
PBBBPB,PPBBPPBB,BBBBBP,2,8
PBBBPB,PPBBPPBB,BBBBBP,2,8
BBBBBB,BBPPBBPP,BPBBPB,2,8
BBPBBB,BBPPBBPP,PPPPBP,2,8
BPBBBP,PPBBPPBB,BPPPPB,2,8
BPPPPP,PPBBPPBB,BPPBPP,2,8
PPPPBB,BBPPBBPP,PBBBPP,2,8
PPPPBB,BBPPBBPP,PBBBPP,2,8
PBBPPB,PPBBPPBB,BBBPBP,2,8
BPBPBP,PPBBPPBB,BPPPBB,2,8
BPBPBP,PPBBPPBB,BPPPBB,2,8
PPPBPP,PPBBPPBB,BBPPPP,2,8
BBBPPB,PPBBPPBB,BPPBBP,2,8
BBBBPB,PPBBPPBB,BBPBPP,2,8
PPPPBB,BBPPBBPP,BBBPPP,2,8
PPPPBB,BBPPBBPP,BBBPPP,2,8
BPBBPB,PPBBPPBB,PPBPBB,2,8
BPBPPB,PPBBPPBB,BPPBBB,2,8
BBBPPB,BBPPBBPP,PBBBBB,2,8
BBBBPB,BBPPBBPP,PBPBBB,2,8
BBBBPB,BBPPBBPP,PBPBBB,2,8
PBBPPB,PPBBPPBB,PBPPPB,2,8
BBBBPB,PPBBPPBB,PPPBPB,2,8
BBBBPB,PPBBPPBB,PPPBPB,2,8
BPPPPB,PPBBPPBB,BPBPBP,2,8
PBPPPB,BBPPBBPP,BPBPBP,2,8
BPPBPP,PPBBPPBB,PBBPPP,2,8
BPPBPP,PPBBPPBB,PBBPPP,2,8
PBPPPB,BBPPBBPP,BPPBPP,2,8
PPBBBB,BBPPBBPP,PBPPBP,2,8
PPBBBB,BBPPBBPP,PBPPBP,2,8
BBPBBB,BBPPBBPP,PPBPBP,2,8
BBBPBP,PPBBPPBB,PPPBBP,2,8
BBBPBP,PPBBPPBB,BBBBBB,2,8
PBBPBP,BBPPBBPP,BPPPPP,2,8
BPBBBB,BBPPBBPP,PBPPBP,2,8
PBBPPB,BBPPBBPP,PBPPPP,2,8
BBPBPB,PPBBPPBB,PPBPPP,2,8
PBPBBP,BBPPBBPP,BBBBBP,2,8
BPBBPB,PPBBPPBB,PBBBBP,2,8
PPPBBP,PPBBPPBB,PBPBPP,2,8
BBBPPB,PPBBPPBB,BBPPBB,2,8
BBPPPP,PPBBPPBB,BBPPBB,2,8
BBBPPB,BBPPBBPP,PPBPPP,2,8
PPBPPB,BBPPBBPP,BBBBBB,2,8
BPPBBB,BBPPBBPP,BBBPBB,2,8
PBPPPB,PPBBPPBB,PBPBPP,2,8
BBPBBP,PPBBPPBB,BBBPPB,2,8
PPBBPB,BBPPBBPP,BBBPPB,2,8
BPPBPB,BBPPBBPP,PPPBPP,2,8
PBPPPB,PPBBPPBB,BPBBPP,2,8
PBPBBB,BBPPBBPP,PPBPPP,2,8
PBBPPB,BBPPBBPPBBPP,BPPPBP,3,12
PBPBBP,PPBBPPBB,PPBPPB,2,8
BBPBPB,PPBBPPBB,PBPBBB,2,8
PPBPPP,PPBBPPBB,BBBPPP,2,8
BPBBBP,PPBBPPBB,PPPBPB,2,8
BPBBPP,PPBBPPBB,BBPPBB,2,8
BPBBPP,PPBBPPBB,BBPPBB,2,8
BPBPPB,BBPPBBPP,PBBPBP,2,8
BBBPBP,PPBBPPBB,BBBBPP,2,8
BBBPBP,PPBBPPBB,BBBBPP,2,8
PPPBBB,BBPPBBPP,BPBBPB,2,8
PPPBBB,BBPPBBPP,BPBBPB,2,8
BBBBPB,BBPPBBPP,PBPPBP,2,8
PPBPBB,BBPPBBPP,BPPBBP,2,8
PBPPBP,BBPPBBPP,PPBBBP,2,8
PPBBPP,PPBBPPBB,BPBPPB,2,8
PBPBPB,BBPPBBPP,BPBPPP,2,8
PBBBPB,PPBBPPBB,BBPPBP,2,8
BPPBBB,PPBBPPBB,PPPPBP,2,8
BPPBBB,PPBBPPBB,PPPPBP,2,8
PBPPBB,BBPPBBPP,PBBPPB,2,8
PBPBBP,PPBBPPBB,PBBBBP,2,8
PPPBBB,BBPPBBPP,PPPBBP,2,8
BBPBPB,PPBBPPBB,PBBPPP,2,8
BBPPBB,BBPPBBPP,BBBPBB,2,8
BPBBPB,PPBBPPBB,BPPPBP,2,8
BBPPPB,BBPPBBPP,BBBBPB,2,8
PPBPPB,PPBBPPBB,PBPPBB,2,8
PPBPPB,PPBBPPBB,PBPPBB,2,8
PPPPPP,PPBBPPBB,PBPBBB,2,8
PPPPPP,PPBBPPBB,PBPBBB,2,8
BPBBPB,PPBBPPBB,BPBBPP,2,8
BBPBPB,BBPPBBPP,BPPBBP,2,8
BBBPBB,BBPPBBPP,PBPPBP,2,8
PBBPBP,PPBBPPBB,PBBBBP,2,8
PBBPBP,PPBBPPBB,PBBBBP,2,8
PBPPPB,BBPPBBPP,BPBBBP,2,8
BPPBBB,BBPPBBPP,PBPPPB,2,8
PPPPBB,BBPPBBPP,BBBBBB,2,8
BBPBBP,PPBBPPBB,BBPPPB,2,8
BBPBBP,PPBBPPBB,BBPPPB,2,8
BBPBBP,PPBBPPBB,BBPPPB,2,8
PBPBPB,BBPPBBPP,PPPBPB,2,8
BPPPBB,BBPPBBPP,BBPBBB,2,8
BPPPBB,BBPPBBPP,BBPBBB,2,8
PBPBPP,PPBBPPBB,PPPBBP,2,8
BPPBBP,PPBBPPBB,PBPPPP,2,8
BBBBPB,PPBBPPBB,PPPBBP,2,8
BPPBBP,PPBBPPBB,PPBPPP,2,8
BPBPPB,BBPPBBPPBBPP,PBPBPB,3,12
PPPBPP,PPBBPPBB,PBBBPB,2,8
PBBBBB,BBPPBBPP,PPBBBP,2,8
PBBBBB,BBPPBBPP,PPBBBP,2,8
BPPBPB,PPBBPPBBPPBB,BBPPPB,3,12
PBPBPB,BBPPBBPP,BPPPPP,2,8
BBBBBB,BBPPBBPP,PPBBBB,2,8
PBPBBB,BBPPBBPP,PBPPBP,2,8
PBPBBB,BBPPBBPP,PBPPBP,2,8
BBPBBP,BBPPBBPP,PBPPPB,2,8
PPPBBP,BBPPBBPP,PBPPBB,2,8
PPPBBP,BBPPBBPP,PBPPBB,2,8
BPBPPP,PPBBPPBB,PPPBPB,2,8
PPPPPB,PPBBPPBB,BBPPPP,2,8
PBPBPB,PPBBPPBB,PBPBPP,2,8
BBBPBP,BBPPBBPP,PBPBPB,2,8
PBPBBP,BBPPBBPPBBPP,BPBPBB,3,12
PPBPBP,BBPPBBPP,PBBBPP,2,8
PPBBBP,BBPPBBPP,PBBBPB,2,8
BPBBBP,BBPPBBPP,PBBPBP,2,8
PBBPBP,BBPPBBPP,BBPBBB,2,8
PPBBBP,PPBBPPBB,PPPBBB,2,8
PPBBBB,BBPPBBPP,BBBPPP,2,8
PBBPBB,BBPPBBPP,BPPBPP,2,8
PBBPBB,BBPPBBPP,PPPPBB,2,8
BPPPBP,BBPPBBPP,BPBBBP,2,8
BPPBBP,BBPPBBPP,BBPBBP,2,8
BPBPPB,PPBBPPBB,PBBPBP,2,8
PBPPPB,BBPPBBPP,BBBBBP,2,8
PPBBBP,BBPPBBPP,BBPBBP,2,8
PBPPPB,BBPPBBPP,BBBBBP,2,8
PPBBBP,BBPPBBPP,BBPBBP,2,8
PPPPPP,PPBBPPBB,PBPPPB,2,8
BPPPBP,BBPPBBPP,BBPBBB,2,8
PPPPPP,PPBBPPBB,PBPPPB,2,8
BPPPBP,BBPPBBPP,BBPBBB,2,8
BPBBBP,BBPPBBPP,PPBPPB,2,8
PBBBPB,PPBBPPBB,BBBPBP,2,8
PBPBPB,BBPPBBPP,PBPPBP,2,8
PBPPPB,PPBBPPBB,BBPBBB,2,8
BPPBBB,BBPPBBPP,PPBBBP,2,8
PBBPBP,PPBBPPBB,PBBPPB,2,8
PBBPBP,PPBBPPBB,PBBPPB,2,8
BBPBPB,PPBBPPBB,PBPPPP,2,8
BBPBPP,PPBBPPBB,PBBBPP,2,8
PBPPPB,PPBBPPBB,BBPBPP,2,8
BPBPPB,BBPPBBPP,BBBPBP,2,8
BPPPPB,PPBBPPBB,BPPPPB,2,8
BPPPBP,BBPPBBPP,BPBPBB,2,8
PBPPPB,BBPPBBPP,BBBBPP,2,8
PBPPPB,BBPPBBPP,BBBBPP,2,8
PPBPPB,PPBBPPBB,PBBBPP,2,8
PPBPBB,BBPPBBPP,PBBBPP,2,8
PPPBPB,PPBBPPBB,PPPBPP,2,8
PPPBPB,PPBBPPBB,PPPBPP,2,8
PPPBPB,PPBBPPBB,PPPBPP,2,8
PPPBPB,PPBBPPBB,PPPBPP,2,8
PBBBBP,PPBBPPBB,BBPBBP,2,8
PBPPBP,BBPPBBPP,PBBBBB,2,8
BPBBPP,PPBBPPBB,BPBBBB,2,8
PBPPPB,PPBBPPBB,PBBPBB,2,8
PBPPPB,PPBBPPBB,PBBPBB,2,8
BBBPPB,BBPPBBPP,BPBBPP,2,8
BBBBBB,BBPPBBPP,PPBBPP,2,8
PPBBPP,PPBBPPBB,PBPPBB,2,8
BBBPBP,PPBBPPBB,BBBBBB,2,8
BBBPBP,PPBBPPBB,BBBBBB,2,8
BPPPPB,PPBBPPBB,BBBPPB,2,8
PBBBBP,PPBBPPBB,BBPPBB,2,8
BBPPBB,BBPPBBPP,PBPBBP,2,8
PPPPBB,BBPPBBPP,BPPPPP,2,8
PPPPBB,BBPPBBPP,BPPPPP,2,8
PPPPBB,BBPPBBPP,BPPPPP,2,8
PPPPBB,BBPPBBPP,BPPPPP,2,8
BPBBPB,BBPPBBPP,BBPBPP,2,8
BPPPPP,PPBBPPBB,BPBBBP,2,8
PPPPPB,PPBBPPBB,PPPBPP,2,8
PPPPPB,PPBBPPBB,PPPBPP,2,8
PPPPPB,PPBBPPBB,PPPBPP,2,8
PPPPPB,PPBBPPBB,PPPBPP,2,8
PBPBBB,BBPPBBPP,PBBBPB,2,8
PPBPBP,BBPPBBPP,PBPBPP,2,8
PPBPBP,BBPPBBPP,PBPBPP,2,8
BPBPPB,BBPPBBPP,BBBPBB,2,8
PBBPPP,PPBBPPBB,BBBBBB,2,8
PPPPBP,PPBBPPBB,PBBPBP,2,8
PBBBBP,BBPPBBPP,BPPPBP,2,8
BBPBPP,PPBBPPBB,BBPBBB,2,8
BBBPBP,BBPPBBPP,PBBPPB,2,8
BBPBPP,PPBBPPBB,BBPBBB,2,8
BBBPBP,BBPPBBPP,PBBPPB,2,8
PBBBBP,PPBBPPBB,PPPBPP,2,8
PBBBBP,PPBBPPBB,PPPBPP,2,8
PBBPPB,PPBBPPBB,BBPPBP,2,8
PBBPPB,PPBBPPBB,BBPPBP,2,8
BPBBBP,PPBBPPBB,PBPBBB,2,8
PBPBBP,BBPPBBPP,BPPPPB,2,8
BPPBPB,BBPPBBPP,PPBPBB,2,8
BBBPPB,BBPPBBPP,PPBPBB,2,8
BBBBPP,PPBBPPBB,PPPPPP,2,8
PPPBPB,PPBBPPBB,PPPPBB,2,8
PPPBPB,PPBBPPBB,PPPPBB,2,8
BBBBBP,PPBBPPBB,PPBPBP,2,8
PBBBBB,BBPPBBPP,PBBPBP,2,8
BBBBBP,PPBBPPBB,PPBPBP,2,8
PBBBBB,BBPPBBPP,PBBPBP,2,8
BBPPPB,BBPPBBPP,BPPPBP,2,8
BBPPPB,BBPPBBPP,BPPPBP,2,8
PBBBBP,BBPPBBPP,PPPBPP,2,8
BBPBPB,PPBBPPBB,BBBPPB,2,8
BBPBPB,PPBBPPBB,BBBPPB,2,8
BPPBBP,BBPPBBPP,BBBBPB,2,8
PBBPBB,BBPPBBPPBBPP,PBBPPB,3,12
BBBBPB,BBPPBBPP,BPBPPB,2,8
PBPBPP,PPBBPPBB,BPPPBP,2,8
BPPBBP,BBPPBBPP,BBBBPP,2,8
BBPPBB,BBPPBBPP,PBPBPP,2,8
BBPBBP,PPBBPPBB,BBBPBB,2,8
BBPBBP,PPBBPPBB,BBBPBB,2,8
PPPBPB,PPBBPPBB,BPPPBP,2,8
BBPBBP,PPBBPPBB,BPPPPB,2,8
BPPPBB,BBPPBBPP,PBBBBP,2,8
BPPPBP,PPBBPPBB,BBBBBB,2,8
BPPPBP,PPBBPPBB,BBBBBB,2,8
BPPPBP,PPBBPPBB,BBBBBB,2,8
BBPPPB,BBPPBBPP,PBBPBP,2,8
PBPPPP,PPBBPPBB,PPPBPB,2,8
BBBPBB,BBPPBBPP,PBBBBB,2,8
PPPBBP,PPBBPPBB,PBPBBP,2,8
PBBPBB,BBPPBBPP,BPBPPB,2,8
BPPPBP,PPBBPPBB,BPPPBB,2,8
PBBBPB,BBPPBBPP,PBPPPP,2,8
BPPPBB,BBPPBBPP,PPPPBP,2,8
BBBPPB,PPBBPPBB,BBBBPB,2,8
BBPBBP,BBPPBBPP,PBBPPP,2,8
BBBPPB,BBPPBBPP,PPBBPP,2,8
PPBBPP,PPBBPPBB,BPBBPB,2,8
BBPBBP,BBPPBBPP,BPBBPP,2,8
PBBBBB,BBPPBBPP,PPPPPP,2,8
PBBBPB,BBPPBBPP,BBBBPP,2,8
PPBBPP,PPBBPPBB,PPPBBP,2,8
PPBPBB,BBPPBBPP,PPBPBB,2,8
BBPPPB,BBPPBBPP,BPBBBB,2,8
PBBBBP,PPBBPPBB,PBBPPB,2,8
BPPPPB,BBPPBBPP,BPPPBB,2,8
BBPBPP,PPBBPPBB,PBPPBP,2,8
BPPBBB,BBPPBBPP,PBPPPB,2,8
BBPPBB,BBPPBBPP,PPBBBB,2,8
BPPPBP,BBPPBBPP,BPBBBB,2,8
BPPPBB,BBPPBBPP,PPPBPP,2,8
BPBPBP,PPBBPPBB,PBPPBP,2,8
PBBPPP,PPBBPPBB,BPBBPP,2,8
BPBPPB,PPBBPPBB,PPBPBP,2,8
PPBPBP,BBPPBBPP,BPPPBB,2,8
BBPPPB,PPBBPPBBPPBB,PBBPPB,3,12
PBBBPP,PPBBPPBB,PBPBPB,2,8
BPPPPP,PPBBPPBB,BBPBPB,2,8
BPPBBP,PPBBPPBB,PBBPBB,2,8
PPBPPB,BBPPBBPP,BPPBPB,2,8
PBPPBB,BBPPBBPP,PPBBBB,2,8
PPPPBB,BBPPBBPP,PBPPBP,2,8
PPPPPP,PPBBPPBBPPBB,PPPPBP,3,12
PBPPBP,PPBBPPBB,BBPBPB,2,8
BBBBPB,BBPPBBPP,BPBBBP,2,8
BPBBPP,PPBBPPBBPPBB,BPPBBB,3,12
BPPBBB,BBPPBBPP,BPPPPP,2,8
PBPPPB,BBPPBBPP,PPBPPB,2,8
PBPBBP,PPBBPPBB,PBPPBB,2,8
PPBPBP,BBPPBBPP,PPPPPB,2,8
BBPBPB,BBPPBBPP,BPPBPB,2,8
BPPBPB,BBPPBBPP,BBPBPB,2,8
BPPBPB,BBPPBBPP,PPPPPB,2,8
BBBBPP,PPBBPPBB,BPBBPB,2,8
BPBBBP,PPBBPPBB,BPBPPB,2,8
BPPPBB,BBPPBBPP,BPPPPB,2,8
BBBBBB,BBPPBBPP,PBPBBB,2,8
PBBPBP,PPBBPPBB,PPPBBP,2,8
BBPPBP,PPBBPPBB,PPBPBP,2,8
PPPBBP,BBPPBBPP,PPBPBB,2,8
BPPPPP,PPBBPPBB,BPBPPP,2,8
PBPPPB,BBPPBBPP,PBPPPB,2,8
PPPPPP,PPBBPPBB,BPPPPP,2,8
PBPBBP,BBPPBBPP,BPPPPB,2,8
BPBBPB,BBPPBBPP,PBPPBP,2,8
BPBBBP,PPBBPPBB,BPBPBP,2,8
BPBPBP,BBPPBBPP,PPBBBB,2,8
BPPBBP,PPBBPPBB,PPPPBB,2,8
PPBBPP,PPBBPPBB,BPBBBB,2,8
BPPPPP,PPBBPPBB,BPPPBP,2,8
PPPBBP,BBPPBBPP,BPPBPB,2,8
BPPBPP,PPBBPPBB,PBPBBB,2,8
BBPBBP,BBPPBBPP,PPBBPP,2,8
PPBBPP,PPBBPPBB,BBPBPB,2,8
PBBPPB,PPBBPPBB,PBPPBP,2,8
BPPBBB,BBPPBBPP,PPPBPB,2,8
BPPBPP,PPBBPPBB,BPPPPP,2,8
PPBBPB,PPBBPPBB,BBBBBP,2,8
BPPBBB,BBPPBBPP,BPBBBP,2,8
BPBPPB,PPBBPPBB,BBPBBB,2,8
BBPPBP,BBPPBBPPBBPP,BBPBBP,3,12
BPBPBP,PPBBPPBB,BPPPPP,2,8
PBPBPB,PPBBPPBBPPBB,BBPPPP,3,12
PBPBPB,PPBBPPBBPPBB,BPBPPB,3,12
BPPPBP,BBPPBBPP,PPPPPP,2,8
BPPBBP,PPBBPPBB,BPBBBP,2,8
PPPPPP,PPBBPPBB,PPPBPB,2,8
PPBPPB,PPBBPPBB,BBBBBB,2,8
PBPBPB,PPBBPPBB,BPPPBB,2,8
PPBBBP,PPBBPPBB,BBPBBB,2,8
BBBPBP,BBPPBBPP,PBBBPB,2,8
BPBBBB,BBPPBBPP,BBPBPB,2,8
PBBPPB,BBPPBBPP,BBBBPP,2,8
PPBPBP,PPBBPPBB,PPBPPP,2,8
BBBPPB,PPBBPPBB,PBPPBP,2,8
PPPBBP,PPBBPPBB,PPBPPP,2,8
BBPPPB,PPBBPPBB,BPPPPP,2,8
BPBPPB,BBPPBBPP,PPPBPP,2,8
BBPPPB,BBPPBBPP,BBBBBP,2,8
BBPBPP,PPBBPPBB,BBBBPB,2,8
BPPPBP,BBPPBBPP,BPBBBB,2,8
PPPPPP,PPBBPPBBPPBB,BBBPPP,3,12
BBPPPP,PPBBPPBB,BPBBPB,2,8
BPBBPP,PPBBPPBB,PBBBBP,2,8
PPPBBB,BBPPBBPP,PPBPBP,2,8
BBBPBP,PPBBPPBB,PBBBBB,2,8
PBPBPB,BBPPBBPP,BBBBBP,2,8
BBPBBP,PPBBPPBB,PPPPBB,2,8
PBPBPB,PPBBPPBB,BBPBPP,2,8
BBPBBP,PPBBPPBB,BBPPBB,2,8
PPBBPP,PPBBPPBB,PBBBPB,2,8
BPPBPP,PPBBPPBB,BBPBPB,2,8
BPPBBP,BBPPBBPP,BPBBPP,2,8
BPBPBB,BBPPBBPP,BBBBBB,2,8
BPBBBP,PPBBPPBB,BBBBPB,2,8
PPPPBB,BBPPBBPP,BBBBPB,2,8
PBPPBP,PPBBPPBB,BBPPPB,2,8
BBPPBP,PPBBPPBB,BBBBBB,2,8
PBBBPB,PPBBPPBB,PBBPPB,2,8
BBBBPP,PPBBPPBB,PBPPPP,2,8
BPBBPP,PPBBPPBB,PBPBBB,2,8
BBPBPB,BBPPBBPP,PBBBBP,2,8
PBPBBB,BBPPBBPP,PBPBPB,2,8
PBPPPP,PPBBPPBB,BBPBBB,2,8
PBBPBB,BBPPBBPP,PBPPBB,2,8
PPBBPB,PPBBPPBB,BBBPBP,2,8
BPBPBP,PPBBPPBB,PBPPBP,2,8
PBBBBB,BBPPBBPP,PPPBPP,2,8
PBPBBB,BBPPBBPPBBPP,BBPBPP,3,12
BBPBBB,BBPPBBPP,PPBBPP,2,8
PPPBPB,BBPPBBPP,BPBBBB,2,8
PBPBPB,PPBBPPBB,PBBBBB,2,8
PBBPPP,PPBBPPBB,BBPPBP,2,8
BPBPPB,PPBBPPBBPPBB,BPPPPP,3,12
PBBBPB,BBPPBBPP,PBPPPP,2,8
BPPBBB,BBPPBBPP,PPPPPP,2,8
PBBPBB,BBPPBBPP,BPBBBB,2,8
PPPBBP,BBPPBBPP,BBBPBB,2,8
PBPPPB,PPBBPPBB,BBBPBP,2,8
BPBPBB,BBPPBBPP,BPBBBP,2,8
PPBBBP,PPBBPPBB,PBPPPP,2,8
PBPPPP,PPBBPPBBPPBB,PPPBPP,3,12
BBBPBP,PPBBPPBB,BBPBBP,2,8
BBPPPB,BBPPBBPP,BBPBPP,2,8
PBBPBP,PPBBPPBB,PBBPBP,2,8
PBPBPB,BBPPBBPP,PBPBPB,2,8
BPBPBB,BBPPBBPP,BBBPPP,2,8
PPPBPP,PPBBPPBB,BBPPPP,2,8
PBPBPB,BBPPBBPP,PBPPPP,2,8
BBBPBB,BBPPBBPP,BBBPBB,2,8
BPPBBP,BBPPBBPP,BBPBPP,2,8
BPBBBP,BBPPBBPP,PPBPPP,2,8
BPBBBP,BBPPBBPP,PBPBBP,2,8
PBBPBP,PPBBPPBBPPBB,PBBPPP,3,12
PPBBBP,BBPPBBPP,PPBBBB,2,8
BBPBBP,PPBBPPBB,PPPPPB,2,8
BBPPPB,PPBBPPBB,BBBBBP,2,8
BPPBBB,BBPPBBPP,BPBPPP,2,8
PBBBBP,BBPPBBPP,PBPPPP,2,8
