before,chainok_13,after,pattern
PBPBBP,BPPPB,PPPPBB,1-3-1
PPBBPP,BPPPB,PBPBPP,1-3-1
PPPPBB,PBBBP,BPPPBB,1-3-1
PBBBBB,PBBBP,BPBBPP,1-3-1
BBBBPP,BPPPB,PPBBPP,1-3-1
PPPBPB,PBBBP,BBBBPB,1-3-1
BBPPPP,BBBPBBB,PBBBPP,3-1-3
BPPPPB,PBBBP,BPBBBB,1-3-1
BBPBBP,BPPPB,PBPPBP,1-3-1
BPPBPP,BPPPB,PPPPBB,1-3-1
PPBBBB,PBBBP,BBPPPP,1-3-1
PPBBBB,PBBBP,BBPPPP,1-3-1
BBBPBP,BPPPB,PPBPBP,1-3-1
BPBBBB,PBBBP,BBBBBB,1-3-1
BPPBPB,PBBBP,BBBPBP,1-3-1
PBBPBB,PBBBP,BPPPBB,1-3-1
BPBPBB,PBBBP,BBPPBP,1-3-1
BBBPBP,BPPPB,PPPBBB,1-3-1
PPBBBB,PPPBPPP,BBBBBB,3-1-3
PPPBPP,BPPPB,PBBPPB,1-3-1
PBBBPP,BPPPB,PPPBBP,1-3-1
PBBBPP,BPPPB,PPPPPP,1-3-1
BPBBPP,BPPPB,PBBBPP,1-3-1
PBBPPB,PBBBP,BBBBBP,1-3-1
PPPPBB,PBBBP,BPBPPB,1-3-1
PPBPBB,PBBBP,BBPBPP,1-3-1
BBPPBB,PPPBPPP,BBBPPP,3-1-3
PPBBPP,BPPPB,PPBPPB,1-3-1
BBPPBB,PPPBPPP,BBBBPP,3-1-3
BPBPBB,PBBBP,BBBBBP,1-3-1
BBBBBP,BPPPB,PPBBBB,1-3-1
BPPBBP,BPPPB,PBPBPP,1-3-1
PPBPBB,PBBBP,BPBBPB,1-3-1
BBBBPB,PBBBP,BPBBPP,1-3-1
PBBBBB,PPPBPPP,BBPPPP,3-1-3
BBPBPP,BPPPB,PBBBPP,1-3-1
PPPPBP,BPPPB,PPPBPP,1-3-1
PPPPPP,BPPPB,PPBPBB,1-3-1
PBBBBB,PBBBP,BPBBPB,1-3-1
PPPPBB,PBBBP,BBPBPB,1-3-1
PPPPBP,BPPPB,PPBBBB,1-3-1
PPBBBB,PBBBP,BPBBPP,1-3-1
PPBPPB,PBBBP,BPBBBP,1-3-1
PPPPBP,BPPPB,PBPPPB,1-3-1
BPPPBP,BPPPB,PPBBBP,1-3-1
PPBBBB,PBBBP,BBBBPB,1-3-1
PPPPBB,PBBBP,BBPBBP,1-3-1
PBBPBB,PBBBP,BPBBBB,1-3-1
PBPPPP,BPPPB,PPBBBB,1-3-1
PBBBBB,PBBBP,BPPPPB,1-3-1
BBBBPB,PBBBP,BBBBBP,1-3-1
BBBPBB,PPPBPPP,BBBBPB,3-1-3
BBBBPB,PBBBP,BBPPPB,1-3-1
BPBPPB,PBBBP,BBPPBB,1-3-1
PBBBPP,BPPPB,PBBBBP,1-3-1
BPPPPP,BPPPB,PBPPPB,1-3-1
PPPBBB,PPPBPPP,BBBPBB,3-1-3
PPBBPP,BBBPBBB,PPBPBB,3-1-3
BBPPPP,BPPPB,PBPBBB,1-3-1
PPPBPP,BBBPBBB,PBBBPB,3-1-3
BBPBBB,PBBBP,BPBBBP,1-3-1
PBBBPB,PBBBP,BPBPBP,1-3-1
PPPPBP,BPPPB,PPBBPB,1-3-1
BPPBBP,BPPPB,PPPPPB,1-3-1
BPBBBB,PPPBPPP,BBBPBP,3-1-3
BBPPBB,PBBBP,BBBBBP,1-3-1
PBPPBB,PBBBP,BPPPBB,1-3-1
BBPBBP,BPPPB,PPBBPB,1-3-1
PBBPBP,BPPPB,PPBBPP,1-3-1
BBBPBB,PBBBP,BPBPBP,1-3-1
BPBPBP,BPPPB,PPBPPB,1-3-1
BPBPPB,PBBBP,BBBBPP,1-3-1
BBPBBP,BPPPB,PBBPBP,1-3-1
PBBPBB,PBBBP,BPBBPB,1-3-1
PBPBBP,BPPPB,PBPBBB,1-3-1
PBPPBB,PPPBPPP,BBPPBB,3-1-3
PPBBBB,PBBBP,BPPBBB,1-3-1
PBBPPB,PBBBP,BPBPBP,1-3-1
BBBPBP,BPPPB,PPPBPP,1-3-1
BBPBBB,PPPBPPP,BBBBBP,3-1-3
BBBBPP,BPPPB,PPBPPP,1-3-1
PPPPBB,PBBBP,BBBPPP,1-3-1
PPPPBB,PBBBP,BPBPPP,1-3-1
PBPBBP,BPPPB,PBBBBP,1-3-1
BPBPBP,BPPPB,PBBBPP,1-3-1
BPBBPB,PBBBP,BPBPBP,1-3-1
BPBPPP,BBBPBBB,PBPBPP,3-1-3
PBBBPP,BPPPB,PBPBBB,1-3-1
PBBBPB,PBBBP,BBPBBB,1-3-1
BBBPBB,PBBBP,BBPBPB,1-3-1
BBBBBB,PBBBP,BBPBPB,1-3-1
PPBBBP,BPPPB,PPBPBP,1-3-1
BBBBPP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BPBBPB,1-3-1
PPBBBB,PBBBP,BPBBBP,1-3-1
BBPBPP,BPPPB,PPBBBP,1-3-1
BPBBPP,BBBPBBB,PBPPBP,3-1-3
PPBBBP,BPPPB,PPBPBP,1-3-1
PBBBPP,BPPPB,PPBBBP,1-3-1
BPBBPP,BPPPB,PPBBBB,1-3-1
PBPPBP,BPPPB,PPPBPB,1-3-1
BPPBBB,PPPBPPP,BBBPPP,3-1-3
BBBBPB,PBBBP,BBBBBB,1-3-1
PBBPPP,BBBPBBB,PBBBPB,3-1-3
PBBBBB,PBBBP,BBPBBB,1-3-1
BBBPBB,PBBBP,BBBPBB,1-3-1
PPBBBP,BPPPB,PBBPBP,1-3-1
BPPPPB,PBBBP,BBPBBB,1-3-1
BBBPBB,PBBBP,BPBBPP,1-3-1
PPPPBB,PBBBP,BBBBBB,1-3-1
BBPPPP,BPPPB,PPBPPB,1-3-1
BBBBPP,BPPPB,PPPBPP,1-3-1
PBPPPB,PPPBPPP,BPBPBP,3-1-3
BPBBPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PBBBBP,1-3-1
PBBBPP,BPPPB,PBBBPP,1-3-1
PBBBPP,BPPPB,PBPPPB,1-3-1
BPPPBP,BPPPB,PPBBBP,1-3-1
PBBBPP,BPPPB,PBBPPP,1-3-1
BPBPBB,PBBBP,BPPBBB,1-3-1
PPPPBB,PBBBP,BPBBBB,1-3-1
BPPPBB,PBBBP,BBPPPB,1-3-1
BBBPBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPBPPB,1-3-1
PBPPBB,PBBBP,BPBBBP,1-3-1
PBPBPP,BPPPB,PPPBBB,1-3-1
PPBBPP,BPPPB,PBBPPP,1-3-1
PPBBBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPPBPP,1-3-1
PBBBBP,BPPPB,PBPPBB,1-3-1
BBPBPB,PBBBP,BBBPBB,1-3-1
PBBBBP,BPPPB,PBBBPP,1-3-1
BBBBBB,PPPBPPP,BBPPPP,3-1-3
PBBPBB,PBBBP,BBPPPP,1-3-1
PPBPBB,PBBBP,BBPPPP,1-3-1
PPPPPB,PBBBP,BPBPBP,1-3-1
PPPBBP,BPPPB,PPBBPB,1-3-1
PBPPBB,PPPBPPP,BPPBPP,3-1-3
BBPBBP,BPPPB,PPPPBB,1-3-1
PPPBPP,BPPPB,PPPPBP,1-3-1
PBPPPP,BPPPB,PPPBPP,1-3-1
BBPBPB,PBBBP,BBBPBP,1-3-1
BBPPBB,PPPBPPP,BPPPBB,3-1-3
BPPPPP,BBBPBBB,PPPPPP,3-1-3
PBPPBP,BPPPB,PPBPPB,1-3-1
PBPPBP,BPPPB,PPBBBP,1-3-1
BBPPPP,BPPPB,PPBPPP,1-3-1
PPBBBB,PPPBPPP,BPPPBP,3-1-3
PPBPPP,BPPPB,PBPBBB,1-3-1
BBBBPP,BPPPB,PBPBBP,1-3-1
BBBBPP,BPPPB,PPPBBB,1-3-1
PBBBPP,BPPPB,PPPBBB,1-3-1
BBPPPP,BPPPB,PBBPBP,1-3-1
PPBPBP,BPPPB,PBPPBB,1-3-1
PBPPBB,PBBBP,BBPPBB,1-3-1
PBBBBB,PBBBP,BBBPPB,1-3-1
PPBBBP,BPPPB,PPPPBP,1-3-1
PBBBPP,BPPPB,PBPBPP,1-3-1
PPPPPP,BPPPB,PPPBPB,1-3-1
BPPPPB,PBBBP,BBPPBB,1-3-1
PPPPBB,PBBBP,BPPBBB,1-3-1
BPBPBB,PBBBP,BBPPPP,1-3-1
BBPPPP,BBBPBBB,PBBPBP,3-1-3
PBBBBB,PBBBP,BBBPBB,1-3-1
BPPPPB,PBBBP,BBBBBP,1-3-1
BPPPBB,PBBBP,BPPPBB,1-3-1
PPPBPP,BPPPB,PPPPBP,1-3-1
BBBBBB,PPPBPPP,BBPPBB,3-1-3
PBBPBB,PBBBP,BPBBPP,1-3-1
BBBPBP,BPPPB,PBPPBB,1-3-1
PPBPPB,PBBBP,BBPPBB,1-3-1
PBPBBP,BPPPB,PBPPBP,1-3-1
PBBBPP,BPPPB,PPBBBB,1-3-1
BPPPPB,PBBBP,BBBPPP,1-3-1
PPBPPP,BBBPBBB,PPPBBB,3-1-3
PBBPPB,PBBBP,BPBPPP,1-3-1
PBBBBB,PPPBPPP,BBPBBB,3-1-3
PPPPBP,BPPPB,PPBBBP,1-3-1
PPPBPP,BBBPBBB,PPPBPB,3-1-3
BBBBBB,PBBBP,BPPPPP,1-3-1
BPBBBB,PBBBP,BBBBBB,1-3-1
BPPPBP,BPPPB,PPBPPP,1-3-1
BBPBPP,BPPPB,PBBPBB,1-3-1
BBPBPB,PBBBP,BBBPBP,1-3-1
PPBPBP,BPPPB,PPBBBP,1-3-1
BPBBPP,BPPPB,PBPPBB,1-3-1
PPPPPB,PBBBP,BBPPBB,1-3-1
BPBPBP,BPPPB,PPPBBP,1-3-1
PPBBPB,PBBBP,BBBBPB,1-3-1
BBPBPB,PBBBP,BBBBPP,1-3-1
BPPPPP,BPPPB,PPPBBB,1-3-1
PBBPPB,PBBBP,BPBBBB,1-3-1
PPBPBP,BPPPB,PPBPPP,1-3-1
BBPBBP,BPPPB,PBBBBP,1-3-1
BBPBPP,BPPPB,PPPBPP,1-3-1
BPBPBB,PBBBP,BPPBBB,1-3-1
PPPPBB,PBBBP,BBBPPP,1-3-1
PBPPBB,PBBBP,BPBPBP,1-3-1
BBPBBP,BPPPB,PPPPBB,1-3-1
BBBBPP,BBBPBBB,PPPPBB,3-1-3
PBBBBB,PPPBPPP,BPPBPB,3-1-3
PPBBBP,BPPPB,PBPBPB,1-3-1
PBPPPB,PPPBPPP,BPPBPP,3-1-3
PPPBPP,BPPPB,PPBBBB,1-3-1
PPBBBB,PBBBP,BPBBPB,1-3-1
PPPBBP,BPPPB,PPPPBB,1-3-1
PBBBBP,BPPPB,PBBPBB,1-3-1
PBBBBP,BPPPB,PBBBBB,1-3-1
BBBBBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPBBBP,1-3-1
BPBBPP,BBBPBBB,PPPPPB,3-1-3
BBBPPB,PBBBP,BBBBBP,1-3-1
BPBBBB,PPPBPPP,BBBPPP,3-1-3
BPBBPB,PBBBP,BBBPBB,1-3-1
PPBBPP,BPPPB,PBBPPB,1-3-1
BPPBPP,BPPPB,PPPPBB,1-3-1
BPBPBP,BPPPB,PBBPPP,1-3-1
PPBBPB,PBBBP,BBBBBB,1-3-1
PBPPBP,BPPPB,PPPPPP,1-3-1
BPPPPP,BBBPBBB,PBPPPB,3-1-3
BPBBBP,BPPPB,PBPPBP,1-3-1
BBBBPB,PBBBP,BPBBBB,1-3-1
PBPPPP,BPPPB,PBPPPB,1-3-1
BBPBBP,BPPPB,PPPBPP,1-3-1
BPBPBB,PBBBP,BBBPBP,1-3-1
BBBPBP,BPPPB,PPBBPB,1-3-1
BBBBBP,BPPPB,PPBBPP,1-3-1
PBPBPB,PBBBP,BPPPPP,1-3-1
BBPBBP,BPPPB,PBPBBB,1-3-1
PPPBPB,PBBBP,BPBPBP,1-3-1
PBBBPP,BPPPB,PPPPBB,1-3-1
PBPBBB,PPPBPPP,BBBPPB,3-1-3
BBBBPB,PBBBP,BBPBPB,1-3-1
PBPPBB,PBBBP,BPBPPP,1-3-1
BPPPPB,PBBBP,BPBPPB,1-3-1
BBPPBB,PBBBP,BPBBPB,1-3-1
BBPPPP,BPPPB,PBBPBP,1-3-1
BBPPPP,BPPPB,PBPPBP,1-3-1
BPBPPB,PBBBP,BBPBBP,1-3-1
PBBBBP,BPPPB,PBPPBB,1-3-1
PPBBBP,BPPPB,PBPBBP,1-3-1
BBPPBB,PBBBP,BPBPPB,1-3-1
BPBBBB,PBBBP,BPPBBB,1-3-1
BBPPPB,PBBBP,BPBPBP,1-3-1
PBPPBP,BPPPB,PPBPBP,1-3-1
BPBBPP,BPPPB,PBPBPP,1-3-1
PPBPBP,BPPPB,PPBBBP,1-3-1
PBBBPP,BBBPBBB,PPPBPP,3-1-3
BPBPBB,PBBBP,BPBBPB,1-3-1
PPPBBB,PPPBPPP,BBBBPP,3-1-3
PPPPBB,PPPBPPP,BPPBPP,3-1-3
PPBPPB,PBBBP,BPBBBB,1-3-1
PBBBBB,PBBBP,BPPBBB,1-3-1
BBPPBP,BPPPB,PBBPBP,1-3-1
PPBPBB,PBBBP,BBPPPB,1-3-1
PBBPPP,BBBPBBB,PBPPBB,3-1-3
BPBPPB,PBBBP,BPBBPB,1-3-1
BPPPBB,PBBBP,BPBBBB,1-3-1
PPBBPB,PBBBP,BBPBPP,1-3-1
BPPPBB,PBBBP,BPBPBB,1-3-1
PPPPBB,PBBBP,BPBBPB,1-3-1
BPPPBB,PBBBP,BBPBBB,1-3-1
PPPBPB,PBBBP,BBBPPB,1-3-1
BBBBPB,PBBBP,BBBPBB,1-3-1
BPBBBP,BBBPBBB,PBBBPB,3-1-3
BBPBBB,PBBBP,BBPPPP,1-3-1
PBBPBB,PPPBPPP,BBBPBP,3-1-3
BBBBPB,PBBBP,BBBPPB,1-3-1
BBBBBB,PBBBP,BBPBPP,1-3-1
PBPBBP,BPPPB,PBBPPP,1-3-1
PPPPPB,PBBBP,BBPBPP,1-3-1
PPPPBP,BPPPB,PPBPPB,1-3-1
PBPBBP,BPPPB,PBBPBB,1-3-1
PBBBBB,PPPBPPP,BBBBBB,3-1-3
PPBBBB,PBBBP,BPBBBP,1-3-1
PBBBPP,BPPPB,PPPPBB,1-3-1
BPPPPB,PBBBP,BPPPBB,1-3-1
PPBBPP,BPPPB,PPPBPP,1-3-1
PPBPPB,PBBBP,BBPPPB,1-3-1
BBBPBB,PPPBPPP,BPPBBP,3-1-3
PBBPBP,BPPPB,PBBPPP,1-3-1
BPPBBP,BPPPB,PBPPBB,1-3-1
PPBPBB,PBBBP,BPPBBB,1-3-1
BBPBPP,BPPPB,PBBPBP,1-3-1
BPPPBB,PBBBP,BPPPBB,1-3-1
PPPBPP,BPPPB,PPBBPB,1-3-1
BPPBBP,BPPPB,PPBBBB,1-3-1
PPBPPB,PBBBP,BBBBPB,1-3-1
PPBPPB,PBBBP,BBBBBP,1-3-1
PPPBPB,PBBBP,BBPPBP,1-3-1
BPPPPB,PBBBP,BBBPBB,1-3-1
BBPBPP,BBBPBBB,PPPPBP,3-1-3
BBPPPP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BPBPBP,1-3-1
BBBBPP,BPPPB,PPBBBP,1-3-1
BPPBBB,PPPBPPP,BBBPPB,3-1-3
BBBBBP,BPPPB,PPPBPB,1-3-1
PPPPBB,PBBBP,BBPPBB,1-3-1
BPPPPP,BPPPB,PPBPBB,1-3-1
PPPBPP,BPPPB,PPPBBB,1-3-1
PBPBPP,BPPPB,PBPBPB,1-3-1
PBBBBB,PBBBP,BPPBBB,1-3-1
BBPPBB,PPPBPPP,BBBBPP,3-1-3
PPPPPB,PBBBP,BBBPBP,1-3-1
BPBBBP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBPBBB,1-3-1
BBPBPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PBPPPB,1-3-1
BBBPBB,PBBBP,BPPPBB,1-3-1
BPBBBB,PPPBPPP,BBPBPB,3-1-3
PBBBBB,PBBBP,BPBPBP,1-3-1
PPPBBB,PPPBPPP,BPBPPB,3-1-3
PPBBPP,BPPPB,PPPBPB,1-3-1
BBPPPB,PBBBP,BPBBBP,1-3-1
PBBPBB,PBBBP,BBPPBP,1-3-1
PBPBBP,BPPPB,PPPPBP,1-3-1
BBBBBB,PBBBP,BBPBBP,1-3-1
BBBPPB,PBBBP,BPBBPB,1-3-1
BPBPPB,PBBBP,BPPBBB,1-3-1
BBPBPP,BBBPBBB,PBBPBB,3-1-3
PBBPBP,BPPPB,PBPPPP,1-3-1
PPBBBB,PBBBP,BBPPBB,1-3-1
BPBBBB,PBBBP,BPPPPB,1-3-1
PBBPPB,PBBBP,BBPPBB,1-3-1
PBBPPB,PBBBP,BBPPBB,1-3-1
PPBBBB,PBBBP,BBBBPP,1-3-1
PPPPPB,PBBBP,BBBPPP,1-3-1
PBPBPP,BPPPB,PPPBPB,1-3-1
BBBBPB,PBBBP,BBPPPB,1-3-1
PPPPBB,PBBBP,BBPPPB,1-3-1
BPPBPP,BBBPBBB,PPPBPB,3-1-3
PPBPBB,PBBBP,BBPPBP,1-3-1
PPPBBP,BPPPB,PPPPPP,1-3-1
BBPPPB,PBBBP,BBPBPB,1-3-1
BBPBPB,PBBBP,BPPBPB,1-3-1
BBPPBP,BPPPB,PBBPPP,1-3-1
PPBBBB,PBBBP,BPPPPB,1-3-1
BPBPPB,PBBBP,BBPPBB,1-3-1
BPPPBB,PBBBP,BBBPPP,1-3-1
PPBPBB,PPPBPPP,BBBBPP,3-1-3
BPBBBB,PBBBP,BBBPPB,1-3-1
PBBBPP,BPPPB,PPPPPP,1-3-1
BBBPPB,PBBBP,BBPBBB,1-3-1
BPBPPB,PBBBP,BBPBBB,1-3-1
PBBPBP,BPPPB,PPPBBB,1-3-1
BPPPBP,BPPPB,PPBPBB,1-3-1
BPPPBP,BPPPB,PPBPBB,1-3-1
BBBBPP,BPPPB,PBBPPB,1-3-1
BPPPPP,BBBPBBB,PPBBBB,3-1-3
PPBBBP,BPPPB,PPBBPP,1-3-1
BBPPPB,PBBBP,BBBPBP,1-3-1
PPPPBB,PPPBPPP,BBBBBP,3-1-3
BBPPBP,BPPPB,PBPPPP,1-3-1
BPBBBB,PPPBPPP,BBPBBB,3-1-3
PPPBPP,BBBPBBB,PPBBPP,3-1-3
PPBPBB,PBBBP,BBBPBB,1-3-1
PBPBPB,PBBBP,BPPBPB,1-3-1
PBBPPP,BBBPBBB,PBBPBP,3-1-3
BBBBPP,BPPPB,PPPBPP,1-3-1
PBPPPB,PPPBPPP,BBBBBB,3-1-3
BPPBPP,BPPPB,PBBPBP,1-3-1
BPBBPB,PBBBP,BBBBPP,1-3-1
BBPBPP,BPPPB,PPBPPP,1-3-1
PPPBPP,BPPPB,PBPPBP,1-3-1
BPBBPP,BPPPB,PPBBPP,1-3-1
BPBBPP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBPBBP,1-3-1
PPPPBB,PBBBP,BPBPBP,1-3-1
BPPPPB,PBBBP,BPPBBP,1-3-1
PPPBPP,BPPPB,PBBBBB,1-3-1
BBBBBB,PBBBP,BPBPBB,1-3-1
BBBBPP,BBBPBBB,PBBPBB,3-1-3
PBPPBB,PBBBP,BPPPBB,1-3-1
PPPPPP,BPPPB,PPPPPP,1-3-1
PPPPPP,BBBPBBB,PBPPPB,3-1-3
BPBBBP,BPPPB,PBBPPP,1-3-1
BBPBBP,BPPPB,PPPBBP,1-3-1
PBPBPP,BPPPB,PBPPPB,1-3-1
BPPPBP,BPPPB,PPBPPP,1-3-1
PPPPPP,BPPPB,PBBBPP,1-3-1
PPBBBB,PBBBP,BPBBBB,1-3-1
PBBPBB,PPPBPPP,BPPBBB,3-1-3
PPPBBP,BPPPB,PBBBBB,1-3-1
BBPPBP,BPPPB,PBPBBB,1-3-1
BBBPPB,PBBBP,BBPPPB,1-3-1
PPBBBP,BPPPB,PPPPBB,1-3-1
PPBBBP,BPPPB,PBPBPB,1-3-1
BBPBPP,BPPPB,PPPBPB,1-3-1
BBBBBB,PBBBP,BBPBPB,1-3-1
BPPPBB,PBBBP,BBPBBP,1-3-1
BPPPBB,PBBBP,BBPBBP,1-3-1
BPPPPP,BBBPBBB,PPPBPP,3-1-3
BBPBBB,PPPBPPP,BPBBPB,3-1-3
BPBPPB,PBBBP,BPPPBB,1-3-1
PPPBPP,BPPPB,PBPPBP,1-3-1
BPPBBB,PPPBPPP,BBBPBP,3-1-3
PPBBBP,BPPPB,PBPBPP,1-3-1
PPBBPP,BBBPBBB,PBPBPP,3-1-3
PPBBPB,PBBBP,BPPPPP,1-3-1
PPPBPP,BPPPB,PPPPPB,1-3-1
PBPPBB,PBBBP,BBBPPB,1-3-1
PPBBPB,PBBBP,BPPBPB,1-3-1
PPPPBP,BPPPB,PPPBBP,1-3-1
BBPPPP,BBBPBBB,PPPBPP,3-1-3
BBBBBP,BPPPB,PPPPPB,1-3-1
PPBBBB,PPPBPPP,BBBBBP,3-1-3
PPBBBB,PBBBP,BBPPBP,1-3-1
PPBBPB,PBBBP,BBBBBB,1-3-1
BBBPBB,PBBBP,BBBPPP,1-3-1
BPBPBB,PBBBP,BPPPBB,1-3-1
BPBBBB,PBBBP,BBBBBB,1-3-1
PPPPPB,PBBBP,BBPPPP,1-3-1
BPPPPP,BPPPB,PBPBPB,1-3-1
BBPBPB,PBBBP,BBPPBB,1-3-1
BBBPBB,PBBBP,BBBBPP,1-3-1
PBBBBB,PBBBP,BPBPBB,1-3-1
BBBBBB,PBBBP,BBBBPP,1-3-1
PBBBBB,PBBBP,BBPPBB,1-3-1
PPPPPB,PBBBP,BPPBBB,1-3-1
PPPBBB,PPPBPPP,BBBBBB,3-1-3
PBBPPB,PBBBP,BBPBPP,1-3-1
PBBBPP,BPPPB,PPPBBB,1-3-1
PPBBBB,PPPBPPP,BBPPBB,3-1-3
BBBPBB,PPPBPPP,BBPBPP,3-1-3
PPPBBP,BPPPB,PBBBBB,1-3-1
PPBBPP,BPPPB,PPBBBP,1-3-1
PPBBPP,BPPPB,PPPBBP,1-3-1
PPPBBB,PPPBPPP,BBBBPP,3-1-3
BBPPPB,PBBBP,BPBPBB,1-3-1
PPBBPP,BPPPB,PBBPBB,1-3-1
BBBBPP,BPPPB,PBPPBB,1-3-1
PBPPPP,BBBPBBB,PPPBBP,3-1-3
PBPPBP,BPPPB,PBPPPB,1-3-1
BBBPPB,PBBBP,BPBPPB,1-3-1
BPPBBP,BPPPB,PPBPBB,1-3-1
BBBPPP,BBBPBBB,PPPBPP,3-1-3
BPPBPP,BPPPB,PBPPPB,1-3-1
PPBBPP,BBBPBBB,PPPPPP,3-1-3
PPPBPB,PBBBP,BBPPBB,1-3-1
PBBBPP,BPPPB,PPPBBB,1-3-1
PPBBPP,BPPPB,PBBBPP,1-3-1
BBBBPB,PBBBP,BPPPPB,1-3-1
PPBPPB,PBBBP,BBPPBB,1-3-1
PPBBBB,PBBBP,BBPPBB,1-3-1
BBBPBB,PBBBP,BBPPBB,1-3-1
BPPPPB,PBBBP,BBBBPB,1-3-1
BBPBPP,BPPPB,PPBPBB,1-3-1
PPBBBB,PBBBP,BPBBPP,1-3-1
PBPBBB,PPPBPPP,BPBPPB,3-1-3
BPPBPB,PBBBP,BPBBBB,1-3-1
BPBBPB,PBBBP,BBBBPP,1-3-1
BPPPPB,PBBBP,BBBBPP,1-3-1
BPBPPB,PBBBP,BBBBPB,1-3-1
PBPBPB,PBBBP,BBPPPB,1-3-1
BPBBPP,BBBPBBB,PBBBPP,3-1-3
BBBBPP,BPPPB,PBPPBB,1-3-1
PPPPPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPPBBP,1-3-1
BPBPBB,PBBBP,BBPBBP,1-3-1
PBBBBB,PBBBP,BPBPBB,1-3-1
PBPPBP,BPPPB,PPPBBB,1-3-1
PBPPBB,PBBBP,BBPPBB,1-3-1
BBPPPB,PBBBP,BBPBBP,1-3-1
PBBPBB,PBBBP,BPBPPB,1-3-1
BPBPPP,BBBPBBB,PBPBBB,3-1-3
PBPBPP,BPPPB,PPPPPP,1-3-1
PBBBPP,BPPPB,PPBBBP,1-3-1
BBBPPP,BBBPBBB,PBPBPP,3-1-3
PBBBPP,BPPPB,PPBBBP,1-3-1
BBBPPP,BBBPBBB,PBPBPP,3-1-3
BPBBBB,PBBBP,BBPPBP,1-3-1
BBBBPB,PBBBP,BBPPBP,1-3-1
PPPPPB,PBBBP,BBBBBB,1-3-1
BBBPBB,PBBBP,BPPPPB,1-3-1
PPPPPB,PBBBP,BBBPBP,1-3-1
BBPBPB,PBBBP,BBPPBB,1-3-1
PPBBBP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBBBBP,1-3-1
PBBBBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PBBBBP,1-3-1
BPBBPP,BPPPB,PPBPPP,1-3-1
BBBBPB,PBBBP,BPPPPB,1-3-1
BBBBPB,PBBBP,BPPPPB,1-3-1
BBPPPB,PBBBP,BPPBPP,1-3-1
BPPPPP,BPPPB,PBPPPP,1-3-1
BBBBBB,PBBBP,BBBBBP,1-3-1
BBBBBB,PBBBP,BBBBBP,1-3-1
PBPBBP,BPPPB,PBPPBB,1-3-1
BBPPBP,BPPPB,PPBBPP,1-3-1
BBBBBB,PBBBP,BBBPPB,1-3-1
PPBBBP,BPPPB,PBPPPB,1-3-1
BPPPBP,BPPPB,PBPBPP,1-3-1
PPPPBB,PBBBP,BBBBBB,1-3-1
BBBBBB,PBBBP,BPBPBB,1-3-1
BPBBPB,PBBBP,BBPPPB,1-3-1
PBBBPP,BBBPBBB,PBBBBP,3-1-3
PPPPBP,BPPPB,PPBBPB,1-3-1
PBBPBB,PBBBP,BBPPBP,1-3-1
BPPPPP,BPPPB,PBBBBP,1-3-1
BBBBPB,PBBBP,BBBBBB,1-3-1
PBPPPP,BBBPBBB,PBBBBP,3-1-3
PBBBPP,BPPPB,PBPPBB,1-3-1
PBBBBP,BPPPB,PBPPPB,1-3-1
PBBPBB,PBBBP,BBBBBP,1-3-1
BBBPBB,PBBBP,BPPPPB,1-3-1
BBBBBB,PBBBP,BPPBPP,1-3-1
BBPBPP,BPPPB,PPPBPP,1-3-1
BPBBBP,BPPPB,PPBPPP,1-3-1
BPBPPB,PBBBP,BBBBPB,1-3-1
BPBBBB,PBBBP,BPPBBB,1-3-1
BPPBPP,BPPPB,PPBPPB,1-3-1
PBBPBP,BPPPB,PPBBBP,1-3-1
PPBPBP,BPPPB,PPPPPB,1-3-1
PPPBBP,BPPPB,PPPPBB,1-3-1
BBPPBB,PBBBP,BBPPPP,1-3-1
BBPPPP,BPPPB,PPBBBP,1-3-1
BBBBPP,BBBPBBB,PPPPBB,3-1-3
PBPPBB,PBBBP,BBPPPP,1-3-1
PPPPPP,BBBPBBB,PPPPPB,3-1-3
BBPPBB,PBBBP,BPPPBB,1-3-1
BPBBBB,PPPBPPP,BBPBBB,3-1-3
PPPPBB,PBBBP,BPBBBP,1-3-1
PPPPBB,PBBBP,BPBBBP,1-3-1
PPBPPB,PBBBP,BPBBBP,1-3-1
BPPBPP,BPPPB,PPBBPP,1-3-1
BBPPPP,BBBPBBB,PBBBBP,3-1-3
BPPPBP,BPPPB,PPPPBB,1-3-1
PPPPPB,PBBBP,BBBPBP,1-3-1
PBPBPP,BPPPB,PPPPBB,1-3-1
PPPPBP,BPPPB,PPBBBB,1-3-1
PPPBBP,BPPPB,PBBBPB,1-3-1
