before,triple,after,pattern
PBPPPB,BBBPPPBBB,PPBBPP,3-3-3
PBPPBB,PPPBBBPPP,PBBBBB,3-3-3
BPBPPB,BBBPPPBBB,BPPPBP,3-3-3
PPPBPB,BBBPPPBBB,PBBBBB,3-3-3
PBPPPB,PPPBBBPPP,PPBPBB,3-3-3
PPBBPP,BBBPPPBBB,PBBPPB,3-3-3
PPBBBP,PPPBBBPPP,PPPPPP,3-3-3
BPBPPP,PPPBBBPPP,PBBBPP,3-3-3
BPBBBP,BBBPPPBBB,PPPPPP,3-3-3
PBBBBB,BBBPPPBBB,PBPPBP,3-3-3
BPPBPB,BBBPPPBBB,PPBBBP,3-3-3
PPBBBP,PPPBBBPPP,PBBBBP,3-3-3
PBPPBB,PPPBBBPPP,PPBBBP,3-3-3
PPPPPP,PPPBBBPPP,BBPBBP,3-3-3
PBPPBP,PPPBBBPPP,BPBBPB,3-3-3
BBPBPP,BBBPPPBBB,PBBBPP,3-3-3
BBPPPB,BBBPPPBBB,BPPBPB,3-3-3
PPPPPB,PPPBBBPPP,BPBPBB,3-3-3
BBPBBP,BBBPPPBBB,BBBBBB,3-3-3
BPBPPB,BBBPPPBBB,PPPPBP,3-3-3
PBBPPB,BBBPPPBBB,PPPPPB,3-3-3
PBBBPP,PPPBBBPPP,BBPPBB,3-3-3
PBPPPB,BBBPPPBBB,PPBPPP,3-3-3
BPBPBP,BBBPPPBBB,BBBPPB,3-3-3
PBPBBP,BBBPPPBBB,PBPBBB,3-3-3
BBPPBB,BBBPPPBBB,PPPBBP,3-3-3
PPBBBP,BBBPPPBBB,PBPPBB,3-3-3
PPPBPB,BBBPPPBBB,PBPBBB,3-3-3
PPPBBP,BBBPPPBBB,BPPPBB,3-3-3
BPPBPP,BBBPPPBBB,PPPBPP,3-3-3
PPBPBB,BBBPPPBBB,PPBPBP,3-3-3
BPBBPB,BBBPPPBBB,PBBBBP,3-3-3
BBBBBB,BBBPPPBBB,BBPBBP,3-3-3
PBPBPP,BBBPPPBBB,BPPPBP,3-3-3
PBBBBP,PPPBBBPPP,BBBBBB,3-3-3
PPBBPP,PPPBBBPPP,BPBBBB,3-3-3
BBBPPB,BBBPPPBBB,PPBPBP,3-3-3
PBBPPP,PPPBBBPPP,BBBPPB,3-3-3
BPBPPB,BBBPPPBBB,PPBPBB,3-3-3
PPBBPP,BBBPPPBBB,PPPPBB,3-3-3
PPPPBP,PPPBBBPPP,BBBPPP,3-3-3
PBBPBB,BBBPPPBBB,BPPBPB,3-3-3
PPBPBP,PPPBBBPPP,BPBBPB,3-3-3
PBPPPB,PPPBBBPPP,BBPBPB,3-3-3
BBBBBB,BBBPPPBBB,BBBPPP,3-3-3
BBBBBB,BBBPPPBBB,BBBPPP,3-3-3
BBBBBB,BBBPPPBBB,PPPBBP,3-3-3
BBBBBB,BBBPPPBBB,PPPBBP,3-3-3
BBPBPB,BBBPPPBBB,BPPBBB,3-3-3
PBPPPB,BBBPPPBBB,BBBBPB,3-3-3
PBPPBP,PPPBBBPPP,PPBBPP,3-3-3
PBPBBP,BBBPPPBBB,PPBPBB,3-3-3
PBPPBP,PPPBBBPPP,BBBPBP,3-3-3
PPBBBP,BBBPPPBBB,BBPBBP,3-3-3
PPBBBB,BBBPPPBBB,PBBPPP,3-3-3
PBPBPP,PPPBBBPPP,PBBBBB,3-3-3
BPPPBB,BBBPPPBBB,BBPBPB,3-3-3
BPPPBB,BBBPPPBBB,BBPBPB,3-3-3
BPBBPB,PPPBBBPPP,PBPBPB,3-3-3
PBPPPP,PPPBBBPPP,BPPBBP,3-3-3
BPBPPB,PPPBBBPPP,BPBPPB,3-3-3
BPBPBP,PPPBBBPPP,PPBPBP,3-3-3
BPPBBB,BBBPPPBBB,PBPPBB,3-3-3
PBPBPP,PPPBBBPPP,PBPPBP,3-3-3
BPBBBB,BBBPPPBBB,PBBBBB,3-3-3
PPBPBB,BBBPPPBBB,BBPPBB,3-3-3
PBPPBB,PPPBBBPPP,PBBPPB,3-3-3
PBPPBP,BBBPPPBBB,BPBPPB,3-3-3
BBPBPB,PPPBBBPPP,PPBBPB,3-3-3
PPPBBB,BBBPPPBBB,PBBBBB,3-3-3
BPBBPP,PPPBBBPPP,PBPPPP,3-3-3
PPBPBP,BBBPPPBBB,PBBBPP,3-3-3
BPPPBB,PPPBBBPPP,BBBPBP,3-3-3
BBBBBP,PPPBBBPPP,BPPBBP,3-3-3
BBBBPB,PPPBBBPPP,PPBPBP,3-3-3
BPPBPP,BBBPPPBBB,PBBPBB,3-3-3
BBBBBP,PPPBBBPPP,PPBPBP,3-3-3
PBPPPP,PPPBBBPPP,PBBPBP,3-3-3
PBPBBB,BBBPPPBBB,BBBBPB,3-3-3
PPBBPB,BBBPPPBBB,PPBPBB,3-3-3
PPBPPP,PPPBBBPPP,PPBBPB,3-3-3
BPPPBP,BBBPPPBBB,BPBPBB,3-3-3
BPPPBP,PPPBBBPPP,BPBBPB,3-3-3
BPBBBB,BBBPPPBBB,BPBBPP,3-3-3
PBBBPB,PPPBBBPPP,BBPPBB,3-3-3
PBBBBB,BBBPPPBBB,PBBBBP,3-3-3
BBPBPB,BBBPPPBBB,PBPPPP,3-3-3
BPPPBB,PPPBBBPPP,BBPBBB,3-3-3
PBPBBB,BBBPPPBBB,BBBBBP,3-3-3
PPBPBB,PPPBBBPPP,PPBPBP,3-3-3
PBPPBB,PPPBBBPPP,BPPBBB,3-3-3
BPBPPP,PPPBBBPPP,PPBBPB,3-3-3
BBPPPP,PPPBBBPPP,BPPPPP,3-3-3
BBBPPB,BBBPPPBBB,PBPBBP,3-3-3
PBBBPB,PPPBBBPPP,PBPPPP,3-3-3
PPPBBB,BBBPPPBBB,BPBPBB,3-3-3
PBBBPP,BBBPPPBBB,PBBPBB,3-3-3
PBBPPB,BBBPPPBBB,BBPPBB,3-3-3
BBPPBP,PPPBBBPPP,BPPBPP,3-3-3
BBPBBB,BBBPPPBBB,PBBPPP,3-3-3
BPPPBB,BBBPPPBBB,PBPBBB,3-3-3
PBBPPP,PPPBBBPPP,BBBBPP,3-3-3
BBBBBP,BBBPPPBBB,BPBBBB,3-3-3
BPPPBB,PPPBBBPPP,PBBBPP,3-3-3
BBBPBP,PPPBBBPPP,BBPBPP,3-3-3
PBPBBP,BBBPPPBBB,PPPBPB,3-3-3
PPBBPB,PPPBBBPPP,BBBPPP,3-3-3
PPBBPB,PPPBBBPPP,BBBPPP,3-3-3
PBPPBP,PPPBBBPPP,PBBBPP,3-3-3
PPPBPB,PPPBBBPPP,PBBBPP,3-3-3
BBBPPB,PPPBBBPPP,PPBPBP,3-3-3
PBPPBB,PPPBBBPPP,BBBBBB,3-3-3
BPBBPB,PPPBBBPPP,PPBPPB,3-3-3
BBBBBB,BBBPPPBBB,PBPPBB,3-3-3
PPPPBP,PPPBBBPPP,BBPPBP,3-3-3
BPBPPP,PPPBBBPPP,PBPBBP,3-3-3
BBPPBB,BBBPPPBBB,PPBPBB,3-3-3
BBPBBP,PPPBBBPPP,BPBBBB,3-3-3
PPPPBB,BBBPPPBBB,PBBBBP,3-3-3
PBBBBP,BBBPPPBBB,BBPBPB,3-3-3
BPBBPP,BBBPPPBBB,BPBPBB,3-3-3
BBPPBB,PPPBBBPPP,BPBPBB,3-3-3
PPBBPP,BBBPPPBBB,PBBBBP,3-3-3
BBBPPP,PPPBBBPPP,BBBPBB,3-3-3
BBPPBP,BBBPPPBBB,PBBBBP,3-3-3
PBBBPB,BBBPPPBBB,PPBPPP,3-3-3
BPBPPB,BBBPPPBBB,BPPBPB,3-3-3
BBPPBB,BBBPPPBBB,PPBPPB,3-3-3
PBBPBB,PPPBBBPPP,BBPBPB,3-3-3
BPPBPB,BBBPPPBBB,PPBBPB,3-3-3
PBPBPP,BBBPPPBBB,PBBBPB,3-3-3
BPPBPB,PPPBBBPPP,BPPPBP,3-3-3
PPPPBP,BBBPPPBBB,PBBPBB,3-3-3
BPBBPP,BBBPPPBBB,BPPPBB,3-3-3
BPBBPP,BBBPPPBBB,BPPPBB,3-3-3
BPPBBP,PPPBBBPPP,BBPBBB,3-3-3
BPBPBB,BBBPPPBBB,BPBPPB,3-3-3
BPBPBB,BBBPPPBBB,BPBPPB,3-3-3
BBPBPP,PPPBBBPPP,PBBBBB,3-3-3
BPBPPB,BBBPPPBBB,PBBBBP,3-3-3
BPPBBP,PPPBBBPPP,PPPBPB,3-3-3
BBPPBP,BBBPPPBBB,PBPPPB,3-3-3
PBPBPP,BBBPPPBBB,PBBPPP,3-3-3
BPBPPB,PPPBBBPPP,PPBBPB,3-3-3
PPPPPP,PPPBBBPPP,BBPPPP,3-3-3
PPPPBB,PPPBBBPPP,BPBPPB,3-3-3
BBBPBB,PPPBBBPPP,BBBBPP,3-3-3
BBPBBP,BBBPPPBBB,PBPBBP,3-3-3
PPBPPP,PPPBBBPPP,PPPPPB,3-3-3
BPBPBB,PPPBBBPPP,BBBBPB,3-3-3
BBBBPB,BBBPPPBBB,BBPPBP,3-3-3
BPBPPB,BBBPPPBBB,BPPBPP,3-3-3
PBBBBP,BBBPPPBBB,BPBPBB,3-3-3
PPBBBP,BBBPPPBBB,PBPBBB,3-3-3
PPBBBP,BBBPPPBBB,PBPBBB,3-3-3
PPPBPP,PPPBBBPPP,BBBBBP,3-3-3
BPPPBP,BBBPPPBBB,PPPBBP,3-3-3
BPBBBP,PPPBBBPPP,PPPPPP,3-3-3
BBPPPB,PPPBBBPPP,PBPBPB,3-3-3
BBPPBP,BBBPPPBBB,BBBBBP,3-3-3
PBBBBP,PPPBBBPPP,BBBBPP,3-3-3
PPPBPB,PPPBBBPPP,PPBPBP,3-3-3
PPPPBB,PPPBBBPPP,BPBBBB,3-3-3
PPPBBB,BBBPPPBBB,BPBPBP,3-3-3
PBBPPB,BBBPPPBBB,PBBPPB,3-3-3
BBBBPP,PPPBBBPPP,PPBBBB,3-3-3
BPPBBB,BBBPPPBBB,BBPPBP,3-3-3
BBPBPB,BBBPPPBBB,PBPPPP,3-3-3
BPBBBP,PPPBBBPPP,PBBPPB,3-3-3
BPBPBP,BBBPPPBBB,PPPBPP,3-3-3
PBPPPB,BBBPPPBBB,BPPPPP,3-3-3
PBPBBB,BBBPPPBBB,BPPBBP,3-3-3
BPBPPB,BBBPPPBBB,BBPBBB,3-3-3
PBBPBP,PPPBBBPPP,PBPPBB,3-3-3
BPBPPB,BBBPPPBBB,BBPPBB,3-3-3
PPPPBP,BBBPPPBBB,PPBPBP,3-3-3
PBPBPB,BBBPPPBBB,BBPPBB,3-3-3
PBPPBP,PPPBBBPPP,PBBBBP,3-3-3
PBBBPB,PPPBBBPPP,PPBBPB,3-3-3
PPPPPB,BBBPPPBBB,BBBPBP,3-3-3
BBPBBP,BBBPPPBBB,PBBBPP,3-3-3
PPBBPB,PPPBBBPPP,PBBPBB,3-3-3
BPPBPB,BBBPPPBBB,PPPPPB,3-3-3
PBBPPB,BBBPPPBBB,BBPPPB,3-3-3
BBPBBP,PPPBBBPPP,PBPBBP,3-3-3
BBBPPP,PPPBBBPPP,BPPBPB,3-3-3
PPPBPP,PPPBBBPPP,BBBPPB,3-3-3
PPBPPB,PPPBBBPPP,BBPPBP,3-3-3
BPBBBP,BBBPPPBBB,PBPBBP,3-3-3
PPBBPP,PPPBBBPPP,BPPPPP,3-3-3
PPBBBB,BBBPPPBBB,BBBBBP,3-3-3
PPBBPB,BBBPPPBBB,BPBPPP,3-3-3
PBBBBP,BBBPPPBBB,PBBBPP,3-3-3
BBBBBB,BBBPPPBBB,PBPBBB,3-3-3
PBBBBP,BBBPPPBBB,PBPBBB,3-3-3
PPBPBB,BBBPPPBBB,BPBPBP,3-3-3
BBBPBP,PPPBBBPPP,BBBBPB,3-3-3
BBBPBB,BBBPPPBBB,BBPPBB,3-3-3
BBBBPB,BBBPPPBBB,BBBBPB,3-3-3
BPBPPB,PPPBBBPPP,PBBBPB,3-3-3
BPPBPB,BBBPPPBBB,PPPPPP,3-3-3
PBBPPP,PPPBBBPPP,BBBBPP,3-3-3
BPBPPB,PPPBBBPPP,BBBPBP,3-3-3
BPBPPB,PPPBBBPPP,BBBPBP,3-3-3
PPBPPB,PPPBBBPPP,PPBPPB,3-3-3
BBPBPP,PPPBBBPPP,PPPPPP,3-3-3
BBBPBP,PPPBBBPPP,PBBPPP,3-3-3
PBBPBB,BBBPPPBBB,BPBPPB,3-3-3
BPPBPP,BBBPPPBBB,PPBBBB,3-3-3
PBBBPP,BBBPPPBBB,PPPBPP,3-3-3
PPBPPP,PPPBBBPPP,BBBPBP,3-3-3
PPPBBP,BBBPPPBBB,PPPPPB,3-3-3
PBBBPB,PPPBBBPPP,PPPBPP,3-3-3
BPPBPP,PPPBBBPPP,BPBBBB,3-3-3
BBBBBB,BBBPPPBBB,PPBPBP,3-3-3
PBBPPB,PPPBBBPPP,PPBBPB,3-3-3
PPBBBP,BBBPPPBBB,BBPBBB,3-3-3
PPBBPP,BBBPPPBBB,PBBBPP,3-3-3
BPBPBP,PPPBBBPPP,BPPBPB,3-3-3
BPBPBP,PPPBBBPPP,BPPBPB,3-3-3
BPBBBP,BBBPPPBBB,PPBBPB,3-3-3
PPBPPP,PPPBBBPPP,PPPPBB,3-3-3
BPBPPB,BBBPPPBBB,BBBBBP,3-3-3
PBPPPB,PPPBBBPPP,PBBBBP,3-3-3
PBPPBB,PPPBBBPPP,BBPBBB,3-3-3
PPPBPB,BBBPPPBBB,PPBPBP,3-3-3
BPBPPB,BBBPPPBBB,PPPBBB,3-3-3
PBBPBB,BBBPPPBBB,PPPBPB,3-3-3
PPBBPB,BBBPPPBBB,BPBPPB,3-3-3
BPPBPP,PPPBBBPPP,BBPBPB,3-3-3
BBBPPB,PPPBBBPPP,BBPBBP,3-3-3
PBBPPB,BBBPPPBBB,PPPPBP,3-3-3
PBBBPB,PPPBBBPPP,PPPPBB,3-3-3
BPPBPB,BBBPPPBBB,PBPPPB,3-3-3
BPBPBB,PPPBBBPPP,PPBBPP,3-3-3
BBPBBP,PPPBBBPPP,BPPPPP,3-3-3
BPPBPB,PPPBBBPPP,BBBBBB,3-3-3
PPPPPB,PPPBBBPPP,PBPBBB,3-3-3
BBBBPP,PPPBBBPPP,BPBPPB,3-3-3
BPBBBP,PPPBBBPPP,PBBBPB,3-3-3
BPBPBB,PPPBBBPPP,BPBBPP,3-3-3
BBBPBB,PPPBBBPPP,PPBBBP,3-3-3
BBPBPP,PPPBBBPPP,PBBPPB,3-3-3
PPPBBP,PPPBBBPPP,BPBBBB,3-3-3
BBBPPB,PPPBBBPPP,BPPBBP,3-3-3
BPBBPB,PPPBBBPPP,PPBBBP,3-3-3
PPBBBP,BBBPPPBBB,BBBBBB,3-3-3
BBPBPP,PPPBBBPPP,BBBPPB,3-3-3
PPBBPP,PPPBBBPPP,PPPPBB,3-3-3
PBBBBB,BBBPPPBBB,BPBPPB,3-3-3
PBPBBB,BBBPPPBBB,BBPPPB,3-3-3
BBPBBB,BBBPPPBBB,BBPPPB,3-3-3
PBBBPB,BBBPPPBBB,BBPBBP,3-3-3
BPPBPP,PPPBBBPPP,PBBBBB,3-3-3
BPBPPB,PPPBBBPPP,PBPPBP,3-3-3
BBBPPP,PPPBBBPPP,BPPBBB,3-3-3
BPBBBP,BBBPPPBBB,BPBBPP,3-3-3
PPBBPP,BBBPPPBBB,BBPBPB,3-3-3
BPBPBB,BBBPPPBBB,BPPPPB,3-3-3
PPPBBP,PPPBBBPPP,PPBPBP,3-3-3
BBPBPB,PPPBBBPPP,BPPPPB,3-3-3
BPPPBP,BBBPPPBBB,PPBPBB,3-3-3
BPPPBB,BBBPPPBBB,BBPBBP,3-3-3
BPPBPP,BBBPPPBBB,BPBBBB,3-3-3
BBPPPP,PPPBBBPPP,BPPPBP,3-3-3
PPBBPB,BBBPPPBBB,BBPPBP,3-3-3
PBBBBP,BBBPPPBBB,PPPBBB,3-3-3
BPBPBP,BBBPPPBBB,BBPPBP,3-3-3
PPPPPB,PPPBBBPPP,BBBPPP,3-3-3
PPPPPB,BBBPPPBBB,BPPBPP,3-3-3
BBBBBP,PPPBBBPPP,PBBPPP,3-3-3
PBPPBP,PPPBBBPPP,BBBPPB,3-3-3
PBBPPB,BBBPPPBBB,BPPPBB,3-3-3
BBBPBP,PPPBBBPPP,BBPPBB,3-3-3
BBPPPB,PPPBBBPPP,PPPBPP,3-3-3
BPBPPB,BBBPPPBBB,BBBPPP,3-3-3
PPPBBB,BBBPPPBBB,BPPPPP,3-3-3
BPPPBB,PPPBBBPPP,PBBPBP,3-3-3
PPBBPP,PPPBBBPPP,BPBPBB,3-3-3
BPPBBP,BBBPPPBBB,BPBPBB,3-3-3
BPPPPB,PPPBBBPPP,PPPPBB,3-3-3
PBBPBP,PPPBBBPPP,BPPBBB,3-3-3
PPPPPB,PPPBBBPPP,PBBPBP,3-3-3
PPPBBB,BBBPPPBBB,BBPPBP,3-3-3
PPBPPP,PPPBBBPPP,PBBBPP,3-3-3
BBPPPP,BBBPPPBBB,PBPBPP,3-3-3
BBBBBB,BBBPPPBBB,BPPPBB,3-3-3
PBBBBP,PPPBBBPPP,BBBBPB,3-3-3
BPBBPB,BBBPPPBBB,PBBBBP,3-3-3
BPBBPP,PPPBBBPPP,BPPBPP,3-3-3
PBPPPP,PPPBBBPPP,BPPBBB,3-3-3
PPPPPP,PPPBBBPPP,PBBPPB,3-3-3
BBBPBB,BBBPPPBBB,BPBBBP,3-3-3
PBBBPB,PPPBBBPPP,BBPBPB,3-3-3
PBPBPP,BBBPPPBBB,PBPBPP,3-3-3
BBPBBP,BBBPPPBBB,BPPBPP,3-3-3
PBBPBP,PPPBBBPPP,BPBPBB,3-3-3
BBPPPB,BBBPPPBBB,BPBPPP,3-3-3
BPBPBP,BBBPPPBBB,PPPPPP,3-3-3
BBPBPB,BBBPPPBBB,BPBBPB,3-3-3
PPBBPB,BBBPPPBBB,PBPBBB,3-3-3
BBBBBB,BBBPPPBBB,BPPPBP,3-3-3
BBBBPB,BBBPPPBBB,PPPPBB,3-3-3
PBBBPB,PPPBBBPPP,PBPPBB,3-3-3
BPBBBP,PPPBBBPPP,PBBBBP,3-3-3
BBBPBP,PPPBBBPPP,PBBPPB,3-3-3
BPBBBP,BBBPPPBBB,PPPPBP,3-3-3
PPPPBP,PPPBBBPPP,BPBBPB,3-3-3
PBPPBB,BBBPPPBBB,PBPBPP,3-3-3
PBPPBB,BBBPPPBBB,PBPBPP,3-3-3
BPPBPB,PPPBBBPPP,BPPBBP,3-3-3
PBPPPB,BBBPPPBBB,PPPPPP,3-3-3
BBPPBP,PPPBBBPPP,PBPPBB,3-3-3
PBPBPB,PPPBBBPPP,BBBBPP,3-3-3
BBPPPB,BBBPPPBBB,BPBPPB,3-3-3
BBBPPB,PPPBBBPPP,PBBBPP,3-3-3
PBBPPP,PPPBBBPPP,PPBBBP,3-3-3
BBPBBP,BBBPPPBBB,PBBBPP,3-3-3
BBPPBB,PPPBBBPPP,BPBBBP,3-3-3
BPBPPP,PPPBBBPPP,PPPBBP,3-3-3
PPPPBP,PPPBBBPPP,PPPPBB,3-3-3
BBBBPB,BBBPPPBBB,PPBBPB,3-3-3
PBBBPP,PPPBBBPPP,PPPPBB,3-3-3
BBPBPP,BBBPPPBBB,PBPBBB,3-3-3
PPPBBP,BBBPPPBBB,BBPPPB,3-3-3
BPPPBB,PPPBBBPPP,BBPBPP,3-3-3
BBPBPP,PPPBBBPPP,BBPBBP,3-3-3
PPPPBB,PPPBBBPPP,BPBBPP,3-3-3
PBPPBP,PPPBBBPPP,BPPBBB,3-3-3
PPPBPP,BBBPPPBBB,BBBPBP,3-3-3
PBPPBP,PPPBBBPPP,BPPBBB,3-3-3
PPPBPP,BBBPPPBBB,BBBPBP,3-3-3
BPPBPB,PPPBBBPPP,BBPBBP,3-3-3
PPPPPB,PPPBBBPPP,PBBBBB,3-3-3
BPBBBB,BBBPPPBBB,PBBPBP,3-3-3
BPPBPP,PPPBBBPPP,PBPPBP,3-3-3
PPBBPB,PPPBBBPPP,PPPPBP,3-3-3
PPBBBP,BBBPPPBBB,PBPBBB,3-3-3
PPBBPB,BBBPPPBBB,PBPPPP,3-3-3
BBPPPB,PPPBBBPPP,PPPBBP,3-3-3
BBBPPP,PPPBBBPPP,PPBPPB,3-3-3
PPPPBB,BBBPPPBBB,BBPBBB,3-3-3
BPPBPB,PPPBBBPPP,BPPPBP,3-3-3
PPPPBP,PPPBBBPPP,BBPPPB,3-3-3
BPBBBP,PPPBBBPPP,PBPBBP,3-3-3
PPBBPB,PPPBBBPPP,PPPBBB,3-3-3
PBPPBP,PPPBBBPPP,BPPPPP,3-3-3
PBPPBP,PPPBBBPPP,BPPPPP,3-3-3
BPBBPP,BBBPPPBBB,PPPBBP,3-3-3
PPBBPP,BBBPPPBBB,PPPBPP,3-3-3
BPPPBB,PPPBBBPPP,BPBPPB,3-3-3
BPPPBB,PPPBBBPPP,BPBPPB,3-3-3
PPBPPP,PPPBBBPPP,PBPPPP,3-3-3
PBBPPB,BBBPPPBBB,BPBBPP,3-3-3
PBPPBB,BBBPPPBBB,BBBPBB,3-3-3
PBBPBP,PPPBBBPPP,PPBBPP,3-3-3
PPBBBB,BBBPPPBBB,PPBBPP,3-3-3
BBPPPB,PPPBBBPPP,PBPPBP,3-3-3
PBPPPB,PPPBBBPPP,BBPBPB,3-3-3
BPBPPB,PPPBBBPPP,PPPPBB,3-3-3
BPBBBP,PPPBBBPPP,PBBBBB,3-3-3
BPPBBP,BBBPPPBBB,BPPPPP,3-3-3
BBBBPP,PPPBBBPPP,BBBPBP,3-3-3
PPBBPB,BBBPPPBBB,BBPPBP,3-3-3
BPBPBP,PPPBBBPPP,PPPBPB,3-3-3
PPPPBB,BBBPPPBBB,BBPPPB,3-3-3
PBBBBB,PPPBBBPPP,BPPPBP,3-3-3
BPBPPP,PPPBBBPPP,BPPBPB,3-3-3
PPBBPB,BBBPPPBBB,BPBBBP,3-3-3
PBBBPB,BBBPPPBBB,BPBPBP,3-3-3
PBBBPB,BBBPPPBBB,BPBPBP,3-3-3
PPPBPP,BBBPPPBBB,BPPBPB,3-3-3
PPBPPB,PPPBBBPPP,BBBBPP,3-3-3
PPPBBP,PPPBBBPPP,BPPPBP,3-3-3
PPBPBP,PPPBBBPPP,BPBBBP,3-3-3
PPBPBP,PPPBBBPPP,BPBBBP,3-3-3
BBPBBB,BBBPPPBBB,PPBBBP,3-3-3
BBPBBP,PPPBBBPPP,PPBBPB,3-3-3
BPBBBP,PPPBBBPPP,PBBPPB,3-3-3
PPBBPB,BBBPPPBBB,BBPBBB,3-3-3
BPPBPP,BBBPPPBBB,BPPBBP,3-3-3
PPPPBP,PPPBBBPPP,BBPPPB,3-3-3
BBBPBP,PPPBBBPPP,BPBPBB,3-3-3
PBPBBB,BBBPPPBBB,BPBBBP,3-3-3
PPPPBB,BBBPPPBBB,PBBBPP,3-3-3
PBPBPP,BBBPPPBBB,PBBPPB,3-3-3
PBBBBP,BBBPPPBBB,PBBPBB,3-3-3
PBPPPB,PPPBBBPPP,BPPPBP,3-3-3
BPPBPP,PPPBBBPPP,BBBBPB,3-3-3
PPBBPB,PPPBBBPPP,BBBPBP,3-3-3
BBBBPB,PPPBBBPPP,PPBPPB,3-3-3
PPBBBP,BBBPPPBBB,BPPBBP,3-3-3
BPBBBP,PPPBBBPPP,BBPBPB,3-3-3
PBPPBB,BBBPPPBBB,BPBPBB,3-3-3
PPPPPB,BBBPPPBBB,PPBPPB,3-3-3
PPPPBP,BBBPPPBBB,PPBBPB,3-3-3
PPPPBP,BBBPPPBBB,PPBBPB,3-3-3
BPBPBB,BBBPPPBBB,PPBBPB,3-3-3
PBPBBP,BBBPPPBBB,PBBBBB,3-3-3
BBBPBB,BBBPPPBBB,PPPPPP,3-3-3
PBBBPB,BBBPPPBBB,PPPBBB,3-3-3
BBBPPB,BBBPPPBBB,PBBPPP,3-3-3
BBBPPB,BBBPPPBBB,PBBPPP,3-3-3
BPPBPB,BBBPPPBBB,BPPPPB,3-3-3
BBPBBP,BBBPPPBBB,BBPPBP,3-3-3
BPPBPB,BBBPPPBBB,PBPPBB,3-3-3
PPPBBP,BBBPPPBBB,BPPBBP,3-3-3
PBBPBP,BBBPPPBBB,PBPBBP,3-3-3
BPPPBP,PPPBBBPPP,BBPPBP,3-3-3
PPPPBP,PPPBBBPPP,BBPPPB,3-3-3
PPPBBP,BBBPPPBBB,BPPBBB,3-3-3
BBPBPP,BBBPPPBBB,PBPPBB,3-3-3
PPBBPP,PPPBBBPPP,PBPPBB,3-3-3
BBBPBP,BBBPPPBBB,BBPPPP,3-3-3
PBPBPB,BBBPPPBBB,BBBBBB,3-3-3
PBPBBB,BBBPPPBBB,BBBPBB,3-3-3
BBPBPB,PPPBBBPPP,BBPPBP,3-3-3
BBBBPB,PPPBBBPPP,BBPBPB,3-3-3
BPPBPP,PPPBBBPPP,BPPPPB,3-3-3
PPPPBP,PPPBBBPPP,PBBBBB,3-3-3
BBBBBP,BBBPPPBBB,PBBBBP,3-3-3
PBPPPP,PPPBBBPPP,PPPBBP,3-3-3
BPBBBB,BBBPPPBBB,PPBPBB,3-3-3
PBPPBB,BBBPPPBBB,BPPBPB,3-3-3
PBBPBB,PPPBBBPPP,PPPBPP,3-3-3
BPBBPB,BBBPPPBBB,PBBBPB,3-3-3
PPPBBP,BBBPPPBBB,PBBBPB,3-3-3
PBBPPP,PPPBBBPPP,BPBBPB,3-3-3
PBBPBB,BBBPPPBBB,BPPPBB,3-3-3
BPPBPP,PPPBBBPPP,BBBPBB,3-3-3
BPBBBP,PPPBBBPPP,PPPPBB,3-3-3
PPBPPP,PPPBBBPPP,BPBPPB,3-3-3
BBPBPB,PPPBBBPPP,PBPPPB,3-3-3
BBBPBB,BBBPPPBBB,BPBBBB,3-3-3
PPPPPB,PPPBBBPPP,BPPPPB,3-3-3
PBBBBB,BBBPPPBBB,BPBPBP,3-3-3
BPPPPP,PPPBBBPPP,PPBBPB,3-3-3
PBPBBP,PPPBBBPPP,BPBBPB,3-3-3
PBBBPP,BBBPPPBBB,BBBBBP,3-3-3
PPPBBB,BBBPPPBBB,BBBBBP,3-3-3
PBPBPP,PPPBBBPPP,BPBBPB,3-3-3
BBBBPB,PPPBBBPPP,PBPBPB,3-3-3
PPPBPB,PPPBBBPPP,BPPBPB,3-3-3
PBBBPB,BBBPPPBBB,PPBPPP,3-3-3
PBPPPB,BBBPPPBBB,BPBBBP,3-3-3
BPBBPB,PPPBBBPPP,PPBBBB,3-3-3
PPBPPP,PPPBBBPPP,PPPPBB,3-3-3
PBPBPP,PPPBBBPPP,PBPBBB,3-3-3
BBBBBB,BBBPPPBBB,BBPPPP,3-3-3
PPPBBP,PPPBBBPPP,BBPBPP,3-3-3
BBBPBB,PPPBBBPPP,BPBPPP,3-3-3
BBBBPB,PPPBBBPPP,BPBBPB,3-3-3
PBPBBP,PPPBBBPPP,PBBBPP,3-3-3
BPBPBB,PPPBBBPPP,PBPBPP,3-3-3
PPPPBP,PPPBBBPPP,BBPPPB,3-3-3
BBPBPP,BBBPPPBBB,PBBPPB,3-3-3
BBBBPB,PPPBBBPPP,BPBPBB,3-3-3
PBPBPB,BBBPPPBBB,BPPPPP,3-3-3
PPPPPB,BBBPPPBBB,PBPBPB,3-3-3
PBPPBP,BBBPPPBBB,PBBPPB,3-3-3
PPPBBP,BBBPPPBBB,BBPBPB,3-3-3
PPBPBP,BBBPPPBBB,BBPBBP,3-3-3
BBBBPB,PPPBBBPPP,BBBBPB,3-3-3
BPPPBB,PPPBBBPPP,BBBPPB,3-3-3
PPPPBB,BBBPPPBBB,PBPBBP,3-3-3
BPBBBP,BBBPPPBBB,PPPPPB,3-3-3
