before,three_cut,after,pattern
PPBBBB,BBBPBBBP,BPBPPB,3-1-3-1
BBPBPP,PPPBBBBB,PBBBBP,3-1-3-1
BBPBPP,PPPBBBBB,PBBBBP,3-1-3-1
BBPPPP,BBBPBBBP,BBBPBB,3-1-3-1
BBPPPP,BBBPBBBP,BBBPBB,3-1-3-1
PBPBPP,BBBPPPPP,BPPPPB,3-1-3-1
PPBBPP,BBBPPPPP,PBPPPP,3-1-3-1
BBPPBP,BBBPBBBP,BPPBBP,3-1-3-1
BBPBBB,PPPBPPPB,PBBBBB,3-1-3-1
BPPPPP,PPPBPPPB,PPBBBB,3-1-3-1
BPPBPP,BBBPPPPP,PPPPPP,3-1-3-1
BPPBPP,BBBPPPPP,PPPPPP,3-1-3-1
BPPPPP,PPPBPPPB,PPPBBB,3-1-3-1
BPBPPB,BBBPBBBP,BPBPBP,3-1-3-1
PBBBBB,BBBPBBBP,PPPPPP,3-1-3-1
BPBPPB,PPPBPPPB,PPPPBB,3-1-3-1
BPPPBP,PPPBBBBB,BBBBPB,3-1-3-1
BBPBBP,PPPBPPPB,PPPBBP,3-1-3-1
BBPBPB,PPPBBBBB,PBBPPP,3-1-3-1
BBBPBB,PPPBPPPB,PBPPBP,3-1-3-1
BPBBBP,PPPBPPPB,BPBPPB,3-1-3-1
BPPBPB,BBBPBBBP,BPBBPP,3-1-3-1
BPBBBP,PPPBPPPB,BPBPPB,3-1-3-1
BPPBPB,BBBPBBBP,BPBBPP,3-1-3-1
BPBBBP,PPPBPPPB,BPBPPB,3-1-3-1
BPPBPB,BBBPBBBP,BPBBPP,3-1-3-1
BPBPBB,PPPBPPPB,PBBPBB,3-1-3-1
BPBPBB,PPPBPPPB,PBBPBB,3-1-3-1
BBBBBB,BBBPBBBP,PPPBBB,3-1-3-1
BBBPBP,BBBPBBBP,PPBPPB,3-1-3-1
PBPPBP,PPPBPPPB,PBBBPP,3-1-3-1
BPPBPB,PPPBPPPB,PBBBBP,3-1-3-1
BPBPPP,BBBPPPPP,PBBBPB,3-1-3-1
PBBBPB,PPPBPPPB,BPPBBB,3-1-3-1
BPBPPP,BBBPPPPP,PBBBPB,3-1-3-1
PBBBPB,PPPBPPPB,BPPBBB,3-1-3-1
BBPBPB,BBBPBBBP,PPBPPB,3-1-3-1
BBPBBB,PPPBBBBB,BBPPPP,3-1-3-1
PBPPPP,BBBPBBBP,PBPPBP,3-1-3-1
PBBPPP,BBBPBBBP,PPPPBP,3-1-3-1
PBBPPB,PPPBPPPB,BPPPBB,3-1-3-1
BPBBPB,BBBPBBBP,PBPBBP,3-1-3-1
PPPPBB,PPPBPPPB,BPPBBB,3-1-3-1
BBBPBP,BBBPPPPP,PBBPPB,3-1-3-1
BPPBBP,PPPBPPPB,PPPPBB,3-1-3-1
BPBPBP,PPPBBBBB,PBBPPB,3-1-3-1
BBPPPB,BBBPBBBP,PBPBBB,3-1-3-1
BBPPPB,BBBPBBBP,PBPBBB,3-1-3-1
PPBBPP,BBBPBBBP,BPBBPB,3-1-3-1
PPBBPP,BBBPBBBP,BPBBPB,3-1-3-1
PBBBPB,PPPBBBBB,PPBBPP,3-1-3-1
BBPPBP,BBBPPPPP,PBPBPP,3-1-3-1
BPBBBB,BBBPPPPP,PBPBBP,3-1-3-1
PPPBBB,PPPBBBBB,BPPPPB,3-1-3-1
PBPPBB,BBBPPPPP,BPBPPP,3-1-3-1
PBPPBB,BBBPPPPP,BPBPPP,3-1-3-1
PPPBPP,PPPBPPPB,BBPBBB,3-1-3-1
PBPPBB,BBBPPPPP,BBPBBB,3-1-3-1
BBPPPP,BBBPBBBP,BBBPBB,3-1-3-1
BPBBBP,BBBPBBBP,BBPPBP,3-1-3-1
BBPPPP,BBBPBBBP,BBBPBB,3-1-3-1
BPBBBP,BBBPBBBP,BBPPBP,3-1-3-1
PBBPBP,PPPBPPPB,BBPPPB,3-1-3-1
PBPBBB,BBBPBBBP,BBBBPB,3-1-3-1
BPBBPB,PPPBPPPB,PBPBPP,3-1-3-1
PBPBBB,BBBPBBBP,BBBBPB,3-1-3-1
BBPBBP,BBBPPPPP,PPBPPP,3-1-3-1
PPBPPP,BBBPBBBP,BPBPBP,3-1-3-1
PBPPPP,PPPBPPPB,PPBBBP,3-1-3-1
BBBPPB,BBBPBBBP,BPPPPP,3-1-3-1
PPPPPP,PPPBPPPB,PPBBPP,3-1-3-1
BBBPPB,BBBPBBBP,BPPPPP,3-1-3-1
PPPPPP,PPPBPPPB,PPBBPP,3-1-3-1
PBPPBB,BBBPPPPP,PBPPBP,3-1-3-1
PPPPPP,PPPBBBBB,BBPBPP,3-1-3-1
BPPBBP,BBBPBBBP,BPPPBB,3-1-3-1
PPPBPP,PPPBPPPB,BBPPBB,3-1-3-1
BBBBBB,BBBPBBBP,PPBPPP,3-1-3-1
BPPPPB,BBBPPPPP,PBPBBB,3-1-3-1
PPPPBP,BBBPBBBP,PPPPPB,3-1-3-1
BPBBPP,BBBPBBBP,PBBPPB,3-1-3-1
PPBBBB,BBBPBBBP,BPPBPB,3-1-3-1
PPBPBB,PPPBPPPB,BBBPPP,3-1-3-1
PPBPPB,BBBPPPPP,BPPPBB,3-1-3-1
BPPBBP,BBBPBBBP,BPPPBB,3-1-3-1
PBBBPP,BBBPBBBP,PPBBPP,3-1-3-1
PBBBBP,PPPBPPPB,PPPPBB,3-1-3-1
BBPBBP,PPPBBBBB,BBBBBB,3-1-3-1
BPBPBB,BBBPPPPP,PPPPPP,3-1-3-1
BPBPBB,BBBPPPPP,PPPPPP,3-1-3-1
BPPBPB,BBBPBBBP,BPPPBB,3-1-3-1
PPBPBB,BBBPPPPP,BBPPBP,3-1-3-1
PPBPPB,BBBPPPPP,PBPBPB,3-1-3-1
PPBPPB,BBBPPPPP,PBPBPB,3-1-3-1
BBBPBP,BBBPPPPP,BBPPBP,3-1-3-1
PPPBPB,BBBPPPPP,BPBPBB,3-1-3-1
BBBBPP,BBBPBBBP,BPBPBP,3-1-3-1
BBBBPP,BBBPBBBP,BPBPBP,3-1-3-1
PBPPBB,BBBPPPPP,PPPPPP,3-1-3-1
BPPBPB,BBBPPPPP,PPBPPP,3-1-3-1
BPBPPP,PPPBPPPB,BBPBPP,3-1-3-1
BPBPPP,PPPBPPPB,PPBBPP,3-1-3-1
PPBBPB,PPPBBBBB,PPPPBP,3-1-3-1
PPBBPB,PPPBBBBB,PPPPBP,3-1-3-1
PPPPPB,BBBPPPPP,PBPBBP,3-1-3-1
PPBPBB,PPPBPPPB,BBBBBP,3-1-3-1
PBBBPP,BBBPBBBP,BPBBPB,3-1-3-1
BPPPBB,PPPBBBBB,BBBPBP,3-1-3-1
PBBPBP,PPPBBBBB,BPBBBB,3-1-3-1
BBBPBB,BBBPBBBP,PPBBPB,3-1-3-1
BBBPBB,PPPBPPPB,BPBPBB,3-1-3-1
BBBPBB,PPPBPPPB,BPBPBB,3-1-3-1
BBPBBP,BBBPPPPP,PPPPBB,3-1-3-1
PBPBBP,PPPBPPPB,PPBBPP,3-1-3-1
BPBBPB,PPPBBBBB,BPPBPB,3-1-3-1
PPPPBP,PPPBPPPB,BBBBPB,3-1-3-1
BBPBPP,PPPBBBBB,PPPPBB,3-1-3-1
BPPPBP,PPPBBBBB,BBBPPP,3-1-3-1
PBBBBB,BBBPPPPP,PPBPBB,3-1-3-1
PBBPBP,PPPBPPPB,PPBPPP,3-1-3-1
PBBPBP,PPPBPPPB,PPBPPP,3-1-3-1
BPBBBP,PPPBBBBB,BBPBPB,3-1-3-1
BPBBBP,PPPBBBBB,BBPBPB,3-1-3-1
BBPBBP,PPPBBBBB,BPPBBP,3-1-3-1
BBPBBP,PPPBPPPB,PBBBPP,3-1-3-1
BPPPBB,PPPBPPPB,PPBBPP,3-1-3-1
BPPPBB,PPPBPPPB,PPBBPP,3-1-3-1
BPPPBB,PPPBPPPB,PPBBPP,3-1-3-1
PBPPPB,BBBPBBBP,PPBBBB,3-1-3-1
BBPPBB,BBBPPPPP,BBBBPP,3-1-3-1
PPPBPP,PPPBBBBB,BBBPBB,3-1-3-1
PPBBBB,PPPBBBBB,BBBBBB,3-1-3-1
BPBPBP,PPPBBBBB,PBPBBP,3-1-3-1
BPBBPB,PPPBPPPB,BBPBPP,3-1-3-1
BBBPPP,BBBPBBBP,PBBBPP,3-1-3-1
BBPPPP,BBBPPPPP,BBBBBB,3-1-3-1
PPBBBB,BBBPBBBP,PPPPBP,3-1-3-1
BBPPPP,BBBPPPPP,BBBBBB,3-1-3-1
PPBBBB,BBBPBBBP,PPPPBP,3-1-3-1
PBBPPB,PPPBBBBB,BBBBPP,3-1-3-1
PBBPPB,PPPBBBBB,BBBBPP,3-1-3-1
PBBPPB,PPPBBBBB,BBBBPP,3-1-3-1
PBBPPB,PPPBBBBB,BBBBPP,3-1-3-1
BBPBPP,PPPBBBBB,BBPBPP,3-1-3-1
BBBBPB,PPPBPPPB,PBBPBP,3-1-3-1
BBBBPB,PPPBPPPB,PBBPBP,3-1-3-1
PBPPBP,PPPBBBBB,BBBPPB,3-1-3-1
PPPPBB,PPPBPPPB,BBBBBP,3-1-3-1
BBPPPB,BBBPBBBP,BBPBBP,3-1-3-1
BBPBPP,PPPBBBBB,BPBBPP,3-1-3-1
BPBBPP,BBBPBBBP,PBPBPB,3-1-3-1
PBPPBB,BBBPPPPP,PPPPPB,3-1-3-1
BPBBPB,PPPBPPPB,PPBBPB,3-1-3-1
PBPBPP,PPPBPPPB,PPPBPB,3-1-3-1
BBBPPB,BBBPPPPP,PPBBPP,3-1-3-1
PBBPBP,BBBPPPPP,BBPPBP,3-1-3-1
PPBPPB,BBBPPPPP,PBPPBP,3-1-3-1
BPBPPB,BBBPBBBP,BBPPBP,3-1-3-1
BBBPBP,PPPBBBBB,PBBPBB,3-1-3-1
PBPBPP,BBBPBBBP,BPBPPB,3-1-3-1
BBBPPP,BBBPPPPP,PPPBBP,3-1-3-1
PBBPPB,BBBPPPPP,BBBBPB,3-1-3-1
PBPBPB,BBBPBBBP,BPPBBP,3-1-3-1
PPBPPP,PPPBPPPB,PPPPPB,3-1-3-1
PPBPPP,PPPBPPPB,PPPPPB,3-1-3-1
PPBPPP,PPPBPPPB,PPPPPB,3-1-3-1
BPPPPP,BBBPPPPP,PPBBBP,3-1-3-1
PPBBBP,PPPBPPPB,PBPPBP,3-1-3-1
PPBBBP,PPPBPPPB,PBPPBP,3-1-3-1
BBBPBP,BBBPPPPP,BPPPPP,3-1-3-1
BBBPBP,BBBPPPPP,BPPPPP,3-1-3-1
BBBPBP,BBBPPPPP,PPBPPB,3-1-3-1
PBPPPP,PPPBPPPB,PPBPBP,3-1-3-1
BPBBPP,BBBPPPPP,BPBPBB,3-1-3-1
BPBBPP,BBBPPPPP,BPBPBB,3-1-3-1
PBPPBP,BBBPBBBP,BBPPPB,3-1-3-1
BPBBPB,BBBPPPPP,BBPPPB,3-1-3-1
PBBPPP,PPPBPPPB,BBBPBB,3-1-3-1
BBBBPB,BBBPPPPP,PBBBBB,3-1-3-1
PPPBBP,PPPBBBBB,PPBPBP,3-1-3-1
PPPBBP,PPPBBBBB,PPBPBP,3-1-3-1
PPPBBP,PPPBBBBB,PPBPBP,3-1-3-1
BBPPBP,PPPBPPPB,BPBPPB,3-1-3-1
PBPPBP,BBBPBBBP,PPPBPB,3-1-3-1
PBPPBP,BBBPBBBP,PPPBPB,3-1-3-1
PBPPBP,BBBPBBBP,PPPBPB,3-1-3-1
BPPBPB,PPPBPPPB,PPBBBB,3-1-3-1
BPPBPP,PPPBBBBB,PBBBPP,3-1-3-1
PPPBPB,BBBPPPPP,PBBBPP,3-1-3-1
BPBPBP,PPPBPPPB,PBBPBB,3-1-3-1
BPPBBB,PPPBBBBB,PBPBPP,3-1-3-1
BPPBBB,PPPBBBBB,PBPBPP,3-1-3-1
BPPBBB,PPPBBBBB,PBPBPP,3-1-3-1
BPPBBB,PPPBBBBB,PBPBPP,3-1-3-1
PBPPPP,PPPBBBBB,BPBPBP,3-1-3-1
PPBPBP,BBBPBBBP,PBPBPP,3-1-3-1
PPBPBP,BBBPBBBP,PBPBPP,3-1-3-1
BPBBBP,PPPBPPPB,BPPBBP,3-1-3-1
BPBPPP,PPPBPPPB,PBBPBP,3-1-3-1
PPBPBP,BBBPPPPP,PPBBBP,3-1-3-1
PPBPBP,BBBPPPPP,PPBBBP,3-1-3-1
BPPPBP,BBBPPPPP,BBBPBP,3-1-3-1
PBPPBB,PPPBBBBB,BBBBPB,3-1-3-1
PBPPBB,PPPBBBBB,BBBBPB,3-1-3-1
BBPPPP,BBBPBBBP,PBPPBB,3-1-3-1
BBPPPP,BBBPBBBP,PBPPBB,3-1-3-1
PBBPBP,BBBPPPPP,PPPPBB,3-1-3-1
PBBPPB,PPPBBBBB,PPBPPP,3-1-3-1
PBBPBB,PPPBBBBB,PBBBBP,3-1-3-1
BPBBPB,BBBPPPPP,PPBPBP,3-1-3-1
BBPBPP,PPPBBBBB,PBPPBP,3-1-3-1
PBBPBB,BBBPBBBP,BBBPBP,3-1-3-1
PBBPBB,BBBPBBBP,BBBPBP,3-1-3-1
BBBPBP,PPPBPPPB,BPBPBB,3-1-3-1
PPPBPP,PPPBPPPB,PBBBBP,3-1-3-1
BBBBPP,BBBPPPPP,PBPBBP,3-1-3-1
PPBPPP,BBBPPPPP,PBBPBP,3-1-3-1
PPPPPP,BBBPPPPP,BBBPBB,3-1-3-1
PBPBPP,PPPBBBBB,BPBPPB,3-1-3-1
PPPPBB,PPPBPPPB,PPBPBB,3-1-3-1
PBPPBP,BBBPBBBP,PPBBBB,3-1-3-1
BBPPPB,BBBPBBBP,BBPBBP,3-1-3-1
PBBPPB,PPPBPPPB,PPPPBP,3-1-3-1
PPPBBP,BBBPBBBP,BPPPPP,3-1-3-1
PPPBPP,BBBPBBBP,BBPBPP,3-1-3-1
PPBPBB,PPPBBBBB,BPBPPP,3-1-3-1
BPBBBP,PPPBPPPB,PPBPBB,3-1-3-1
PPBPPP,BBBPBBBP,PBPPBP,3-1-3-1
PPBPPP,BBBPBBBP,PBPPBP,3-1-3-1
PPBPPP,BBBPBBBP,PBPPBP,3-1-3-1
PBPBPP,PPPBPPPB,BBBPPP,3-1-3-1
PBPPPB,BBBPPPPP,BPBPBB,3-1-3-1
BBPBPB,BBBPBBBP,BPPBBB,3-1-3-1
BPPBPB,BBBPBBBP,PPBPPP,3-1-3-1
BPPBPB,BBBPBBBP,PPBPPP,3-1-3-1
BPPBPB,PPPBBBBB,PBPBPP,3-1-3-1
PPBPPP,PPPBBBBB,PBBBBP,3-1-3-1
BPBPPP,PPPBBBBB,BBBBPB,3-1-3-1
BBBPPP,BBBPPPPP,BPBBPB,3-1-3-1
BBBPBB,PPPBPPPB,PPBPBB,3-1-3-1
BBBBPB,BBBPPPPP,PPBBPP,3-1-3-1
PPPPBB,PPPBBBBB,BBPPBB,3-1-3-1
BBPBBB,PPPBBBBB,BBBPBB,3-1-3-1
PBPBBP,BBBPBBBP,BBBBBP,3-1-3-1
PBPBPP,PPPBBBBB,BPBBPP,3-1-3-1
PBPBPP,PPPBBBBB,BPBBPP,3-1-3-1
PPBPPP,PPPBPPPB,PBPBPB,3-1-3-1
PPBBPB,PPPBPPPB,PBPPBB,3-1-3-1
BPPBPP,BBBPBBBP,PBPBBB,3-1-3-1
BPBPBP,PPPBBBBB,BPPBBP,3-1-3-1
BPBPBP,PPPBBBBB,BPPBBP,3-1-3-1
BPBPBP,PPPBBBBB,BPPBBP,3-1-3-1
PBPPBB,BBBPPPPP,BBBBPP,3-1-3-1
PPPPPB,BBBPPPPP,PBBBBB,3-1-3-1
BPBBBP,PPPBBBBB,PBPBBB,3-1-3-1
BPPBPB,BBBPPPPP,BBBPBP,3-1-3-1
PPBPPB,BBBPPPPP,BPBBBP,3-1-3-1
BPPBPB,BBBPPPPP,BBBPBP,3-1-3-1
PPBPPB,BBBPPPPP,BPBBBP,3-1-3-1
BBPBPP,PPPBPPPB,BPBBBP,3-1-3-1
BPBBBP,PPPBPPPB,BPBBPP,3-1-3-1
PBPPBB,BBBPPPPP,BBBPPB,3-1-3-1
BPPPBP,BBBPPPPP,PBPBPP,3-1-3-1
BPPBBB,BBBPPPPP,PPBPPB,3-1-3-1
PBPPBP,PPPBPPPB,BPPPPB,3-1-3-1
BPPBBB,BBBPBBBP,PPBPBB,3-1-3-1
PPPPPP,PPPBPPPB,PBBPBP,3-1-3-1
BPBPBP,BBBPBBBP,PPPPBB,3-1-3-1
BPBPBP,BBBPBBBP,PPPPBB,3-1-3-1
BPBPBP,BBBPBBBP,PPPPBB,3-1-3-1
BBPBBP,BBBPBBBP,PPBPBB,3-1-3-1
BPPPBP,BBBPPPPP,BBBBPB,3-1-3-1
BPBPBB,PPPBPPPB,BBBBBB,3-1-3-1
PPBBBB,BBBPPPPP,BBBBPB,3-1-3-1
PBPPBB,BBBPBBBP,PPBPPP,3-1-3-1
PPPBPP,PPPBPPPB,BBPBBB,3-1-3-1
PBPPBB,BBBPPPPP,PPBBBP,3-1-3-1
BPBBBP,PPPBBBBB,PPBPPP,3-1-3-1
BPPBPB,BBBPBBBP,BBPBPP,3-1-3-1
BPPBBB,BBBPPPPP,PPPBPB,3-1-3-1
PPPBPP,BBBPBBBP,PPBPPB,3-1-3-1
BPBPPB,BBBPPPPP,PPBPPP,3-1-3-1
BPPBBP,BBBPPPPP,PBBBBB,3-1-3-1
PBBPPB,PPPBBBBB,BBBPBB,3-1-3-1
PBBBBB,BBBPBBBP,PPPBBP,3-1-3-1
BPPBPP,PPPBPPPB,PPPBPP,3-1-3-1
PBBPPP,BBBPPPPP,BBPPPP,3-1-3-1
PBBPPP,BBBPPPPP,BBPPPP,3-1-3-1
PBBPPP,BBBPPPPP,BBPPPP,3-1-3-1
PPPBBP,BBBPPPPP,PPBPPP,3-1-3-1
PBBPPP,PPPBBBBB,PBPPPP,3-1-3-1
PBPPBB,PPPBBBBB,BBPPBB,3-1-3-1
BPBPBP,BBBPBBBP,PPBPBP,3-1-3-1
PPBPBB,BBBPBBBP,PBBPBP,3-1-3-1
PBBBPP,BBBPPPPP,PBPBPP,3-1-3-1
PPBPPB,BBBPBBBP,PBPPBP,3-1-3-1
PBPBPB,PPPBBBBB,PBBPPP,3-1-3-1
PBBBBP,PPPBBBBB,PPBBBB,3-1-3-1
BPBBPB,BBBPPPPP,PPBPBB,3-1-3-1
BPPBBB,BBBPBBBP,PPBBBB,3-1-3-1
PBBBPB,BBBPBBBP,PPPPBP,3-1-3-1
BPPPBP,BBBPBBBP,PBPBBB,3-1-3-1
PBBPPB,PPPBBBBB,BBBPPP,3-1-3-1
PPBPBP,BBBPBBBP,PPPBBP,3-1-3-1
PPBBBP,PPPBBBBB,PBPBPP,3-1-3-1
BBPBPB,PPPBPPPB,BPPPBP,3-1-3-1
BPBPBP,PPPBBBBB,PBPBBP,3-1-3-1
BPBPBP,BBBPBBBP,PBPBBB,3-1-3-1
PPPPPP,BBBPBBBP,BPPPBB,3-1-3-1
PPPPPP,BBBPBBBP,BPPPBB,3-1-3-1
BBBPBB,BBBPBBBP,PPBBPP,3-1-3-1
PPBPBB,BBBPBBBP,PBBBPB,3-1-3-1
PPBPBB,BBBPBBBP,PBBBPB,3-1-3-1
PPBPBB,BBBPBBBP,PBBBPB,3-1-3-1
BPBPBP,BBBPPPPP,PBBPPB,3-1-3-1
PBPPBB,BBBPPPPP,BBPPPP,3-1-3-1
BBBBBB,PPPBPPPB,PPPBPP,3-1-3-1
PBPPPB,PPPBPPPB,PBBBBP,3-1-3-1
BBBBBB,PPPBPPPB,PPPBPP,3-1-3-1
PBPPPB,PPPBPPPB,PBBBBP,3-1-3-1
BBPPPB,BBBPPPPP,PPBBBP,3-1-3-1
PBBBBP,PPPBBBBB,PPBPPB,3-1-3-1
PPPPBP,BBBPBBBP,BPPPBB,3-1-3-1
BBBPPB,BBBPBBBP,BPPPPP,3-1-3-1
PBPBPB,BBBPPPPP,PPBPPP,3-1-3-1
PPPPPB,PPPBBBBB,BPPPPB,3-1-3-1
PBBBBB,BBBPPPPP,PPPBPB,3-1-3-1
PBBBPB,BBBPPPPP,PPBPBP,3-1-3-1
PBPBBB,BBBPBBBP,PPBBPB,3-1-3-1
BBBPPP,BBBPPPPP,PBPPBB,3-1-3-1
BBBBPP,BBBPPPPP,BPPPBB,3-1-3-1
PBPPBB,BBBPBBBP,BPPPPP,3-1-3-1
PBPPBB,BBBPBBBP,BPPPPP,3-1-3-1
PBBPBB,BBBPBBBP,PPBBPP,3-1-3-1
BBPPBB,BBBPBBBP,PBPBPB,3-1-3-1
BBPPBB,BBBPBBBP,PBPBPB,3-1-3-1
PBPBPB,BBBPBBBP,PBBBBB,3-1-3-1
PPBBBP,PPPBPPPB,PBBBBB,3-1-3-1
PPBPPB,BBBPBBBP,PBBPPB,3-1-3-1
PPBBPP,BBBPBBBP,PBBPBB,3-1-3-1
BPBPBP,BBBPPPPP,BPPBPP,3-1-3-1
PPBPPB,BBBPPPPP,PPPPBP,3-1-3-1
PPBPPB,BBBPPPPP,PPPPBP,3-1-3-1
BPBBPB,BBBPPPPP,BPPBBP,3-1-3-1
PPPBBP,BBBPBBBP,PPBBPB,3-1-3-1
PPPBBP,BBBPBBBP,PPBBPB,3-1-3-1
BPBBPP,PPPBBBBB,PBBPBP,3-1-3-1
PPBPBP,BBBPBBBP,PPBPPB,3-1-3-1
PPBPBP,BBBPBBBP,PPBPPB,3-1-3-1
BBPPBP,BBBPBBBP,PBBPPB,3-1-3-1
BBPPBP,BBBPBBBP,PBBPPB,3-1-3-1
BPPPBB,PPPBPPPB,PPBPBP,3-1-3-1
BPPPBB,PPPBPPPB,PPBPBP,3-1-3-1
BPBBPB,BBBPPPPP,PBBPBP,3-1-3-1
PBBPPB,BBBPBBBP,PBPBBP,3-1-3-1
PBBPPB,BBBPBBBP,PBPBBP,3-1-3-1
BPBPBB,PPPBBBBB,BBPBPB,3-1-3-1
BBBPPB,BBBPBBBP,BPPPBP,3-1-3-1
PPBPBP,PPPBBBBB,PBPBBP,3-1-3-1
PPPBBP,BBBPPPPP,PBPBPP,3-1-3-1
PPPBBP,BBBPPPPP,PPPBBB,3-1-3-1
PPPPPP,BBBPBBBP,PBBBPB,3-1-3-1
PBBPPB,PPPBPPPB,BBPBBB,3-1-3-1
PBBPPB,PPPBPPPB,BBPBBB,3-1-3-1
BBPPBP,BBBPBBBP,BBPPBP,3-1-3-1
BBPPBP,BBBPBBBP,PPBBBP,3-1-3-1
PPBBPB,BBBPBBBP,PBPPBP,3-1-3-1
PPBBPB,PPPBPPPB,PBBPBP,3-1-3-1
BBPBPP,BBBPPPPP,PPBPBP,3-1-3-1
BBPBPP,BBBPPPPP,PPBPBP,3-1-3-1
PBBPBB,PPPBBBBB,PPPBPP,3-1-3-1
PBBBBB,PPPBPPPB,BPPPBB,3-1-3-1
PPBBBP,PPPBPPPB,BPPPBP,3-1-3-1
PPBBBP,PPPBPPPB,BPPPBP,3-1-3-1
PPPBBB,PPPBPPPB,BBBBPP,3-1-3-1
PPPBBB,PPPBPPPB,BBBBPP,3-1-3-1
PBPPBP,BBBPBBBP,BPPPPP,3-1-3-1
PPBPBB,PPPBPPPB,BBPBBB,3-1-3-1
BBBPPP,BBBPPPPP,BBPBBB,3-1-3-1
BPBPPB,PPPBPPPB,BBBPBP,3-1-3-1
BPBPPB,PPPBPPPB,BBBPBP,3-1-3-1
PBPPBB,BBBPBBBP,PBBBPP,3-1-3-1
PPBPBB,PPPBPPPB,PPBPBB,3-1-3-1
BBPBPB,BBBPPPPP,BPPBBB,3-1-3-1
PPPBPP,BBBPBBBP,PBBBPP,3-1-3-1
PBPPBB,PPPBBBBB,BBBBPP,3-1-3-1
PBPBBB,BBBPPPPP,PPPPPB,3-1-3-1
BPPBBB,PPPBPPPB,BBPBBP,3-1-3-1
BBBPBB,PPPBBBBB,BBPBBP,3-1-3-1
BBBPBB,BBBPPPPP,PPPBBP,3-1-3-1
PPPBBP,PPPBPPPB,PBBBBP,3-1-3-1
BBPBBP,BBBPPPPP,PPPBBP,3-1-3-1
PPPBPP,PPPBBBBB,PBPBPP,3-1-3-1
BPPBBP,PPPBPPPB,PBPBPB,3-1-3-1
PBPPBP,BBBPBBBP,PBPPPB,3-1-3-1
BPBBPB,BBBPBBBP,BBPPPP,3-1-3-1
BBBPPB,PPPBPPPB,BPBBBP,3-1-3-1
BBBPPB,PPPBPPPB,BPBBBP,3-1-3-1
BPPPBP,PPPBBBBB,BBPPPB,3-1-3-1
PPPBBP,BBBPBBBP,PPBBBB,3-1-3-1
BBBBBP,PPPBBBBB,PBBPPP,3-1-3-1
PPPBBP,BBBPBBBP,PPBBBB,3-1-3-1
BBBBBP,PPPBBBBB,PBBPPP,3-1-3-1
PBPPBB,BBBPPPPP,BBBBPB,3-1-3-1
PBPPBB,BBBPPPPP,BBBBPB,3-1-3-1
PBPPBB,PPPBBBBB,PPPBPP,3-1-3-1
PBBBBB,PPPBPPPB,PPBPBB,3-1-3-1
PPPBPP,PPPBBBBB,PPPBPP,3-1-3-1
PPPBPB,PPPBBBBB,BPBPPP,3-1-3-1
PPBPBP,PPPBPPPB,BBPBBP,3-1-3-1
BPPBPB,PPPBPPPB,PPBBBP,3-1-3-1
BPBPBP,PPPBPPPB,BPPPPB,3-1-3-1
PPBBPP,PPPBBBBB,BPPBBP,3-1-3-1
PPBPBP,BBBPBBBP,PBPPBP,3-1-3-1
BPBPBP,PPPBPPPB,PBPPBB,3-1-3-1
PBBBBB,BBBPPPPP,BPPBPB,3-1-3-1
PBPPPP,PPPBBBBB,PBPPPB,3-1-3-1
PBPPPP,PPPBBBBB,PBPPPB,3-1-3-1
PBPPBP,PPPBBBBB,PBPPPP,3-1-3-1
PBPBBB,BBBPPPPP,PBPPPP,3-1-3-1
PPBBPP,PPPBPPPB,PPBPPB,3-1-3-1
PBPBBB,BBBPPPPP,PBPPPP,3-1-3-1
PPBBPP,PPPBPPPB,PPBPPB,3-1-3-1
PPBBPP,BBBPBBBP,BPPPBB,3-1-3-1
PBBPBB,PPPBPPPB,BPPBPB,3-1-3-1
BBPBPB,BBBPPPPP,BBBPBP,3-1-3-1
BBBPBP,PPPBPPPB,PBBPBB,3-1-3-1
PBPPPP,BBBPBBBP,PBPBBP,3-1-3-1
BPBBBB,BBBPBBBP,BPBPBB,3-1-3-1
BPPBBB,PPPBBBBB,PPPPPP,3-1-3-1
BPBBPP,BBBPPPPP,BBBBBP,3-1-3-1
BBPPPP,BBBPPPPP,BBPBBB,3-1-3-1
BPBBPB,BBBPPPPP,PBBPBP,3-1-3-1
PPBBPB,BBBPBBBP,BBPBBB,3-1-3-1
PPBBPB,BBBPBBBP,BBPBBB,3-1-3-1
BBPBPP,BBBPPPPP,BBBBBB,3-1-3-1
BBPPBB,PPPBPPPB,PBBBBB,3-1-3-1
PPBBPP,BBBPPPPP,PBBBBP,3-1-3-1
BBBPPB,BBBPPPPP,BPPBBB,3-1-3-1
PPPPBP,PPPBBBBB,BPBPPP,3-1-3-1
PPPPBP,PPPBBBBB,BPBPPP,3-1-3-1
PPPBBP,PPPBPPPB,PPBBPP,3-1-3-1
BBPPBB,PPPBBBBB,PBBBPP,3-1-3-1
BPBPBP,BBBPPPPP,PBBPPP,3-1-3-1
PBPPPB,BBBPBBBP,BPBPPB,3-1-3-1
PBBBPB,PPPBPPPB,BBBPPP,3-1-3-1
PPBPPB,BBBPBBBP,BPPPBB,3-1-3-1
PBBPBB,BBBPPPPP,BBPPPB,3-1-3-1
BPPBBB,BBBPPPPP,BBPPPB,3-1-3-1
PPBPPB,BBBPPPPP,BBPBPB,3-1-3-1
PPBPPB,BBBPPPPP,BBPBPB,3-1-3-1
