before,wait_double,after,length,double_color
PBBPBP,BPBPBB,PPPBBP,6,B
BBPPBP,PBPBPP,BPBBPB,6,P
PBPPPB,BPBPBB,BBPBBB,6,B
PPPPPP,PBPBPP,PBPPPB,6,P
PPPPPB,BPBPBB,BPBPPB,6,B
PPPPBP,BPBPBB,PBPBBB,6,B
PBPPPB,PBPBPP,BPBBPP,6,P
BPPPBB,BPBPBB,PPPBBP,6,B
PPPBBP,BPBPBB,BBBBBB,6,B
PPPBBB,BPBPBB,PPPBBP,6,B
PPPPPB,BPBPBB,BPBBBP,6,B
PPPPPB,BPBPBB,BPBBBP,6,B
PPBBBP,PBPBPP,PBPPBB,6,P
BBBPBB,BPBPBB,BBPPBP,6,B
PPBBBP,PBPBPP,PBPPBB,6,P
BBBPBB,BPBPBB,BBPPBP,6,B
PPBBBP,PBPBPP,PBPPBB,6,P
BBBPBB,BPBPBB,BBPPBP,6,B
PPBPPB,BPBPBB,BPPBBP,6,B
BBPBBB,PBPBPP,PPPPBP,6,P
PBPPBP,BPBPBB,PBBPBB,6,B
PBPPBB,BPBPBB,BBPBBP,6,B
BPBBBP,BPBPBB,PBBPBP,6,B
PBBPBB,PBPBPP,BPBPPB,6,P
BPPBBP,BPBPBB,BPPPBB,6,B
BPPBBP,BPBPBB,BPPPBB,6,B
PPPBBB,BPBPBB,PPPPBP,6,B
BPPPPP,BPBPBB,BPBBPB,6,B
BPBBBP,PBPBPP,PBPBPB,6,P
PBPPPB,PBPBPP,PBBBBP,6,P
BPPBPB,PBPBPP,BBBBPB,6,P
PBBBBP,BPBPBB,PBPBBB,6,B
PBBPBB,PBPBPP,PPPPPP,6,P
PPPPPB,PBPBPP,PBBBPP,6,P
BBBBBB,PBPBPP,BBBPBB,6,P
PBBBBB,BPBPBB,BBBPBP,6,B
PPPPBP,BPBPBB,PBPBPP,6,B
BPBPBB,PBPBPP,PBBPPB,6,P
PPPPBP,BPBPBB,PBPBPP,6,B
BPBPBB,PBPBPP,PBBPPB,6,P
BBBBBB,BPBPBB,BBBPBB,6,B
PPBBBB,BPBPBB,BBPPBB,6,B
PPPBPP,BPBPBB,PBPPBP,6,B
BPBPPB,BPBPBB,PBPPPB,6,B
BPBPPB,BPBPBB,PBPPPB,6,B
BBPBPB,PBPBPP,PPBBPB,6,P
BBPBPB,PBPBPP,PPBBPB,6,P
BBPBPB,PBPBPP,PPBBPB,6,P
BBPBPB,PBPBPP,PPBBPB,6,P
BBBPBP,BPBPBB,BBBBBP,6,B
PPBPPB,PBPBPP,BPBBPB,6,P
PPPBBB,BPBPBB,PPBPPB,6,B
PBPPBP,PBPBPP,PBBBPP,6,P
PBBBPB,PBPBPP,BBBBBP,6,P
PBBBPB,PBPBPP,BBBBBP,6,P
PPPBPP,BPBPBB,PPPBBB,6,B
BPPPBP,PBPBPP,BPPBBP,6,P
BPPPBB,BPBPBB,BPPPBB,6,B
PPPBBP,PBPBPP,BPBBBB,6,P
PBBBPB,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,BBPPBP,6,B
BBBBPP,BPBPBB,PPBPBP,6,B
BPBBPP,BPBPBB,BPBPPP,6,B
PBPPBB,PBPBPP,BPBPPP,6,P
PBPPBB,PBPBPP,BPBPPP,6,P
PBPBBP,PBPBPP,BBBPPB,6,P
PBPPBP,BPBPBB,BPPPPB,6,B
BPPPBB,BPBPBB,BBBPPB,6,B
BPBBBB,BPBPBB,PPBPPP,6,B
PPPPBP,PBPBPP,BPBPPP,6,P
PPPBBB,BPBPBB,PBBPBB,6,B
PPPPBP,PBPBPP,BPBPPP,6,P
PPPBBB,BPBPBB,PBBPBB,6,B
PBBPBB,PBPBPP,BPPBPP,6,P
PBBPBP,PBPBPP,BPBBBP,6,P
PBBPBB,PBPBPP,BPPBPP,6,P
PBBPBP,PBPBPP,BPBBBP,6,P
PBPBBB,PBPBPP,BPPBBP,6,P
BPBBPB,BPBPBB,BPPPPP,6,B
BPBBBB,PBPBPP,PBBBPB,6,P
BPBBBB,PBPBPP,PBBBPB,6,P
BBPPPP,BPBPBB,BPPBBB,6,B
PBPBBB,PBPBPP,BPBPPB,6,P
PPPPPP,BPBPBB,PPBPBP,6,B
PBPBBP,PBPBPP,PBPBBP,6,P
BBBPPB,BPBPBB,BBBBBP,6,B
PPPPBP,BPBPBB,PPBPPB,6,B
PBBPBP,PBPBPP,PBBPBP,6,P
BBBBBB,PBPBPP,BPBBBP,6,P
PPBPBB,BPBPBB,PBPPBB,6,B
BBBBBB,PBPBPP,BPBBBP,6,P
PPBPBB,BPBPBB,PBPPBB,6,B
PBBBPB,BPBPBB,BBPBBB,6,B
BBPBBB,PBPBPP,BBBBPB,6,P
PBBBPB,BPBPBB,BBPBBB,6,B
BBPBBB,PBPBPP,BBBBPB,6,P
BPPBBB,PBPBPP,PPPPBB,6,P
BPPBPB,PBPBPP,PPBPBB,6,P
PPPBPP,BPBPBB,BBBPPB,6,B
PBBBPP,BPBPBB,PBBPPB,6,B
PPPBPP,BPBPBB,BBBPPB,6,B
PBBBPP,BPBPBB,PBBPPB,6,B
PPBBPP,PBPBPP,BPPPBB,6,P
BPPPBB,BPBPBB,PPPPPB,6,B
BBPPBB,PBPBPP,BBPBPB,6,P
PPPBBB,PBPBPP,PPPBPB,6,P
PBPPPP,PBPBPP,BPBBPB,6,P
PBBPPB,PBPBPP,PPBBPP,6,P
PPPPPB,BPBPBB,PPBPPP,6,B
BPPPBP,PBPBPP,PBPBBP,6,P
PPBPBB,PBPBPP,PBPPPB,6,P
BPPPBP,PBPBPP,PBPBBP,6,P
PPBBBP,BPBPBB,PPBBPB,6,B
PBBPPB,PBPBPP,BPBBPB,6,P
PPBBBP,PBPBPP,PPBBPB,6,P
BBPPPP,BPBPBB,BBPBPB,6,B
PBPBBB,BPBPBB,PBPPPB,6,B
BBPPBP,BPBPBB,BBBBPP,6,B
BPBBBB,BPBPBB,PPPPBB,6,B
BPPBBB,BPBPBB,BPBBPB,6,B
PBPPBP,PBPBPP,BPBBBB,6,P
PBPBBB,PBPBPP,PPPBBP,6,P
BPPPBB,BPBPBB,BBPBBB,6,B
BBPBPP,PBPBPP,PBBBBP,6,P
BBPPPP,PBPBPP,PPPBPB,6,P
PPPPPB,PBPBPP,BPPBPP,6,P
PPPBPB,BPBPBB,BPPPBB,6,B
PPPBPB,BPBPBB,BPPPBB,6,B
PPPBPB,BPBPBB,BPPPBB,6,B
BBBPPB,BPBPBB,BBBBBP,6,B
BBBPPP,BPBPBB,BBBBPB,6,B
BBBBPB,BPBPBB,BPBPBP,6,B
PBPBBB,PBPBPP,PPBBPB,6,P
PPBPBB,PBPBPP,PBBBBP,6,P
BPBBBB,BPBPBB,BPPPPP,6,B
BPBBBB,BPBPBB,BPPPPP,6,B
BPPBPB,BPBPBB,PPBBPP,6,B
BPBBBP,PBPBPP,PPBBPP,6,P
PBPPBB,BPBPBB,BPPPBP,6,B
PPBBBB,BPBPBB,PBBBPB,6,B
BBPBBP,BPBPBB,BBBBBP,6,B
BBBPPB,BPBPBB,PBPPPP,6,B
BBPPPB,PBPBPP,PBPBBB,6,P
PPBPBB,BPBPBB,PPPPPB,6,B
BBPPBP,BPBPBB,PPBPBP,6,B
BBPPBP,BPBPBB,PPPBBP,6,B
PPBPPB,PBPBPP,PBBBPP,6,P
PPBPPP,PBPBPP,BPPBBP,6,P
PBBPPP,PBPBPP,PBBPPB,6,P
PPBBPP,PBPBPP,BBBPPP,6,P
BPPBBP,BPBPBB,BPPPBP,6,B
BBBPPP,BPBPBB,PPPPBB,6,B
BPBBPP,PBPBPP,BBBBPP,6,P
BPBBPP,PBPBPP,BBBBPP,6,P
PPBBPP,BPBPBB,PBBBBP,6,B
BBPBBB,BPBPBB,BBBBPP,6,B
BBBBBB,PBPBPP,PBBPPB,6,P
PPBBBP,BPBPBB,BPBBBP,6,B
PBPPPB,PBPBPP,PPPBBB,6,P
BBBBPP,BPBPBB,BPBBBB,6,B
PBPPPB,PBPBPP,PPPBBB,6,P
BBBBPP,BPBPBB,BPBBBB,6,B
PBPBBP,BPBPBB,PBPBBP,6,B
PBPBBP,PBPBPP,BPBPPB,6,P
PPBPPP,BPBPBB,BPPPPP,6,B
BBPPBB,BPBPBB,PPBBBB,6,B
PPPPPP,BPBPBB,BBPBPB,6,B
BBBBPB,PBPBPP,BBBPBB,6,P
BPPBPP,PBPBPP,BBBPBP,6,P
PBBBBB,PBPBPP,PBPBBB,6,P
PBBBBP,BPBPBB,PBBPPP,6,B
BBPPBB,PBPBPP,BPBPBP,6,P
PPBPBP,BPBPBB,PBBPBP,6,B
BPPBBB,BPBPBB,BBPPPP,6,B
PBBPPB,PBPBPP,PPBBPB,6,P
BBBBBP,PBPBPP,PBBBBB,6,P
BBPBBP,PBPBPP,PPBPBP,6,P
PPPBPP,PBPBPP,PBBPBB,6,P
BBPBPP,BPBPBB,PBBBBB,6,B
PPPBPP,PBPBPP,PBBPBB,6,P
BBPBPP,BPBPBB,PBBBBB,6,B
BBPBPP,PBPBPP,BPBBBB,6,P
BBPPPP,PBPBPP,PPBBBP,6,P
PPPPPB,BPBPBB,BBBPBB,6,B
BPPBPP,BPBPBB,BBPPBP,6,B
BPPBBP,BPBPBB,PPBPPB,6,B
PPBPPB,BPBPBB,BBBBBP,6,B
BBBBBB,BPBPBB,BBPBPP,6,B
BPBBPP,BPBPBB,BPPPPP,6,B
BPBBPB,PBPBPP,PBPPBB,6,P
PBBBPP,BPBPBB,BBPPPP,6,B
PPBPBB,BPBPBB,PPBBPB,6,B
PPPPPB,BPBPBB,PPPBBB,6,B
PPPPPB,BPBPBB,PPPBBB,6,B
PPPPPB,BPBPBB,PPPBBB,6,B
BBPBBB,PBPBPP,BPBBPB,6,P
BBPBPB,PBPBPP,PPBPBB,6,P
PBBBPB,PBPBPP,PBPPBB,6,P
BBPPBB,PBPBPP,BPBBBP,6,P
BBPBPB,BPBPBB,BPBBBB,6,B
PBBBBP,BPBPBB,BPPBPP,6,B
BPPPBB,PBPBPP,BBPBBP,6,P
PPPPPB,PBPBPP,PPPPPB,6,P
PPPBBP,PBPBPP,BPBPPB,6,P
PPBPBP,PBPBPP,BPBPPB,6,P
PPPBBP,PBPBPP,BPBPPB,6,P
PPBPBP,PBPBPP,BPBPPB,6,P
PBPBBP,BPBPBB,BPBBBB,6,B
BBBBPB,PBPBPP,BPBBBP,6,P
PBBBPB,PBPBPP,PPBPBB,6,P
BPPPBB,PBPBPP,BPPBBP,6,P
BPPBPB,BPBPBB,BPBBPP,6,B
BBBPBB,BPBPBB,PPPPPB,6,B
PBBBBP,BPBPBB,PBPPBB,6,B
BBPPBP,PBPBPP,BPPBPB,6,P
PBPBBB,PBPBPP,BPPBBP,6,P
PBBBPP,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,PPBBBB,6,P
BPPBBB,BPBPBB,BPPPPP,6,B
BPBBBB,BPBPBB,PPPBBP,6,B
BBPBPP,PBPBPP,BBPPPP,6,P
BBBPBB,BPBPBB,PBPBBP,6,B
PPBPPP,BPBPBB,BPBPPP,6,B
BPPPBP,PBPBPP,BPPPPP,6,P
BBPBBP,BPBPBB,BBBBBP,6,B
PPBPBB,BPBPBB,PBBBPP,6,B
BBPPBP,BPBPBB,BBBPPP,6,B
PPBBBB,BPBPBB,BBBPPB,6,B
BPPBBP,BPBPBB,BBBBBB,6,B
PBBPPB,BPBPBB,PPBBBP,6,B
BPPBPP,PBPBPP,BPBPPB,6,P
BBPBBP,PBPBPP,BBBBPB,6,P
PBBPBP,BPBPBB,BBBPPP,6,B
PBBPBP,BPBPBB,BBBPPP,6,B
PBPBPB,PBPBPP,PPBPPB,6,P
PBPPBP,PBPBPP,BBPPBP,6,P
PBBPPB,BPBPBB,BPPBPP,6,B
PBBPBP,BPBPBB,BPBPBP,6,B
BPBBBP,BPBPBB,BBPPBB,6,B
PBBPBP,BPBPBB,BPBPBP,6,B
BPBBBP,BPBPBB,BBPPBB,6,B
PBBPBB,PBPBPP,BBPPBB,6,P
PBBPPB,BPBPBB,BPPBBB,6,B
PPBBBB,PBPBPP,PBPBPP,6,P
PPPBBB,BPBPBB,BPPPBB,6,B
BPBBPP,PBPBPP,BPPBPB,6,P
BBPBPP,BPBPBB,PBPBPP,6,B
BPBPBB,PBPBPP,BPBPBB,6,P
PBPBPP,BPBPBB,PPPBBB,6,B
BPBBBB,PBPBPP,BPPPPP,6,P
BBPPPB,BPBPBB,PBPPPP,6,B
BPBBBB,PBPBPP,BPPPPP,6,P
BBPPPB,BPBPBB,PBPPPP,6,B
PBBBPP,BPBPBB,PBBBBP,6,B
BPPBBB,PBPBPP,PBBBPB,6,P
PBPBBB,BPBPBB,BPBPPB,6,B
BPPBBP,BPBPBB,BPBBBB,6,B
BBPPPP,PBPBPP,BPPBBB,6,P
BPPBPB,PBPBPP,PBPPPB,6,P
BBBPPB,PBPBPP,PPBPPP,6,P
BBPBPP,BPBPBB,BBBPBB,6,B
PBBPBB,PBPBPP,PBPBPB,6,P
BPBPPP,BPBPBB,BBBBPP,6,B
BBBBBP,PBPBPP,PPBBBB,6,P
BBBPBP,PBPBPP,PBPBPP,6,P
BBBBBP,PBPBPP,PPBBBB,6,P
BBBPBP,PBPBPP,PBPBPP,6,P
PBBPBP,BPBPBB,BPBBPP,6,B
PPBBBP,PBPBPP,BPPPPP,6,P
PBBPBB,PBPBPP,PPBBBB,6,P
PBPBPP,BPBPBB,PPPPBB,6,B
PBPBPP,BPBPBB,PPPPBB,6,B
BPBBBB,PBPBPP,PPBPBB,6,P
PPBPPP,PBPBPP,PPBPBP,6,P
PPPPPP,PBPBPP,BPPPBB,6,P
PPPBBP,BPBPBB,PPBBPB,6,B
BBPBBP,PBPBPP,BPBPPB,6,P
PPPBBB,BPBPBB,PPPPBP,6,B
PPBPBB,BPBPBB,BPPBBB,6,B
BBPBBP,BPBPBB,BBBPPB,6,B
PPBPPB,PBPBPP,PBBPBP,6,P
BPPBBP,BPBPBB,BPPBPP,6,B
PPBPBB,BPBPBB,PPPPPP,6,B
BBBBPP,BPBPBB,PBPPBB,6,B
BBBBPP,BPBPBB,PBPPBB,6,B
BBBBPP,BPBPBB,PBPPBB,6,B
PBBBBB,PBPBPP,BBBPPB,6,P
BBBPPB,BPBPBB,PPPBPB,6,B
BBBPPB,BPBPBB,PPPBPB,6,B
BPPBPB,BPBPBB,PPBBBP,6,B
PPPPBP,BPBPBB,PPBBBP,6,B
BPPBPB,BPBPBB,PPBBBP,6,B
PPPPBP,BPBPBB,PPBBBP,6,B
BPPBPB,BPBPBB,BBPPPP,6,B
BPPBPB,BPBPBB,BBPPPP,6,B
PPBPPP,PBPBPP,BPPPBP,6,P
PPPBPB,BPBPBB,BBPBBP,6,B
PBBPPB,PBPBPP,BBBBPB,6,P
BPPPBB,BPBPBB,PBBPPB,6,B
PBBPPB,PBPBPP,BBBBPB,6,P
BPPPBB,BPBPBB,PBBPPB,6,B
PPBPPB,PBPBPP,BPBBPB,6,P
PBPPPP,PBPBPP,BPPBBB,6,P
PBPPBB,BPBPBB,PPBPBP,6,B
BPBBPP,BPBPBB,PBPBBP,6,B
PBBPBP,BPBPBB,BPBBBB,6,B
PBPBPB,PBPBPP,BPBBBP,6,P
BBPBBB,PBPBPP,BBPPBP,6,P
BBPPPB,PBPBPP,PPPPBP,6,P
PPPBPP,BPBPBB,BBPBPP,6,B
PPPPBB,BPBPBB,BBBPBP,6,B
PBPPPP,PBPBPP,BBBBPB,6,P
PBBPPP,PBPBPP,BBPPPP,6,P
PBBBPB,BPBPBB,PPBPPB,6,B
BPPPPB,PBPBPP,BPBBBP,6,P
BPBBBP,BPBPBB,BBPPBB,6,B
BBPPBB,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,PBBPBB,6,P
PBPBPB,PBPBPP,BBBBBP,6,P
BBBPBP,BPBPBB,BPPBBP,6,B
PBPBPB,PBPBPP,BBBBBP,6,P
BBBPBP,BPBPBB,BPPBBP,6,B
PBPBPB,PBPBPP,BBBBBP,6,P
BBBPBP,BPBPBB,BPPBBP,6,B
PBPBPB,PBPBPP,BBBBBP,6,P
BBBPBP,BPBPBB,BPPBBP,6,B
BPPBPB,PBPBPP,PPBPPB,6,P
BPPBPB,PBPBPP,PPBPPB,6,P
BPPBPB,PBPBPP,PPBPPB,6,P
BBPBPP,BPBPBB,BPPPBB,6,B
BPPPBB,BPBPBB,PPPPPP,6,B
BBBPBP,PBPBPP,PPPPPP,6,P
BBPBPP,BPBPBB,BPPPBB,6,B
BPPPBB,BPBPBB,PPPPPP,6,B
BBBPBP,PBPBPP,PPPPPP,6,P
PPPBPP,BPBPBB,PBBBPB,6,B
PBPPBP,BPBPBB,BBPBPB,6,B
PBPBBB,BPBPBB,PPPPBB,6,B
BPPBPB,PBPBPP,BPBPBB,6,P
PBPBPP,BPBPBB,BPPBBP,6,B
BPPBBP,PBPBPP,PBPPPP,6,P
PBBPBP,PBPBPP,BPPBPB,6,P
PBBPBP,PBPBPP,BPPBPB,6,P
PPBBBP,PBPBPP,PPPPBP,6,P
BBPBPP,BPBPBB,BBBBPP,6,B
BBPBPP,PBPBPP,PBBBPP,6,P
BBPPBB,PBPBPP,BPBPBB,6,P
PBPBPP,BPBPBB,PBBPBB,6,B
PPBPBP,BPBPBB,BPBPBP,6,B
PBBBPB,PBPBPP,BBPPPP,6,P
BBPPBB,PBPBPP,BBBPBB,6,P
BBBBBB,PBPBPP,BPBPPB,6,P
BBBBBB,PBPBPP,BPBPPB,6,P
BBPPBP,BPBPBB,BPPBBP,6,B
BPPPPB,BPBPBB,PPPPBB,6,B
BPBBBB,PBPBPP,BBPPPB,6,P
BPPPPB,BPBPBB,PPPPBB,6,B
BPBBBB,PBPBPP,BBPPPB,6,P
PBBBBB,BPBPBB,PBBBBP,6,B
PBBBBB,BPBPBB,PBBBBP,6,B
PPBPPB,PBPBPP,PPPBPP,6,P
PPBPPB,PBPBPP,PPPBPP,6,P
PBBBBB,PBPBPP,PBPBBP,6,P
BPBBPB,PBPBPP,BPPBBB,6,P
BBPPBB,PBPBPP,BBBBBB,6,P
BBPPBB,PBPBPP,BBBBBB,6,P
BPBBBB,BPBPBB,PPBPPB,6,B
BPBBPB,BPBPBB,PPBPBP,6,B
PBBBPB,BPBPBB,BPBPPP,6,B
PBBBPP,BPBPBB,BPPPPB,6,B
PBBBPB,BPBPBB,BPBPPP,6,B
PBBBPP,BPBPBB,BPPPPB,6,B
PBBPPB,PBPBPP,PPBPPP,6,P
BPPBBB,PBPBPP,PBBBPB,6,P
PBBPBB,BPBPBB,BPBPPB,6,B
BBBPBB,PBPBPP,BPPPPB,6,P
PBPPPP,BPBPBB,PBBBPB,6,B
PBPPBP,PBPBPP,BPBPPB,6,P
PBBBBP,PBPBPP,PPPPPB,6,P
PPPBPP,PBPBPP,BPBBBP,6,P
PBPBBB,PBPBPP,PBPPBB,6,P
PPPBPP,PBPBPP,BPBBBP,6,P
PBPBBB,PBPBPP,PBPPBB,6,P
PPPBPB,BPBPBB,PBPPPP,6,B
PPPBPB,BPBPBB,PBPPPP,6,B
PBBPBB,PBPBPP,BBBBPP,6,P
PPPBBB,BPBPBB,BBPBPB,6,B
PBPBBB,BPBPBB,BBBPPB,6,B
PPPPPP,BPBPBB,PBBBPP,6,B
BPBBBP,PBPBPP,BBPBPB,6,P
BPBPPB,BPBPBB,PPPPBB,6,B
BPPBBB,BPBPBB,BPBPPP,6,B
BBPBPP,PBPBPP,PBBPPP,6,P
PPPBPB,BPBPBB,PBPBBP,6,B
BPPPBP,BPBPBB,BPBBPB,6,B
PBPPPB,PBPBPP,PBBBBB,6,P
PBPPPB,PBPBPP,PBBBBB,6,P
BBBBPP,PBPBPP,BBPBBP,6,P
BBBBBB,PBPBPP,PPPBBP,6,P
PPPBPP,PBPBPP,BPPBBP,6,P
BBBBBB,PBPBPP,PPPBBP,6,P
PPPBPP,PBPBPP,BPPBBP,6,P
PBBPBP,BPBPBB,PBPBPB,6,B
BPBBPB,PBPBPP,PPBBBB,6,P
BBPPPP,PBPBPP,BBPPBB,6,P
PPPPBP,BPBPBB,BBBBBB,6,B
PPPPBP,BPBPBB,BBBBBB,6,B
PPPPPP,BPBPBB,PBBBPP,6,B
BPBPBP,BPBPBB,BBBBPB,6,B
PBBPPB,PBPBPP,BBBPPP,6,P
PPBBBB,BPBPBB,PBPBPB,6,B
BPBBPB,PBPBPP,PPPPPP,6,P
PPPPPP,PBPBPP,PBPPPP,6,P
BPPBPB,PBPBPP,BBBPPP,6,P
PPBBPP,BPBPBB,PBBBPB,6,B
BBBBPP,BPBPBB,PPPPPP,6,B
BBBPPB,BPBPBB,BPBPPB,6,B
BBPBBP,BPBPBB,PPBPBB,6,B
PPBBPP,BPBPBB,PPBPPB,6,B
PBPPPB,BPBPBB,PPPBPP,6,B
PBPPPB,BPBPBB,PPPBPP,6,B
PBBPBB,PBPBPP,PBBPBP,6,P
BPPPBB,PBPBPP,BPBPPP,6,P
BPBPPP,PBPBPP,BBBBBB,6,P
BPBBPP,PBPBPP,PBPPBP,6,P
PBBPPP,PBPBPP,PPBPBB,6,P
PPPBPB,BPBPBB,BPBPPP,6,B
PPPPPB,PBPBPP,BBBPBP,6,P
BPPBBB,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,BPPBPB,6,P
PBPPBP,PBPBPP,PPPBBP,6,P
BPBBPP,BPBPBB,PBBBPP,6,B
PPBBBP,PBPBPP,BPBPBB,6,P
BBPBBB,PBPBPP,BPPBBP,6,P
PBBBBB,PBPBPP,BBPPBB,6,P
BBPBPP,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,BPPPBB,6,P
PBPPPB,BPBPBB,PPPPBP,6,B
PPBBPP,BPBPBB,PBBPPP,6,B
BPPBBP,BPBPBB,PBPBBP,6,B
BPBPPB,BPBPBB,PPPBBP,6,B
BBBBBB,PBPBPP,PBPPBP,6,P
BBPBPB,PBPBPP,PPPPBB,6,P
BBPPBP,BPBPBB,PPPBBB,6,B
BBBPPP,PBPBPP,PPBPPP,6,P
BPBBBB,BPBPBB,PBPPPB,6,B
PBPBBB,PBPBPP,BPBPPB,6,P
BBBBPP,PBPBPP,PBBPPP,6,P
PBPPPB,PBPBPP,BPBPBB,6,P
PBPBPP,BPBPBB,BPBPPP,6,B
PPPPBB,PBPBPP,PPPBPP,6,P
BBBPPP,BPBPBB,PBBPPP,6,B
PBBPPP,PBPBPP,BBPBBP,6,P
BPPPBB,PBPBPP,PPPPBP,6,P
PBPPBB,PBPBPP,PBPBBP,6,P
PPPBPB,PBPBPP,BPBPPP,6,P
PPPBBB,PBPBPP,PBBBBP,6,P
BPPPBB,PBPBPP,BBBPBB,6,P
PPBBBP,PBPBPP,PPPPBP,6,P
PBBPBB,PBPBPP,BBBPPP,6,P
PPPPPP,PBPBPP,BBPBPP,6,P
PBBPBB,PBPBPP,BBBPPP,6,P
PPPPPP,PBPBPP,BBPBPP,6,P
PBBPPB,BPBPBB,BBPPPB,6,B
PBBPPB,BPBPBB,BBPPPB,6,B
BBBBPB,PBPBPP,PPPBBB,6,P
BBBBPB,PBPBPP,PPPBBB,6,P
BBBPPB,BPBPBB,BPPPPB,6,B
BBBPPB,BPBPBB,BPPPPB,6,B
BBBBBB,PBPBPP,BBPBPP,6,P
BBBBBB,PBPBPP,BBPBPP,6,P
PPPBBB,BPBPBB,BPBPPP,6,B
PBPPPB,BPBPBB,BPPPBP,6,B
BBBPPB,PBPBPP,PPBPPP,6,P
PPPBPP,PBPBPP,BBPBPP,6,P
PBBPPB,BPBPBB,BPBBBP,6,B
PBBPPB,BPBPBB,BPBBBP,6,B
PBBPBP,BPBPBB,PPPPBB,6,B
BBBBPP,PBPBPP,PPBPPB,6,P
PPBBBP,BPBPBB,PBBBPP,6,B
PPPPBB,BPBPBB,PBPBBP,6,B
BBBPPB,PBPBPP,BBPPBP,6,P
BBBBPB,BPBPBB,BBBBBP,6,B
BPPPPP,BPBPBB,PPBPPP,6,B
PBBBPB,PBPBPP,PBBPBP,6,P
BPPPBB,PBPBPP,BPBPBB,6,P
PBPBPP,BPBPBB,PBBPBB,6,B
PBBPPB,BPBPBB,BPPBBP,6,B
BPBPPP,BPBPBB,PBBBPP,6,B
BPBPPP,BPBPBB,PBBBPP,6,B
BPPPPP,BPBPBB,BBPPBB,6,B
PBBBPP,BPBPBB,BBPPBB,6,B
BPBBPP,BPBPBB,PBPPPB,6,B
BPBBPP,BPBPBB,PBPPPB,6,B
BPBBBP,BPBPBB,PBBBBP,6,B
PPPBPB,BPBPBB,PPPPBB,6,B
PPPBPB,BPBPBB,PPPPBB,6,B
BPPBPP,PBPBPP,BPBBBP,6,P
BPBPBP,BPBPBB,PBBPPB,6,B
PPBBBB,PBPBPP,BPBBBP,6,P
BBPPPP,BPBPBB,BPPPBB,6,B
PPPPBP,PBPBPP,PBPPPP,6,P
PPBPPP,PBPBPP,BPPPBP,6,P
PPPBPB,BPBPBB,BPBPPP,6,B
BPPPPB,BPBPBB,BPPPBB,6,B
BBBBPB,PBPBPP,PPBPBB,6,P
PPPPPP,BPBPBB,BPPBBP,6,B
BBPBBP,PBPBPP,PPPBBP,6,P
BBBPPP,PBPBPP,PPPBPP,6,P
BBBPPP,PBPBPP,PPPBPP,6,P
BBPPBP,PBPBPP,BBBBPP,6,P
BBPPBP,PBPBPP,BBBBPP,6,P
PPBPBP,BPBPBB,PBPBBB,6,B
PPBBPP,BPBPBB,PPBPBB,6,B
PBPPPB,BPBPBB,PBBBPP,6,B
BPPPPB,PBPBPP,PBBBBB,6,P
PBPPPB,BPBPBB,PBBBPP,6,B
BPPPPB,PBPBPP,PBBBBB,6,P
PBPPPB,BPBPBB,PBBBPP,6,B
BPPPPB,PBPBPP,PBBBBB,6,P
BPBBPB,PBPBPP,PPBBBP,6,P
PPPBBB,BPBPBB,PPBPPB,6,B
BPPBPP,PBPBPP,PPBBPP,6,P
PPPBPB,BPBPBB,BBBPBP,6,B
PBBBBB,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,PBBBBB,6,P
PBBBPB,BPBPBB,BBBPBB,6,B
BPBPPB,BPBPBB,BPBBBB,6,B
BPBPPB,BPBPBB,BPBBBB,6,B
PBPBBB,PBPBPP,PPPBBB,6,P
PBPBBB,PBPBPP,PPPBBB,6,P
PBPPPB,BPBPBB,BPBPPP,6,B
BBPBBB,BPBPBB,PPPPPP,6,B
PPBBPP,BPBPBB,PBBBPP,6,B
BBPBPP,PBPBPP,BPPBPB,6,P
BPBBPP,PBPBPP,BPPBBP,6,P
BBBBPB,BPBPBB,BPPPPP,6,B
BBBBPB,PBPBPP,PPPPBP,6,P
PPPPPB,PBPBPP,BBBPBB,6,P
PBBPPB,PBPBPP,PPBPPB,6,P
PPPBPB,BPBPBB,BPPBPB,6,B
BPBBPP,BPBPBB,BBBBBP,6,B
BPBBPP,PBPBPP,PPBPPP,6,P
BBPPBP,PBPBPP,BBBPBP,6,P
PBPPBB,BPBPBB,PPBPPB,6,B
BPBBPP,BPBPBB,PBBPBP,6,B
BPBBPB,BPBPBB,BPBBPB,6,B
PPPBPB,PBPBPP,PBBPPB,6,P
PBPPPB,BPBPBB,PPBPBP,6,B
BBPPBP,BPBPBB,PPPBPP,6,B
PPPBBB,PBPBPP,PPPPPP,6,P
PBPBBB,PBPBPP,BPPPBP,6,P
BBPPBB,PBPBPP,PBPPBP,6,P
BBPPBB,PBPBPP,PBPPBP,6,P
BPPBBP,PBPBPP,BBPPBB,6,P
BPPPPP,BPBPBB,BBPPPP,6,B
BBBBBB,PBPBPP,PPPPBP,6,P
BPPPPB,PBPBPP,PBBPPB,6,P
BBPPBP,BPBPBB,BPPBBP,6,B
