ก่อนเกิด,ช่วงเกิด,หลังเกิด
PTP,BBBTTBBBTT,PTP
PTB,PPBBBTTPPP,BBP
TBP,BBBTTPPPTT,B
PPP,TTTPPBBBPP,BBP
PPB,TTBBBPPBBB,PPT
PTT,BBTTTBBPPP,TPT
BPB,PPTTTPPTTT,BTB
TPP,TTPPPBBPPP,BTT
TBP,BBPPPTTPPP,BTB
BPB,TTBBBTTBBB,PBP
PTB,TTBBBPPBBB,PPB
,BBBPPTTTPP,TPB
PPB,PPTTTPPBBB,TTB
BPB,TTPPPBBTTT,BPB
TTP,TTTPPBBBPP,TTB
P,TTPPPBBPPP,TTP
TTP,BBTTTPPBBB,TBP
BBP,BBBTTPPPBB,TPT
BPT,BBBTTPPPTT,PPB
BTP,BBBTTPPPBB,PBT
BBT,PPPTTBBBPP,BTP
BTB,TTTPPBBBTT,
BTP,TTPPPTTBBB,PBB
TTP,BBBTTBBBPP,BTT
PTT,BBPPPBBPPP,TPB
PBT,PPPTTBBBPP,TPB
TTT,PPPBBPPPBB,TBB
PTB,PPPBBPPPBB,TPP
BBT,PPTTTPPTTT,PBB
,BBTTTPPTTT,PTP
PTB,TTPPPBBPPP,TTT
TTP,TTBBBPPBBB,TTP
TBT,PPPBBPPPBB,PTT
PBP,TTBBBTTBBB,TBP
PBB,PPBBBPPBBB,PBB
TPT,PPBBBTTBBB,TBP
PTB,TTTBBPPPBB,TTP
PTT,BBTTTPPBBB,TTT
BPB,TTPPPBBTTT,PPP
BTP,BBBTTPPPBB,PPP
BBP,BBPPPBBPPP,TTB
BP,BBBTTBBBPP,BBB
TBP,BBTTTBBPPP,B
PPP,TTTPPTTTBB,PPT
BTP,BBBPPTTTBB,TTB
TTB,PPPBBPPPTT,PTB
TBP,BBBTTBBBTT,
TPT,BBBPPBBBTT,PBP
TPB,PPPBBTTTPP,BPT
BPT,PPTTTBBTTT,BBB
BPT,PPBBBTTBBB,TBT
BTT,PPTTTBBTTT,PBT
PTP,BBBPPBBBPP,TBB
TPT,PPTTTBBTTT,PPB
PBT,BBBPPTTTPP,BBP
TPB,PPPBBPPPBB,PPB
BBP,TTTBBPPPBB,TPB
PPT,BBBPPTTTPP,TBB
BPT,PPTTTBBPPP,TTB
TPB,PPPTTPPPBB,PPT
TTT,BBBPPTTTBB,PTP
BPP,BBTTTPPTTT,BBB
PPB,PPTTTPPTTT,BPB
TPB,PPTTTBBPPP,BBT
BBP,BBBTTBBBTT,BBB
PTP,BBBPPTTTBB,PPP
BBT,BBTTTPPBBB,TTP
,PPBBBTTPPP,BTP
BBP,BBTTTPPBBB,PTP
PBP,TTPPPTTBBB,TTT
PTP,BBBPPBBBPP,TBT
TTB,TTPPPBBTTT,BTP
BBT,BBBPPBBBTT,BPB
BPB,PPPBBPPPTT,BBB
TPB,TTPPPBBTTT,PBB
PPT,PPBBBPPBBB,PTP
PTP,TTTBBTTTPP,TTT
BBB,PPPTTBBBTT,PTP
TBP,TTTPPBBBTT,BPP
BBB,TTPPPBBTTT,BPT
PTB,TTPPPTTBBB,TTT
PPT,PPBBBPPTTT,B
PBB,PPTTTPPTTT,BBP
PPP,TTTBBTTTBB,PPP
TPB,PPBBBTTPPP,BPT
PTP,TTTPPBBBPP,TPT
BTB,PPTTTBBPPP,TBP
BPT,PPPBBTTTBB,TBB
BPP,BBPPPTTPPP,TTP
BBT,PPPTTBBBTT,PBB
PTP,BBBTTPPPTT,BTB
TBB,TTBBBTTPPP,BTT
BBB,PPTTTBBPPP,BTT
PPP,BBBPPTTTBB,PTP
,BBBPPBBBTT,BTB
TPB,PPPBBTTTPP,TPT
PPB,TTTBBTTTBB,PTB
BBP,BBTTTBBPPP,B
PTP,BBBTTPPPBB,TTB
TPB,TTPPPTTPPP,BTT
TTT,BBBTTBBBPP,BTB
BPT,PPTTTBBTTT,BBP
BTP,TTTBBTTTBB,TTT
PTB,TTTBBPPPTT,BTB
TBT,PPTTTPPBBB,PTT
TPP,BBTTTPPTTT,BPB
PBB,PPBBBTTBBB,PPT
PPT,PPBBBTTBBB,TBP
T,BBBTTPPPBB,TPP
BPB,TTBBBPPBBB,PTB
PBP,TTPPPBBPPP,BB
PBB,PPBBBTTBBB,PBP
TBT,PPPTTPPPBB,TBT
TTP,BBPPPBBPPP,BPT
TBT,BBBPPBBBPP,BTT
TPP,BBTTTPPBBB,TBB
BPT,BBPPPBBPPP,TTT
PPP,TTPPPTTPPP,BPT
TTT,PPPTTPPPBB,
PPT,BBTTTPPBBB,PBP
BBP,TTTBBPPPTT,BPP
TPT,PPBBBPPTTT,BBT
PPP,BBPPPBBTTT,BPT
PBP,BBBPPTTTBB,TPB
BTP,TTBBBTTBBB,TPT
BP,TTPPPTTBBB,TTB
BBB,TTPPPTTBBB,PBP
PBT,PPPTTBBBTT,PBB
PTB,TTTBBPPPTT,PTB
BP,TTTPPTTTBB,PTP
BTP,TTTPPTTTPP,
PTB,PPPTTBBBPP,TBT
TPB,TTPPPBBTTT,PBP
TBT,PPPTTBBBPP,BTB
BPT,PPBBBTTPPP,TTT
PTP,BBPPPTTPPP,BBT
PTP,TTTBBPPPTT,PBT
PBT,BBBTTPPPTT,PTB
TTP,TTTPPTTTPP,BTP
TT,PPTTTPPBBB,TTT
BBT,PPTTTBBTTT,BPP
PPB,TTBBBPPBBB,PPB
BBB,TTPPPTTBBB,TBT
BBP,BBBPPTTTBB,PPT
BPB,PPBBBTTPPP,TTB
BPT,PPPBBTTTPP,BPP
PTB,PPPTTBBBPP,BBP
,TTBBBTTBBB,PPB
TBP,BBBPPBBBPP,TPB
BPB,PPTTTBBTTT,PBB
TBB,TTPPPTTBBB,PPP
BTB,TTBBBTTPPP,BPP
B,TTBBBPPTTT,PPP
TTB,TTTBBTTTPP,TPP
BPT,PPTTTPPBBB,PPB
BPP,BBPPPBBPPP,BT
PTP,TTPPPTTPPP,TPP
TPP,BBPPPBBPPP,BBT
BPB,PPPBBPPPBB,PBT
TBT,PPTTTBBPPP,BPB
BBT,BBPPPTTBBB,TPB
PBT,BBTTTPPBBB,PBT
PPP,BBTTTPPTTT,PTT
T,BBBPPBBBPP,TTP
P,BBBPPBBBTT,PBP
TPT,BBPPPBBTTT,BBB
TP,BBPPPBBTTT,PTB
TBP,BBBPPBBBTT,PBP
PTB,PPTTTPPTTT,BPP
,TTTPPBBBTT,BBB
PPB,PPBBBPPBBB,TPP
PTP,TTTPPBBBPP,TTB
BBB,TTBBBPPBBB,
TPT,BBBTTPPPTT,PTT
PBT,BBBTTPPPBB,TTB
BPT,PPPBBPPPBB,PPB
PPB,TTTPPTTTPP,TTP
BBP,BBBPPBBBTT,PPB
PBT,BBTTTBBTTT,P
TPT,PPBBBTTPPP,BPB
PPT,PPPTTPPPTT,BBB
TPP,BBPPPTTBBB,PPT
PB,PPTTTPPTTT,BBB
PBP,TTTPPBBBPP,BTT
PPT,BBBTTPPPBB,TBB
PPT,BBTTTPPTTT,BPT
BTB,TTBBBTTPPP,BTP
PBP,BBTTTBBPPP,T
PTP,BBBPPTTTPP,TTP
PTP,BBBTTPPPBB,TP
PTB,TTBBBTTBBB,TTT
PPT,PPPTTBBBPP,
BTB,PPBBBPPBBB,PBT
,BBPPPBBTTT,PPP
BPT,PPBBBPPTTT,BPP
BTT,BBTTTPPBBB,TPB
PBT,PPBBBTTBBB,PPB
BPP,TTBBBPPTTT,
BTP,BBTTTBBPPP,BPB
,PPPTTPPPTT,BBB
BBT,PPPTTBBBPP,TBT
PB,PPPBBTTTPP,BTT
TPT,PPBBBTTBBB,PPT
BBB,TTBBBPPBBB,TBB
PTP,BBBPPTTTBB,PTB
PBP,TTPPPBBPPP,BTP
PPT,PPBBBPPTTT,BBP
TPB,TTTPPTTTPP,BPB
BBP,TTTBBPPPTT,BBP
TPB,TTPPPBBPPP,BBP
PPT,BBPPPBBPPP,BBT
TPP,TTBBBPPTTT,PBP
TTT,BBPPPTTBBB,PTP
TPB,PPPTTPPPTT,BTP
PPB,TTPPPBBPPP,BPP
PPB,PPPTTBBBTT,BTT
BBP,BBTTTBBTTT,BTP
PPP,BBBTTBBBPP,BTP
BBT,BBPPPBBTTT,PPB
BPP,BBPPPBBPPP,BTT
TBT,PPTTTBBTTT,BBB
PTB,PPTTTPPBBB,PPB
BPT,PPTTTBBTTT,PTB
BPP,TTBBBPPBBB,PTT
TTB,PPTTTPPBBB,TTB
BBT,BBBPPBBBPP,BTP
TBB,TTBBBTTBBB,TTB
PPB,TTTPPBBBPP,B
TBP,TTBBBPPBBB,PBB
PPT,BBTTTBBPPP,TBB
BBB,PPPTTPPPTT,PPP
TPB,TTPPPTTBBB,TPT
PPP,TTTPPTTTPP,BTP
PTP,TTTBBTTTPP,TTB
PPB,PPBBBTTBBB,TB
TBT,PPPBBPPPTT,PBP
T,PPTTTPPTTT,BTP
PBB,PPBBBTTPPP,BTT
PPB,PPBBBPPBBB,PBT
TBP,TTTPPTTTPP,TPP
PPT,PPPBBPPPBB,PTP
BTP,BBPPPTTPPP,TBP
TTB,TTPPPTTBBB,TBT
BTB,TTTBBTTTBB,PBT
TTP,BBPPPBBPPP,TBB
BTB,TTPPPBBTTT,PTP
PTP,BBTTTPPTTT,PPT
BBB,TTPPPTTPPP,TBP
TPT,PPPTTPPPTT,BTT
PBP,BBPPPTTBBB,PPB
PBT,BBTTTPPTTT,BTB
BBT,BBPPPBBPPP,BPP
BPT,BBBPPTTTBB,TBT
BT,PPBBBTTBBB,PBT
TBB,TTPPPTTPPP,
PPT,BBBPPBBBTT,BTP
TBT,PPPTTPPPBB,PPT
BBP,TTBBBPPTTT,BBB
TTP,BBPPPTTBBB,TT
PBT,BBPPPTTBBB,TTT
BPP,TTPPPBBPPP,BTB
,TTPPPTTPPP,BTT
BTP,BBBPPTTTPP,TTB
BPT,PPPBBTTTBB,TPB
TBT,BBBPPTTTPP,BBB
BBP,TTTPPBBBTT,BTB
BTP,TTBBBPPBBB,TTT
PPT,BBTTTPPTTT,PTB
TTB,TTTBBPPPTT,BPB
BTT,BBTTTPPBBB,PBB
TPT,PPPTTPPPTT,BBT
TBT,PPTTTPPBBB,TPP
BBB,TTTBBTTTBB,TPB
BBB,PPPBBPPPBB,PTB
TPP,TTBBBPPTTT,BBP
PTB,PPPBBPPPTT,BTP
BTB,TTBBBTTBBB,TPP
TPB,TTTPPBBBPP,BTT
BPB,PPPBBTTTBB,PPP
TPB,TTBBBTTBBB,TTB
PBT,BBTTTPPBBB,PTT
TBT,BBTTTPPBBB,TTP
PTB,TTTBBTTTBB,PTP
TTP,BBPPPTTPPP,BPT
,PPBBBPPTTT,BTB
TPP,BBTTTPPTTT,BPT
TBB,PPTTTPPBBB,PBP
TPP,BBPPPTTPPP,TBT
BPB,TTBBBTTPPP,BTP
TTP,TTTBBPPPBB,TBP
BTB,TTTBBTTTBB,TPB
,BBBPPTTTPP,TPT
BPP,BBTTTPPTTT,PPB
PTB,TTTBBTTTBB,PPB
PPB,PPBBBPPBBB,TBB
PBT,PPBBBTTPPP,TPB
BTB,TTTBBPPPBB,PTT
TPT,BBTTTPPBBB,TTB
PPP,BBTTTPPTTT,BTB
BBT,PPPTTPPPTT,PTP
BPT,BBBTTPPPTT,
BPB,TTTBBPPPTT,PBT
BTP,TTTBBPPPBB,PPP
PPB,PPTTTBBTTT,
TTB,PPTTTBBTTT,BTT
PPB,TTTPPBBBTT,BPT
BPB,PPPBBTTTBB,PTT
TTT,PPPBBTTTBB,PPP
PPP,TTTBBPPPBB,PTT
PTT,BBPPPTTPPP,TPT
PTB,PPPBBPPPBB,PBB
TPP,BBPPPTTBBB,TPP
BBP,TTBBBPPTTT,BPB
PPB,TTBBBTTPPP,TT
BTT,BBPPPTTBBB,PBB
BBP,TTTBBPPPBB,PTB
TBB,PPTTTBBPPP,BPB
PTB,PPTTTPPBBB,PTP
TBB,PPBBBPPBBB,PBP
PBT,BBTTTBBPPP,B
PBP,BBTTTPPBBB,PPP
BPT,PPPBBTTTPP,BPB
PBT,PPPTTPPPBB,TBP
BTB,PPBBBPPTTT,BPB
TPP,TTBBBTTBBB,PBB
BTP,BBPPPTTPPP,BBB
TBP,BBBPPBBBPP,BPT
BPT,BBBTTBBBPP,B
PPB,TTBBBTTPPP,TTP
BT,BBTTTPPTTT,PBB
PBP,BBBPPBBBTT,PTP
PTP,BBBPPTTTPP,BBB
BTP,TTPPPBBPPP,TBT
PPB,PPBBBTTBBB,PBB
BTP,TTBBBTTPPP,TTP
BPP,BBTTTPPBBB,PTB
BB,TTPPPTTPPP,BBT
PBT,PPPBBTTTPP,BPB
TPT,BBTTTPPBBB,PB
BTB,TTTBBTTTPP,TTB
TBT,BBPPPTTPPP,BBT
,BBTTTBBPPP,BBB
TPT,PPTTTPPTTT,PPT
TTT,PPTTTBBTTT,PBT
BBP,TTBBBTTBBB,PBP
PPT,PPPBBPPPBB,TPB
BTB,TTBBBTTPPP,
TTP,BBPPPTTBBB,TPT
PBT,BBPPPBBTTT,BBB
BTP,TTTBBPPPTT,BBP
BBP,TTTPPBBBTT,PTP
BPB,TTBBBPPBBB,TPP
BBB,PPPTTBBBPP,BBT
TBP,BBTTTBBPPP,TBB
T,PPPBBTTTPP,TTP
TPT,BBTTTPPTTT,BTT
BTB,PPBBBTTPPP,TTT
PTP,TTTBBPPPTT,PBP
PTB,TTTPPBBBPP,BBT
TTT,PPTTTPPTTT,PBB
TTB,TTTBBPPPTT,PPT
TTT,BBBPPTTTPP,BTB
BPB,PPBBBTTBBB,PBT
PBT,BBPPPBBPPP,TBB
PPB,PPPTTPPPTT,PTT
TPT,PPPTTBBBTT,BTT
BTP,TTTPPBBBTT,PPP
TTB,PPBBBPPBBB,TTB
BPT,BBBTTPPPBB,PTB
BTB,PPPBBTTTBB,PBP
BBT,BBBPPBBBPP,TBB
TBP,BBPPPBBPPP,TBB
T,PPBBBTTPPP,BPB
PBP,BBBPPBBBTT,BPB
PBB,PPBBBPPBBB,PTT
TPP,BBPPPTTPPP,TBB
PBP,TTBBBTTPPP,TBB
BBP,BBBTTBBBTT,BTT
PPB,TTTPPTTTPP,BPB
BPT,BBBTTPPPBB,PBT
PBT,PPPBBPPPBB,PTP
TPB,TTBBBTTBBB,PTB
BTB,PPPTTBBBPP,TPP
BTP,BBTTTBBTTT,PT
B,TTBBBTTPPP,TBP
PPB,TTBBBTTBBB,TPT
TPB,PPPBBTTTPP,TTB
BTP,TTPPPTTPPP,BTT
BBP,BBTTTPPTTT,PTP
TTB,TTBBBTTBBB,PPT
PBP,TTPPPTTPPP,TPB
BTT,BBTTTPPBBB,TTB
TPP,BBPPPBBPPP,TBT
PP,BBTTTBBTTT,PTB
PTB,TTBBBPPTTT,PTP
BPB,TTTBBTTTPP,BTP
BTT,PPTTTBBPPP,BPB
BBB,TTTBBTTTPP,TBT
TPT,PPBBBTTPPP,TBP
PPB,TTBBBPPBBB,TPT
TBT,PPPTTBBBPP,TBP
,BBTTTPPTTT,BBT
PPP,TTTPPTTTPP,TPB
PBT,BBPPPBBTTT,BBP
TTT,BBBTTBBBPP,BBT
BPT,PPTTTPPBBB,TB
PPT,BBBPPTTTPP,BBP
TTP,BBBPPTTTBB,PBP
BTB,TTTBBTTTPP,BBP
TBP,TTPPPTTBBB,TTB
TBB,TTBBBTTPPP,TPT
BPB,TTBBBTTPPP,BTB
PTT,PPTTTPPBBB,TTP
BT,BBTTTPPTTT,PTB
PTB,TTTBBPPPBB,PTP
TBP,TTBBBTTBBB,PBP
BTP,BBPPPBBTTT,PBB
TPT,BBTTTPPTTT,PPB
TTT,PPPBBPPPTT,PTP
TTP,TTPPPBBPPP,TTP
PB,TTPPPTTPPP,BPT
BBT,BBBPPBBBTT,PBP
TBT,PPPBBPPPBB,TPP
TPT,PPBBBTTPPP,BBP
PBP,BBTTTBBPPP,BPB
PPB,TTTPPBBBPP,BTT
PBP,BBPPPBBTTT,B
PTB,TTTPPBBBTT,BTB
PPT,BBBPPBBBPP,TPB
BTP,TTPPPBBTTT,BPB
P,TTPPPTTBBB,PBB
BTT,BBPPPTTBBB,PPP
PPB,PPTTTPPBBB,PBB
BBT,BBTTTBBPPP,BBB
BP,TTTBBPPPBB,PBP
BBT,PPTTTBBPPP,TBB
TBB,TTPPPTTPPP,TTB
BTT,BBPPPBBTTT,PTT
PT,BBBTTBBBTT,PPT
PTP,BBPPPTTBBB,PTP
BBP,BBTTTPPTTT,PBT
PTB,TTPPPBBTTT,BBB
TBT,BBBPPBBBTT,BBT
BPB,TTTPPTTTPP,TPP
TTP,TTTBBTTTBB,TT
BTB,TTTPPBBBPP,TTB
BTP,TTTBBPPPBB,TTB
TBT,PPBBBPPTTT,BTT
TPB,PPPTTPPPBB,PTT
TBT,BBPPPBBPPP,TBP
PPP,BBBTTPPPBB,PBT
BBT,BBTTTPPBBB,PBT
PPB,PPPBBPPPBB,PPP
TTB,PPPTTBBBTT,PPT
TTT,BBPPPBBTTT,BBP
PBP,BBBTTPPPTT,BPB
BTT,PPBBBPPBBB,TTT
TPT,BBTTTBBTTT,PB
TBP,TTPPPTTBBB,TBB
TTP,TTTPPBBBPP,TT
PPT,PPPTTPPPBB,TBT
BPT,PPPBBPPPBB,PBB
BTP,BBPPPTTPPP,BTP
TTP,BBBTTBBBTT,PPB
TBT,PPPBBTTTPP,TPB
BPT,PPBBBTTPPP,BTP
PTT,BBPPPTTPPP,BT
BTT,PPTTTBBPPP,T
BBB,TTPPPTTPPP,BTP
BBP,TTPPPTTBBB,TBB
BTB,PPPBBPPPBB,PPT
TPB,TTPPPTTPPP,BBP
TPT,BBBPPTTTBB,TPB
TTB,TTBBBPPBBB,TBP
PBT,PPPTTPPPTT,BBP
BTT,PPTTTPPBBB,TTP
BTP,TTTBBPPPBB,TPP
TPT,BBBTTBBBPP,BTT
,BBBTTBBBPP,TPT
BPB,PPBBBPPTTT,PPT
BPB,PPPBBPPPBB,TBB
PTT,PPBBBTTBBB,TTP
PTT,PPTTTPPBBB,PPT
PPB,PPTTTPPBBB,TTP
BTP,TTBBBPPTTT,BTB
PBB,PPTTTPPBBB,TBB
PTB,TTTBBTTTPP,T
TBP,TTTPPBBBTT,PTP
PBT,PPTTTBBTTT,PBB
BBP,TTTBBPPPBB,TBB
BPB,TTPPPTTPPP,TPT
PPT,BBBTTBBBTT,BPT
BTB,TTBBBPPBBB,PPB
TBP,TTTBBPPPBB,PTP
BTP,TTTBBTTTPP,BBP
PPB,TTTPPTTTBB,PPP
TBP,TTBBBPPTTT,BPB
PPT,PPTTTPPBBB,PTP
PBT,BBBPPTTTPP,BPP
PBP,TTTPPTTTBB,TTT
TPT,BBPPPBBPPP,TTB
BTT,BBPPPTTPPP,BPB
PPB,PPTTTPPTTT,
TTB,PPBBBTTBBB,TBP
TTP,TTTPPTTTPP,
TBT,BBBTTPPPBB,PTT
PPB,PPBBBTTPPP,BPB
PBT,BBPPPTTBBB,PBT
PTT,PPBBBTTBBB,PPB
PPB,PPTTTBBPPP,TBP
TPB,TTTPPTTTBB,TPT
TBT,BBBPPBBBPP,TB
TBB,PPBBBTTPPP,BPP
TTP,BBTTTBBPPP,TTB
TPT,BBBTTPPPTT,PTB
PBP,TTTBBTTTBB,PTB
BPT,BBBTTBBBTT,PPT
BPT,BBTTTBBPPP,BTT
PPB,PPBBBPPTTT,BPT
TPT,BBTTTPPBBB,PTT
TTT,BBBTTPPPBB,TBT
TPB,TTTPPBBBPP,BPT
BBP,BBBTTBBBPP,TTT
PP,BBTTTPPTTT,BTT
,PPPTTBBBPP,TPB
TBT,PPPTTPPPBB,PTB
T,PPPTTBBBPP,TPP
TPP,TTBBBPPTTT,PBT
PTT,BBPPPTTBBB,PPB
PBB,PPBBBTTPPP,BPP
BBP,BBBTTBBBTT,PTT
BPP,BBTTTBBPPP,BTT
TBP,TTBBBPPBBB,PPP
BTP,TTTPPTTTPP,T
PTP,BBBPPTTTBB,TTT
TPB,PPTTTBBTTT,BPP
PPB,PPPBBTTTPP,BTB
BPB,PPTTTBBPPP,TBT
PBP,TTBBBPPBBB,PPT
TBT,BBPPPTTPPP,TTT
TB,TTBBBPPTTT,BTP
TPT,BBBTTBBBTT,PTT
PPT,BBBTTPPPTT,P
PBT,BBBTTBBBPP,BPT
PPT,PPTTTBBPPP,BPP
BPB,PPPTTBBBTT,BBB
BBP,TTPPPTTBBB,TPB
PTP,TTPPPBBPPP,TTB
BPB,TTBBBTTPPP,T
BTB,PPTTTPPTTT,PBB
TTB,PPPBBPPPTT,BBT
TTB,TTTPPBBBPP,BBB
PBB,PPBBBTTPPP,TPP
BPB,TTTPPTTTBB,PBB
PTB,TTPPPBBPPP,TBP
TBT,PPPTTBBBTT,BBB
TPB,TTTPPTTTPP,TPP
BPT,PPBBBTTBBB,PPP
TBP,BBBPPBBBTT,BBP
PTB,PPPBBPPPBB,PTT
TPB,PPPBBTTTPP,TBT
,BBBPPBBBPP,BTT
PTB,TTPPPTTPPP,TPB
PPB,TTPPPTTBBB,PPB
PPB,TTPPPTTPPP,TTB
PPB,TTTPPBBBPP,TTP
,BBTTTBBTTT,PBB
PTT,PPTTTPPBBB,PPP
TBP,TTTPPTTTPP,TTB
TBP,TTPPPBBTTT,
BTP,BBBTTPPPTT,PTB
PBP,TTTBBTTTPP,TBT
BPB,TTBBBTTPPP,BBP
TBP,TTTPPTTTBB,TTT
BBT,PPPBBTTTPP,BBP
PTB,PPTTTBBTTT,PTB
T,PPTTTPPBBB,PBT
TTP,TTBBBTTBBB,PBB
BPT,PPPTTPPPBB,PBP
TPB,PPTTTPPTTT,BPP
BBT,PPPBBPPPTT,BTB
BPB,PPBBBTTPPP,TPP
TTT,BBBTTBBBTT,BBB
PPB,TTPPPTTPPP,TB
BTB,PPBBBTTBBB,PPB
TPB,PPPTTBBBPP,BBP
BPP,BBTTTBBTTT,PPB
PPB,TTTBBTTTPP,BPB
BPT,PPPBBPPPBB,PPP
PPT,BBTTTBBTTT,PTT
PPP,BBBPPTTTPP,
PT,PPTTTBBTTT,BPT
PBT,PPBBBTTBBB,TTT
BTP,TTPPPTTBBB,PBT
TB,TTBBBTTPPP,TPB
PBB,TTPPPTTBBB,TBP
TBP,TTTPPTTTPP,BTT
PTP,TTTBBPPPBB,TTP
TTP,BBTTTBBTTT,PTT
PBP,TTBBBTTPPP,BTT
PPB,PPBBBPPTTT,BTP
BTB,PPPTTPPPTT,BPT
PTT,PPBBBPPBBB,PP
BTP,BBTTTPPTTT,PTP
PTB,PPPTTBBBTT,PPB
TBP,TTBBBTTBBB,PPB
TPT,PPTTTPPBBB,
PPB,PPTTTPPTTT,BBT
TTB,TTBBBPPBBB,PBT
PPT,PPBBBPPTTT,PBP
BBT,BBPPPTTBBB,TTT
TTB,PPPTTPPPTT,PBB
BTP,TTTBBTTTPP,TPB
TPT,PPTTTPPTTT,PBT
BPB,TTPPPTTPPP,TBP
PTP,BBPPPTTBBB,PBB
BBP,BBBTTBBBTT,BPP
TPT,BBPPPTTBBB,PPP
BPB,PPBBBPPBBB,TPB
BTP,BBPPPBBPPP,BPB
TTP,TTPPPTTPPP,BPP
TTB,PPPTTBBBTT,BBP
,BBTTTBBPPP,TBT
BPT,PPPBBPPPTT,PPP
TPT,PPBBBPPBBB,PPT
BTP,TTTPPBBBPP,B
,TTTPPTTTPP,TBB
TBT,PPBBBPPTTT,BTP
BBT,PPBBBTTPPP,TTT
BBP,BBPPPBBPPP,BTT
BBT,BBPPPBBTTT,BPT
TBT,PPTTTBBPPP,
PBB,PPBBBPPTTT,PPT
PTB,TTTBBPPPBB,PTT
TBP,BBBPPBBBTT,BPT
BBT,BBTTTBBTTT,BTB
PBP,BBPPPTTBBB,TTP
TTT,PPBBBPPBBB,PTP
TBP,BBBTTBBBTT,BBB
PTT,PPBBBTTBBB,TPP
PBP,BBBTTBBBPP,BTB
BBT,PPBBBPPBBB,TTT
TBP,BBBPPBBBPP,
BTB,TTTPPTTTBB,TTT
TBP,TTTPPTTTBB,PBB
TTB,TTTPPBBBTT,BPP
TB,TTPPPTTPPP,BPP
PTP,BBPPPBBTTT,BTP
TBB,TTPPPTTBBB,PPB
PTB,PPTTTPPTTT,BBP
TTB,PPTTTPPBBB,PPB
PTT,BBTTTPPBBB,TTB
BT,PPBBBPPTTT,BPP
T,BBTTTBBTTT,BPT
PBP,TTTPPBBBPP,TPP
PTP,TTPPPTTPPP,BPB
TBT,BBBPPTTTPP,TBT
PTB,PPBBBPPBBB,
TTP,TTTBBPPPTT,PTB
PTB,PPPTTPPPBB,PBB
BPB,TTPPPTTPPP,BBB
BBT,PPPTTPPPTT,BPT
PPT,PPBBBTTBBB,PPP
TPB,PPTTTPPTTT,PBT
PPB,PPTTTPPTTT,BTP
BTB,TTPPPBBPPP,BBP
TBP,TTTPPBBBPP,TPP
PBP,TTPPPTTPPP,T
PTB,PPPBBPPPBB,TBT
PBB,TTPPPTTBBB,TTP
BTP,BBPPPTTPPP,BPB
PTB,PPTTTBBPPP,TBP
BTB,TTTBBTTTBB,PTT
TBT,PPTTTPPBBB,
TBP,BBPPPTTBBB,PPP
PTB,TTTBBPPPBB,PPB
BPT,PPPTTBBBTT,B
BPB,PPPBBTTTBB,PPT
BBB,PPPBBPPPTT,PTB
PPB,PPBBBTTPPP,BPP
TPB,PPPBBTTTBB,PTP
BTB,TTBBBPPTTT,BBB
BTT,PPBBBPPTTT,PPT
,PPBBBTTBBB,TPP
TBP,BBBPPTTTPP,BBB
,BBTTTPPTTT,PBT
PTP,BBBTTPPPTT,BPT
PPP,BBBTTBBBTT,BPP
TPB,TTTBBTTTPP,BBT
TPT,PPTTTBBPPP,BPP
BTB,PPBBBPPTTT,BTT
BTP,TTPPPBBTTT,PTP
PTP,TTTPPTTTBB,TPB
TTB,PPPBBPPPTT,PTP
PBP,BBBTTBBBTT,BBT
PPT,BBBTTPPPTT,PTB
BTP,TTTPPTTTBB,PBT
PPB,PPPBBTTTBB,PBP
TPB,TTTBBPPPTT,BPT
PBT,PPPTTBBBTT,BBP
PTB,TTBBBTTPPP,TTP
PPT,BBBTTPPPTT,BTB
B,TTPPPBBTTT,PTB
PTB,PPTTTPPTTT,BPT
PBT,PPBBBTTBBB,PPT
P,TTTBBTTTPP,TBB
PPP,BBBTTPPPTT,PTT
PPB,TTTBBTTTPP,TBB
TPT,BBTTTPPTTT,PPT
,TTTPPTTTPP,BBP
PBT,BBBTTBBBTT,BTB
TPP,TTPPPTTPPP,BTP
TTP,TTPPPTTPPP,TBP
BPP,BBPPPBBPPP,BBB
BBT,BBTTTBBPPP,TBT
BTB,PPPBBPPPTT,BPB
PPT,PPTTTPPTTT,PTB
PPT,BBBPPTTTPP,TPP
BPP,TTBBBTTPPP,TBT
TTT,PPPBBTTTBB,TBT
BP,TTPPPTTPPP,BTP
PPB,PPTTTBBTTT,BTB
TBP,TTBBBPPTTT,BPP
,TTBBBTTPPP,BTT
TBT,BBTTTBBPPP,BPT
BBP,BBBPPBBBPP,BTT
TPT,BBPPPTTBBB,PPB
PBB,PPBBBTTBBB,PPB
PBB,PPBBBPPBBB,PPB
PBP,TTBBBTTPPP,TTP
TPT,PPPBBPPPTT,P
,BBBTTBBBTT,BBT
BTB,PPTTTBBPPP,TTP
BTB,PPPBBPPPBB,PBB
TBB,TTPPPTTPPP,BPT
BTP,BBTTTBBPPP,BTT
BBP,TTTPPBBBPP,TTB
PPB,TTTBBPPPBB,TTT
BTB,TTTPPTTTPP,TPT
,TTTBBTTTBB,PBP
PBP,TTBBBTTPPP,TP
PBB,PPTTTBBTTT,PTT
BTB,TTBBBTTPPP,TTP
TTB,PPPTTPPPBB,TPP
,TTBBBTTPPP,TBB
PTB,PPPTTPPPBB,TPP
TTB,PPPBBPPPBB,PPB
PBP,BBTTTBBPPP,TPT
