before,pingpong_L,after,length
PPBPPP,BPBPP,BBPBPP,5
BPBPPB,BPBPP,BPBBBB,5
PBPBPB,PBPBB,PBPPPB,5
BPPPBB,PBPBB,BPBPPB,5
BPBPBB,BPBPP,BPBBBB,5
BBBBBP,BPBPP,BPBBPB,5
PBPPPB,BPBPP,BPPPBB,5
PPBBPB,PBPBB,PBPPBP,5
PPPPPP,BPBPP,BBPPPB,5
PBBPPP,BPBPP,BBPBPB,5
PBPPBB,PBPBB,PBBBPP,5
BBBBBP,BPBPP,PBBBBB,5
PBBBBB,PBPBB,PPPBPP,5
BBPPPB,PBPBB,BBBPBB,5
BPBBPP,PBPBB,PBPBBB,5
PPBPBB,PBPBB,BBPPPB,5
BPPBBP,BPBPP,PBBPPB,5
BBBPPB,PBPBB,BBBPBB,5
BPPPPP,PBPBB,PBPBPB,5
BPBBPB,PBPBB,PBPBBP,5
BPBPBB,PBPBB,PPPBBP,5
PPPBBP,BPBPP,PPBBBP,5
BBBPPB,BPBPP,BPPBBB,5
BPBBPB,PBPBB,PBPPPP,5
PBPPPB,PBPBB,BBBBPP,5
BBPBBP,BPBPP,PBPPBP,5
BBBPPB,BPBPP,BPPBBB,5
BPBBPB,PBPBB,PBPPPP,5
BBBBPB,BPBPP,PBBBBP,5
PPBBBB,PBPBB,PPPBPP,5
BPPPBP,PBPBB,PBBBPB,5
PBBPBB,BPBPP,BPBBPP,5
PPPPBB,PBPBB,BPPBPB,5
BBPPBP,BPBPP,BBPBBP,5
PPPBBP,BPBPP,PBBBPB,5
PBBPPB,BPBPP,PPBPBP,5
PPPBPB,PBPBB,BPBBPP,5
PBBBPB,BPBPP,BPBBBP,5
BBBBBB,PBPBB,BBBPPB,5
BBBBPB,BPBPP,BPBBBP,5
BPBBBP,BPBPP,PPBPBB,5
BPBPPP,PBPBB,BBPPBP,5
BPPBPP,PBPBB,PBPBBP,5
PPBPBB,PBPBB,PBBBBB,5
BPPBPP,BPBPP,PBPPBP,5
PBBBPP,BPBPP,BBBBBP,5
BBPPPB,BPBPP,PPPBBB,5
BBPBPB,PBPBB,PPPPPP,5
BPPPPP,PBPBB,PBBPBB,5
BBBPPB,BPBPP,PPBPBP,5
PPPPBP,PBPBB,PBBBBP,5
BBPBBB,BPBPP,BBPBBB,5
PPBPPB,PBPBB,PPBPBP,5
PBBPPB,PBPBB,BPBPPP,5
BPBPBB,BPBPP,PPBBPB,5
PPBBPB,PBPBB,PBBBPP,5
BBBBPP,PBPBB,BPBBBB,5
BBPBBB,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PPBBBP,5
PPPBBP,BPBPP,BBBBPB,5
BBBBPB,BPBPP,BPBPBP,5
PBBPBP,BPBPP,BPPBPP,5
PBPPBP,BPBPP,BBBPBP,5
BPPBBB,PBPBB,BBBBBP,5
BBBBPB,BPBPP,PPPPBB,5
PBBPBP,BPBPP,BBBBBP,5
PPPBBP,PBPBB,PBBBBP,5
PBBPPB,PBPBB,PPBBPB,5
BBPPBB,PBPBB,BPPBPP,5
PPBBPB,PBPBB,PBBBPP,5
BBPPBP,BPBPP,BPPBBP,5
BPPBBP,BPBPP,PBBPBB,5
PBBPPB,PBPBB,PPBPPP,5
PPBBPB,BPBPP,PBPBBP,5
BBPBPP,PBPBB,PPPPBB,5
PBBBBP,PBPBB,BBPPPB,5
PPPBBP,BPBPP,BBBBBP,5
PPPPBB,PBPBB,PBBPPB,5
BPBBBP,PBPBB,BPBPBB,5
PPBBBB,BPBPP,PBPPBP,5
PPPBBB,BPBPP,BPPBPP,5
PBPPBP,PBPBB,PBPBBB,5
PPBPBB,PBPBB,BPBPPP,5
BPBPBB,BPBPP,PPPPPP,5
BBBPPP,PBPBB,BPPBBP,5
PPBPPB,BPBPP,BBPBPP,5
BPBPPB,BPBPP,BPPPBB,5
PBBPPB,BPBPP,BBBBBP,5
BPBBBP,BPBPP,BPPBBP,5
PPBPPB,BPBPP,PBPPBP,5
BPBBPB,BPBPP,BBBPBB,5
PBBBPB,PBPBB,PPPPBP,5
BBBPBB,PBPBB,BBPPPB,5
PPPBBP,BPBPP,PBBBBB,5
BBBBBB,PBPBB,BPBPPB,5
BPBPBB,BPBPP,BPBBPB,5
BPPBPB,BPBPP,BBBBBP,5
PBPBBP,PBPBB,BBBPBP,5
BPBBBB,BPBPP,BPPBBB,5
PBBPPP,BPBPP,BBBPBB,5
BPPPPB,PBPBB,BBPPPB,5
BBBPPB,PBPBB,PBPBPB,5
PBBPBP,BPBPP,PBBBBP,5
PBPBPB,PBPBB,BBBBPB,5
BBPPBB,PBPBB,PPPPBB,5
BBBPPP,PBPBB,BBPBPP,5
PBPBBB,BPBPP,PBPBPP,5
BPBPPP,BPBPP,PBBPBP,5
PBPPPB,BPBPP,PBBBPB,5
BBPBBB,PBPBB,PPBBBB,5
BPPBPB,PBPBB,BPBPBP,5
BPBBBP,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PBBBPB,5
BPPPBB,BPBPP,PPBBPP,5
PPPBPP,PBPBB,PBBPPB,5
BBBBPB,PBPBB,PPBBBP,5
BPPBBB,PBPBB,PPBBPP,5
BPPPBP,PBPBB,BPPPBB,5
BPBBBB,PBPBB,PBBPBB,5
PPBPPP,PBPBB,BBBPPB,5
PPBBBB,BPBPP,BBBPBB,5
BPPBBB,PBPBB,BPBPBB,5
PBPBBB,PBPBB,BPBBPB,5
PPPPPB,BPBPP,PBPBBP,5
BBPBPP,PBPBB,PPBPPB,5
PBPPBP,PBPBB,PPBPBB,5
PBPBBP,PBPBB,PBBBBP,5
BPPPBP,PBPBB,BPPBPB,5
PBPPBB,PBPBB,BBPPPP,5
PPPPBP,PBPBB,BPPBPP,5
PBBPPP,BPBPP,PPBBBB,5
PPBBPB,BPBPP,BBBBPB,5
PPBBBB,PBPBB,BPPPBB,5
PPPBBP,PBPBB,PBBPBB,5
BBBBPB,PBPBB,PPBBPB,5
BPPBBP,BPBPP,PBPPPP,5
PPPBBP,BPBPP,BPBBBP,5
BBPPPP,BPBPP,PPPBBP,5
BBPPPP,BPBPP,PPBPBP,5
PPPPBP,PBPBB,PPPPBB,5
PPPBPP,BPBPP,PBPPPB,5
PPPPPB,BPBPP,PBPBPB,5
PBPPPB,PBPBB,PPBPPB,5
PBPPPB,PBPBB,PBPBBP,5
BPBPBB,PBPBB,PBBPBP,5
PBBPBP,BPBPP,BBBPBP,5
BPPBBB,PBPBB,BPBBPP,5
PPBBPP,PBPBB,BPBBBP,5
BBBPBB,BPBPP,PPPBPP,5
BPPPPP,PBPBB,PBBPPP,5
BPPPBP,BPBPP,BBPPBP,5
BPPPPB,PBPBB,BBBBPB,5
PPPBPP,BPBPP,PBPBBB,5
PBPBPP,PBPBB,BBPPBB,5
BBBPBB,PBPBB,BBPPBB,5
PPPPBP,PBPBB,BPBPPB,5
PPBPBB,BPBPP,BBBPBP,5
BPPBBB,PBPBB,PPBPPP,5
PPPPBP,PBPBB,BPBPPB,5
PPBPBB,BPBPP,BBBPBP,5
BPPBBB,PBPBB,PPBPPP,5
PPBBPP,BPBPP,PBBBBB,5
PBBBBB,PBPBB,BPBBPP,5
BPPBBP,BPBPP,PBPPBP,5
BPPPBP,PBPBB,PPPPBB,5
PBBPPP,PBPBB,PBBBBP,5
PBBBBP,PBPBB,PBPPBB,5
BBPBPP,PBPBB,PPPBPB,5
PBBPPP,BPBPP,PBPPBB,5
BPPPPB,PBPBB,PPBBBP,5
BPPPPB,PBPBB,PPBPBB,5
PBPBBP,PBPBB,BBBBBB,5
PBBBPP,PBPBB,BBBPPB,5
PPPBPB,PBPBB,PPBBBP,5
PBBBPP,PBPBB,PBPBBB,5
PPBPBB,PBPBB,BPPBBP,5
BBBBPP,PBPBB,PBPPBB,5
PPBBBP,BPBPP,PBBPBP,5
PBPPPB,BPBPP,PBBBBB,5
PPBPBB,PBPBB,PPPBPB,5
PBBPPP,BPBPP,PPPBBB,5
PBBBBP,BPBPP,BBPPPP,5
BBBPBP,BPBPP,BBPPBP,5
BPPBBP,PBPBB,BPBPPB,5
PPBPBB,BPBPP,BBBPPB,5
PPBBPP,PBPBB,PPPPPB,5
PBBBBP,PBPBB,PBBBBB,5
BPBBBB,BPBPP,PBBBPP,5
PPBPPP,PBPBB,PPPPBB,5
PPBBBB,PBPBB,PPPPBP,5
BBPPPP,BPBPP,BBBPPB,5
PPBPPB,PBPBB,BPBPPP,5
BBBBPP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BBBPPP,5
BPPPBP,BPBPP,PBBBBP,5
PPPBPP,PBPBB,PPBPPB,5
PBPPBP,PBPBB,BPBPPP,5
PPBPBB,BPBPP,PBBBPP,5
BBBBBB,PBPBB,PPPPPP,5
PPPPPP,BPBPP,BPPPPB,5
PPBPPP,PBPBB,BBPPPB,5
PBBBPB,PBPBB,PPBBPP,5
BBPPPB,PBPBB,PBPBBP,5
BPBPBB,PBPBB,PBBPPB,5
PBPBBB,PBPBB,PBPPBP,5
BBPBPP,BPBPP,PPBBPP,5
PBBBPP,BPBPP,BBBBPB,5
BPBBBP,BPBPP,BBBPBP,5
BPPBBB,PBPBB,BBBPPB,5
BPBPBB,BPBPP,BBPPBB,5
BBBBPP,PBPBB,BPPBBP,5
BPBPBB,BPBPP,BBPPBB,5
BBBBPP,PBPBB,BPPBBP,5
PBBPPB,PBPBB,BPBPBP,5
PBBBPB,PBPBB,PBPPPB,5
BPPBBB,BPBPP,PBPBPP,5
BPBPPP,BPBPP,BPBPBB,5
BPPBBB,BPBPP,PBPBPP,5
BPBPPP,BPBPP,BPBPBB,5
PBBPBP,BPBPP,BBBPBP,5
PBPPBB,BPBPP,PBPPPB,5
BBPBPP,BPBPP,BBBBBP,5
BBBBBP,PBPBB,BBBBPB,5
BPPBBB,BPBPP,PBBPPP,5
BPPPBB,BPBPP,PBBBPP,5
PPBBBB,PBPBB,BBBPBP,5
BPBBBB,BPBPP,BBPBPB,5
PPBPBP,BPBPP,PBBBBP,5
BPPBPP,BPBPP,BPBBPB,5
PPBPPP,PBPBB,PPPPBP,5
PBBPPP,PBPBB,PPBBBP,5
PBBPBP,BPBPP,BBPBBP,5
PPBBPP,PBPBB,BBPPBP,5
BBBPPB,PBPBB,PPBPBB,5
PBBBPP,PBPBB,BPBPPP,5
PPBPBB,BPBPP,PBBPBP,5
PBPPPB,BPBPP,BPBBBP,5
BPPBBP,PBPBB,PBBBPB,5
BBBBPP,PBPBB,PPPBPB,5
BPBBPP,PBPBB,BBBPBP,5
BBBBBP,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PBBBBP,5
PPPBBB,BPBPP,PBPPPB,5
BPBBBB,PBPBB,PPPBPP,5
BPPPPP,BPBPP,PPBBPB,5
BPPPPB,BPBPP,PPPBBP,5
PPBBBP,BPBPP,BPBBBP,5
BPBBBP,PBPBB,BBBBPP,5
BPPBPP,BPBPP,BPBBBB,5
BBPPBP,PBPBB,PPPBBB,5
PPBBBB,PBPBB,PBBPPB,5
BBPPBP,BPBPP,PPPPBB,5
BBBPBP,BPBPP,BBBBPP,5
BBBPPP,PBPBB,BPBBBB,5
BPBBBB,BPBPP,PBBPBB,5
BPBBPB,PBPBB,BBPBPP,5
BPBBBB,BPBPP,PBBPBB,5
BPBBPB,PBPBB,BBPBPP,5
PBPPBB,PBPBB,BBPPBP,5
PPBBPP,BPBPP,BBBBPP,5
BBBPPP,BPBPP,PBBPPB,5
BPPBBB,BPBPP,PBPPPP,5
PPBPPP,BPBPP,BBPBBP,5
PPBBPB,BPBPP,BBPPPB,5
BBBBPB,BPBPP,PBBBPP,5
BPBBPB,BPBPP,BBPBBP,5
BBBBBP,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PPPBPB,5
PPPPPB,PBPBB,BPPPBB,5
PBPPBB,BPBPP,PBBPPP,5
BBPPPB,PBPBB,PBBBPP,5
BPBBPP,PBPBB,PPPBPP,5
PPBPPB,PBPBB,PBPBPB,5
BPBBPB,PBPBB,BBPPBP,5
BBPPBP,PBPBB,PBBBBB,5
PBBBBB,PBPBB,BPBBPB,5
PBBBPB,BPBPP,PPPPPB,5
BBBPPB,BPBPP,PBBPPB,5
PPBBPP,BPBPP,BPBPPP,5
PBPBPP,BPBPP,PPPPBB,5
PPBBPP,PBPBB,PBPBBP,5
PPBPBB,PBPBB,PBPBPB,5
BPBBPB,PBPBB,PBBPPB,5
PPPPPB,BPBPP,BPBBBB,5
PPPPBB,PBPBB,BBBBBB,5
PBPBPB,PBPBB,PBPBBB,5
PPBPPB,PBPBB,PBBPPP,5
PPPPPB,BPBPP,BPBBBB,5
PPPBPB,PBPBB,PPBPBB,5
PBPBBP,PBPBB,PPPPBB,5
PPBPPB,PBPBB,PPBPBP,5
PBBPPB,PBPBB,BPPPBB,5
PPBPPB,PBPBB,PPBPBP,5
PBBPPB,PBPBB,BPPPBB,5
PPBBPP,PBPBB,BBBBPB,5
BPPPBB,PBPBB,PPPBBP,5
PPPPPB,BPBPP,PBBPPP,5
PPPPPB,BPBPP,PBBPPP,5
PPBBBP,BPBPP,BBBPPB,5
BBBPPB,PBPBB,PPBBBP,5
BBBPBB,BPBPP,PBPPBP,5
BBPBBP,BPBPP,BPBBPB,5
PPBPBB,PBPBB,BPPBPP,5
BBPPBP,PBPBB,BBPPPP,5
PPBPPP,BPBPP,PBBPBB,5
BBPPBB,PBPBB,PBBPPB,5
BBPBBP,PBPBB,PPBBPP,5
PBPPPP,PBPBB,BPBPPP,5
PPBPBB,BPBPP,PPBPPP,5
PPPPPB,BPBPP,BBBPBP,5
PPBBBP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BBBBBP,5
PPPPPB,BPBPP,BBBPBP,5
PPBBBP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BBBBBP,5
PPBPPB,BPBPP,BPBBPP,5
BBPBPB,PBPBB,PPPBPP,5
BPBPPB,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PBPPBB,5
BBBBBB,BPBPP,BPBBBP,5
PPBPBB,BPBPP,PBBBPP,5
BBBPPB,PBPBB,PBPBPP,5
PBPBBP,BPBPP,BBPPPB,5
PPBBPP,PBPBB,PPPPPP,5
PPBBPB,PBPBB,PPBBBB,5
BBBPPP,BPBPP,PBBPBB,5
PBBPPP,BPBPP,BPPPPB,5
BPPPPB,BPBPP,PPBPPP,5
PPBBBB,PBPBB,PPBPBP,5
BPBBPP,BPBPP,PPBBPB,5
PPPPBB,PBPBB,PBPBBP,5
BBPPPB,PBPBB,BPBBPP,5
PPBBPB,PBPBB,BPPPBP,5
PPPBBP,PBPBB,PBPBBP,5
PPBPBB,PBPBB,PBPBPB,5
BBPBPB,PBPBB,BPPPPB,5
PPPBBP,PBPBB,PBPBBP,5
PPBPBB,PBPBB,PBPBPB,5
BBPBPB,PBPBB,BPPPPB,5
BPPBPP,BPBPP,PBBBPP,5
BPBBBB,BPBPP,BBBBPP,5
BBPBPB,PBPBB,BBBBPP,5
PPPBBB,PBPBB,BBBPPB,5
BBPBPB,PBPBB,BBBBPP,5
PPPBBB,PBPBB,BBBPPB,5
BBPBPB,PBPBB,BBBBPP,5
PPPBBB,PBPBB,BBBPPB,5
BBPBPB,PBPBB,BBBBPP,5
PPPBBB,PBPBB,BBBPPB,5
BPPBBP,BPBPP,PPBBPP,5
PPPPBP,PBPBB,BPBBPP,5
PBBPPP,BPBPP,BPBBBB,5
BBBPPB,BPBPP,BPPPPP,5
BPPBBB,BPBPP,PBBBPB,5
BBBPPP,PBPBB,PPPBPB,5
PPBBPP,PBPBB,BPPBPP,5
PPBPPP,BPBPP,BPBBBB,5
BPBBPP,BPBPP,BBBPBB,5
BPPPPP,PBPBB,BPPPBP,5
PPBPBP,BPBPP,BPPPPB,5
BPPPPB,BPBPP,PPBBBB,5
PPPBBB,BPBPP,BBPBPP,5
BBBBPP,BPBPP,PBPBBP,5
PBPBPP,PBPBB,PPBBBP,5
BBPBPB,PBPBB,PPBPPP,5
PPBPPP,PBPBB,BBBBBP,5
BBPBPB,PBPBB,PPBPPP,5
PPBPPP,PBPBB,BBBBBP,5
PPPPBP,BPBPP,PPPBBB,5
BBBBBP,BPBPP,BPBPBB,5
BPBPPB,PBPBB,BBPBPP,5
PBPBBB,BPBPP,PBBPBP,5
BBPPPP,BPBPP,PPBPBP,5
BPPPPB,PBPBB,PBPPPB,5
BBBBPB,PBPBB,PPBBBP,5
BPPBBB,PBPBB,BPPPPP,5
BBPPBB,BPBPP,BBBPBB,5
BBPPBB,BPBPP,BBBPBB,5
PBPPBP,PBPBB,BPPBPB,5
PBBBPP,BPBPP,BPBBBB,5
BBBBBB,BPBPP,PBBBBB,5
BBPPPB,BPBPP,PPBPPB,5
PBPBPB,PBPBB,BBBBBP,5
PBBBBB,BPBPP,PPPPPP,5
BPPBPP,PBPBB,PBBBPP,5
PBBBPP,BPBPP,BBBPBP,5
PBPPBB,BPBPP,PPBBPP,5
PPBBPP,BPBPP,BPPBBP,5
BBBBBB,BPBPP,PBPPBP,5
BPPPBB,PBPBB,PBPPPB,5
BPPBPP,BPBPP,BBPPBP,5
BBBBBB,PBPBB,BPPPBP,5
BBBPPP,BPBPP,PBBPBB,5
PPPPPB,BPBPP,BBBPBP,5
PBBBPB,PBPBB,BBBPPB,5
BBBBBP,PBPBB,BBBBBB,5
PPPPPB,BPBPP,BBBPBP,5
PBBBPB,PBPBB,BBBPPB,5
BBBBBP,PBPBB,BBBBBB,5
PPPPPB,BPBPP,BBBPBP,5
PBBBPB,PBPBB,BBBPPB,5
BBBBBP,PBPBB,BBBBBB,5
BBBBPB,PBPBB,PPPPPB,5
BBPPPP,PBPBB,PPBPPP,5
BBBPBP,BPBPP,PBBBBP,5
BBBBPB,BPBPP,PBPPPB,5
BPPPBB,BPBPP,BBBPBP,5
PBPPBB,BPBPP,BPPBPP,5
PPBBBP,BPBPP,BPPPBP,5
BPPBPB,PBPBB,PBBPBP,5
PPPBBB,PBPBB,BPPBPP,5
PBPPPB,PBPBB,BPPBPP,5
BBPPPP,BPBPP,PBPPBP,5
PPBPPP,BPBPP,PBPBBP,5
PBPBPP,PBPBB,PBPPPP,5
PPPBPP,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PPPBBB,5
BPPPPP,BPBPP,BPPBPB,5
PPPBPP,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PPPBBB,5
BPPPPP,BPBPP,BPPBPB,5
BPPBBB,BPBPP,PPBPPP,5
PBPBBB,PBPBB,BBPPPP,5
BBBPPP,PBPBB,BBBPPP,5
PBPBBB,PBPBB,BBPPPP,5
BBBPPP,PBPBB,BBBPPP,5
PPPPBP,BPBPP,BPBPBP,5
BPPBPB,PBPBB,PPPBBB,5
PBPPBP,BPBPP,PPBBPP,5
BPPBPP,BPBPP,PBBBPB,5
PPPPBP,PBPBB,BBBBBB,5
BPPPPP,BPBPP,BPBBBB,5
PPBBPB,PBPBB,PPBPPP,5
PBPPPP,PBPBB,PBPPBB,5
PPBBBB,PBPBB,BPPBBP,5
PPBPPP,PBPBB,BBBPBB,5
PPBPPP,PBPBB,BBBPBB,5
BPBBBP,BPBPP,BBPPBP,5
PPBBPP,BPBPP,BBPPBB,5
BBPPBB,PBPBB,PBPPBB,5
BBPPBB,PBPBB,PBPPBB,5
BPPBBP,PBPBB,BBBPPP,5
BBPPPB,PBPBB,PPPPPB,5
BBBPPP,PBPBB,BPBBPB,5
PBBBPP,PBPBB,BPBBBP,5
BPBBBP,PBPBB,BPBPBB,5
PBPBBB,PBPBB,BBBBBP,5
PBBBPP,PBPBB,BPBBBP,5
BPBBBP,PBPBB,BPBPBB,5
PBPBBB,PBPBB,BBBBBP,5
PBBPPB,BPBPP,BBPBBP,5
PPPBBP,PBPBB,PBPPPP,5
BBBBBB,BPBPP,PBPBPB,5
PBPPPB,PBPBB,BBBBBP,5
BBBPPP,BPBPP,BBBPBP,5
PPBBBP,BPBPP,PBPBPB,5
PBPPPB,PBPBB,BBPPBP,5
BBBBPB,BPBPP,PPBPPP,5
BBPPBB,BPBPP,PBPBPB,5
BPPPBP,BPBPP,BBPPBB,5
BBBBBB,PBPBB,BBPBBP,5
PBBPBP,PBPBB,BPPBBB,5
PPBBBB,PBPBB,PBPPBB,5
PPBBBP,BPBPP,BBBPBB,5
BBPBBP,BPBPP,BPBBPB,5
BPBPBP,BPBPP,PBBPPP,5
PPBBPB,PBPBB,BPBBBB,5
BPBBBB,BPBPP,PPPPPB,5
PPPPPB,PBPBB,PPBPPB,5
PPBBPB,PBPBB,BPBBBB,5
BPBBBB,BPBPP,PPPPPB,5
PPPPPB,PBPBB,PPBPPB,5
PPBBPB,PBPBB,BPBBBB,5
BPBBBB,BPBPP,PPPPPB,5
PPPPPB,PBPBB,PPBPPB,5
BBBBBP,PBPBB,PBBPBP,5
PBBPBP,BPBPP,PPPPPB,5
BBBBBP,PBPBB,PBBPBP,5
PBBPBP,BPBPP,PPPPPB,5
BPBPPP,BPBPP,PPBBBP,5
PPPBBB,PBPBB,PBPPPP,5
BBPPBP,BPBPP,PBBBPB,5
BPBBPP,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PPPPPB,5
PPPPPP,BPBPP,PPPBPP,5
BPBBPP,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PPPPPB,5
PPPPPP,BPBPP,PPPBPP,5
BPBBPP,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PPPPPB,5
PPPPPP,BPBPP,PPPBPP,5
BBBPBP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BPPBPP,5
PPPPPP,PBPBB,PBBBPP,5
PBBBPP,BPBPP,PBPBPP,5
BPBPPP,BPBPP,BBPBBB,5
BBPPBP,PBPBB,PPBPBB,5
PBPBBP,PBPBB,BPPBBP,5
BBPPPB,PBPBB,PBPBBB,5
PBBBPB,PBPBB,PBBPBB,5
BBPBPB,PBPBB,BPPPBP,5
PBBPPB,BPBPP,PBBPPP,5
PPBPPP,PBPBB,PBPBPP,5
PBBPPB,BPBPP,PBBPPP,5
PPBPPP,PBPBB,PBPBPP,5
PPPPBB,BPBPP,PPPPPB,5
PPBPBP,BPBPP,PPBPBB,5
BPBPPP,PBPBB,PPBPBP,5
PBBPPB,PBPBB,BBBPBP,5
PBBBBB,PBPBB,BPPPBB,5
PPBPBP,BPBPP,PPBPBB,5
BPBPPP,PBPBB,PPBPBP,5
PBBPPB,PBPBB,BBBPBP,5
PBBBBB,PBPBB,BPPPBB,5
PPBPBP,BPBPP,PPBPBB,5
BPBPPP,PBPBB,PPBPBP,5
PBBPPB,PBPBB,BBBPBP,5
PBBBBB,PBPBB,BPPPBB,5
PBPPPB,PBPBB,PBBPPP,5
BPBBPB,BPBPP,BBBBBB,5
BBBPBP,BPBPP,BPPBBB,5
PPBPPB,PBPBB,BBBPPB,5
BPPBBB,BPBPP,PBPBPB,5
PPBPPB,PBPBB,PPBPPP,5
PBBPPB,PBPBB,PPBBBB,5
PPBPPP,PBPBB,BPBPBB,5
PBPBBB,PBPBB,BBBBPP,5
PBBPPB,BPBPP,PBPPBB,5
PPBBPP,BPBPP,BBBPBB,5
PPBBPP,BPBPP,BBBPBB,5
BBBBPP,PBPBB,BBBPBP,5
BPBBBB,BPBPP,BBBBPP,5
BBBPPB,BPBPP,PPBBPB,5
BBPBBP,BPBPP,PBPPPP,5
BPPPPB,PBPBB,BPPBPP,5
BBPBBP,BPBPP,PBPPPP,5
BPPPPB,PBPBB,BPPBPP,5
BBPBBP,BPBPP,PBPPPP,5
BPPPPB,PBPBB,BPPBPP,5
PBBBBB,BPBPP,PBPBPP,5
BPBPPP,BPBPP,BPBPBB,5
BPBPPB,PBPBB,BBBPPB,5
BBPPBP,BPBPP,PBPBBB,5
PPPPBB,PBPBB,PPPBBB,5
BBPPBB,BPBPP,BBPPPP,5
BPPPBB,PBPBB,PBBPPB,5
PBBPPP,PBPBB,BBPPPP,5
BBPBBB,PBPBB,BPPPBB,5
PBPPBB,BPBPP,PBBBBP,5
BPPBPP,BPBPP,PBBPBP,5
PBPPBB,BPBPP,PBBBBP,5
BPPBPP,BPBPP,PBBPBP,5
BBPBPP,BPBPP,PPPBBP,5
BPPPPP,BPBPP,BBPPPP,5
BBPPPP,BPBPP,BBBBPP,5
BBPBPP,BPBPP,PPPBBP,5
BPPPPP,BPBPP,BBPPPP,5
BBPPPP,BPBPP,BBBBPP,5
BPBBBP,PBPBB,BPPPPP,5
BPBBBP,PBPBB,BPPPPP,5
PBBBPB,BPBPP,PBBPPP,5
PBPBPB,PBPBB,PBBBPP,5
BPPPBP,BPBPP,BBBBPB,5
BPPPBP,BPBPP,BBBBPB,5
BPBBPB,PBPBB,BBPPPP,5
BPPPPB,BPBPP,PBBBPB,5
BPBBPB,PBPBB,BBPPPP,5
BPPPPB,BPBPP,PBBBPB,5
PPBBPP,PBPBB,BPPBBB,5
BBBBPB,PBPBB,PPPPPB,5
PPPPBB,BPBPP,BBPPPB,5
BPPPBB,PBPBB,BPPBPB,5
BPBBBP,PBPBB,PBBPBP,5
BPBBPB,BPBPP,BBPBBB,5
PBBPBB,PBPBB,PPPBBP,5
BPBBPP,PBPBB,BBPBBP,5
BBBPBB,PBPBB,BPBPPP,5
BPBPBB,BPBPP,PBPPBP,5
PPPBPB,PBPBB,PBBPPB,5
PPPPBB,BPBPP,BPBPPB,5
BBPBPP,BPBPP,BPPPBP,5
PPBPPP,BPBPP,BBPPBP,5
BPPBPB,PBPBB,BPPBPP,5
PBPBPB,PBPBB,PBBBPP,5
PBPPBB,BPBPP,PPBBPB,5
PPPPBB,PBPBB,BBPBBB,5
BBBPBB,BPBPP,BBPPPP,5
PBPPBB,BPBPP,PPBBPB,5
PPPPBB,PBPBB,BBPBBB,5
BBBPBB,BPBPP,BBPPPP,5
PBPPPP,PBPBB,BBBPBP,5
PBBBBB,PBPBB,PPPBBB,5
PBPPPP,PBPBB,BBBPBP,5
PBBBBB,PBPBB,PPPBBB,5
BBPBPP,BPBPP,PPPPPP,5
PPPPPP,BPBPP,PPPBPB,5
PBPPPP,PBPBB,BBPBPP,5
PPPPPP,BPBPP,BBPBPB,5
PPBBPB,PBPBB,BBBPBB,5
BPPBPP,PBPBB,PBPPPP,5
BPPBPP,PBPBB,PBPPPB,5
PPBBPB,BPBPP,PBBBPP,5
PPBBPB,BPBPP,PBBBPP,5
PPBBPB,BPBPP,PBBBPP,5
PPPPPP,PBPBB,BBPBPB,5
BPBBBB,PBPBB,BPBPBB,5
PBPBBB,PBPBB,BBPBPB,5
PBBBBP,BPBPP,BPPPBP,5
BPBBPP,BPBPP,BPBPBP,5
PBPPBP,BPBPP,BPPBPP,5
PBBBPB,PBPBB,BPPPPB,5
BBPBBB,BPBPP,BBPBBP,5
PBBBBB,PBPBB,PBPPPB,5
PBBBBB,PBPBB,PBPPPB,5
BPBBBP,BPBPP,BBBBPB,5
BBPPPP,BPBPP,PBPBPP,5
BPBPPP,BPBPP,PBBBBP,5
PPPBBB,BPBPP,PBPBPP,5
BPBPPP,BPBPP,PPPPBB,5
BBPPPP,BPBPP,PBPBPP,5
BPBPPP,BPBPP,PBBBBP,5
PPPBBB,BPBPP,PBPBPP,5
BPBPPP,BPBPP,PPPPBB,5
BPPPBB,BPBPP,PBBPPB,5
PPPBBP,PBPBB,PPBBBP,5
PBPBPB,PBPBB,BPPPPP,5
BPPPBB,BPBPP,PBBPPB,5
PPPBBP,PBPBB,PPBBBP,5
PBPBPB,PBPBB,BPPPPP,5
BPPPBB,BPBPP,PBBPPB,5
PPPBBP,PBPBB,PPBBBP,5
PBPBPB,PBPBB,BPPPPP,5
PPBPBP,BPBPP,PBPPPB,5
PBPPPB,PBPBB,PBBBBB,5
BBBPPB,PBPBB,PBBPPB,5
