before,flip_trigger,after,length,flip_to
PPBPPP,BPBPPP,BBPBBP,6,P
PPBPPB,BPBPPP,BPBPPB,6,P
BPPPPP,BPBPPP,PBBBPP,6,P
PPPPBB,PBPBBB,BBPBBP,6,B
PPBPPB,PBPBBB,BPPBPP,6,B
PBPPBB,PBPBBB,BBBBPB,6,B
BBBBBB,PBPBBB,BPBPPB,6,B
PBBPPB,PBPBBB,PPPPPB,6,B
PBBPBP,BPBPPP,BPPBBB,6,P
PPPPPB,BPBPPP,PBBBBP,6,P
PBBPBP,PBPBBB,PPBPBP,6,B
BBBPPB,PBPBBB,BPPPPB,6,B
BBBPPP,PBPBBB,PBPBBP,6,B
BBPPBP,PBPBBB,PPPBBP,6,B
BBPPBP,PBPBBB,PPPBBP,6,B
BBPPBP,PBPBBB,PPPBBP,6,B
BPBPBP,BPBPPP,PBPBBB,6,P
BPBPPP,PBPBBB,PBBPPP,6,B
BBBPBP,BPBPPP,BPPBBP,6,P
BPBPBP,PBPBBB,PPBPPB,6,B
BPBPBB,PBPBBB,PBBBBP,6,B
BBBBPB,PBPBBB,PPBPPB,6,B
PPBPBB,BPBPPP,PPBPBP,6,P
PPPPBP,BPBPPP,PPPPBB,6,P
BPBBPB,PBPBBB,PBBBBB,6,B
BPBPBP,PBPBBB,PBPBPB,6,B
BBBPBP,BPBPPP,PBPBBP,6,P
PPBPBB,PBPBBB,PBBPPP,6,B
BBBBBP,PBPBBB,PBPBPP,6,B
BBBPPP,BPBPPP,BPBPPP,6,P
BPBPPP,BPBPPP,PBBBBP,6,P
PPBBBB,PBPBBB,PPPPPB,6,B
PBBPPB,BPBPPP,BPBPPB,6,P
BBPBPB,BPBPPP,PPBBPB,6,P
BBBPBP,PBPBBB,PPBBPP,6,B
PBPPPB,PBPBBB,PBPPPB,6,B
BPBPBB,BPBPPP,BPPBPB,6,P
BPBBPP,PBPBBB,PPBBPB,6,B
BBBPPB,BPBPPP,BBBPBP,6,P
BPBBPB,PBPBBB,BBBBPB,6,B
BBBBBB,BPBPPP,PBPPBB,6,P
PPPBBP,PBPBBB,PPBBBB,6,B
BBBBBB,BPBPPP,PBBPBB,6,P
PPBBBP,PBPBBB,PBPBBP,6,B
BPPBPB,PBPBBB,BBPPPB,6,B
BBPPPB,BPBPPP,PBPPBP,6,P
PBBBBB,PBPBBB,BBPPBB,6,B
PPBBPB,PBPBBB,BBBBBB,6,B
PPBPPP,PBPBBB,PBPPPB,6,B
PPBPBB,BPBPPP,BPPPBB,6,P
BBPBPB,PBPBBB,BBPPPB,6,B
BBPBPB,PBPBBB,BBPPPB,6,B
BPBPBP,BPBPPP,PBPPBP,6,P
BBPPBB,PBPBBB,PPBPPP,6,B
BBBBBP,PBPBBB,BBBBBP,6,B
BBPBPB,PBPBBB,PBPBPB,6,B
PBBBPB,PBPBBB,BPPBBP,6,B
BBPBPB,PBPBBB,PBPBPB,6,B
PBBBPB,PBPBBB,BPPBBP,6,B
BBPPBB,PBPBBB,PPBBBB,6,B
PBBBBP,BPBPPP,BPBPPB,6,P
PPBBBB,PBPBBB,PPPBBP,6,B
BBPBPB,BPBPPP,PPPPPB,6,P
BBPBPB,BPBPPP,PPPPPB,6,P
PPBBBP,BPBPPP,BBBPBB,6,P
BBBPPP,PBPBBB,BPBPBB,6,B
BPBBBB,PBPBBB,PBPPBP,6,B
PPBBPB,PBPBBB,PBBBBB,6,B
PPBPBP,BPBPPP,BPPPBB,6,P
BPPPBP,PBPBBB,BPBBBP,6,B
BBPPBP,BPBPPP,PBPPPP,6,P
BPBPPB,PBPBBB,BBPBBP,6,B
BBPBBP,BPBPPP,BPBPBB,6,P
PBPPPB,PBPBBB,BBBPPB,6,B
BBBBPP,PBPBBB,BBBBPB,6,B
BBBBPP,BPBPPP,PBBBBB,6,P
BBPBPP,BPBPPP,BPBPPB,6,P
BBBBPP,BPBPPP,PBBBBB,6,P
BBPBPP,BPBPPP,BPBPPB,6,P
BPPPPP,PBPBBB,BBBPPB,6,B
BBPBPB,PBPBBB,PBBPPP,6,B
BBPBBP,BPBPPP,PBBBBB,6,P
BBBBPP,PBPBBB,BBPPPB,6,B
PBBBBP,BPBPPP,PBPBBB,6,P
BPBPPP,PBPBBB,BBBPBB,6,B
PPPPBB,BPBPPP,PPPPPP,6,P
PBPPPB,BPBPPP,BBPBPB,6,P
PBBPPB,BPBPPP,PPPPBP,6,P
PPPPBB,BPBPPP,PPBBBB,6,P
PPBPBP,PBPBBB,BBBBBP,6,B
PBBPBP,PBPBBB,BBBBPP,6,B
PBBPPP,PBPBBB,PBBBPP,6,B
PBBPPP,PBPBBB,PPPBBP,6,B
PBBPBP,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,PPBBBP,6,B
BPBBPB,PBPBBB,BBPPBB,6,B
PBPPBP,BPBPPP,BBPBPP,6,P
PBPPPB,BPBPPP,PPPPBB,6,P
PPBBPB,PBPBBB,PPBPPB,6,B
BBPPBP,PBPBBB,PBPBBP,6,B
PBPPPB,BPBPPP,PPBPBB,6,P
PBPPPB,BPBPPP,PPBPBB,6,P
BBPPPB,BPBPPP,PBBPBP,6,P
BPPBBB,BPBPPP,BBPPBB,6,P
BPPBBB,BPBPPP,BBPPBB,6,P
PPBPBB,PBPBBB,BPPPPB,6,B
PBBPBB,BPBPPP,PPPBPP,6,P
PPBPBB,PBPBBB,BPPPPB,6,B
PBBPBB,BPBPPP,PPPBPP,6,P
PPBBPB,BPBPPP,BBPBBP,6,P
PPBBPB,BPBPPP,PBPBBB,6,P
BPBPPP,PBPBBB,PBPPBP,6,B
PPBBPB,BPBPPP,BBPBBP,6,P
PPBBPB,BPBPPP,PBPBBB,6,P
BPBPPP,PBPBBB,PBPPBP,6,B
PBBPBB,BPBPPP,PBPPPP,6,P
BPPPBB,PBPBBB,PBBPBB,6,B
BPPPBB,PBPBBB,PBBPBB,6,B
PPBPBB,PBPBBB,BPBBPP,6,B
BPPBBB,BPBPPP,BBBPBP,6,P
BPPBBB,BPBPPP,BBBPBP,6,P
BPBBPB,BPBPPP,PPBPBP,6,P
BPPPBP,PBPBBB,BPPBBP,6,B
BBPBPB,PBPBBB,PBBBBP,6,B
BPBPBP,PBPBBB,PPBPBB,6,B
PBPBBP,PBPBBB,PBBBPB,6,B
PBBPPP,PBPBBB,BPPPBP,6,B
BPPPBP,BPBPPP,PPPBPP,6,P
PPBPPB,PBPBBB,BPBPPP,6,B
PPPBBB,PBPBBB,BBPBPP,6,B
PPPPPB,BPBPPP,PPPBBB,6,P
PBBBPB,PBPBBB,BPPBBP,6,B
BPPBBP,BPBPPP,BPBPPP,6,P
BPBPPP,BPBPPP,BBPBBB,6,P
PPPBPP,PBPBBB,BPPBPB,6,B
PPBPBP,BPBPPP,PBPPBB,6,P
PPPBPP,PBPBBB,BPPBPB,6,B
PPBPBP,BPBPPP,PBPPBB,6,P
PPPBPP,PBPBBB,BPPBPB,6,B
PPBPBP,BPBPPP,PBPPBB,6,P
BPBPPB,PBPBBB,PPPBBB,6,B
BBPBPP,BPBPPP,PPPPPP,6,P
BPBPPB,PBPBBB,PPPBBB,6,B
BBPBPP,BPBPPP,PPPPPP,6,P
PPBBBP,PBPBBB,BBPBBP,6,B
BBBBPB,BPBPPP,PBPPPB,6,P
BPPBPB,PBPBBB,BPBPBB,6,B
BPBPPB,PBPBBB,PPBBPP,6,B
PPBBPP,BPBPPP,BPPPPB,6,P
PBBBPP,BPBPPP,PPPBPB,6,P
BPPPPP,PBPBBB,BBBPPP,6,B
BPBPPB,PBPBBB,BBBPPP,6,B
BPBPPP,BPBPPP,BBBPPB,6,P
PBPBPB,PBPBBB,PBPBPB,6,B
PBBBPB,BPBPPP,BPPPPB,6,P
PPBBBP,PBPBBB,BBPBBB,6,B
BPPBBP,PBPBBB,PPBPBP,6,B
BPPBPB,PBPBBB,PPBBPP,6,B
BPPPPB,BPBPPP,PBPBBB,6,P
BPBPPP,PBPBBB,BBBPPB,6,B
BBBBBP,PBPBBB,PBBBBP,6,B
BBBBBP,PBPBBB,BPBPBP,6,B
BBBBBP,PBPBBB,BPBPBP,6,B
PBBPPB,BPBPPP,PPBBPB,6,P
PBBPPB,BPBPPP,PPBBPB,6,P
PBPPBP,BPBPPP,PPBPPB,6,P
PBPPBP,BPBPPP,PPBPPB,6,P
BBBBBP,BPBPPP,BPBBPB,6,P
PBBBBB,BPBPPP,PBBBBP,6,P
PBBBBB,BPBPPP,PBBBBP,6,P
BBBPBB,PBPBBB,PBPPPP,6,B
BPBPBB,BPBPPP,PBBBPP,6,P
BBBPPB,PBPBBB,PPPPBP,6,B
BBBPPP,PBPBBB,PPBBBP,6,B
BBBPBB,PBPBBB,PBPPPP,6,B
BPBPBB,BPBPPP,PBBBPP,6,P
BBBPPB,PBPBBB,PPPPBP,6,B
BBBPPP,PBPBBB,PPBBBP,6,B
PBBBPP,PBPBBB,PPPBBB,6,B
BBBPBB,BPBPPP,PBBPPB,6,P
BBPPBP,BPBPPP,PBPPPB,6,P
PPBBBP,BPBPPP,BBBPBB,6,P
BBPBBB,PBPBBB,PBPPBB,6,B
BBBPBB,BPBPPP,BBBBPP,6,P
BPPBPP,PBPBBB,BPBBPB,6,B
PPBBBP,PBPBBB,PPPBBB,6,B
BBBBPP,BPBPPP,PPPPBB,6,P
PPBPBP,PBPBBB,PBPBPP,6,B
BPBBBP,BPBPPP,BPPBBP,6,P
PPBPBP,PBPBBB,PBPBPP,6,B
BPBBBP,BPBPPP,BPPBBP,6,P
PPPBBB,BPBPPP,PBPBBP,6,P
PBPBBP,PBPBBB,BBBPPP,6,B
PPPBBB,BPBPPP,PBPBBP,6,P
PBPBBP,PBPBBB,BBBPPP,6,B
PPPPPP,PBPBBB,PBBPBP,6,B
BPBBPB,BPBPPP,BPPBPP,6,P
PPBBBB,PBPBBB,BPBPBB,6,B
BPBBBB,PBPBBB,BBPPBP,6,B
PPPBPB,BPBPPP,PPPBPB,6,P
PPBBBB,PBPBBB,PBPPPB,6,B
BPBPBB,BPBPPP,BPBPPP,6,P
BPBPPP,BPBPPP,BBPPPB,6,P
PPBPPB,BPBPPP,PBPPPB,6,P
BBPPBB,BPBPPP,PBBBPP,6,P
PPPBPB,PBPBBB,PBBPBB,6,B
BPPPBP,BPBPPP,BBBBBB,6,P
PBBPBP,PBPBBB,PPPPPB,6,B
BPPPBP,BPBPPP,BBBBBB,6,P
PBBPBP,PBPBBB,PPPPPB,6,B
BBBBBP,BPBPPP,PPBBPB,6,P
PPPPPB,BPBPPP,BPPPBP,6,P
BBBBBP,BPBPPP,PPBBPB,6,P
PPPPPB,BPBPPP,BPPPBP,6,P
PBBPBP,BPBPPP,PBBBBB,6,P
PPPBPB,PBPBBB,BBBBBB,6,B
PPPBPB,PBPBBB,BBBBBB,6,B
BPPPBP,PBPBBB,BPPPBP,6,B
PBBPBB,BPBPPP,PPPBPB,6,P
PBPBPB,PBPBBB,BBBPBB,6,B
PBBPBP,BPBPPP,PPPPPB,6,P
PPPPPP,BPBPPP,BPPPPP,6,P
PPPPBP,PBPBBB,BBBBPB,6,B
PBBBPB,BPBPPP,PBPPPB,6,P
BPBBPP,PBPBBB,PBBPBP,6,B
BBPPBB,BPBPPP,PBBBBP,6,P
PPPPPP,PBPBBB,PPPBBB,6,B
BBBBBB,BPBPPP,PPBPBP,6,P
PPBPBB,PBPBBB,BPPBPP,6,B
BPPBPB,BPBPPP,BBBPPB,6,P
BBPPBB,PBPBBB,PBPPBB,6,B
PBPBBP,PBPBBB,BPPPBB,6,B
PBPPBB,BPBPPP,PBBBBB,6,P
PBPPBB,BPBPPP,PBBBBB,6,P
BBPBBP,BPBPPP,BBPBPB,6,P
PBPBPP,BPBPPP,BBBPBP,6,P
BBBPPB,BPBPPP,PBPBPP,6,P
BBBBBB,BPBPPP,PPBPBB,6,P
PBPPPP,PBPBBB,BPBBPP,6,B
PBBPPP,BPBPPP,BPPBPB,6,P
BPPPBP,PBPBBB,PBBBBP,6,B
BBPPPP,BPBPPP,PBPBBP,6,P
PPBPBB,PBPBBB,PBPPPB,6,B
BPBPBB,BPBPPP,BPPBBP,6,P
PPBBBP,BPBPPP,BPBPPB,6,P
BPPBPP,BPBPPP,PPBBPP,6,P
PBPPPB,BPBPPP,PPPPBP,6,P
PPPPPP,PBPBBB,BPPBPP,6,B
PPPPBP,PBPBBB,BBBPBB,6,B
BPBBBB,BPBPPP,BBPBBP,6,P
PPPPBP,PBPBBB,BBPBPP,6,B
BPBPPP,BPBPPP,BPBPPB,6,P
BPBPPB,BPBPPP,BBPBBB,6,P
PPPBPB,BPBPPP,PPPBPP,6,P
BPBPBP,BPBPPP,PPPBBP,6,P
PPPPBB,BPBPPP,BBBPBB,6,P
PBPBPB,PBPBBB,PPBPBP,6,B
BBPPPP,BPBPPP,PBPPPB,6,P
PPPPBB,BPBPPP,PBPPPP,6,P
BPBPPB,PBPBBB,BBPBPB,6,B
BBPBPB,BPBPPP,BPBBBP,6,P
BBPBPP,PBPBBB,PPPBPP,6,B
BBPPBP,PBPBBB,PBPBPP,6,B
BBBPPP,BPBPPP,BBPPPB,6,P
BPBPPB,PBPBBB,PBPPPB,6,B
PPPBBP,PBPBBB,PBPPPB,6,B
PPBPBB,BPBPPP,BPPBBB,6,P
BPPBPB,BPBPPP,PBBPBP,6,P
PPBPPP,PBPBBB,BPPPBB,6,B
PPBBPB,BPBPPP,BBPBPB,6,P
PPPBBP,BPBPPP,PPPBPP,6,P
BPPBBP,BPBPPP,BPBBPP,6,P
PBBPBB,BPBPPP,PBPPBB,6,P
PPBBBP,BPBPPP,BBBBPP,6,P
BBBPPB,BPBPPP,BBBPPB,6,P
PBBBPP,BPBPPP,PPPBPP,6,P
BPBPPB,BPBPPP,PPPPBP,6,P
PPPPPP,PBPBBB,PBBBPP,6,B
BPBPPB,BPBPPP,PPPPBP,6,P
PPPPPP,PBPBBB,PBBBPP,6,B
BBPPBB,PBPBBB,BPPPBP,6,B
BBPPBB,PBPBBB,BPPPBP,6,B
BBBPBP,BPBPPP,PPBBBP,6,P
PBPPBB,BPBPPP,PBBBPP,6,P
BBBPBP,BPBPPP,PPBBBP,6,P
PBPPBB,BPBPPP,PBBBPP,6,P
PBBBBP,PBPBBB,BBPPPB,6,B
BBPPBB,PBPBBB,PPPPBB,6,B
BBPPBB,PBPBBB,PPPPBB,6,B
BPBPPB,BPBPPP,PPPPPB,6,P
BPBPPB,BPBPPP,PPPPPB,6,P
BPBBPB,BPBPPP,BBPPPP,6,P
BPBBPB,BPBPPP,PBBPPP,6,P
PPBBBB,PBPBBB,PBPPPB,6,B
BPBPBB,BPBPPP,BBBBPB,6,P
BPPPBB,PBPBBB,PPPBPP,6,B
BBPPBP,BPBPPP,PBPPPB,6,P
BBPPBB,PBPBBB,PBBBPP,6,B
BBPPBB,PBPBBB,PBBBPP,6,B
PBPPBP,PBPBBB,BBBPPP,6,B
BBBPPP,BPBPPP,PBPPBB,6,P
PBBBBP,PBPBBB,PBBBBB,6,B
BPPPBP,PBPBBB,BBBPPB,6,B
BBBPBB,PBPBBB,BBBBPP,6,B
BBBPBP,BPBPPP,BBPBPB,6,P
BBPPBB,PBPBBB,PPBBPP,6,B
PBBPBB,BPBPPP,PPPBPP,6,P
PBBBPP,BPBPPP,BPBPBB,6,P
PBBBPP,BPBPPP,BPBPBB,6,P
PPPPPB,PBPBBB,BPPBBB,6,B
BBBPPB,PBPBBB,BPPBBB,6,B
PBPBPB,BPBPPP,BBPPBB,6,P
PBPBPB,BPBPPP,BBPPBB,6,P
PBBPBB,BPBPPP,PPPBBB,6,P
BPPPBB,BPBPPP,BBBPPB,6,P
BPPBBP,PBPBBB,PBPBPB,6,B
PPBPBP,PBPBBB,PPPPBB,6,B
BPPBBP,PBPBBB,PBBPPP,6,B
BBPPPP,PBPBBB,PPBBBB,6,B
BPBPBP,PBPBBB,PBBBBP,6,B
BPPPPB,PBPBBB,PPPBBB,6,B
PPPBPP,BPBPPP,BPPPPB,6,P
PPBPBB,PBPBBB,PBPPPB,6,B
BBPPBB,BPBPPP,PBBPBP,6,P
PPPPBB,PBPBBB,PPPBBB,6,B
BBBPBP,BPBPPP,PBPBBB,6,P
PPPPPB,PBPBBB,PPBBPP,6,B
BPBBPP,BPBPPP,PPBBPP,6,P
BBPPPP,BPBPPP,PPBPPB,6,P
PPPBPP,PBPBBB,PBBPBB,6,B
BBPPPP,BPBPPP,PPBPPB,6,P
PPPBPP,PBPBBB,PBBPBB,6,B
BPBPBB,PBPBBB,BBBBPP,6,B
BBPPBP,PBPBBB,PBBBPB,6,B
BBBBPB,BPBPPP,BPPBBP,6,P
BBBBPB,BPBPPP,BPPBBP,6,P
PPPBPP,PBPBBB,PPBPPP,6,B
PPPBPP,PBPBBB,PPBPPP,6,B
PBPBBP,PBPBBB,BBBBPB,6,B
PPPPBP,BPBPPP,BBBBBP,6,P
PPPPBP,BPBPPP,BBBBBP,6,P
PPPPBP,BPBPPP,BBBBBP,6,P
PBPBPP,PBPBBB,PPPPBP,6,B
PPPPPB,BPBPPP,PPPPPB,6,P
PBBPBP,BPBPPP,PBBBPP,6,P
PPBPPP,BPBPPP,PBBPPB,6,P
BPPBPP,PBPBBB,PBPPBB,6,B
PPBBPP,PBPBBB,PPBPBB,6,B
BPBBBP,PBPBBB,BBPBBP,6,B
PPBPBB,PBPBBB,BBPBPB,6,B
BBBBBP,BPBPPP,BPBPPP,6,P
BPBPPP,BPBPPP,BBBBBP,6,P
BBBPBB,PBPBBB,BBPBBB,6,B
BPPPPP,PBPBBB,PPPBBP,6,B
PBPPBB,PBPBBB,PBBBBB,6,B
PBPPBB,PBPBBB,PBBBBB,6,B
BPBBBP,BPBPPP,PPBBBP,6,P
BPBBBP,BPBPPP,PPBBBP,6,P
BBPPBP,PBPBBB,BPBBBP,6,B
BPPPBB,PBPBBB,PBPPPB,6,B
BPPPBP,PBPBBB,BBBBBP,6,B
PPPPPB,BPBPPP,PBBPPB,6,P
BBBPBB,PBPBBB,PPPPPB,6,B
BBBPBP,BPBPPP,PPPBPB,6,P
BBPPBP,BPBPPP,PBPPBB,6,P
BBPPPP,PBPBBB,PBBPBB,6,B
BPBBPB,BPBPPP,PPPBPP,6,P
BPPBBP,PBPBBB,PBBBPP,6,B
BPPBBB,BPBPPP,BPBPBP,6,P
PPBPBB,PBPBBB,PPBPBB,6,B
PBBPPB,PBPBBB,BBBBPP,6,B
BBPBBP,PBPBBB,PBBPPP,6,B
PBBPPP,BPBPPP,PBPPPP,6,P
BBBBBP,BPBPPP,PBBBBB,6,P
BBBBBP,BPBPPP,PBBBBB,6,P
PBBPBB,PBPBBB,PBBPBB,6,B
PBBBBP,PBPBBB,PPBPBB,6,B
PPBPBP,BPBPPP,BBPPBP,6,P
PPBBBP,BPBPPP,PPPPPB,6,P
PPPPPP,PBPBBB,PBPBPP,6,B
BPBBPP,PBPBBB,BPPBBP,6,B
BPPBBP,BPBPPP,BPPBPB,6,P
BPBBPP,PBPBBB,BPPBBP,6,B
BPPBBP,BPBPPP,BPPBPB,6,P
BBBBPP,PBPBBB,BBBBBB,6,B
PPPPPB,PBPBBB,BPPPPB,6,B
BPPPPB,BPBPPP,BPBBBB,6,P
BBPBPP,PBPBBB,BBBPBP,6,B
BBBBBP,BPBPPP,PPPBPB,6,P
PPBPPB,BPBPPP,BPPPPB,6,P
PPPPBP,BPBPPP,BBPPBP,6,P
BPPBPB,PBPBBB,PPBBPP,6,B
PBPPPP,PBPBBB,PBBBPB,6,B
BBBPBB,BPBPPP,BPPBPP,6,P
PBPBPB,PBPBBB,BPBBPP,6,B
BBBPBP,PBPBBB,BBBPBB,6,B
PBPPPP,PBPBBB,BBPPPB,6,B
BBBBPP,PBPBBB,PPPBBP,6,B
BBPBBB,PBPBBB,PPPBBP,6,B
PBPPPP,PBPBBB,BBPPPB,6,B
BBBBPP,PBPBBB,PPPBBP,6,B
BBPBBB,PBPBBB,PPPBBP,6,B
PBPBBP,BPBPPP,PBBPBP,6,P
PPPPBB,PBPBBB,PBPPBP,6,B
PBBBBB,BPBPPP,BPBPBP,6,P
PPBPBP,BPBPPP,BPBBBP,6,P
PBPBPP,PBPBBB,PPBPBP,6,B
BBBBBB,BPBPPP,BPPBPB,6,P
BPPBPB,BPBPPP,PBBBBP,6,P
BBPBPB,PBPBBB,BBBPPB,6,B
BBPBPB,PBPBBB,BBBPPB,6,B
BBPBPB,PBPBBB,BBBPPB,6,B
BPPBBB,BPBPPP,PBPBBP,6,P
PBPBPB,PBPBBB,PPBPPP,6,B
PBBBBB,BPBPPP,PPPBBP,6,P
PPPPBB,PBPBBB,BPPBPB,6,B
PBBBBB,BPBPPP,PPPBBP,6,P
PPPPBB,PBPBBB,BPPBPB,6,B
BBBBBP,PBPBBB,PPBBPP,6,B
PBPBBP,PBPBBB,BBPBBP,6,B
BPPBPB,BPBPPP,PBBPPB,6,P
PPBBBP,BPBPPP,PPBPBP,6,P
BPPPPP,BPBPPP,PPPBPP,6,P
PPPBPP,BPBPPP,PBBPBB,6,P
BBPBPB,BPBPPP,PBBPBP,6,P
BPPBPB,PBPBBB,PBPPBB,6,B
BPBPPB,BPBPPP,PBPBPB,6,P
BBPPBP,PBPBBB,BPBBBB,6,B
PBPPBB,BPBPPP,BPPPPB,6,P
PBPPBB,BPBPPP,BPPPPB,6,P
BBBPBP,PBPBBB,BBPPBB,6,B
BPPPBP,PBPBBB,PBPBPB,6,B
BBBPBP,PBPBBB,BBPPBB,6,B
BPPPBP,PBPBBB,PBPBPB,6,B
BPPPBB,PBPBBB,BBPPPB,6,B
PBBPPP,BPBPPP,PPPPBB,6,P
PBBBPB,PBPBBB,PPPPPB,6,B
BPBBPB,BPBPPP,BPBPPP,6,P
BPBPPP,BPBPPP,PBPBPB,6,P
BPBPBP,BPBPPP,BBPBBB,6,P
PBPPBB,BPBPPP,PBBPBP,6,P
PPBBPB,PBPBBB,PPBBBB,6,B
BBPPPB,PBPBBB,BBBPBP,6,B
BBBPPP,BPBPPP,PPBBBP,6,P
BBPPPP,PBPBBB,PPBPBP,6,B
PBPPBP,PBPBBB,BPBPBB,6,B
BPBBBB,PBPBBB,BPPPBB,6,B
PBPPBP,PBPBBB,BPBPBB,6,B
BPBBBB,PBPBBB,BPPPBB,6,B
PBPPBP,PBPBBB,BPBPBB,6,B
BPBBBB,PBPBBB,BPPPBB,6,B
BBPPPP,BPBPPP,PPPPBB,6,P
PBPBPB,BPBPPP,PBPPPB,6,P
PBPPPB,BPBPPP,BPPBBP,6,P
PBPPPP,BPBPPP,PBPBPB,6,P
PBBPPP,BPBPPP,PBBPBB,6,P
PBBPPP,BPBPPP,PBBPBB,6,P
PBBBBP,PBPBBB,BBPPBP,6,B
PBBBBP,PBPBBB,BBPPBP,6,B
PPBPBB,PBPBBB,BPBPPB,6,B
BBBPBP,PBPBBB,BBBBBB,6,B
BBBPPP,PBPBBB,BPPBBB,6,B
PPBPBB,PBPBBB,BPBPPB,6,B
BBBPBP,PBPBBB,BBBBBB,6,B
BBBPPP,PBPBBB,BPPBBB,6,B
PPBPBB,PBPBBB,BPBPPB,6,B
BBBPBP,PBPBBB,BBBBBB,6,B
BBBPPP,PBPBBB,BPPBBB,6,B
PPBPBB,PBPBBB,BPBPPB,6,B
BBBPBP,PBPBBB,BBBBBB,6,B
BBBPPP,PBPBBB,BPPBBB,6,B
PPBPBB,PBPBBB,BPBPPB,6,B
BBBPBP,PBPBBB,BBBBBB,6,B
BBBPPP,PBPBBB,BPPBBB,6,B
PPPBPB,BPBPPP,BPBBBB,6,P
BBPBPP,PBPBBB,BBPPPB,6,B
BBBPBP,PBPBBB,PBPBBP,6,B
BBBPPB,BPBPPP,PPBBPP,6,P
BBBBPP,PBPBBB,BPPBBP,6,B
PBBBPP,PBPBBB,BBBBBB,6,B
PPBBBB,PBPBBB,BPBBPB,6,B
PBPBBP,BPBPPP,PPBPBP,6,P
PPPPPB,PBPBBB,PPBBPP,6,B
PBPPBB,PBPBBB,BBBBPP,6,B
PBPPBB,PBPBBB,BBBBPP,6,B
PBBPPP,PBPBBB,PPPBPB,6,B
BBPPPB,PBPBBB,PBPBBP,6,B
BBBPBP,PBPBBB,PPPPPB,6,B
BBPBBB,PBPBBB,PBBPPB,6,B
BBPPPB,PBPBBB,BBBPPP,6,B
PBBPPB,PBPBBB,BPBPPP,6,B
PBPBBB,BPBPPP,BBBPBP,6,P
BBBPPP,BPBPPP,BPBPBB,6,P
PPBBBB,BPBPPP,BPPPBB,6,P
BBBPPP,PBPBBB,PPPPBB,6,B
BBBPPP,PBPBBB,PPPPBB,6,B
BPBBPP,PBPBBB,BPBBPB,6,B
BBBBBP,PBPBBB,BBPBBP,6,B
PBPBBP,BPBPPP,PPPPBB,6,P
PPPPPP,BPBPPP,PBPPBP,6,P
BPBBPP,BPBPPP,BPPPPB,6,P
BPBBPP,BPBPPP,BPPPPB,6,P
BBPPPP,BPBPPP,BPBBBB,6,P
PBPBPP,PBPBBB,BPPBPB,6,B
PBBBPB,PBPBBB,PPPBPB,6,B
BPBBPB,PBPBBB,BPBPPB,6,B
PPBBBB,PBPBBB,BBPPPB,6,B
PBPBPB,BPBPPP,PBPBPB,6,P
BPPPPB,PBPBBB,PBBPPB,6,B
PPPBPB,PBPBBB,PPPPBB,6,B
BPPBBP,PBPBBB,BPPBPB,6,B
PBBBBP,PBPBBB,PPPPBB,6,B
BPPBBP,PBPBBB,BPPBPB,6,B
PBBBBP,PBPBBB,PPPPBB,6,B
PPPPBB,BPBPPP,BPBPBB,6,P
PPBPBP,PBPBBB,PBBBBB,6,B
BBPBBB,BPBPPP,BPBBBP,6,P
BBPBPP,PBPBBB,PBPPPB,6,B
PPBPBB,BPBPPP,BPBPBB,6,P
PBPPPB,PBPBBB,PPPPBB,6,B
BPPBPP,BPBPPP,BBBBBP,6,P
PBPBBP,PBPBBB,PPBBPB,6,B
BBBPPB,BPBPPP,PPPPBB,6,P
PPPBPP,PBPBBB,PPPPBB,6,B
BPBPBP,BPBPPP,PPBPPP,6,P
BBPBPB,PBPBBB,BPBBBB,6,B
PPPBBB,PBPBBB,PPBPPB,6,B
BPPBBP,BPBPPP,BBBBPP,6,P
PPBPPB,PBPBBB,PBBPBP,6,B
BPBBPB,PBPBBB,BBBBBB,6,B
PBBPBB,PBPBBB,PBBPPP,6,B
BBBBBB,BPBPPP,PBPPPB,6,P
PBBPBP,BPBPPP,PBBBPB,6,P
BBPBPP,BPBPPP,PBPBBB,6,P
BPBPPP,PBPBBB,PBPBBP,6,B
PPPPPP,BPBPPP,PBPBBB,6,P
PBPBPP,BPBPPP,PBPBBP,6,P
PBBPBP,PBPBBB,PBPBBP,6,B
BBBBBP,PBPBBB,BBPPBP,6,B
PPPBPB,PBPBBB,PBPPPP,6,B
BPBPBB,BPBPPP,PBPBBP,6,P
PBPPBB,BPBPPP,PBBPPP,6,P
PBBPBP,PBPBBB,PPPPBB,6,B
PPBBPB,PBPBBB,BBBPPB,6,B
BBBBBP,PBPBBB,BPBBBP,6,B
BPPBPB,PBPBBB,BBBBPB,6,B
PPBBPB,BPBPPP,PPPPPB,6,P
BBBBPP,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,BBBBBP,6,B
PPBPBB,PBPBBB,BPPBBB,6,B
PBBPBP,BPBPPP,PBBBBB,6,P
PBBBPP,BPBPPP,PPPBBB,6,P
PBBBPP,BPBPPP,PPPBBB,6,P
PPPPPP,PBPBBB,PBBPPP,6,B
PPPPPP,PBPBBB,BPPPBB,6,B
BPPBBP,PBPBBB,PPPBPB,6,B
PPBPPB,BPBPPP,BBPBPB,6,P
BPPPBB,PBPBBB,PBBPPB,6,B
BPPBBP,BPBPPP,BBPPBP,6,P
