before,clash_cut,after,pattern
BPBBPB,PPBBPP,PPBPBB,2-2-2(t-cut)
PBPPPB,PPBBPP,PPBBBP,2-2-2(t-cut)
PBPBPP,PPBBPP,PPPBBB,2-2-2(t-cut)
PBPBPB,BBPPBB,PBPBPB,2-2-2(t-cut)
BPBPBP,PPBBPP,PPPPPP,2-2-2(t-cut)
BPBBBB,BBPPBB,PPPBBP,2-2-2(t-cut)
BBBBBB,PPBBPP,PBBPBP,2-2-2(t-cut)
BPBPPB,PPBBPP,BPPPPP,2-2-2(t-cut)
BPBPPB,PPBBPP,BPPPPP,2-2-2(t-cut)
BPBPPB,PPBBPP,BPPPPP,2-2-2(t-cut)
BPBBPP,PPBBPP,BBBBPP,2-2-2(t-cut)
BBPPPP,BBPPBB,BBPPPB,2-2-2(t-cut)
PPPBBB,BBPPBB,BPPPBP,2-2-2(t-cut)
BBPBPP,PPBBPP,BPBPPB,2-2-2(t-cut)
PPBBPB,PPBBPP,BBPPPB,2-2-2(t-cut)
BBPBPP,BBPPBB,PPPBPP,2-2-2(t-cut)
PBPPBB,PPBBPP,PBPPPP,2-2-2(t-cut)
PPPBPP,PPBBPP,BPPBBB,2-2-2(t-cut)
PBPPPB,PPBBPP,PPBPPB,2-2-2(t-cut)
BPBPPP,PPBBPP,PBBPBP,2-2-2(t-cut)
BPBPBP,PPBBPP,BPPPPB,2-2-2(t-cut)
PPBPPP,PPBBPP,BBBPPP,2-2-2(t-cut)
BPPPPP,BBPPBB,BPPPBP,2-2-2(t-cut)
PBPBPP,PPBBPP,PBPBBB,2-2-2(t-cut)
BBBBPB,BBPPBB,PBPBBB,2-2-2(t-cut)
BBBPBB,BBPPBB,PBBBPB,2-2-2(t-cut)
BBBPBP,BBPPBB,PPPBBP,2-2-2(t-cut)
BPBPBB,PPBBPP,PBBPPB,2-2-2(t-cut)
BPPBBP,PPBBPP,BBPPBB,2-2-2(t-cut)
PBBPPP,BBPPBB,PPBBPB,2-2-2(t-cut)
BPPPBB,PPBBPP,BBPBBB,2-2-2(t-cut)
PPBBPP,BBPPBB,PBBBPP,2-2-2(t-cut)
PPBBBP,BBPPBB,BBBBPB,2-2-2(t-cut)
BBPPBP,PPBBPP,PBPBBB,2-2-2(t-cut)
BPBBPB,BBPPBB,PPBBBB,2-2-2(t-cut)
BBPBBB,PPBBPP,BBBBBB,2-2-2(t-cut)
PBBBPP,BBPPBB,BBBBPB,2-2-2(t-cut)
PBPPBP,BBPPBB,BBBBBP,2-2-2(t-cut)
PBPPBP,BBPPBB,BBBBBP,2-2-2(t-cut)
PBPPBP,BBPPBB,BBBBBP,2-2-2(t-cut)
PBBBPP,PPBBPP,PPBBPB,2-2-2(t-cut)
PBPPBB,BBPPBB,BBBPBB,2-2-2(t-cut)
BPPPBP,PPBBPP,PPPBPP,2-2-2(t-cut)
PBPBBP,BBPPBB,PBPBBB,2-2-2(t-cut)
PBBBBP,BBPPBB,BBBPPB,2-2-2(t-cut)
PBPBBP,BBPPBB,PPPBPB,2-2-2(t-cut)
PBBPBB,PPBBPP,PBPBBP,2-2-2(t-cut)
BPPPBP,BBPPBB,PPPPPP,2-2-2(t-cut)
PPBPBB,PPBBPP,PPPPBB,2-2-2(t-cut)
PBPBBP,BBPPBB,PPPBPB,2-2-2(t-cut)
PBBPBB,PPBBPP,PBPBBP,2-2-2(t-cut)
BPPPBP,BBPPBB,PPPPPP,2-2-2(t-cut)
PPBPBB,PPBBPP,PPPPBB,2-2-2(t-cut)
BPBPPP,BBPPBB,BPBPBP,2-2-2(t-cut)
PPBPBP,BBPPBB,PBPBBB,2-2-2(t-cut)
BBPPPB,PPBBPP,BBBBPB,2-2-2(t-cut)
PPPBPP,BBPPBB,BBPBPP,2-2-2(t-cut)
BPBPBB,BBPPBB,BPBBPP,2-2-2(t-cut)
BBPBPB,PPBBPP,PPPPPP,2-2-2(t-cut)
PBPPPP,PPBBPP,PBBBBB,2-2-2(t-cut)
PPBPPB,PPBBPP,PBPPPP,2-2-2(t-cut)
PBPBBP,BBPPBB,PBBBPP,2-2-2(t-cut)
PPPBPP,PPBBPP,BBPPPB,2-2-2(t-cut)
PBPPPP,BBPPBB,PPPBBB,2-2-2(t-cut)
PPPPBB,PPBBPP,PBBBBP,2-2-2(t-cut)
BBBPBB,BBPPBB,BBBPBB,2-2-2(t-cut)
PBBBBP,PPBBPP,BBPPPP,2-2-2(t-cut)
BBBPPP,BBPPBB,PPPPBP,2-2-2(t-cut)
BPPPBB,PPBBPP,PPBPBP,2-2-2(t-cut)
PBPPBP,BBPPBB,BBBBPP,2-2-2(t-cut)
BBBBBP,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBBPP,PPBBPP,BBBPBB,2-2-2(t-cut)
BBPPPP,BBPPBB,BPBBBB,2-2-2(t-cut)
BPPBPB,BBPPBB,BBPPBB,2-2-2(t-cut)
BBPPBB,BBPPBB,PPPBBB,2-2-2(t-cut)
PPBBBB,PPBBPP,PBBBBB,2-2-2(t-cut)
BPBPPB,PPBBPP,BPPPBB,2-2-2(t-cut)
BBPPBP,PPBBPP,BBBBPB,2-2-2(t-cut)
PPBPPP,BBPPBB,BBPBPP,2-2-2(t-cut)
PBBBBB,BBPPBB,BPBBPB,2-2-2(t-cut)
BBPPBP,PPBBPP,PBBBPP,2-2-2(t-cut)
PPPBBB,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBBPP,PPBBPP,PBBPPP,2-2-2(t-cut)
PPPBBP,PPBBPP,PPBBBP,2-2-2(t-cut)
PBBPBP,PPBBPP,BBBBBB,2-2-2(t-cut)
BPBPPP,BBPPBB,BBBBPP,2-2-2(t-cut)
PPBPBP,PPBBPP,BBPBPP,2-2-2(t-cut)
BPBPPP,BBPPBB,PBPPBB,2-2-2(t-cut)
BPBBPB,PPBBPP,BBBPPP,2-2-2(t-cut)
BBPBPP,BBPPBB,BPPPPB,2-2-2(t-cut)
BPPPPB,BBPPBB,PPBPPP,2-2-2(t-cut)
PPPBBB,PPBBPP,BPPPPB,2-2-2(t-cut)
BBPPPP,PPBBPP,BBBBPB,2-2-2(t-cut)
PPPPPP,BBPPBB,BBPBBP,2-2-2(t-cut)
BBPPPP,PPBBPP,BBBBPB,2-2-2(t-cut)
PPPPPP,BBPPBB,BBPBBP,2-2-2(t-cut)
PPBBBP,PPBBPP,BPBPBB,2-2-2(t-cut)
BPPPBP,BBPPBB,BPBPPP,2-2-2(t-cut)
BPPBPB,PPBBPP,PPBBBB,2-2-2(t-cut)
BBBBPB,BBPPBB,PBPPPB,2-2-2(t-cut)
BBPBBP,PPBBPP,PPPPBB,2-2-2(t-cut)
BBPBBB,BBPPBB,BBPBPP,2-2-2(t-cut)
PPPBPB,BBPPBB,BBPPBP,2-2-2(t-cut)
BPPPBB,BBPPBB,PPBBBP,2-2-2(t-cut)
PPBBBB,PPBBPP,BBBPPB,2-2-2(t-cut)
BBBBPP,BBPPBB,BPPBPB,2-2-2(t-cut)
PPPPBP,BBPPBB,PBBBBB,2-2-2(t-cut)
BBPPPP,PPBBPP,PBPPBB,2-2-2(t-cut)
BBPPPB,PPBBPP,PBPBBP,2-2-2(t-cut)
BPBPPB,PPBBPP,PPBPBB,2-2-2(t-cut)
PBBPPP,PPBBPP,PBBBPB,2-2-2(t-cut)
BPBPBP,BBPPBB,PBPPBB,2-2-2(t-cut)
BBPBBP,BBPPBB,BPPBPP,2-2-2(t-cut)
BPPPBB,PPBBPP,PBPPPB,2-2-2(t-cut)
BPBBPP,PPBBPP,BPPBBB,2-2-2(t-cut)
BBPBPB,PPBBPP,BPPPPP,2-2-2(t-cut)
BBBPPP,PPBBPP,BPPBPP,2-2-2(t-cut)
PPPPPB,BBPPBB,BPPPPB,2-2-2(t-cut)
BPPBPB,BBPPBB,BPBPBB,2-2-2(t-cut)
BPPBPP,PPBBPP,PPBPPB,2-2-2(t-cut)
BPPBPP,PPBBPP,PPBPPB,2-2-2(t-cut)
PBBBPB,BBPPBB,PBPPBP,2-2-2(t-cut)
BPPBBP,BBPPBB,PBBPPB,2-2-2(t-cut)
BPPBBP,BBPPBB,BBPPPB,2-2-2(t-cut)
BPPBBP,BBPPBB,PBBPPB,2-2-2(t-cut)
BPPBBP,BBPPBB,BBPPPB,2-2-2(t-cut)
PPPBPB,BBPPBB,PBPPBB,2-2-2(t-cut)
PPPPBP,BBPPBB,BPPBPP,2-2-2(t-cut)
PBPPPB,PPBBPP,PBPBPP,2-2-2(t-cut)
BBBBBB,PPBBPP,PBPBBB,2-2-2(t-cut)
BPPBPB,PPBBPP,BBPPBB,2-2-2(t-cut)
PBPBPP,BBPPBB,PPBBPP,2-2-2(t-cut)
PBPPBB,PPBBPP,BBPPBB,2-2-2(t-cut)
PPBBPP,BBPPBB,PPBBPB,2-2-2(t-cut)
BBBPPP,PPBBPP,BPPBPB,2-2-2(t-cut)
PPBPPP,PPBBPP,BPBBBP,2-2-2(t-cut)
PPBPPP,PPBBPP,BPBBBP,2-2-2(t-cut)
PPBPPP,PPBBPP,BPBBBP,2-2-2(t-cut)
PBPBPP,PPBBPP,PBBPBP,2-2-2(t-cut)
PBPBBB,BBPPBB,PPBPPP,2-2-2(t-cut)
PBBBBB,PPBBPP,BPPPPP,2-2-2(t-cut)
BPBPBB,BBPPBB,PBPPPP,2-2-2(t-cut)
BBPPPP,PPBBPP,BBPPBB,2-2-2(t-cut)
PPPPPP,BBPPBB,PPBBBP,2-2-2(t-cut)
PPPPBB,PPBBPP,BBBPPP,2-2-2(t-cut)
PPBBPP,BBPPBB,BPPPBB,2-2-2(t-cut)
PPBBBP,PPBBPP,BBPPBP,2-2-2(t-cut)
BBBPPP,BBPPBB,PPBPPB,2-2-2(t-cut)
BBPBBB,BBPPBB,BBPBBB,2-2-2(t-cut)
PPPBPB,BBPPBB,BPBBPB,2-2-2(t-cut)
PPPBPB,BBPPBB,BPBBPB,2-2-2(t-cut)
BBBPBB,BBPPBB,BPPPPP,2-2-2(t-cut)
BBBPBP,BBPPBB,PBBBPB,2-2-2(t-cut)
BPBBBP,BBPPBB,PBPPPP,2-2-2(t-cut)
BBPBPP,PPBBPP,PBPPBB,2-2-2(t-cut)
PPPBPP,PPBBPP,BPPBBB,2-2-2(t-cut)
PBBPPB,PPBBPP,BPPBBB,2-2-2(t-cut)
PBPPBB,BBPPBB,PPBBPB,2-2-2(t-cut)
PPBBBB,PPBBPP,BBPBBP,2-2-2(t-cut)
BBBBPP,BBPPBB,PBBPBP,2-2-2(t-cut)
PBPPBB,BBPPBB,BPPPPB,2-2-2(t-cut)
PBPBBP,BBPPBB,BBBBBP,2-2-2(t-cut)
PPBPPB,BBPPBB,BBPBPB,2-2-2(t-cut)
PBPBPB,PPBBPP,PBBBPP,2-2-2(t-cut)
PPBBBB,BBPPBB,BBPBPB,2-2-2(t-cut)
BBPBPB,PPBBPP,PBBPPP,2-2-2(t-cut)
BPPBBP,PPBBPP,PBBBPP,2-2-2(t-cut)
PPPBBP,BBPPBB,BBPBBP,2-2-2(t-cut)
PPBPPB,PPBBPP,PPBBPB,2-2-2(t-cut)
BBPPPB,BBPPBB,BBPPPP,2-2-2(t-cut)
BBBBPP,PPBBPP,BPPBBP,2-2-2(t-cut)
BPPBPB,BBPPBB,PBPPPP,2-2-2(t-cut)
BPPPBP,PPBBPP,BBPPBP,2-2-2(t-cut)
BPBPPP,PPBBPP,BPBPBB,2-2-2(t-cut)
BPBPBB,BBPPBB,PPBPBP,2-2-2(t-cut)
BPBBBB,PPBBPP,BPBPBP,2-2-2(t-cut)
PBBBPP,PPBBPP,PPPPPB,2-2-2(t-cut)
BPPPPP,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBBPP,PPBBPP,BPBBPP,2-2-2(t-cut)
BBPPBP,BBPPBB,PPPPPB,2-2-2(t-cut)
PPBPBB,PPBBPP,PPPBBP,2-2-2(t-cut)
PBBPPP,PPBBPP,BBPBBP,2-2-2(t-cut)
BPPPPP,BBPPBB,PBBPBB,2-2-2(t-cut)
BBBPBP,BBPPBB,BPPBPB,2-2-2(t-cut)
BPPPPB,PPBBPP,PPBBBB,2-2-2(t-cut)
BPBPBB,BBPPBB,PBBPBB,2-2-2(t-cut)
BBPBBP,BBPPBB,PBBPPB,2-2-2(t-cut)
BPPBBP,BBPPBB,BBPPBP,2-2-2(t-cut)
BPPBPB,BBPPBB,PPPPPP,2-2-2(t-cut)
PBPBBB,PPBBPP,PPPPPP,2-2-2(t-cut)
PBPBPB,PPBBPP,PBPPPB,2-2-2(t-cut)
PBPPPB,PPBBPP,PBBBPB,2-2-2(t-cut)
BPBBBB,BBPPBB,PBPBPP,2-2-2(t-cut)
BBPBPB,PPBBPP,BBBBPB,2-2-2(t-cut)
PBPBPP,BBPPBB,BBPBPP,2-2-2(t-cut)
PBBBBP,BBPPBB,BBPPPB,2-2-2(t-cut)
PPBBPB,PPBBPP,PBBPPB,2-2-2(t-cut)
BPBPPB,PPBBPP,PPBPPP,2-2-2(t-cut)
PPPBBP,BBPPBB,BPBPBP,2-2-2(t-cut)
PPPPPP,PPBBPP,BBPBPB,2-2-2(t-cut)
PPPPPP,BBPPBB,PBPBBB,2-2-2(t-cut)
BBBBPB,BBPPBB,PPPPBB,2-2-2(t-cut)
BBPBBB,PPBBPP,PPBBPB,2-2-2(t-cut)
PPPBBP,PPBBPP,BBPBPP,2-2-2(t-cut)
PBBPPP,BBPPBB,PBPPPP,2-2-2(t-cut)
PBPBBB,BBPPBB,BBPBPP,2-2-2(t-cut)
BBBPPB,PPBBPP,PPPBPP,2-2-2(t-cut)
PPBBBP,PPBBPP,BPPPBB,2-2-2(t-cut)
PBBBBP,BBPPBB,PBBBBB,2-2-2(t-cut)
BPBPPB,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBBPP,PPBBPP,PBBPBP,2-2-2(t-cut)
PPBPPP,PPBBPP,BPPPBB,2-2-2(t-cut)
PBBBBP,BBPPBB,BPBBPP,2-2-2(t-cut)
BPPBBP,BBPPBB,BPBPBB,2-2-2(t-cut)
PBBBBB,BBPPBB,BBBPPP,2-2-2(t-cut)
BPPPBP,BBPPBB,BPPPPB,2-2-2(t-cut)
BPBBPB,BBPPBB,BBBPPP,2-2-2(t-cut)
BBBBBP,PPBBPP,BBPPPP,2-2-2(t-cut)
BBBPPP,BBPPBB,PPPPBB,2-2-2(t-cut)
BPPPBB,PPBBPP,PPBBPB,2-2-2(t-cut)
PPBBBB,BBPPBB,PPPBBB,2-2-2(t-cut)
BBBBBB,PPBBPP,PBBBPB,2-2-2(t-cut)
PPBBBP,BBPPBB,BBPBBB,2-2-2(t-cut)
BPPBPP,PPBBPP,BBBBBB,2-2-2(t-cut)
PBPPPP,BBPPBB,BBBBBB,2-2-2(t-cut)
PBPPBB,BBPPBB,BPPPPP,2-2-2(t-cut)
PPBPPB,BBPPBB,BBPPBB,2-2-2(t-cut)
BBPPBB,BBPPBB,PPPBBP,2-2-2(t-cut)
PPBBBB,PPBBPP,PBBPBB,2-2-2(t-cut)
PPPBBP,BBPPBB,PPPPBB,2-2-2(t-cut)
PBBPBB,PPBBPP,PPBBBP,2-2-2(t-cut)
BPPBBP,BBPPBB,PPPPPB,2-2-2(t-cut)
PBBPBB,PPBBPP,PPPBBB,2-2-2(t-cut)
PBPPBB,BBPPBB,PBPBBB,2-2-2(t-cut)
BBBBPP,PPBBPP,PBBBBB,2-2-2(t-cut)
PBPPBP,PPBBPP,PPBBBB,2-2-2(t-cut)
BBPBPB,PPBBPP,PBBPPB,2-2-2(t-cut)
BPPBBP,PPBBPP,BBBBPP,2-2-2(t-cut)
PPBPPP,PPBBPP,PBBPPB,2-2-2(t-cut)
PPPBBP,PPBBPP,BBPBBP,2-2-2(t-cut)
PPBPBB,BBPPBB,BBBPPP,2-2-2(t-cut)
BBBPPP,PPBBPP,BBBBBP,2-2-2(t-cut)
BPPPPP,BBPPBB,BBBPBB,2-2-2(t-cut)
BPBPPB,PPBBPP,PPBPPP,2-2-2(t-cut)
PBPPPP,PPBBPP,BBPBBB,2-2-2(t-cut)
PPPPPP,BBPPBB,PBBBBP,2-2-2(t-cut)
BBBBPB,PPBBPP,BBPPPB,2-2-2(t-cut)
BBPBPP,BBPPBB,PPPBBP,2-2-2(t-cut)
PBPPBB,PPBBPP,PBBPPP,2-2-2(t-cut)
BPPBBP,PPBBPP,PBBBBP,2-2-2(t-cut)
BPBPPB,BBPPBB,BPBPBP,2-2-2(t-cut)
PPBPPP,PPBBPP,PBBBPB,2-2-2(t-cut)
BBPPBP,BBPPBB,BPBPPB,2-2-2(t-cut)
PBPBBB,BBPPBB,BBBPPB,2-2-2(t-cut)
PPBBPB,BBPPBB,BBBBBP,2-2-2(t-cut)
PPPPBP,PPBBPP,BBPBPP,2-2-2(t-cut)
PPBPPP,BBPPBB,PBPPBB,2-2-2(t-cut)
BPPBPB,BBPPBB,BPPPPB,2-2-2(t-cut)
PBBPBP,BBPPBB,BPPPBB,2-2-2(t-cut)
PBBPPP,PPBBPP,BPPBPB,2-2-2(t-cut)
BBPPPP,PPBBPP,BPPPPB,2-2-2(t-cut)
BPPBPP,PPBBPP,BBPBPB,2-2-2(t-cut)
PBPPPP,BBPPBB,PBPBBB,2-2-2(t-cut)
BBBPBP,PPBBPP,BBPBPP,2-2-2(t-cut)
BPBPPP,BBPPBB,PBPPPP,2-2-2(t-cut)
BPBBBP,PPBBPP,PPPPPB,2-2-2(t-cut)
PPPPBP,PPBBPP,PBBPBP,2-2-2(t-cut)
PBPPBP,BBPPBB,PPPBBB,2-2-2(t-cut)
PPBPBB,PPBBPP,PBBBPP,2-2-2(t-cut)
BPPBPB,BBPPBB,BPBPBP,2-2-2(t-cut)
PBPPBP,PPBBPP,PBBPPB,2-2-2(t-cut)
PPPBBP,PPBBPP,BPPBPB,2-2-2(t-cut)
PPBPPP,PPBBPP,BPPBBB,2-2-2(t-cut)
PBPBBB,BBPPBB,BBBBBB,2-2-2(t-cut)
BBBBPB,PPBBPP,PPPBBP,2-2-2(t-cut)
PBBPBP,PPBBPP,BBPBPP,2-2-2(t-cut)
BPBPPP,BBPPBB,PBPPBP,2-2-2(t-cut)
BBBPBP,BBPPBB,BPPPBB,2-2-2(t-cut)
BPBBBP,PPBBPP,BBBPPP,2-2-2(t-cut)
BBBPPP,BBPPBB,BPPPBB,2-2-2(t-cut)
BPBBPB,BBPPBB,BBPBPP,2-2-2(t-cut)
BBBBPB,PPBBPP,BBBPBB,2-2-2(t-cut)
BBPBPP,BBPPBB,BPBBPB,2-2-2(t-cut)
PBBPBP,BBPPBB,PBBPPB,2-2-2(t-cut)
PPPPPB,BBPPBB,PPBBPP,2-2-2(t-cut)
PPPBBB,PPBBPP,BBPPBB,2-2-2(t-cut)
PBBBPP,BBPPBB,PPBBBB,2-2-2(t-cut)
BBBPPP,PPBBPP,BBBPBP,2-2-2(t-cut)
BPPPPP,BBPPBB,BPBPBB,2-2-2(t-cut)
BBBPBB,BBPPBB,PBPBBP,2-2-2(t-cut)
BBPPBB,BBPPBB,PPBBBB,2-2-2(t-cut)
PPBBBB,PPBBPP,BBBBBP,2-2-2(t-cut)
BBBBPP,BBPPBB,BBBPPP,2-2-2(t-cut)
PPPBBP,BBPPBB,BPPPBP,2-2-2(t-cut)
PBPBBP,PPBBPP,PPPPPP,2-2-2(t-cut)
BPPBPB,BBPPBB,BBBPBB,2-2-2(t-cut)
BPBBBP,BBPPBB,PPPPBP,2-2-2(t-cut)
BBBPBB,PPBBPP,PPBPBB,2-2-2(t-cut)
BPPPPB,BBPPBB,PBBBPP,2-2-2(t-cut)
BPPPPB,BBPPBB,PBBBPP,2-2-2(t-cut)
PPPPPB,PPBBPP,PPPBPB,2-2-2(t-cut)
BBPPPB,PPBBPP,BPBBPP,2-2-2(t-cut)
BBPPPB,PPBBPP,BPBBPP,2-2-2(t-cut)
BPPPPB,BBPPBB,PBPPBP,2-2-2(t-cut)
PPBBBP,BBPPBB,PPBBBB,2-2-2(t-cut)
BBBPBB,PPBBPP,BBBBBP,2-2-2(t-cut)
BPBBPP,BBPPBB,BBBPPB,2-2-2(t-cut)
BPPBBB,BBPPBB,PPPPBB,2-2-2(t-cut)
PBBBBB,PPBBPP,PPBBBP,2-2-2(t-cut)
PPBBBP,BBPPBB,PPBBBB,2-2-2(t-cut)
BBBPBB,PPBBPP,BBBBBP,2-2-2(t-cut)
BPBBPP,BBPPBB,BBBPPB,2-2-2(t-cut)
BPPBBB,BBPPBB,PPPPBB,2-2-2(t-cut)
PBBBBB,PPBBPP,PPBBBP,2-2-2(t-cut)
PBBBBP,BBPPBB,PBPBBP,2-2-2(t-cut)
PBBPBP,BBPPBB,PBPPBP,2-2-2(t-cut)
BPBPBB,BBPPBB,BBPBPP,2-2-2(t-cut)
BBPBPB,PPBBPP,PBBPBB,2-2-2(t-cut)
PBBBBP,PPBBPP,BPBBBB,2-2-2(t-cut)
PPPPPB,PPBBPP,BBBPBB,2-2-2(t-cut)
PPPBPP,BBPPBB,BPBBPP,2-2-2(t-cut)
PBBPPP,PPBBPP,BBBBBP,2-2-2(t-cut)
BPPPPP,BBPPBB,BBBPPP,2-2-2(t-cut)
BPPPBP,BBPPBB,BPPPBP,2-2-2(t-cut)
BBBBBP,PPBBPP,PBBBPP,2-2-2(t-cut)
BPBBPB,PPBBPP,BPPPPP,2-2-2(t-cut)
BPBBPP,PPBBPP,BBBPBP,2-2-2(t-cut)
BBPPPP,BBPPBB,BPBPPB,2-2-2(t-cut)
PPBPBP,PPBBPP,PBBBPP,2-2-2(t-cut)
BBPPPB,BBPPBB,BBBPPP,2-2-2(t-cut)
PPBBBP,BBPPBB,PBPBPB,2-2-2(t-cut)
PBBBPB,BBPPBB,PBBBPP,2-2-2(t-cut)
PPBPPB,PPBBPP,PPPPBP,2-2-2(t-cut)
PBPPPP,PPBBPP,BBBBBB,2-2-2(t-cut)
BPPBPB,PPBBPP,PBPBBP,2-2-2(t-cut)
BBPBPB,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBBPP,PPBBPP,PBPPBP,2-2-2(t-cut)
BBPBBB,BBPPBB,PPPPBP,2-2-2(t-cut)
PBBBBB,PPBBPP,PPBPBP,2-2-2(t-cut)
BPBPPB,BBPPBB,PPPPBP,2-2-2(t-cut)
BPPBBB,PPBBPP,PPBPPB,2-2-2(t-cut)
BBBPPB,PPBBPP,BBPPPB,2-2-2(t-cut)
BPPBPP,BBPPBB,PPPBPB,2-2-2(t-cut)
PBPPBB,PPBBPP,PBPBBP,2-2-2(t-cut)
PBPPBP,BBPPBB,PBPPPP,2-2-2(t-cut)
PBBBPB,PPBBPP,PBPBPB,2-2-2(t-cut)
BPBPBP,BBPPBB,BBBPPP,2-2-2(t-cut)
BBPBPP,PPBBPP,PBBPBP,2-2-2(t-cut)
PBPPPB,BBPPBB,PPPBBP,2-2-2(t-cut)
PPPBBB,PPBBPP,PBBPBP,2-2-2(t-cut)
BBBPBB,BBPPBB,BBPBBP,2-2-2(t-cut)
PBBBBP,BBPPBB,BBBBPB,2-2-2(t-cut)
PBPBPB,PPBBPP,PBPPPP,2-2-2(t-cut)
BPPBBB,BBPPBB,BBBBBP,2-2-2(t-cut)
PPBBPB,PPBBPP,BPPBBP,2-2-2(t-cut)
PBBPPB,PPBBPP,BBBBPB,2-2-2(t-cut)
BPBPPB,BBPPBB,PPBBPB,2-2-2(t-cut)
BPPBBB,PPBBPP,BBPBBB,2-2-2(t-cut)
PBBBPP,BBPPBB,PBBBBB,2-2-2(t-cut)
PBBBBP,BBPPBB,PPBPPB,2-2-2(t-cut)
BBBPBB,PPBBPP,BPPBPB,2-2-2(t-cut)
PPBBPB,BBPPBB,BPBBBB,2-2-2(t-cut)
BPPPPB,BBPPBB,BPBBBP,2-2-2(t-cut)
PPBBPB,PPBBPP,PBPBBP,2-2-2(t-cut)
PBPBBP,BBPPBB,BPPPPB,2-2-2(t-cut)
PBPPBB,BBPPBB,BPBPBB,2-2-2(t-cut)
BPBBPB,BBPPBB,BPPPPB,2-2-2(t-cut)
PPPPPP,PPBBPP,PPPBPB,2-2-2(t-cut)
PBBBPP,PPBBPP,BBPBPB,2-2-2(t-cut)
BBPPPP,BBPPBB,PBPBBP,2-2-2(t-cut)
PBPBBP,BBPPBB,PPBPBP,2-2-2(t-cut)
PBBPBB,PPBBPP,BPBPBP,2-2-2(t-cut)
PBPBBB,BBPPBB,BBPPPP,2-2-2(t-cut)
PBPPBB,BBPPBB,BBPBPB,2-2-2(t-cut)
BBBPPP,PPBBPP,BPPPBB,2-2-2(t-cut)
BPBBBP,PPBBPP,PBPBPB,2-2-2(t-cut)
PBPBPB,BBPPBB,PBBBPB,2-2-2(t-cut)
BBBBBB,PPBBPP,PBPBBB,2-2-2(t-cut)
PPPBPP,PPBBPP,BPBBPP,2-2-2(t-cut)
PPPPBB,BBPPBB,PPPBBB,2-2-2(t-cut)
PPBBBB,PPBBPP,PBBBPB,2-2-2(t-cut)
PBPPBP,BBPPBB,PBBBPB,2-2-2(t-cut)
BBPPPB,PPBBPP,BPPBPB,2-2-2(t-cut)
BPBBBP,BBPPBB,BPBPBP,2-2-2(t-cut)
BBBPBB,BBPPBB,PPPBPB,2-2-2(t-cut)
BPBBBB,PPBBPP,PBPBBB,2-2-2(t-cut)
BBPPPB,BBPPBB,PBBBPB,2-2-2(t-cut)
PBPPPB,PPBBPP,PPPPBB,2-2-2(t-cut)
BBPBPP,PPBBPP,PBPBPB,2-2-2(t-cut)
BPPPPP,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBBPP,PPBBPP,BPPPBP,2-2-2(t-cut)
PBBBPP,PPBBPP,BPBPPP,2-2-2(t-cut)
BBPPBP,BBPPBB,PPPBPP,2-2-2(t-cut)
PPBPBB,PPBBPP,PBPPBB,2-2-2(t-cut)
BBPPPB,PPBBPP,BBBBBB,2-2-2(t-cut)
PPPBPP,BBPPBB,BBBBPP,2-2-2(t-cut)
BBPPBP,BBPPBB,PPBBBP,2-2-2(t-cut)
PPBPBB,PPBBPP,BBBPPB,2-2-2(t-cut)
BPBBPP,BBPPBB,BPPBPP,2-2-2(t-cut)
BPPPBP,BBPPBB,PBPPPB,2-2-2(t-cut)
BBPBPB,BBPPBB,BBBBBP,2-2-2(t-cut)
BBPBPB,BBPPBB,BBBBBP,2-2-2(t-cut)
PBBBBP,PPBBPP,PPPBBB,2-2-2(t-cut)
PPPPBB,BBPPBB,BBBBBP,2-2-2(t-cut)
BPPPPB,PPBBPP,BBPBPP,2-2-2(t-cut)
PPPBPP,BBPPBB,PBPPBP,2-2-2(t-cut)
PPPPPB,PPBBPP,PPPBPP,2-2-2(t-cut)
PPPBPB,BBPPBB,BPPPBB,2-2-2(t-cut)
BPPBPB,PPBBPP,PBPBPP,2-2-2(t-cut)
BBPPBP,BBPPBB,BPPPBB,2-2-2(t-cut)
BBPPBP,BBPPBB,BPPPBB,2-2-2(t-cut)
PBPBBB,BBPPBB,PPPBBB,2-2-2(t-cut)
PBBBBB,PPBBPP,PBBBPB,2-2-2(t-cut)
PPPPPP,PPBBPP,BBBBBP,2-2-2(t-cut)
PPPPPP,BBPPBB,BBBPBB,2-2-2(t-cut)
BPPPBB,BBPPBB,PPPPBB,2-2-2(t-cut)
PPBBBB,PPBBPP,PPBBBP,2-2-2(t-cut)
BPBPPP,BBPPBB,BPBPPP,2-2-2(t-cut)
BPPPBP,BBPPBB,BBBPBP,2-2-2(t-cut)
BPBPBB,BBPPBB,BPBBBB,2-2-2(t-cut)
BPBPPB,PPBBPP,BPBBBB,2-2-2(t-cut)
PBPPBP,BBPPBB,BPBPBB,2-2-2(t-cut)
BPPBPP,PPBBPP,PPBPPP,2-2-2(t-cut)
