before,red_not_tidt,after,length
BBBBPP,BPBBBBPBBPBB,PPPPBP,12
PPPPPP,BBPBBPBPBBBPBBB,PPBBBB,15
PPPBPP,BBBBBPBPBB,PPPPBP,10
PPPPPP,BPBPBPBBBBB,PPPBBP,11
PPBBPP,BBBBBBBBBB,PPPPBP,10
BPPBPP,BBBPBBBPBB,PPBBPB,10
PBPPPP,BBBBPBBBBPBPBBBBBBPB,PPBBPB,20
PBPBPP,BBBBBBBBBBPBB,PPPBPB,13
BBPBPP,BBPBPBBPBPB,PPBBBB,11
PBPBPP,BBBBBPBBPBBBB,PPPPPP,13
PBPBPP,BPBPBBPBBBPBPBBBB,PPBBPB,17
BBBBPP,BBPBBBPBBBBBPBPBBB,PPPBBP,18
PBPBPP,BPBPBPBBBBB,PPPPPP,11
BBPBPP,BPBPBBBPBBBB,PPBBPB,12
BPPBPP,BPBBBPBPBB,PPPPBB,10
BBPPPP,BPBBBBPBPB,PPPBPP,10
BBBBPP,BBPBPBPBBB,PPPPBP,10
BBPPPP,BPBPBBBBPBBB,PPBBPP,12
BPBPPP,BBBBBBPBBBBB,PPPPPP,12
BPBPPP,BBBBBBPBBBBB,PPPPPP,12
BBBBPP,BBBBPBBPBPBPBPBBB,PPPPPP,17
BBBBPP,BBBBPBBPBPBPBPBBB,PPPPPP,17
PPBBPP,BPBBPBBPBBPBBB,PPPBBP,14
BBPPPP,BPBPBBBBPBB,PPBBBB,11
BBPBPP,BBPBBPBPBBBPB,PPPBBP,13
PBPBPP,BPBPBBPBPBBBBBPBPBB,PPBPPB,19
BBPBPP,BBPBBPBPBBBPB,PPPBBP,13
PBBBPP,BBBPBPBBBB,PPPPPB,10
BPBPPP,BBPBBPBPBPBPBB,PPPBBP,14
PBPBPP,BPBBPBBPBBB,PPPPBB,11
PPBPPP,BBPBPBBBBPBBBBBBB,PPPBPB,17
BPPBPP,BBBPBBBBBBBBBBBPB,PPPBBP,17
BPPPPP,BBPBPBBBPB,PPBBBP,10
BBPPPP,BPBPBPBBPBPBBBBB,PPBBBB,16
BBPPPP,BBPBBPBBBBBBBPBB,PPPPPB,16
BBPPPP,BBPBBPBBBBBBBPBB,PPPPPB,16
PPPPPP,BBPBPBBBPBBB,PPBPPB,12
PPPPPP,BBPBPBBBPBBB,PPBPPB,12
PPPBPP,BBBBPBBBPBPBBBB,PPBPPB,15
PPPBPP,BBBBPBBBPBPBBBB,PPBPPB,15
PPPBPP,BBBBPBBBPBPBBBB,PPBPPB,15
PBBBPP,BBPBBBPBPB,PPPPPP,10
BPPBPP,BPBPBPBBPBBPBB,PPBPBB,14
BBPBPP,BBBPBPBBBBPBB,PPBBBB,13
BBBBPP,BPBBPBBBPBPBPBBPBBPBPB,PPBPBP,22
BPPBPP,BBPBPBPBBB,PPPBBB,10
BPPBPP,BBPBPBPBBB,PPPBBB,10
BBBPPP,BBBPBBBBBB,PPBPPB,10
BPPBPP,BBBBBBBBPBBBBBPBBBBPBBB,PPBBPB,23
PBPBPP,BBBPBBBBBB,PPBBBP,10
PPPPPP,BBBBPBPBPBBPBPBBB,PPPBBP,17
BPBPPP,BBBBBBBBBB,PPPPBP,10
BPBPPP,BBBBBBBBBB,PPPPBP,10
BPBPPP,BBBBBBBBBB,PPPPBP,10
PPBBPP,BPBBBBBBPBPB,PPBBBP,12
PBPBPP,BBBPBBBBBBPBPBBBBBPB,PPBPPP,20
BBPPPP,BPBPBPBBPBPB,PPPBBP,12
BBPPPP,BPBPBPBBPBPB,PPPBBP,12
BPPPPP,BPBBBBBBBPBPBBBBBPBB,PPBBBP,20
PBBPPP,BPBBBPBBPBB,PPBBBP,11
BPBPPP,BBBBBPBBPBB,PPBPPB,11
BBPBPP,BBBBBPBPBBBB,PPBBBP,12
BBPPPP,BBBBBBBBPB,PPBBPB,10
BPBPPP,BBBBBBBBPBPBPBPB,PPPPBB,16
BPBPPP,BBBBBBBBPBPBPBPB,PPPPBB,16
BPBPPP,BBBBBBBBPBPBPBPB,PPPPBB,16
BPBPPP,BBBBBBBBPBPBPBPB,PPPPBB,16
BPPPPP,BBBPBPBPBPBBBBBBBPB,PPBPBP,19
BBBBPP,BBBBPBBBPBBBPB,PPBPBB,14
BPBBPP,BBBBBPBBPB,PPPBBP,10
PPPBPP,BPBBBBBBPB,PPPBBB,10
PPPBPP,BBBBBBPBBPB,PPBBBP,11
PPPBPP,BBBBBBPBBPB,PPBBBP,11
BBPBPP,BPBBBBBBPB,PPBBPP,10
BBPBPP,BPBBPBBPBB,PPPBBP,10
PBBPPP,BBBPBPBBBBB,PPBPPP,11
BBBPPP,BBBPBBBBBPBPBB,PPBPPP,14
PPPBPP,BBPBBBBBPBBPBBPBPBBB,PPPPPB,20
PBBPPP,BPBBBBPBPB,PPPBBB,10
PBBPPP,BPBBBBPBPB,PPPBBB,10
BBBPPP,BBPBBBBBPBBBPBBBBBBB,PPPPBP,20
PBBBPP,BBPBPBBBBBBB,PPPPPP,12
BBPBPP,BBBBBBBBPB,PPBPPB,10
PPBPPP,BPBBPBBBBBBPBPB,PPBPBB,15
PBPBPP,BPBBBPBPBBPB,PPBBBP,12
PPBPPP,BPBBPBBBBBBPBPB,PPBPBB,15
PBPBPP,BPBBBPBPBBPB,PPBBBP,12
BBBPPP,BPBBPBBBPBBBB,PPPPBB,13
PPPPPP,BPBBBBBBBBPB,PPPPBB,12
BPBPPP,BPBBPBBBPBB,PPBBBP,11
BPBPPP,BPBBPBBBPBB,PPBBBP,11
PBBPPP,BBBPBPBPBB,PPBBPB,10
PPBBPP,BPBPBPBBBBBB,PPPPBB,12
BPBBPP,BBBBPBPBBBPBBPBB,PPBPBP,16
PPPBPP,BPBBPBBBBBB,PPBPBB,11
PBPBPP,BPBBBBPBBBPB,PPPBBP,12
BBBPPP,BBBPBPBBBBPBBBBB,PPPBBP,16
PPBBPP,BBBBBBBBBPBBBBPB,PPPBPB,16
PBPPPP,BPBBPBPBBB,PPPBBP,10
PBBPPP,BPBBPBBPBB,PPPBBB,10
PBPPPP,BPBBPBPBBB,PPPBBP,10
PBBPPP,BPBBPBBPBB,PPPBBB,10
PBPPPP,BPBBPBPBBB,PPPBBP,10
PBBPPP,BPBBPBBPBB,PPPBBB,10
BBBBPP,BBPBPBBBBBBBPB,PPPPPP,14
PBBBPP,BBBPBBBBBBBB,PPPBPB,12
BBPPPP,BPBBBBBPBPBBB,PPPPPP,13
BBPPPP,BPBBBBBPBPBBB,PPPPPP,13
BPBPPP,BBBBBPBPBBPBBBPBBBB,PPPBPP,19
PPPPPP,BBPBBPBBBB,PPPPBP,10
BBPPPP,BPBBPBBBBB,PPPBPB,10
BPPPPP,BBBPBBBPBB,PPBPPP,10
PPPBPP,BBPBPBPBBB,PPPBPB,10
PPBBPP,BPBPBBPBBBBPBPBBBBBB,PPBBPP,20
PBBBPP,BBBBBBPBPB,PPPBBP,10
BBPBPP,BBBPBPBPBBBPBBBPBPB,PPPBPP,19
PBBBPP,BPBBPBPBPBBPBPBBPBBPBBBBBBPB,PPPPBB,28
PPBBPP,BBPBBBBPBPBPB,PPBBBP,13
PPBPPP,BBBBBBBPBBBPBB,PPBPPP,14
BBPBPP,BBPBBBBBPB,PPPPBP,10
PPPBPP,BPBBBBBPBPB,PPPBPB,11
BBBBPP,BBBBPBPBPBBPBB,PPPPBP,14
PBPBPP,BPBPBPBPBBPBBPB,PPBBBP,15
PPPBPP,BBBBPBPBBBB,PPPPBB,11
BBPBPP,BPBPBBPBBBBBPB,PPPBBP,14
BBPBPP,BPBPBBPBBBBBPB,PPPBBP,14
PPPPPP,BBPBPBBBBBPBBPBBB,PPBBBB,17
PPBBPP,BBBBBBBBBPB,PPBBBB,11
BPPBPP,BBPBPBBBBBBBPBPBBBBPB,PPBBPP,21
BBPPPP,BBBBBPBBBBBBBBBBPBBBBBBPBB,PPBBBB,26
BBPPPP,BPBBBPBPBB,PPBBPB,10
PBBPPP,BBPBBBPBPB,PPBPBB,10
PBBBPP,BBBBPBPBPBPB,PPPPBP,12
BBBBPP,BBBBBBBBBPB,PPBBBB,11
PBPBPP,BPBBBPBPBPB,PPPPBP,11
BBPBPP,BPBBPBPBBBPBB,PPPBBP,13
BPPPPP,BBBBPBBBPBBBPBPBB,PPPPPB,17
PBPBPP,BBBBPBPBPBBPB,PPBBBP,13
BBBBPP,BBBBPBPBBB,PPPPPB,10
BPBPPP,BBPBBPBBBBB,PPBBBP,11
BBBBPP,BBBPBBBPBPBBPBPBBPB,PPPPPB,19
PPPBPP,BBPBBBPBBBPBBB,PPPBBB,14
PBBBPP,BPBBBPBPBBPBBB,PPPBBB,14
PBBBPP,BBBPBBBBBBB,PPPBBB,11
PPBBPP,BPBPBPBBBBB,PPPBBP,11
BBBBPP,BBBBBPBPBBBBB,PPBBPP,13
BPPBPP,BBBBPBBPBB,PPBPBP,10
PBBPPP,BBPBPBPBPBBBBB,PPPBBB,14
PBBPPP,BBPBPBPBPBBBBB,PPPBBB,14
PPPBPP,BBBBBBBPBPBPBPBPB,PPPPBP,17
PPPPPP,BBBPBBBBBB,PPBPBB,10
BBBBPP,BPBBBBBBBB,PPPBBB,10
BBPBPP,BPBPBBPBPB,PPBPBP,10
PBBBPP,BPBPBBPBBBB,PPBPPP,11
BBPPPP,BPBBBBPBPBBBPB,PPBPBB,14
BBBBPP,BBPBPBPBBBPBBBBB,PPPPPB,16
PPPBPP,BPBBBBPBBB,PPBPBP,10
BBPBPP,BPBPBBBBBPBBPBBPBPB,PPPBPB,19
BPBPPP,BPBPBBBBBB,PPBBBB,10
BBBPPP,BPBBBBBBBPBBB,PPPBBP,13
BPPBPP,BBPBPBPBPBBBPBB,PPPPBB,15
PBPPPP,BPBBBBBBPBBBB,PPBBBP,13
PBPBPP,BPBBBBBBBBPBBPB,PPBPPP,15
BBPBPP,BPBBBPBPBBB,PPBBBP,11
BBPBPP,BBPBPBPBBB,PPBPPB,10
BPPBPP,BPBBBPBPBB,PPPPPP,10
BBPBPP,BBPBBPBBBBBB,PPPBPB,12
BBPBPP,BBPBBPBBBBBB,PPPBPB,12
BBPBPP,BBPBBPBBBBBB,PPPBPB,12
PPBBPP,BPBBPBPBBBB,PPPPBB,11
PPBBPP,BPBBPBPBBBB,PPPPBB,11
PBBBPP,BBBBPBBBBPBBBBPB,PPBBBB,16
BBBBPP,BBBBPBPBPB,PPPPPP,10
PPPBPP,BBBBPBBPBBBPB,PPPPBP,13
BBBPPP,BPBBPBPBBBBPBB,PPPBBB,14
BPBPPP,BBBPBPBBPBB,PPBBBB,11
BPBPPP,BBBPBPBBPBB,PPBBBB,11
BPBBPP,BPBPBBPBPBB,PPBBPB,11
PPPBPP,BPBPBBBBPB,PPPPBP,10
BBPPPP,BBBPBPBBBBBPB,PPBPBB,13
PBBBPP,BBBPBBPBPBB,PPBPPB,11
BPPBPP,BPBPBPBPBPBPB,PPBBBB,13
BPPBPP,BPBPBPBPBPBPB,PPBBBB,13
BPPBPP,BPBPBPBPBPBPB,PPBBBB,13
BPPBPP,BPBPBPBPBPBPB,PPBBBB,13
PBBBPP,BPBBBBBPBBPB,PPPPBP,12
BPPBPP,BPBPBPBBBBPBPBB,PPPPBB,15
BBPPPP,BBBBBBPBBB,PPBBPB,10
BBPPPP,BBBBBBPBBB,PPBBPB,10
BBPBPP,BPBPBBBBBB,PPPPBB,10
PBPBPP,BPBPBBPBBPBB,PPBPBP,12
PPBPPP,BPBPBPBPBBBPBPBPB,PPBBPP,17
PBPBPP,BBPBBPBBBPB,PPBPPB,11
PBPBPP,BBPBBPBBBPB,PPBPPB,11
BBBBPP,BPBBBBPBPB,PPBBPP,10
BBBBPP,BPBBBBPBPB,PPBBPP,10
BPBPPP,BPBBPBBBPBBBB,PPPBBB,13
PBBBPP,BBPBBPBPBPB,PPBPPB,11
PBBPPP,BPBBPBBBBBBPB,PPPPBB,13
PBBPPP,BPBBPBBBBBBPB,PPPPBB,13
BPPBPP,BBBPBBPBBPBPBB,PPBPBP,14
PBBPPP,BBBBPBBBPB,PPPPBB,10
PPBPPP,BPBBBBPBBPBPB,PPBPPP,13
BBPPPP,BPBBPBPBBPB,PPPPBP,11
BBPPPP,BPBBPBPBBPB,PPPPBP,11
BPPPPP,BBBBPBPBBBBPBPBBBBB,PPBPPB,19
PPPPPP,BPBPBBPBBB,PPBPBP,10
PPBBPP,BBPBBBBPBB,PPPPPB,10
PPPPPP,BPBBPBPBBPBPBB,PPBPBB,14
BPBPPP,BBBBBBBBPBBPB,PPBPBB,13
BPBPPP,BBBBBBBBPBBPB,PPBPBB,13
PPBBPP,BBBBBBPBPB,PPPPPB,10
PPBBPP,BBBBBBPBPB,PPPPPB,10
BPPPPP,BPBPBPBBBBBBBBB,PPBPPP,15
BPPPPP,BPBPBPBBBBBBBBB,PPBPPP,15
PPPPPP,BPBPBBPBBB,PPBPBB,10
PPBBPP,BBBBBPBPBBPBPBPB,PPPPPP,16
PPBBPP,BPBPBBPBBBPBBPB,PPPPBP,15
PBPBPP,BPBBPBBBBBBPBB,PPPPPP,14
PBBBPP,BBPBBBBBBBPB,PPPPPB,12
PBBBPP,BBPBPBBBPB,PPBBBB,10
BPPBPP,BBBPBBPBPBPBB,PPBPBB,13
BPBBPP,BPBBPBBPBPB,PPPBBP,11
PBPBPP,BBBBBBBBBBPB,PPPPPB,12
PPPBPP,BPBBBPBBBB,PPPPBB,10
PBPPPP,BPBBPBPBBBPB,PPPBPP,12
BPBBPP,BPBPBBPBBB,PPBBBP,10
PPPBPP,BPBBBBBBPBBBPBPB,PPBPPB,16
BPPBPP,BBPBBBBBPB,PPPBBP,10
BPBBPP,BBBBBPBBBBBPBPB,PPBBPP,15
PPBBPP,BBBPBBPBBBBBBBPBPB,PPPBPP,18
PBBBPP,BBPBPBPBPB,PPPPPP,10
BPBPPP,BBBPBBBBBBBBBBBBB,PPPBBB,17
BBPBPP,BBBBPBBBPBBB,PPPBPB,12
BPBBPP,BBPBBPBBBB,PPBBPB,10
BBBBPP,BBPBBPBBBPB,PPPPBP,11
PBBBPP,BBBBBBPBBBBBB,PPBBBP,13
PPPBPP,BBBBBBBBBB,PPBPPP,10
PPPBPP,BBBBBBBBBB,PPBPPP,10
PBBBPP,BBBPBBBPBBBPBBPBBPB,PPPBBP,19
PBBPPP,BBBBPBPBBBPB,PPPBBB,12
PPBBPP,BBPBPBBBPBBB,PPPPBB,12
PPBBPP,BBPBPBBBPBBB,PPPPBB,12
BBBBPP,BPBBBPBBBBB,PPPPBP,11
PBBPPP,BBBPBPBPBBPBBB,PPPPPB,14
BPPPPP,BBBPBPBBPBPBBPB,PPBPPP,15
BPBBPP,BBBBBBPBBPBPBBBBBBB,PPPPPB,19
PPPBPP,BBPBBBPBPBPB,PPPBBP,12
PBPBPP,BPBPBBPBBPBBBBBB,PPBPBP,16
BPBPPP,BPBPBBPBBB,PPPPBB,10
BPBPPP,BPBPBBPBBB,PPPPBB,10
BBPPPP,BBBPBPBPBPBPBBPBB,PPBBPB,17
BBBPPP,BBBBBPBBPBBB,PPBPPP,12
PPBPPP,BPBBPBPBBBPB,PPPBBP,12
BBBPPP,BBBBBBBBPBPBPB,PPPPBP,14
BBPBPP,BBBBBBBPBBPB,PPPBPP,12
BBPBPP,BBBBBBBPBBPB,PPPBPP,12
PPBPPP,BBPBPBBPBBB,PPPPBP,11
PPBPPP,BBPBPBBPBBB,PPPPBP,11
PPBPPP,BBPBPBBPBBB,PPPPBP,11
PPPPPP,BPBBPBPBBBBBPBPB,PPPBPB,16
PBPBPP,BBPBBPBBPBBBPBBPBPBBBBBPBBB,PPPPPP,27
PBBBPP,BBPBBBBPBB,PPPPBB,10
PBBBPP,BBPBBBBPBB,PPPPBB,10
BPPBPP,BPBBBBPBBB,PPBPPP,10
PPBPPP,BBPBPBBBPB,PPPBPP,10
BBBPPP,BBBPBBBBBPBBPBBBBPBPB,PPPPPP,21
BPPPPP,BPBBBPBBPBBPB,PPPPPP,13
BPPBPP,BBPBBPBBBBBBB,PPBBBP,13
BBPPPP,BPBBPBPBBB,PPBPBB,10
BPBBPP,BPBPBBBBBBB,PPBBPB,11
BBPPPP,BBBPBBBBPBB,PPPBBB,11
BBPPPP,BBBPBBBBPBB,PPPBBB,11
BPBBPP,BPBPBBPBBPBPBBBPBBPBBB,PPPBBB,22
BBBPPP,BPBBBBBBBBB,PPBPPB,11
BPBPPP,BPBBBBBBPBPB,PPPPPP,12
BPPPPP,BPBBBPBBBPB,PPPBPP,11
PBPBPP,BPBPBPBPBBBBPBB,PPPPBP,15
BBPBPP,BPBBBBBBPBBBPBBB,PPBPBB,16
BBBPPP,BBPBBBPBPBBB,PPPBBP,12
BBBPPP,BBPBBBPBPBBB,PPPBBP,12
PBPPPP,BBPBPBBBPB,PPBPPP,10
PBPBPP,BBBBBPBBBPBPBPBPBPBBB,PPBPPP,21
BBPPPP,BBBBBPBBPBPBB,PPBPBP,13
BPPPPP,BBBPBBPBPB,PPBBPB,10
PPBPPP,BBBPBBBPBB,PPPBBB,10
BPPBPP,BPBPBPBBBPB,PPBBPB,11
PPPPPP,BBBPBPBBPBB,PPPBPP,11
BPPBPP,BPBBBBPBBBBBBBBBB,PPBPBP,17
PPPBPP,BPBBBPBPBPBPB,PPBPBP,13
PBPBPP,BPBPBBPBPBB,PPPBPB,11
PPPBPP,BPBBBPBPBPBPB,PPBPBP,13
PBPBPP,BPBPBBPBPBB,PPPBPB,11
PPBPPP,BBBBBBPBBBB,PPBPPP,11
PBBPPP,BBPBPBBBBB,PPPBBP,10
PPPPPP,BBPBBBPBPBPBBB,PPPPPB,14
PBPPPP,BBPBPBPBBB,PPBBBB,10
PBBPPP,BPBPBBBBBBPB,PPPPBB,12
BPPBPP,BPBBBBPBPBBBB,PPPBBP,13
BPPBPP,BPBBBBPBPBBBB,PPPBBP,13
BPPBPP,BPBBBBPBPBBBB,PPPBBP,13
PBPPPP,BPBPBBPBPBBPBBPBBBBBPBB,PPPBBB,23
BBPBPP,BPBBBBBBBBB,PPPPBP,11
BBPBPP,BPBBBBBBBBB,PPPPBP,11
BBPBPP,BPBBBBBBBBB,PPPPBP,11
BBPBPP,BPBBBBBBBBB,PPPPBP,11
BBPBPP,BPBBBBBBBBB,PPPPBP,11
BBPBPP,BPBBBPBPBB,PPPPPP,10
BBPPPP,BBBBBBPBBBBBBPB,PPBPPP,15
BPPPPP,BBBBPBPBPBBPBBBBBBPBBBB,PPPBBP,23
BBBPPP,BPBPBBBPBPBBPB,PPBPBB,14
BPPPPP,BBBBBPBPBB,PPBBPP,10
BBBBPP,BBPBBPBBBBPBB,PPPPBP,13
PBPPPP,BBBBBPBBPBBBBBPBPBB,PPBBBP,19
BPBBPP,BBBPBPBBPB,PPBBPP,10
PPPPPP,BPBPBBPBBBPBPBBBPBB,PPBBBP,19
BPBBPP,BBBPBBBBBBBBBBBBBPBB,PPPPPB,20
PBBPPP,BPBPBBBBBB,PPPBBP,10
PPBBPP,BPBPBBBBPB,PPPBBB,10
PBBBPP,BPBBPBBPBPB,PPBPPP,11
PBBPPP,BPBBBBPBBPBB,PPPPPP,12
BBBBPP,BPBBBBBPBB,PPBPPB,10
PPBPPP,BBBPBPBBPBPB,PPPPPP,12
BBPPPP,BBPBBBBBBB,PPBBBP,10
PBBPPP,BBBPBBBBPBPBPBPBBPBBBBB,PPPBPB,23
BPBBPP,BBBPBPBPBBB,PPPBPB,11
BBBPPP,BPBBPBPBPBBBBPB,PPBPPP,15
BBPBPP,BBBBPBPBBBBB,PPPBPP,12
PBPPPP,BPBPBBBPBB,PPBBPP,10
BBPPPP,BBBPBBPBBBPBPB,PPBBPP,14
BBPPPP,BBBPBBPBBBPBPB,PPBBPP,14
PBBPPP,BBPBBBBBBBBBBPBB,PPBPBB,16
BPBBPP,BPBBPBPBBPBB,PPBBPB,12
BPBPPP,BBBBBPBPBB,PPBPBB,10
BBPPPP,BBPBPBPBPBPBPB,PPPPPB,14
BPPBPP,BPBPBBBPBBPBPBPBBBBBBBBBBBPBBB,PPBPPB,30
BPBBPP,BBPBBPBPBBBPBB,PPPPBB,14
BBPBPP,BBPBBPBPBB,PPPBPP,10
PPBBPP,BBPBBBBPBBBBPB,PPBPPP,14
PBPPPP,BBBBBBPBPBPBPBBPBPBBPBPBB,PPPBBB,25
BPPPPP,BPBPBPBBBPB,PPPPBP,11
PPPPPP,BBPBPBPBPB,PPBBBB,10
BBPPPP,BBPBPBPBBBBBB,PPBBBB,13
BBBBPP,BPBBBBPBBBPB,PPBPPB,12
BBBPPP,BPBBBPBPBBBBBBBB,PPPBBB,16
PBBPPP,BBBBPBBBBPB,PPBBPP,11
BPBPPP,BPBBPBPBPB,PPPPBB,10
BPBPPP,BBPBPBBBPBB,PPBPBP,11
PPBPPP,BBBBBBBBPBPBPBB,PPPBBP,15
BPPPPP,BBPBBBBBBPBBPBPB,PPBBBB,16
BBPPPP,BPBBPBPBBB,PPBBPB,10
PPPPPP,BPBBBBPBPB,PPPBPB,10
BBPPPP,BPBPBBBPBB,PPBBPP,10
PBBBPP,BBBPBPBPBB,PPBBBP,10
PBBBPP,BBBPBPBPBB,PPBBBP,10
BPPPPP,BBBBPBBPBPBPBBBBBPBPBBB,PPPPPB,23
PBPBPP,BBBPBBPBPBB,PPPPBP,11
BBPPPP,BBBBBBPBBPBBB,PPPBPP,13
BPPPPP,BBBPBBBBBBPBPBB,PPPBBP,15
BPBPPP,BBPBPBBBBBPBPB,PPBPBP,14
BPBPPP,BBBBBPBPBBPBBBBBBBPBPBPB,PPBPPB,24
PBBPPP,BBBPBPBBBPBPBPBPBBB,PPBBPP,19
PPBBPP,BBBBPBBBBBBBBBBPBBBPBB,PPBPBB,22
PPBPPP,BBPBBPBBBBB,PPPBBP,11
PPBBPP,BBBPBBBBBPBBBPBPBB,PPPPBB,18
PPBPPP,BBBPBPBBPBBPBB,PPBPPB,14
PPBBPP,BPBPBPBBBBB,PPBPBB,11
BBBPPP,BBBPBPBBBBBB,PPBBBB,12
BBBPPP,BBBPBPBBBBBB,PPBBBB,12
PBBBPP,BPBBPBBPBBB,PPBPBB,11
BPPPPP,BPBPBBBPBBBBPB,PPPPBB,14
BBBPPP,BBBPBPBBBBB,PPPPPP,11
PBBPPP,BPBBPBBBPBPBPB,PPPBPB,14
BPBPPP,BBBBBPBBPB,PPBBBP,10
PBPPPP,BBBBBBBBBBBBBPBPBB,PPBPBP,18
BPBPPP,BBBBBBBPBBPBBBBPBB,PPPPPB,18
BPBBPP,BPBBBPBBBBPB,PPPBBP,12
BPPBPP,BBBBPBBPBPBPBBBB,PPPPBP,16
PPPBPP,BPBBPBBBPB,PPPPPB,10
BPBPPP,BBPBBBPBBBPBPB,PPBBBB,14
PBBPPP,BBBBPBBBBBBBPBBB,PPBPPP,16
BBPPPP,BPBBPBPBBPBPBBB,PPPPPB,15
BPBPPP,BPBBPBPBBPBPBB,PPPBBP,14
BPBPPP,BPBBPBPBBPBPBB,PPPBBP,14
PPBBPP,BPBPBBPBBBB,PPBPPP,11
PPPPPP,BPBBBBBBBBBBBB,PPPPPP,14
PBPBPP,BPBPBPBBPBBBBPB,PPBBBP,15
PPPPPP,BBPBBBPBBB,PPPPBP,10
BPPPPP,BBPBPBBBBPBBB,PPBBPB,13
BPPPPP,BBPBPBBBBPBBB,PPBBPB,13
PPPBPP,BPBBBPBBBB,PPPBBB,10
BBPPPP,BBBBBPBPBB,PPBBBP,10
PPBPPP,BPBPBBPBBPB,PPBPPP,11
BBBBPP,BBBPBBPBPBBPBPBBPBBPB,PPPPPP,21
BBBBPP,BBBPBBPBPBBPBPBBPBBPB,PPPPPP,21
PPBPPP,BPBBBPBBBBB,PPBPBP,11
BPPPPP,BBBBPBPBPB,PPPBBB,10
BPPPPP,BBBBPBPBPB,PPPBBB,10
BPPPPP,BBBBPBPBPB,PPPBBB,10
BPPPPP,BBBBPBPBPB,PPPBBB,10
BPPBPP,BPBBPBBPBBBPBPBBB,PPPBPB,17
BBBPPP,BPBPBPBBPBPBPB,PPPPPP,14
BBPPPP,BBPBBPBBBBPBBPBBBBB,PPBPPB,19
BBPPPP,BBPBBPBBBBPBBPBBBBB,PPBPPB,19
PPBBPP,BBBPBBBBPBBBB,PPBBBB,13
BBPPPP,BPBBBBBBBPBBPBPBPBBBPB,PPPPPB,22
BBPPPP,BPBBBBBBBPBBPBPBPBBBPB,PPPPPB,22
PBPBPP,BBBBPBPBBPBBPBBBBBBB,PPPBPB,20
PBBPPP,BPBBBPBBBB,PPBBBB,10
BBPBPP,BPBBPBPBBPBBBBPB,PPBPBB,16
BBBBPP,BPBBPBBPBBBPB,PPPBBP,13
BBBBPP,BPBBPBBPBBBPB,PPPBBP,13
BBBPPP,BBBPBBPBPB,PPBPPB,10
PPBBPP,BPBBBBBBBBPBBPBBB,PPBBPP,17
BPBBPP,BPBBBBBPBBBB,PPPPPP,12
PBPPPP,BPBBBPBBPBPBB,PPBBPB,13
PBPPPP,BPBBBPBBPBPBB,PPBBPB,13
BBBBPP,BBPBBBPBPB,PPBPPB,10
BBBBPP,BBPBBBPBPB,PPBPPB,10
PBPBPP,BPBBPBBBPBBBBPB,PPPBBP,15
PPBPPP,BPBBPBBPBBBB,PPPBPB,12
PBPBPP,BBBPBBBPBPBPB,PPPPPB,13
PPPBPP,BBBBBBBBPB,PPPBPB,10
PBPBPP,BPBPBBBBPBB,PPBPPP,11
BPBBPP,BBPBBPBPBBBB,PPBBPB,12
BPPBPP,BPBBBBBBBBPBPBPBB,PPBPBP,17
PPPBPP,BBBPBBBBBBBBPB,PPBBBP,14
BPBBPP,BPBBBPBPBPBBBPBB,PPPPBB,16
PBPBPP,BPBBBPBBPBBBBBBB,PPBPBB,16
PBPBPP,BPBBBPBBPBBBBBBB,PPBPBB,16
BBPPPP,BBPBPBPBPBPBBBPB,PPBBBP,16
BPBPPP,BPBBPBBPBPBBB,PPBBBP,13
BBPBPP,BBBBBBBBBPB,PPPBPB,11
BPBPPP,BPBPBBPBBPBPBPBB,PPBPBP,16
PPBBPP,BBBBPBBBBPBBBBPBBBPBPBB,PPBBPP,23
PPBBPP,BBBBPBBBBPBBBBPBBBPBPBB,PPBBPP,23
BBBBPP,BBBPBBPBPB,PPPPPP,10
BPBPPP,BPBPBPBBPBB,PPPBPB,11
PPBPPP,BPBBPBBPBBBPBBBPBPBBBPBBBBPB,PPBPBB,28
PPPBPP,BBBBBPBBBBPB,PPBBBB,12
BBBBPP,BPBBPBPBPBBPBB,PPPPBP,14
BBBBPP,BPBBPBPBPBBPBB,PPPPBP,14
BBBBPP,BPBBPBPBPBBPBB,PPPPBP,14
BBPBPP,BBBPBPBBBPBBPBBBPBB,PPPPPB,19
PPBPPP,BBBPBPBPBBB,PPPBBB,11
BPPPPP,BPBPBPBPBB,PPBPPB,10
BPPBPP,BBBBPBBBPB,PPBPBB,10
PPBBPP,BBPBPBBBBBBBPBPB,PPPPBB,16
PPPPPP,BBBPBBBPBB,PPBPBB,10
PBPBPP,BPBBPBPBPBBB,PPBPBB,12
BPBPPP,BBBPBBBBBB,PPPPPB,10
BPBPPP,BBBBBBPBBB,PPPBBB,10
PPBPPP,BPBBBBBPBPBPB,PPBBPB,13
BPPPPP,BPBBBPBPBBBBBPBPBBPB,PPBPBP,20
PPBPPP,BBBBPBBBPBPBBPB,PPPPBP,15
PPBPPP,BBBBPBBBPBPBBPB,PPPPBP,15
BPBPPP,BBPBBBBBBB,PPBBPP,10
BPBPPP,BBPBBBBBBB,PPBBPP,10
BBPPPP,BPBPBBBPBPBBBPBBPB,PPPPBP,18
BBPBPP,BPBBBBBBBPBPBPBBB,PPPPBP,17
BBPBPP,BPBBBBBBBPBPBPBBB,PPPPBP,17
