before,pingpong,after,length
BBBPBB,BPBPBPBPBP,PPPPBP,10
PBPPPP,PBPBPBPBPBPBPBP,PBPBBB,15
PBBPPP,PBPBPBPBP,PBPPBP,9
PBBPPP,PBPBPBP,PPPBPB,7
BPBPPP,PBPBPB,BBPBBB,6
PBPPPB,BPBPBP,PPPBPP,6
BPBBPP,PBPBPBP,PPBBBB,7
PBBPBP,PBPBPB,BPBPBP,6
PBPBPB,BPBPBP,PPPPBP,6
PBPBBP,PBPBPBPBPB,BBPPPP,10
PPPPBB,BPBPBPB,BBPPBP,7
BPBPPP,PBPBPBPBP,PPBPBB,9
PBPPBB,BPBPBPB,BPPPBB,7
PBPPBB,BPBPBPB,BPPPBB,7
BPPPBP,PBPBPB,BBBBPB,6
BPPPBP,PBPBPB,BBBBPB,6
PPBBPB,BPBPBP,PBPBBP,6
BBBPBP,PBPBPB,BPPBBB,6
BBBPPP,PBPBPB,BPBPPP,6
BBBBPB,BPBPBP,PPPPPP,6
BBPBPB,BPBPBP,PPPPPB,6
BPPBPB,BPBPBP,PPBBBB,6
BPPPBB,BPBPBPBP,PBPPPP,8
PPBBBB,BPBPBPBP,PBPBBP,8
BBBPPB,BPBPBP,PBPPBB,6
PBBBBP,PBPBPBP,PPPPBB,7
BBPBBP,PBPBPB,BBBBPP,6
BPBPPP,PBPBPB,BBBBBP,6
PPBBPP,PBPBPB,BBPPPB,6
PBPBBB,BPBPBP,PBPBPP,6
PPPPPP,PBPBPB,BBBPPP,6
PBBBBP,PBPBPB,BPBBBP,6
BPPBPP,PBPBPBP,PBBBBP,7
PPBPBP,PBPBPBPBPBPBPB,BPBBBP,14
BBPPPP,PBPBPB,BPPBPP,6
BPBBBP,PBPBPBP,PBBPPP,7
BPBBPP,PBPBPB,BPPBPB,6
PBPBBP,PBPBPB,BBBBBB,6
BPPPPB,BPBPBPB,BPBBPB,7
PBBPBP,PBPBPB,BPPBBB,6
PBBPPB,BPBPBPBP,PBPBPB,8
BPBPBP,PBPBPB,BPPBPP,6
PBPPPP,PBPBPB,BPPPBP,6
BBPPBP,PBPBPB,BBBPPB,6
BBPPBP,PBPBPB,BBBPPB,6
BPBBBB,BPBPBP,PPBBPP,6
BPBBPP,PBPBPBPBPB,BPPBBB,10
BPPBBB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPBPB,BPPPPB,8
BPBBPP,PBPBPBPBPB,BPPBBB,10
BPPBBB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPBPB,BPPPPB,8
BPBBBB,BPBPBP,PBPPPP,6
PPBPPP,PBPBPBP,PPBBPP,7
PBBPPP,PBPBPBP,PPPBPB,7
BPPBBP,PBPBPBPB,BBPBBP,8
PPBPPP,PBPBPBPB,BBBBPP,8
BBBPPP,PBPBPB,BPPPPP,6
BBBPBB,BPBPBP,PBBPPP,6
PBBPPB,BPBPBPBPBPBPBPBP,PBBPBP,16
BBBPBP,PBPBPBPB,BBBPPP,8
BBBBPP,PBPBPB,BPBBBB,6
PPPPPP,PBPBPB,BPPPPP,6
PPPPPB,BPBPBPBP,PPPBPP,8
BPBPBB,BPBPBP,PPPPPP,6
PBBPPB,BPBPBPB,BPBPBP,7
PBPBPB,BPBPBPBP,PBPPBB,8
BBBBPB,BPBPBPBPB,BBPBBP,9
BBBBPB,BPBPBPBPB,BBPBBP,9
PPBBPP,PBPBPBP,PBPPBB,7
PBBBBP,PBPBPBPB,BPPPPP,8
PPPPPB,BPBPBP,PBBBPB,6
PPPPPB,BPBPBPBPBPBP,PPBBPP,12
BPPPBB,BPBPBPBP,PBPPPP,8
BPPBBP,PBPBPBPB,BPPPBP,8
PBBPBB,BPBPBPBPB,BPPPPB,9
PBPPPB,BPBPBP,PBPPPB,6
BPBBBB,BPBPBPBPB,BPBBBB,9
PPBPPP,PBPBPBP,PPPBBP,7
BPPPPB,BPBPBP,PBPPBB,6
PPPBPP,PBPBPBPB,BPBPPB,8
PBPPPB,BPBPBP,PBPPPP,6
PPBPBP,PBPBPBP,PBBBPB,7
BPPPBP,PBPBPB,BPBPPP,6
BBBBBB,BPBPBPB,BBBBBB,7
PPBBBP,PBPBPBPB,BPBPPP,8
PPBBBB,BPBPBP,PBBPPB,6
BPPPPP,PBPBPB,BBPBBB,6
PBPBPB,BPBPBP,PBPPPB,6
BPPBBB,BPBPBP,PBPPPB,6
BPPPBP,PBPBPB,BPPBBP,6
PBBPBB,BPBPBPB,BPBPBP,7
PBPBPB,BPBPBPB,BPPPBB,7
PBPBBB,BPBPBP,PBBBPP,6
PBPPBB,BPBPBP,PBBBBB,6
PPBBBP,PBPBPB,BPPPBB,6
PBBBBB,BPBPBP,PBPBBP,6
BBBPBB,BPBPBPBPBPBPBP,PPPPBB,14
BBPBPB,BPBPBP,PBBBPB,6
PPPPPP,PBPBPB,BPPPPB,6
PPPPPP,PBPBPB,BBPBBB,6
BPPPPB,BPBPBPBPBP,PPPBPB,10
BBPPPB,BPBPBP,PBBPBB,6
BBPBBP,PBPBPB,BPPBPB,6
PBPBBP,PBPBPBP,PPPPBB,7
BPBPPB,BPBPBP,PPPPBP,6
BPBBPP,PBPBPBPBPBP,PBPPBB,11
PPPPPP,PBPBPBPB,BPBBBP,8
PBPPBP,PBPBPB,BPPPPB,6
BPPBPB,BPBPBP,PBBBPB,6
BBBBBB,BPBPBPB,BPBBBP,7
BBBBBP,PBPBPB,BBBPPB,6
PPBBPB,BPBPBPB,BPBBPB,7
BPPPBP,PBPBPBP,PPPBBB,7
BBPPBB,BPBPBPBPBP,PBPBPB,10
PPBBBB,BPBPBP,PPPPPB,6
PBBBPB,BPBPBPB,BBPBPP,7
PPBPBB,BPBPBP,PPBBPP,6
PPBBPB,BPBPBP,PPPBPB,6
PBBPPB,BPBPBPBP,PBBBBP,8
PPPBBP,PBPBPB,BPBPPB,6
BPPPBP,PBPBPB,BPPBBP,6
PBPBBB,BPBPBPBP,PBPBPB,8
BPBPBP,PBPBPB,BBBPPP,6
PPPBPP,PBPBPBP,PBBPBB,7
BPPBPB,BPBPBPB,BPPPPB,7
BBPPBP,PBPBPBP,PPBPPB,7
BBPBPB,BPBPBPB,BBBBBP,7
BBBBBP,PBPBPB,BBPBPB,6
BPBPBB,BPBPBPBP,PBBPBB,8
BPBBBB,BPBPBPBP,PPBPBP,8
PPPPPP,PBPBPB,BBPBBB,6
PBPPPP,PBPBPBPB,BBBBPP,8
BPPBPB,BPBPBP,PPBPPP,6
PBPPPB,BPBPBP,PBBPBP,6
PBPPPB,BPBPBPBPBPB,BBBPPP,11
PPBPPP,PBPBPBP,PPBPPP,7
PBPBBB,BPBPBP,PPBPPB,6
PPPBPP,PBPBPB,BPBBBP,6
BPBBBP,PBPBPB,BPBBPB,6
PBBPBP,PBPBPB,BBPBPP,6
BPPBBP,PBPBPBPB,BPPPPB,8
PPPBBP,PBPBPBP,PPBBBP,7
BPBPPB,BPBPBP,PPBBPB,6
PPPBPB,BPBPBP,PPBPBB,6
PPBBBB,BPBPBPBPB,BBBPPB,9
PBPBBB,BPBPBP,PBPPPP,6
BBPBPB,BPBPBP,PBPBBP,6
BPPBPB,BPBPBP,PBPBPP,6
BBPBPB,BPBPBP,PPBPPB,6
BPBBBB,BPBPBPBP,PPBPBP,8
PPPPBB,BPBPBP,PPBBPB,6
BBBPBP,PBPBPB,BBPPBP,6
PBPPBB,BPBPBP,PPBBPP,6
BBPPPP,PBPBPB,BBBPPP,6
PPPPPP,PBPBPBPB,BBBBPP,8
BBPPBP,PBPBPBPBPB,BBBPPP,10
PBPBPP,PBPBPBPBPB,BPBBBB,10
BBBBPP,PBPBPBP,PPPPPB,7
PPPPBB,BPBPBP,PBPPPB,6
BPPPPP,PBPBPB,BPPPPB,6
PBPBPP,PBPBPBPB,BBPPBP,8
PBPBBB,BPBPBP,PPPBBP,6
BPPPBB,BPBPBPBPB,BPBBBB,9
BBBPBB,BPBPBPB,BPBBPB,7
BPBBPP,PBPBPB,BPBPBB,6
BPPBPB,BPBPBP,PBPPPP,6
BPBBPB,BPBPBPBP,PBPBBB,8
PBBBPP,PBPBPBP,PPPBPB,7
PPBPBP,PBPBPB,BBPBPB,6
BPBPBB,BPBPBPBP,PPPPPB,8
BPBPPB,BPBPBPB,BBPBPP,7
BBBBBB,BPBPBPB,BPPBPB,7
PPBPBP,PBPBPB,BPBBPP,6
BBBBPP,PBPBPB,BPPBBB,6
PPPBBB,BPBPBP,PBPPBB,6
PBBPPB,BPBPBP,PPBPBP,6
BBPBPB,BPBPBP,PPBPPP,6
BPBPBB,BPBPBP,PPBPBP,6
PBPBPP,PBPBPBPBP,PBPBBB,9
BBPBBB,BPBPBPB,BPPBPB,7
BBBBBB,BPBPBPBPB,BPPBPB,9
PBPBBP,PBPBPB,BPPBPB,6
PBPBBP,PBPBPB,BPBPBP,6
PBPBPB,BPBPBPB,BPPBBB,7
PBBBPB,BPBPBPB,BPBPPP,7
BBPPPB,BPBPBP,PBBBBB,6
BBPBPB,BPBPBPBP,PPPPPB,8
PPBBPP,PBPBPBP,PBBBPP,7
BPPPBP,PBPBPB,BBBBPP,6
PBBPPB,BPBPBPB,BBBPBB,7
PPBBBP,PBPBPB,BPBPPP,6
PPBPPP,PBPBPBP,PPBBBB,7
BBPBBP,PBPBPBP,PBPBPP,7
PBPBPP,PBPBPB,BPPPBB,6
BBBPPB,BPBPBPBPBPBPBPB,BBBPPP,15
PPPPBB,BPBPBPBPB,BBPBPB,9
PBBPBB,BPBPBP,PBBBBP,6
PBBPBB,BPBPBP,PBBBBP,6
PBBPBB,BPBPBPB,BBPPPP,7
BBBBPB,BPBPBP,PBPPBB,6
BBPPBB,BPBPBP,PPBPPP,6
PBBPPB,BPBPBPB,BBPPBB,7
BPBBPB,BPBPBPB,BPPPPB,7
PPPPBP,PBPBPB,BBPBPP,6
BPPPBP,PBPBPB,BPPBPB,6
PBPPPB,BPBPBP,PBBPPP,6
BBPPBB,BPBPBP,PPBBBB,6
BPBBBB,BPBPBP,PBBPPB,6
BPBBBB,BPBPBP,PBBPPB,6
PPPPPB,BPBPBPB,BPPPBB,7
PBBPBB,BPBPBP,PBBBBB,6
BPBBPP,PBPBPBP,PPPPPB,7
BBPBPB,BPBPBPBPBP,PPBPPB,10
BPPPPP,PBPBPBPB,BPPBBP,8
BPBBBP,PBPBPB,BPBBBP,6
PPBBPB,BPBPBPBPB,BPBBPP,9
BBPBBB,BPBPBP,PBBBPP,6
BBBPBB,BPBPBP,PBBBBB,6
BBBPPP,PBPBPB,BBPBPB,6
BPBPBB,BPBPBPBP,PBBBPP,8
BPBPPB,BPBPBPBP,PBBBBB,8
BPPPBB,BPBPBPBP,PPBBBP,8
PBBBBP,PBPBPBP,PBBBPP,7
BBBPBB,BPBPBP,PBBBPP,6
PPBBBP,PBPBPB,BPPBPB,6
PPBBPB,BPBPBPBP,PPBPBB,8
BPBBBB,BPBPBP,PPBPPP,6
PBPPPP,PBPBPB,BBBBPP,6
BPBPPP,PBPBPB,BPBBBB,6
BPPPBB,BPBPBPBP,PPBBPB,8
PPBPPB,BPBPBPB,BPPPBB,7
BBPBPB,BPBPBP,PBPPBP,6
BPPBPP,PBPBPBPB,BBPPPP,8
PPPPBP,PBPBPBP,PPBPPP,7
PPBBBP,PBPBPB,BPBPPP,6
PBBPBB,BPBPBPBP,PBPBBP,8
BBPBPP,PBPBPB,BBBBBP,6
BBBPPB,BPBPBP,PBBPBP,6
PBPPBB,BPBPBPBP,PBPBBB,8
PPBBBB,BPBPBPBP,PBBBPP,8
PPBPPB,BPBPBP,PPPBPB,6
BPBPPP,PBPBPBP,PPBBPP,7
PPBPBB,BPBPBPB,BBBPPB,7
PBPPPB,BPBPBP,PPPPPB,6
PBPPPB,BPBPBP,PPPBBP,6
PBBPPB,BPBPBP,PBPPBB,6
PPPPPB,BPBPBP,PPBPPP,6
PPBPPP,PBPBPB,BPBBPP,6
PPBBBB,BPBPBPBP,PPBPPP,8
PBPBPP,PBPBPB,BPBPPP,6
BPPBBB,BPBPBP,PBPBPP,6
PPBBBB,BPBPBPBPB,BBBBBP,9
BPBBBB,BPBPBP,PPBBBP,6
PBBBPP,PBPBPBPBPBP,PPBPPB,11
PBBBPB,BPBPBP,PPBPPB,6
PPPPBP,PBPBPBPBP,PBBPBB,9
PPBBPB,BPBPBP,PPBPBB,6
BBBBBB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPB,BPPBBP,6
PBBPPB,BPBPBPBP,PBPBBP,8
PPPPBP,PBPBPB,BBPPPP,6
BBBBPP,PBPBPB,BBBPPP,6
PPPPBP,PBPBPBP,PBPPBB,7
BPPPBP,PBPBPBP,PPPBBB,7
BBPBPB,BPBPBP,PBBBBP,6
PBBBPP,PBPBPBP,PBPPPP,7
BPPBPB,BPBPBPB,BBPBBB,7
PBBBPB,BPBPBPBP,PBPPPP,8
BPBBBB,BPBPBPB,BPBBBP,7
BPPBBP,PBPBPB,BBBBPP,6
BBBBBP,PBPBPBPB,BBBBPP,8
BBPBPB,BPBPBPB,BPPPPP,7
BBBPBP,PBPBPB,BPPBBB,6
BPBBPP,PBPBPBP,PPBBPB,7
PBPBPB,BPBPBP,PBBPBB,6
PPBPBB,BPBPBPB,BPBBBP,7
BBPPBB,BPBPBPBPB,BBBBBP,9
BPPBPB,BPBPBPB,BBPBBB,7
PPBBPP,PBPBPB,BBBPPB,6
PPPBPP,PBPBPB,BBBPBP,6
BBPBPP,PBPBPB,BPBBPB,6
BPPPBB,BPBPBP,PBPPBP,6
PBPPBP,PBPBPB,BPBPPP,6
BBPBPP,PBPBPBPBPBPB,BPBPBB,12
BBBPPB,BPBPBPBPBP,PPBPBB,10
BBBPPB,BPBPBP,PBBPPP,6
PBBBBB,BPBPBP,PBPPPP,6
PBBBPB,BPBPBPBPB,BPBPPP,9
BPPBPB,BPBPBPBP,PBPPPP,8
BPPBBP,PBPBPB,BPPPBP,6
PPPBBP,PBPBPBPB,BPBPPB,8
PPBPBB,BPBPBP,PPBBPP,6
PPBBBP,PBPBPB,BBBPPB,6
PBPPBP,PBPBPB,BBBBBP,6
BBBBBP,PBPBPB,BBBPPP,6
PBBPPP,PBPBPB,BBPBPB,6
PBBPPP,PBPBPB,BBPBPB,6
PPBPPP,PBPBPBP,PPBPBB,7
PPPBPB,BPBPBP,PBBBPP,6
PPPPBP,PBPBPB,BBBPPP,6
BBPBBP,PBPBPBPBPB,BBBBPB,10
BPPBBB,BPBPBPB,BBBPBB,7
PBPPPB,BPBPBP,PPBBBB,6
PPPBBB,BPBPBPB,BPBPBB,7
PPPPPP,PBPBPBP,PBPPBP,7
PPPBPP,PBPBPB,BPBPBP,6
PBPBPB,BPBPBPB,BPBPBB,7
BBPBPB,BPBPBPBP,PPBBPB,8
BBBPBP,PBPBPB,BPBBPB,6
BPPBBP,PBPBPBPBP,PPPPPB,9
BBPPPP,PBPBPB,BPPPBP,6
PPBBPP,PBPBPBPBPBP,PBPBPB,11
BPBPBP,PBPBPBP,PBBBBP,7
BBBPBB,BPBPBP,PBBBPB,6
PPBPPB,BPBPBPBPBP,PBPPBP,10
PPBPPP,PBPBPB,BPPPPB,6
PPPBPB,BPBPBP,PPBBBB,6
PBBPBP,PBPBPB,BPPPPB,6
PPPBPB,BPBPBPB,BPPBBP,7
BBPBPB,BPBPBPB,BBBBPP,7
BBPBPB,BPBPBP,PBBPPB,6
PBPPPB,BPBPBP,PBPBBB,6
BBBBPP,PBPBPB,BPPBPB,6
BBBBPB,BPBPBP,PPPPPP,6
PBPBBP,PBPBPBP,PPBBPB,7
BPBPPB,BPBPBPBP,PPPBPB,8
PBPBBP,PBPBPB,BBPBPP,6
BBBPBB,BPBPBPBP,PBBPBB,8
PPPBPP,PBPBPB,BBPPBB,6
PBPPBB,BPBPBP,PBPPPB,6
BPPBBP,PBPBPBPB,BPPPBB,8
PBPPBP,PBPBPB,BBPPBB,6
PBBBBB,BPBPBPB,BBBPPB,7
BPBBBP,PBPBPBP,PPPBBP,7
PBBPBP,PBPBPB,BPBPPB,6
BPBBBB,BPBPBP,PBBBBB,6
BBBPBP,PBPBPBPBP,PBBPBP,9
PPPBPB,BPBPBP,PBPBPP,6
BPBBPP,PBPBPB,BBPBPP,6
BPBBPP,PBPBPB,BBPBPP,6
PBBPBB,BPBPBPBPBPBP,PBBBPB,12
BBPBPB,BPBPBPB,BBBPBB,7
BBBBBP,PBPBPB,BBBBPP,6
PPPPBB,BPBPBP,PBBBPB,6
BPPBBP,PBPBPB,BPBPBB,6
BPBBPP,PBPBPBPBPB,BPBBPP,10
BPBPPP,PBPBPBP,PPBBBP,7
BPPBPP,PBPBPBPBPB,BBPBPP,10
PPPBPB,BPBPBP,PBBBPP,6
PPBBBP,PBPBPB,BBBPPP,6
PBPBPP,PBPBPBPBPB,BBPPBP,10
BPBBBB,BPBPBPB,BBPBPB,7
BBBBBP,PBPBPBP,PBBPBB,7
BBPPBB,BPBPBP,PBBPBP,6
PBPPPB,BPBPBP,PPPBBP,6
PPBPBP,PBPBPB,BBPPPP,6
BBBBPB,BPBPBPBP,PPPPBP,8
BPPPBB,BPBPBPBP,PBBBBB,8
BBBBPB,BPBPBPBP,PBPPBB,8
BBBPBP,PBPBPBP,PBBPPP,7
BPPPBB,BPBPBPB,BPBPBP,7
PBPBPB,BPBPBPB,BBBPPB,7
BPBPBP,PBPBPBP,PPBPBB,7
PPPBPP,PBPBPBP,PPPBPB,7
PBPPPP,PBPBPB,BBBPPB,6
BPPBBB,BPBPBPB,BPBBPP,7
BPPBBB,BPBPBPB,BPBBPP,7
BPPBBB,BPBPBPB,BPBBPP,7
BBPPBP,PBPBPB,BPPPBP,6
BBPPBP,PBPBPB,BPPPBP,6
BBPPBP,PBPBPB,BPPPBP,6
PBBBPP,PBPBPB,BBBPPP,6
PPBPBB,BPBPBPBPB,BPBBBP,9
BPBBBP,PBPBPBPB,BPPBPB,8
PPBBBP,PBPBPBP,PBBPPP,7
BBPPPB,BPBPBPBPBP,PBBPPB,10
BBPPPB,BPBPBPBPBP,PBBPPB,10
BBBPBB,BPBPBPB,BBBBPP,7
BBBBPP,PBPBPBPBPBPB,BPPPPP,12
BPPBPB,BPBPBPBPBPBPB,BPPPBB,13
PPPPPB,BPBPBP,PPBBBB,6
PBPPPP,PBPBPB,BPPPBP,6
PPBBBB,BPBPBPBPBPBP,PBBPBP,12
PPBBBB,BPBPBPBPBPBP,PBBPBP,12
PBBBPP,PBPBPB,BPBBPP,6
PBBPBB,BPBPBP,PBPPBB,6
BBPPBB,BPBPBPBPB,BBPPPB,9
BBBPBP,PBPBPB,BPBBBB,6
PPPBPP,PBPBPB,BPPBBP,6
PPPPBP,PBPBPB,BBBBBB,6
PPPPBP,PBPBPB,BBBBBB,6
PPPPPB,BPBPBP,PPBPBB,6
PBPBBB,BPBPBPBPBPBP,PBBBBP,12
BPBPPP,PBPBPB,BBBBBP,6
BPPBPP,PBPBPBP,PBBPPP,7
BBBPBB,BPBPBPB,BBPBBP,7
PBBBPP,PBPBPBPB,BBBBPB,8
PBBBPP,PBPBPBPB,BBBBPB,8
BBPPPP,PBPBPB,BBPPBP,6
BBPPBP,PBPBPBP,PBBBPB,7
PBBPBB,BPBPBP,PPBBPP,6
PBBPBB,BPBPBPBP,PBBBBP,8
BBPBPP,PBPBPB,BBBPBB,6
PBBPBB,BPBPBPBP,PBBBBP,8
BBPBPP,PBPBPB,BBBPBB,6
PBBBPB,BPBPBP,PPBBBP,6
BBBBBP,PBPBPBPB,BPBBPP,8
PPPBBP,PBPBPB,BPBBBP,6
BBPBBB,BPBPBPB,BBBPPP,7
PBBBBB,BPBPBP,PPPPPB,6
BPBBBB,BPBPBP,PPPBBP,6
PBBPBP,PBPBPBPB,BBPBBB,8
PBBPBP,PBPBPBPB,BBPBBB,8
PBPBBP,PBPBPB,BPPBBB,6
PBBBBP,PBPBPB,BBPPBP,6
BPPBBP,PBPBPBPB,BBBBBP,8
PPBBPB,BPBPBP,PBBPPB,6
PPPBPP,PBPBPB,BPPBBB,6
BBPPPP,PBPBPBPBPBPB,BBBBBB,12
PPBPBP,PBPBPBPB,BPBBBB,8
BPBPBP,PBPBPB,BBBBBP,6
BBPPBP,PBPBPB,BPPBBB,6
BPBBBP,PBPBPBP,PBBPBP,7
PBBPPB,BPBPBP,PBBBBB,6
BPPPPB,BPBPBP,PPBBPP,6
PPPPBP,PBPBPB,BBBPPB,6
PBPPBP,PBPBPB,BPPPPB,6
BBBPPP,PBPBPB,BPPBPP,6
BBPPPP,PBPBPB,BPBPBP,6
PBBPPB,BPBPBPB,BBPBPP,7
BBBBBB,BPBPBP,PBBPPP,6
BPBBPP,PBPBPB,BBPBBP,6
PPBBBB,BPBPBP,PBBPBP,6
BBBBBB,BPBPBP,PBPBPP,6
BPPPBB,BPBPBP,PPBPPP,6
BBBBBB,BPBPBP,PBPBPP,6
BPPPBB,BPBPBP,PPBPPP,6
PPBPBP,PBPBPBP,PBPBPB,7
PPPPPP,PBPBPB,BBPBBP,6
PPPBPP,PBPBPB,BPPBBP,6
BBBBBB,BPBPBP,PPBBPB,6
BPPBBB,BPBPBPBPB,BBPBPP,9
PPPBPB,BPBPBPBP,PPPPPP,8
PBBPPB,BPBPBP,PBBBPP,6
PBPBBP,PBPBPB,BPPBBP,6
PBBPPB,BPBPBP,PBBBPB,6
BBPPPP,PBPBPBPB,BBBPBB,8
BBBPBP,PBPBPBP,PPPPBB,7
BPBBBB,BPBPBP,PPBBBP,6
PPBBPB,BPBPBP,PPBBPP,6
BBBPPP,PBPBPBP,PPBPPB,7
PBPPBB,BPBPBPB,BPBPPB,7
PBPPBB,BPBPBP,PPPBPB,6
PBBPPP,PBPBPB,BPPPPB,6
BPPBBP,PBPBPBPB,BPPBPP,8
PPPBBB,BPBPBP,PPPPBP,6
BPBBBP,PBPBPBP,PBPPBB,7
BBPPBP,PBPBPB,BPBBPP,6
BBPPBB,BPBPBPB,BBBBBB,7
BBPPBP,PBPBPBP,PPBPPB,7
BBPBBB,BPBPBPBPBP,PBPPPB,10
BBBPPP,PBPBPB,BBBPPP,6
BPPBBP,PBPBPB,BPPPBB,6
BBBBPB,BPBPBPBP,PPBPPB,8
BBPBBB,BPBPBPBP,PPBPBP,8
PBPBPP,PBPBPBP,PBBBPP,7
BBBBPB,BPBPBPBP,PPBPPB,8
BBPBBB,BPBPBPBP,PPBPBP,8
PBPBPP,PBPBPBP,PBBBPP,7
PPBPPP,PBPBPB,BBBPBP,6
BPBBPP,PBPBPBPBP,PPBBBP,9
BBBPBP,PBPBPB,BBPPBB,6
BBPPPB,BPBPBP,PBBPPP,6
BPBPBP,PBPBPBPB,BBPPBB,8
PPBBPB,BPBPBP,PPPPBB,6
PPBBBP,PBPBPBPBPB,BPPBPP,10
PPBPPB,BPBPBPB,BBBBBB,7
PPPBBB,BPBPBPBPB,BBPBPP,9
PBPBPB,BPBPBPB,BBPBPB,7
BBPBPB,BPBPBPB,BPPBBB,7
BBBPPB,BPBPBP,PBPPPP,6
PPBPBP,PBPBPB,BBBBBP,6
BBBBPP,PBPBPB,BBBBBP,6
BBPPBP,PBPBPBPB,BBPPPB,8
PPBPBB,BPBPBPB,BBPBPP,7
BBPPBP,PBPBPB,BBPPBB,6
BPBPPP,PBPBPBPBPBP,PBBBBB,11
BBBPBP,PBPBPB,BPPPBP,6
PPBPPB,BPBPBP,PPBPPB,6
PBBBPP,PBPBPB,BPPPBP,6
PPBBBP,PBPBPB,BPBBBB,6
BPPPPP,PBPBPBPBP,PBPBPB,9
BPBPBP,PBPBPBP,PBPBPB,7
BPBPBP,PBPBPBPBP,PPBBPB,9
PPPBBB,BPBPBP,PBBPPP,6
PPPPBP,PBPBPB,BBBPPB,6
PBBBPB,BPBPBPBP,PPBPPB,8
PBBBPB,BPBPBP,PPBBBB,6
BPBBBP,PBPBPBPBPBPBPB,BBPPPP,14
PBPBBP,PBPBPB,BBPPBP,6
PPBBBB,BPBPBPB,BBPBBP,7
PPPPPP,PBPBPB,BPPBPB,6
PBPBBP,PBPBPBP,PPBBPB,7
BPBBPB,BPBPBP,PBBBBP,6
PBPPPB,BPBPBP,PBPBBB,6
PBPPPP,PBPBPBPB,BPBPBB,8
BPPPBP,PBPBPBP,PBPPPP,7
BBPBPB,BPBPBPBP,PBPBBP,8
PBBPBB,BPBPBPB,BBBPPB,7
BPPBPP,PBPBPBPBPBP,PPBPPB,11
PPBBPB,BPBPBP,PPBBBB,6
BBPPBB,BPBPBPB,BBPPBB,7
BBPBBB,BPBPBPBP,PBBPBB,8
BBBPBP,PBPBPB,BBPBPP,6
PBBPPP,PBPBPB,BBPBBP,6
PPBPPP,PBPBPB,BPBPPB,6
PBPPPP,PBPBPBP,PPPPBP,7
BPPBPB,BPBPBP,PBPBBP,6
PBBBPB,BPBPBPBP,PPBPPB,8
BBBPBP,PBPBPBPBP,PPPPPB,9
BBBBBP,PBPBPB,BBBBPP,6
BBPPBP,PBPBPB,BPPPBB,6
BPBBPP,PBPBPB,BPPBBB,6
BPPBBB,BPBPBP,PBBBBB,6
BPPPPP,PBPBPB,BPBBPB,6
BPPPPP,PBPBPBPBPB,BPPBPP,10
PBBPBB,BPBPBP,PBBBPB,6
PBBPBP,PBPBPB,BPPPBP,6
BPPPPB,BPBPBP,PPBPPP,6
BBPBBP,PBPBPB,BBBPBB,6
BBBBPP,PBPBPBP,PBBPPP,7
BBBPBP,PBPBPBP,PBPBBB,7
BBBPPB,BPBPBPBP,PPPBPB,8
BBBPBB,BPBPBPBP,PBPBBB,8
BBPBBP,PBPBPB,BPPPPP,6
PPBPBP,PBPBPBPBPB,BPPBPP,10
BBPPPP,PBPBPBP,PBBPBP,7
PPBBBP,PBPBPB,BPBBPB,6
PBBPBP,PBPBPBPB,BPPPPB,8
BPPPPB,BPBPBPB,BPBBPB,7
PBPBPP,PBPBPBPBP,PPBPPB,9
BBBPBP,PBPBPB,BPPBPP,6
BPPBPP,PBPBPB,BBPPPB,6
PPBPBB,BPBPBPB,BPBBPP,7
BBBPBP,PBPBPBP,PBBPBB,7
BBBPBP,PBPBPBPB,BBBBPB,8
PBPBPP,PBPBPB,BBPBPP,6
PBPBBB,BPBPBP,PPPPPB,6
PBPPPB,BPBPBPBPB,BBBBPP,9
BBBPBB,BPBPBP,PBBPPP,6
PBBPBB,BPBPBP,PPPBBP,6
PBPPBP,PBPBPBPB,BPBBPP,8
BPPBPP,PBPBPB,BPBBBB,6
PPBBPB,BPBPBPB,BBBPBB,7
PBPPBP,PBPBPBP,PPPBBP,7
PBPPBP,PBPBPBP,PPPBBP,7
PPBPBP,PBPBPBPB,BBPBBB,8
BPPPPB,BPBPBPBP,PBPBBP,8
PPBBBP,PBPBPB,BPPBBB,6
BPPPBB,BPBPBPBPBPB,BPBBPP,11
PPPBPB,BPBPBPBP,PPPBPP,8
BPPPBP,PBPBPBP,PPBPBP,7
PBPBPP,PBPBPBP,PBBBPP,7
PPPPPB,BPBPBP,PPPPBB,6
BBBPBP,PBPBPB,BBBPBP,6
PBPPPB,BPBPBP,PPBBBP,6
PPBPPB,BPBPBPBPBP,PBBBBB,10
PPBBBB,BPBPBPB,BBBBPP,7
PBPPPP,PBPBPBPB,BBPBPP,8
PBPPPP,PBPBPB,BBPPBB,6
BBPBBP,PBPBPBP,PPBPPP,7
PBBBPB,BPBPBPBP,PPBPBP,8
PPBBPP,PBPBPBP,PPBBPB,7
BPBPBB,BPBPBPBP,PPBPPB,8
PBBPBP,PBPBPBP,PBPPBP,7
PPBBBB,BPBPBPB,BPBPPP,7
PPPBBP,PBPBPBPB,BBBBPB,8
BPBBPB,BPBPBP,PPBBPP,6
BPPPPP,PBPBPB,BBPBBB,6
BPPBPP,PBPBPBPBPBP,PPBBBP,11
