before,dejavu,after,cycles,length
BBBPBP,PBPBPBPB,BBPBPP,2,8
PPPPBB,BPBPBPBP,BBPBBP,2,8
PBPBBB,BPBPBPBP,PPBBPB,2,8
BPBPPB,BPBPBPBP,PPBPPB,2,8
BBBBBP,PBPBPBPB,PPBPPP,2,8
BBBPBP,PBPBPBPB,BPBBBP,2,8
PPBPBP,PBPBPBPB,BPPPBB,2,8
PBBPBB,BPBPBPBPBPBP,PPBBPP,3,12
BBBPPP,PBPBPBPB,BBBBBP,2,8
BBPBPB,BPBPBPBP,BBPBPB,2,8
PBBBPP,PBPBPBPB,BBPBBP,2,8
PBBBBP,PBPBPBPB,BPBBPB,2,8
PBPBBB,BPBPBPBP,BBBPBP,2,8
PBPPBB,BPBPBPBP,BBBPPP,2,8
BBBBPP,PBPBPBPB,PBBBBB,2,8
BPPBBB,BPBPBPBP,BBPBPB,2,8
BPBBPP,PBPBPBPB,BBPPPB,2,8
PBPPPP,PBPBPBPB,BPPBPB,2,8
PBPBBB,BPBPBPBP,BBBBBB,2,8
PPPPPB,BPBPBPBP,PPPPBB,2,8
PPPPBP,PBPBPBPB,PPPBBB,2,8
BPPPBB,BPBPBPBP,BBBBPB,2,8
BBPBPB,BPBPBPBP,PPPPPP,2,8
BPPPPP,PBPBPBPB,PPBBPB,2,8
PPBPBP,PBPBPBPB,BPPBBP,2,8
PPBBPB,BPBPBPBP,PBBPPB,2,8
BBBPPB,BPBPBPBP,BBBPPB,2,8
BBBBBB,BPBPBPBP,BBPPBP,2,8
BBPBPB,BPBPBPBP,PPPBBP,2,8
BPBBBB,BPBPBPBP,BPPBPB,2,8
BPPBBP,PBPBPBPB,BBBPBB,2,8
PPBBBP,PBPBPBPB,BPBBBP,2,8
PBBPPB,BPBPBPBP,BBPPBP,2,8
PPBPPP,PBPBPBPB,PPPBPB,2,8
PPPPPP,PBPBPBPB,PBPPBB,2,8
PPPPBB,BPBPBPBP,PBBPPB,2,8
BBBPPB,BPBPBPBP,PBBPPB,2,8
BBBBBP,PBPBPBPB,PPBBBB,2,8
PPPPBP,PBPBPBPB,BPBPBP,2,8
PBPBPB,BPBPBPBP,PBBBBB,2,8
PBPPBP,PBPBPBPB,BBBBBB,2,8
PPBPPB,BPBPBPBP,PPBBBB,2,8
PBPPPB,BPBPBPBP,PBBPPP,2,8
PBBPBB,BPBPBPBP,PPBPPB,2,8
PPPBPP,PBPBPBPB,BBPBPP,2,8
BPBPBB,BPBPBPBP,PBBPPP,2,8
BBBPPP,PBPBPBPB,PPPBBP,2,8
PPBBBB,BPBPBPBP,BBPPBB,2,8
PBBBPP,PBPBPBPB,PPBPBP,2,8
BPBPBP,PBPBPBPB,PBBBBP,2,8
BBBBBP,PBPBPBPB,BBBBPP,2,8
BPBPBP,PBPBPBPB,PPBPBB,2,8
BPPBPB,BPBPBPBP,PBPPBP,2,8
BBPBPB,BPBPBPBP,PPPBBB,2,8
BPPBBB,BPBPBPBP,BBBPBB,2,8
PBPBPP,PBPBPBPB,PPPBBP,2,8
PBBPBP,PBPBPBPB,BPBBBP,2,8
BBPBPB,BPBPBPBP,BPPPPP,2,8
BPPPBB,BPBPBPBP,BBPBBP,2,8
PPBPPP,PBPBPBPB,PBBBPP,2,8
BPBBBP,PBPBPBPB,BBPBBB,2,8
PPBPPB,BPBPBPBP,BPBBPB,2,8
PPBPPB,BPBPBPBP,BBPPBB,2,8
PBPBPP,PBPBPBPB,BBPPBB,2,8
BPPBBB,BPBPBPBP,PPBBPP,2,8
BPBBPB,BPBPBPBP,BPBBBB,2,8
PBPPPB,BPBPBPBP,BPPBBB,2,8
PPPBBB,BPBPBPBP,PBBPPB,2,8
PPPBPB,BPBPBPBP,PPPBPB,2,8
PBBBBB,BPBPBPBP,BBBPBP,2,8
BBBPBP,PBPBPBPB,PPPBBB,2,8
BPBBBB,BPBPBPBPBPBPBPBP,PPPBBB,4,16
BBBPBP,PBPBPBPB,BPBBPP,2,8
PPBBPP,PBPBPBPB,PPPPBB,2,8
BPBBBP,PBPBPBPB,BBBPBB,2,8
PPBBBP,PBPBPBPB,BBPBBB,2,8
BBBBBP,PBPBPBPB,BBBPBB,2,8
BPBPBP,PBPBPBPB,BPPPBP,2,8
PPPPPB,BPBPBPBP,PBPPPP,2,8
PBPPBP,PBPBPBPB,BBBPBB,2,8
BBBBBP,PBPBPBPB,BPPPPB,2,8
BPPBBP,PBPBPBPB,BBPBBB,2,8
BPPBBB,BPBPBPBP,BBPBBP,2,8
PPBPPP,PBPBPBPB,BPPPBP,2,8
BPPPBP,PBPBPBPB,BBBBPP,2,8
BPBPPB,BPBPBPBP,BBPPPP,2,8
BBBBPP,PBPBPBPB,BBBPPP,2,8
BBPBPP,PBPBPBPB,BPBPBP,2,8
BPBPPP,PBPBPBPB,BPBBBP,2,8
PBPBPB,BPBPBPBP,BPBBBP,2,8
BPBPPB,BPBPBPBP,BPBBPB,2,8
PBPBPP,PBPBPBPB,BBBBBP,2,8
BPPPBB,BPBPBPBP,PBPPPB,2,8
PPBBPB,BPBPBPBP,BBPBPB,2,8
BPBPBP,PBPBPBPB,PBPPPP,2,8
BBBPBB,BPBPBPBP,BBPPBB,2,8
PPPBPB,BPBPBPBP,BBBPBB,2,8
BPPPBP,PBPBPBPBPBPB,BPPBPP,3,12
PBBPBB,BPBPBPBP,BBPBBP,2,8
PBBPBB,BPBPBPBP,BBPPBP,2,8
BPPBBP,PBPBPBPB,BPBPBP,2,8
BPPPBP,PBPBPBPB,BBPBPP,2,8
PPPPPB,BPBPBPBPBPBPBPBPBPBP,PPPPBB,5,20
PPPBBP,PBPBPBPB,PBPPPB,2,8
BPBPPP,PBPBPBPB,BPPPBP,2,8
BPBBPP,PBPBPBPB,PBBPBB,2,8
BPPBPP,PBPBPBPB,BPPPPP,2,8
PPPPBB,BPBPBPBP,BBBBPP,2,8
BPPBBP,PBPBPBPB,BPPBPB,2,8
BPBPPP,PBPBPBPB,BPPPPP,2,8
PPBBPP,PBPBPBPB,PBBBPB,2,8
PBPBPB,BPBPBPBP,BBBPPP,2,8
BBPBPB,BPBPBPBP,BPPBBP,2,8
BBBBBB,BPBPBPBP,PPPBBB,2,8
BPBPBB,BPBPBPBP,BBBBBP,2,8
PPBBPP,PBPBPBPB,PBPPPP,2,8
PBBBPB,BPBPBPBP,PPPBPB,2,8
PBPBPP,PBPBPBPB,PBBBPB,2,8
PBBPBP,PBPBPBPB,PPPPBP,2,8
BBBBBB,BPBPBPBP,BPPPBB,2,8
BBPBBP,PBPBPBPB,PPBBBB,2,8
PBBBBB,BPBPBPBP,PPBBBB,2,8
BPBBPP,PBPBPBPB,BBBBPP,2,8
PPPBPB,BPBPBPBP,PBPPPB,2,8
PBBPBP,PBPBPBPB,BPPPBB,2,8
BPBBBP,PBPBPBPB,BPBBPP,2,8
PBBPPB,BPBPBPBP,PPBPBB,2,8
PPPBBP,PBPBPBPB,BBPBBP,2,8
PBBBBP,PBPBPBPB,BBPPPP,2,8
PPPPBB,BPBPBPBP,PBPPBP,2,8
BBBBBP,PBPBPBPB,BBBPBB,2,8
BPPBPP,PBPBPBPB,BPPBPP,2,8
BPPBPP,PBPBPBPB,BPPBPP,2,8
BPPPBB,BPBPBPBP,BBBBBP,2,8
PBPPPP,PBPBPBPB,PPBPBP,2,8
BPBBBB,BPBPBPBP,BBPPPP,2,8
PBPPBP,PBPBPBPB,BPBPPB,2,8
BBPPPP,PBPBPBPB,BBPPBP,2,8
PBPPBB,BPBPBPBP,PPPBPB,2,8
BPBPBB,BPBPBPBP,BPPPBP,2,8
PBBPPP,PBPBPBPB,BPBPBB,2,8
PPBBBB,BPBPBPBP,PBPPBB,2,8
BPBPPB,BPBPBPBP,PPBPPB,2,8
BPPPPB,BPBPBPBP,PBPPBB,2,8
PPBBPB,BPBPBPBP,BBPPPP,2,8
PBPBPB,BPBPBPBP,PBPBPP,2,8
PPBPPB,BPBPBPBP,PBBPPB,2,8
BPBPPB,BPBPBPBP,PPBBBB,2,8
BPPPBP,PBPBPBPB,BPBPPP,2,8
BPPBBP,PBPBPBPB,BPPPPB,2,8
PPPBBB,BPBPBPBP,PBPPPP,2,8
BPBBBB,BPBPBPBP,PPBPBP,2,8
PPBPBP,PBPBPBPB,PBBBPB,2,8
PBPBPP,PBPBPBPB,PPBBPB,2,8
PBBPPB,BPBPBPBP,BPPPBB,2,8
BBBBBB,BPBPBPBP,BPBBBB,2,8
BPPBPP,PBPBPBPB,BBBPBB,2,8
PPBPPP,PBPBPBPB,BPPBPB,2,8
BBPPBB,BPBPBPBP,BBPPPB,2,8
PPPPPB,BPBPBPBP,PBBPBP,2,8
BPBPPB,BPBPBPBP,BBPPPB,2,8
PPBPPP,PBPBPBPB,PPBPPP,2,8
BPPPPB,BPBPBPBP,PBPPBP,2,8
BPBPPP,PBPBPBPB,BPBBPB,2,8
BPPBBP,PBPBPBPB,BBPBPP,2,8
PBPBBB,BPBPBPBP,BPPBPB,2,8
BPBPBP,PBPBPBPB,BBBBBP,2,8
BBPBBB,BPBPBPBP,PBBPPP,2,8
BPPBPP,PBPBPBPB,BPPBBP,2,8
BPPBPB,BPBPBPBP,BBPPBP,2,8
BPPBPP,PBPBPBPB,BPPPBB,2,8
PBBBPP,PBPBPBPB,BBBPPB,2,8
PPPPBB,BPBPBPBP,BPPPBB,2,8
BPPBBB,BPBPBPBP,BBBPPB,2,8
PBBPBB,BPBPBPBP,BPPBBB,2,8
BPBBPP,PBPBPBPB,BPBPBP,2,8
PPBBPP,PBPBPBPB,PBPPPB,2,8
BBPPBB,BPBPBPBP,PPBPPP,2,8
PBPPBP,PBPBPBPB,PBBPBP,2,8
PPBPPB,BPBPBPBP,BBBBBB,2,8
BPBPPB,BPBPBPBP,PPBPPB,2,8
BBPPPP,PBPBPBPB,BBBPBP,2,8
PBBBPB,BPBPBPBP,PPBPBB,2,8
BPBBBB,BPBPBPBP,PBPBBB,2,8
PBBBBB,BPBPBPBP,PPPBPP,2,8
PPBPPP,PBPBPBPB,BBPBPB,2,8
PBPBBB,BPBPBPBP,PBPPPP,2,8
PPPBPB,BPBPBPBP,BBBBPP,2,8
BBPBBB,BPBPBPBP,PBBBPB,2,8
PBPPBB,BPBPBPBPBPBP,PPPBBB,3,12
BBBPPB,BPBPBPBP,BPPPPP,2,8
BPPBPB,BPBPBPBP,BPPBPB,2,8
PBBPPB,BPBPBPBP,BBBBPB,2,8
BPPPBB,BPBPBPBP,PPBPBB,2,8
PBBBPP,PBPBPBPB,PBBBBP,2,8
PBBBBB,BPBPBPBP,PPBPPB,2,8
BPPBPP,PBPBPBPB,BPBBBB,2,8
BPPPBP,PBPBPBPB,BPPBBB,2,8
BPPBPB,BPBPBPBP,PPBBPP,2,8
BPBBBB,BPBPBPBP,PBBBPB,2,8
BPPPBP,PBPBPBPB,PPPBBP,2,8
PPPBPB,BPBPBPBP,BBBBBP,2,8
BPBBBB,BPBPBPBPBPBP,PPBBBP,3,12
PBBBBP,PBPBPBPB,PBBPBB,2,8
BBBPBP,PBPBPBPB,BBBPBP,2,8
PPBPPP,PBPBPBPB,PBBBPP,2,8
PBPBBP,PBPBPBPB,PBPPBB,2,8
PPPPPP,PBPBPBPB,BPPBBP,2,8
BBPPBB,BPBPBPBP,BPPBPB,2,8
PPBBPP,PBPBPBPB,PPBPPB,2,8
PBPBBP,PBPBPBPB,PPBPBP,2,8
PBPPBB,BPBPBPBP,BPPPPP,2,8
PBBBPB,BPBPBPBP,BPPPBB,2,8
PPBPPP,PBPBPBPB,PPPPBP,2,8
PPPBPP,PBPBPBPB,BPBPBP,2,8
BPBPBB,BPBPBPBP,BBBPPP,2,8
BBPPPP,PBPBPBPB,BBPPBB,2,8
PBPPPB,BPBPBPBP,PPPPBB,2,8
PBBBBB,BPBPBPBPBPBP,BBPBBB,3,12
BPPPPB,BPBPBPBP,PBBBPB,2,8
BBBPPP,PBPBPBPBPBPB,PPBBBB,3,12
PPPBBB,BPBPBPBP,BBBBBB,2,8
PBBBPP,PBPBPBPB,BBPPPP,2,8
BBBBBB,BPBPBPBP,BBPPPP,2,8
BBBPPP,PBPBPBPB,PPBBBP,2,8
BBPPPP,PBPBPBPB,PPPPPB,2,8
BBBPPB,BPBPBPBP,PBBPBB,2,8
PBBBPP,PBPBPBPB,PBPPBP,2,8
BBBBBB,BPBPBPBP,PPBBPB,2,8
PBBPBP,PBPBPBPB,PBPPBB,2,8
PPPPBP,PBPBPBPB,BPPBPB,2,8
BPBBPB,BPBPBPBP,PBBPPP,2,8
BPBPPB,BPBPBPBP,BPBBBB,2,8
PBPBBB,BPBPBPBP,BBPBPB,2,8
PPBBBP,PBPBPBPB,PBBBBB,2,8
BBBPBB,BPBPBPBP,PPBBBP,2,8
PBBBPP,PBPBPBPB,BPBBPP,2,8
PPPPPB,BPBPBPBP,PPBPPP,2,8
PPPPBP,PBPBPBPB,BPBPBP,2,8
BPBBPB,BPBPBPBP,PPPBPB,2,8
PPBBBB,BPBPBPBP,PBPPPB,2,8
BPPPBP,PBPBPBPB,PPPPBP,2,8
BBPPBB,BPBPBPBP,PBBPBB,2,8
PBBPBB,BPBPBPBP,PPPPBB,2,8
BPPPPP,PBPBPBPB,BPPBBP,2,8
PBBPPB,BPBPBPBP,PBBPBB,2,8
BPBPBB,BPBPBPBP,BBPBPB,2,8
BPPBBB,BPBPBPBP,PBBBPB,2,8
BBPPPB,BPBPBPBP,BPBBPP,2,8
PBPPBB,BPBPBPBP,PBBBPP,2,8
BBPPBB,BPBPBPBP,PPPBBB,2,8
BPPBPP,PBPBPBPB,BPBBBP,2,8
PPBBBB,BPBPBPBP,BPPPBP,2,8
PPPBPB,BPBPBPBP,BBBBBP,2,8
PBPPPB,BPBPBPBP,BBPBBB,2,8
PBPBBB,BPBPBPBP,PBBBBP,2,8
BBBBPP,PBPBPBPB,BPPBBB,2,8
BBBPBP,PBPBPBPBPBPB,BBBPPB,3,12
BBPPPB,BPBPBPBP,BBBBBB,2,8
BPPPPP,PBPBPBPB,PPPPBB,2,8
PBBPPP,PBPBPBPB,BBBPBP,2,8
PBBPBP,PBPBPBPB,BPBBBB,2,8
BPPPPP,PBPBPBPB,BPPBPP,2,8
BPPPBP,PBPBPBPB,BBBBPB,2,8
BPBPPB,BPBPBPBP,BBPBBB,2,8
PBBBPB,BPBPBPBP,PPBBPB,2,8
PPPBPP,PBPBPBPBPBPB,BPPBBP,3,12
BBPBBB,BPBPBPBP,BBPPPP,2,8
PBBPPP,PBPBPBPB,PPPPBB,2,8
PBPPBB,BPBPBPBP,PPBPBB,2,8
PBBBPP,PBPBPBPB,PBBPBB,2,8
PBBPPP,PBPBPBPB,BBPPBP,2,8
BPBPPB,BPBPBPBP,PPPBBB,2,8
BBPPPB,BPBPBPBP,BPBBPB,2,8
PBPPPP,PBPBPBPB,BBPBBB,2,8
PPBPPB,BPBPBPBP,PPPPPB,2,8
PBBBBB,BPBPBPBP,PBBBBB,2,8
PBBPBB,BPBPBPBP,PPPBBB,2,8
PPBPBB,BPBPBPBP,BPBBPB,2,8
PPPBPP,PBPBPBPB,BPBBPP,2,8
BBBBBB,BPBPBPBP,BPBBPP,2,8
PBPBBB,BPBPBPBP,BBBPPP,2,8
PBBPPB,BPBPBPBP,BBPBBB,2,8
PBPBPB,BPBPBPBP,PPBPPB,2,8
PBPBPB,BPBPBPBP,PPBPPB,2,8
BPPBPB,BPBPBPBP,BPPPBB,2,8
BBBBPP,PBPBPBPB,PBPPBP,2,8
BPBPBP,PBPBPBPB,PPBBBB,2,8
BPPPBB,BPBPBPBP,BBBPBP,2,8
PBBBBP,PBPBPBPB,PPPBBB,2,8
PPBPPB,BPBPBPBP,PBBBBP,2,8
PBPPBP,PBPBPBPB,BBBBBP,2,8
BBBPBP,PBPBPBPB,PBPPBB,2,8
PBBPBP,PBPBPBPB,PPBPBB,2,8
BPPBPB,BPBPBPBP,BPBBBP,2,8
PBBPBB,BPBPBPBP,PPPBPB,2,8
PBPBPP,PBPBPBPB,BPBPBB,2,8
PPBPPP,PBPBPBPB,PBBPBP,2,8
PPBPPP,PBPBPBPB,PBBPBP,2,8
PBBBBP,PBPBPBPB,BPBPBP,2,8
PBPBPB,BPBPBPBP,PBPBBB,2,8
BBBBBP,PBPBPBPB,BPBPPP,2,8
PBBPBB,BPBPBPBP,PPBPPP,2,8
BPBPBP,PBPBPBPB,PBBBPB,2,8
BBBBBB,BPBPBPBP,BPPBBB,2,8
PBPPPP,PBPBPBPB,BBBPBP,2,8
PPBPPP,PBPBPBPB,BPPBBP,2,8
BBPBBB,BPBPBPBP,PPPPPB,2,8
PPPBPB,BPBPBPBP,PPPPBB,2,8
PBBBBP,PBPBPBPB,BPBBPP,2,8
BPBPPP,PBPBPBPB,BPPBPP,2,8
PPPPBP,PBPBPBPB,PPPPBP,2,8
BPPPBB,BPBPBPBP,BBPPBP,2,8
PBPPBP,PBPBPBPB,PPBBBB,2,8
BPBPBB,BPBPBPBP,PPBPPB,2,8
BPPPBP,PBPBPBPB,PBBBBB,2,8
PPPPPP,PBPBPBPB,BPBPBB,2,8
PPPPPP,PBPBPBPB,BPBPBB,2,8
BBBPPP,PBPBPBPB,PBPPPB,2,8
PBPBPP,PBPBPBPB,PBBBBB,2,8
PBBBBB,BPBPBPBP,BPPBBP,2,8
PBBPBP,PBPBPBPB,BBBPBB,2,8
PPPBPP,PBPBPBPB,BPBBBB,2,8
PBPPPB,BPBPBPBP,BPBBBB,2,8
PPPBBP,PBPBPBPB,BPPPPB,2,8
BPPBPB,BPBPBPBP,BBBBPB,2,8
PBPBPB,BPBPBPBP,PBBBBB,2,8
BBBBPB,BPBPBPBP,PBPPBP,2,8
PBPPPP,PBPBPBPB,BBBBBP,2,8
BBBPPP,PBPBPBPB,BPBBPP,2,8
BPBBBP,PBPBPBPB,PBPPPP,2,8
PPPPPB,BPBPBPBP,PPBPPP,2,8
BBPPBP,PBPBPBPB,PBBPPB,2,8
BBPPPP,PBPBPBPB,PBBPPB,2,8
BPPBBP,PBPBPBPB,BBPBPB,2,8
BPBPBB,BPBPBPBP,PBBPPB,2,8
BPPBPP,PBPBPBPB,BPPBBP,2,8
PBPBPB,BPBPBPBP,PPBBBP,2,8
BBBPPP,PBPBPBPB,PPPBBB,2,8
BBBBBP,PBPBPBPB,BPPPBB,2,8
PBBPBB,BPBPBPBP,BPPBPB,2,8
BPBPBP,PBPBPBPB,PPBPBP,2,8
BPBPBP,PBPBPBPB,PPBBBB,2,8
PBPPPB,BPBPBPBP,PBBBPP,2,8
PPPPPP,PBPBPBPB,BPPPPB,2,8
PBPPPB,BPBPBPBP,PBPPPP,2,8
PBPPPB,BPBPBPBP,PPPPPP,2,8
PPBBBP,PBPBPBPB,PPBBBB,2,8
PPBBBP,PBPBPBPB,PPBBBB,2,8
PPBPBB,BPBPBPBP,BBPPBP,2,8
PBPPBB,BPBPBPBP,BBPBPP,2,8
PBBPPP,PBPBPBPB,PPBBBB,2,8
BBBBBP,PBPBPBPB,PPBBBP,2,8
PPBPBP,PBPBPBPB,PBBPPB,2,8
BBBBBP,PBPBPBPB,PBBPBB,2,8
BPBPPB,BPBPBPBP,PPBPPP,2,8
PPPPPB,BPBPBPBP,PPBPPB,2,8
BBBBPP,PBPBPBPB,PPPBBP,2,8
PBBBBB,BPBPBPBP,PBPBPP,2,8
PPBPPB,BPBPBPBP,PPBPBB,2,8
PBBBBB,BPBPBPBP,BPBBPB,2,8
BBBBPB,BPBPBPBP,BPPPPB,2,8
BPPPBP,PBPBPBPB,BPPPBP,2,8
BPPPBP,PBPBPBPB,BPPPBP,2,8
BBBBPB,BPBPBPBP,PBBPPB,2,8
BBBPBB,BPBPBPBPBPBPBPBP,PPPBBP,4,16
PBBPBB,BPBPBPBP,BBBBBP,2,8
PPBBPP,PBPBPBPB,PPPBBP,2,8
PBBBBP,PBPBPBPB,BPBBPP,2,8
BBBBPB,BPBPBPBP,BBBPBB,2,8
BBBPBP,PBPBPBPB,PBBBBP,2,8
BBBBBB,BPBPBPBP,PBBBPP,2,8
PPPBPP,PBPBPBPB,PPPBPP,2,8
PPPBPP,PBPBPBPB,PPPBPP,2,8
BBPPPB,BPBPBPBP,PBBPBP,2,8
BBBBBB,BPBPBPBP,PPBBBB,2,8
PBPPPB,BPBPBPBP,PBPPBB,2,8
PBPPBP,PBPBPBPB,BPPPBP,2,8
BBPBBP,PBPBPBPB,PPBBPB,2,8
PPPBBP,PBPBPBPB,BBPBBP,2,8
PPBPBP,PBPBPBPBPBPB,BBPBPB,3,12
PBPPBB,BPBPBPBP,PBBBBP,2,8
BBPBPP,PBPBPBPB,PPPBPP,2,8
PBBBPP,PBPBPBPB,PPBPBP,2,8
PPPPBB,BPBPBPBP,PPBBPP,2,8
PBBPPP,PBPBPBPB,PPPPBP,2,8
BPBPBB,BPBPBPBP,PPPBBB,2,8
BPPBPB,BPBPBPBP,PBBBBB,2,8
PPPPPB,BPBPBPBP,BPBBBB,2,8
PBPPPP,PBPBPBPB,BBBBBB,2,8
PPPBPP,PBPBPBPB,PBBPBP,2,8
BPPPBP,PBPBPBPB,BPBPPB,2,8
PPBPPP,PBPBPBPB,PPBPBB,2,8
BBBPPB,BPBPBPBP,BBBBBB,2,8
BBPPPB,BPBPBPBP,BBBBPP,2,8
BBBPPB,BPBPBPBP,BPPBPP,2,8
BPPBPP,PBPBPBPB,PBPPBB,2,8
BBPPPP,PBPBPBPB,BPPBPP,2,8
PPPPPB,BPBPBPBP,PBPPPB,2,8
BPPPPP,PBPBPBPB,BPPPPB,2,8
BPBBPB,BPBPBPBP,PPPPBP,2,8
BBBPPP,PBPBPBPB,BBBBPB,2,8
BBBPPP,PBPBPBPB,BBBBPB,2,8
BBBBPB,BPBPBPBP,PBPBPP,2,8
BBBBPP,PBPBPBPBPBPB,PPPBBB,3,12
BBBPBP,PBPBPBPB,BBBBBP,2,8
BPPPPB,BPBPBPBP,PPPPPP,2,8
BBPBBB,BPBPBPBP,PPPPPP,2,8
BBPPPP,PBPBPBPB,PPPPPP,2,8
BBPBBB,BPBPBPBP,PPBBPB,2,8
PPPBPP,PBPBPBPB,PBBBPP,2,8
PPPBPP,PBPBPBPB,PBBBPP,2,8
PPPBPP,PBPBPBPB,PBBBPP,2,8
BBPBPP,PBPBPBPB,BPPPBP,2,8
BBBPBP,PBPBPBPB,BBBBBP,2,8
BPBPBP,PBPBPBPB,PPBBBB,2,8
BPBBPB,BPBPBPBP,BBBBBP,2,8
PPPBBP,PBPBPBPB,BBBBBP,2,8
PBPPBP,PBPBPBPB,PPBBPB,2,8
PBPPBP,PBPBPBPB,PPBBPB,2,8
PPPBPP,PBPBPBPB,BBPBBB,2,8
BBPPPP,PBPBPBPB,PBPPPP,2,8
BBPPPP,PBPBPBPB,PBPPPP,2,8
BPBPBB,BPBPBPBP,BBPPBB,2,8
BPPPPB,BPBPBPBP,BPPPPB,2,8
PPBBPB,BPBPBPBP,PBPPBP,2,8
PPBBPB,BPBPBPBP,PBPPBP,2,8
BPPPBP,PBPBPBPB,BPBBBP,2,8
BBPBBP,PBPBPBPB,PPBPPP,2,8
BPBBPP,PBPBPBPB,BPPBBB,2,8
PPPPBB,BPBPBPBP,PPPPBB,2,8
BPPPBP,PBPBPBPB,BBPPBB,2,8
PPBBPB,BPBPBPBP,PPPBBB,2,8
BBPPBP,PBPBPBPB,PPBPPP,2,8
PBBPBB,BPBPBPBP,BBBPPP,2,8
BBBBBP,PBPBPBPB,BBPBPP,2,8
BPPBBB,BPBPBPBP,BPBBPP,2,8
PBPPBB,BPBPBPBP,PPBPPP,2,8
PPPBBB,BPBPBPBP,BPPPPP,2,8
PPPBPP,PBPBPBPB,BBPPPB,2,8
PPPBPP,PBPBPBPB,BBPPPB,2,8
BBPPPP,PBPBPBPB,PPBBBB,2,8
PBBBPB,BPBPBPBP,PBBBBB,2,8
PBBBPB,BPBPBPBP,PBBBBB,2,8
BBPBPP,PBPBPBPB,PPBPBB,2,8
PBPPBP,PBPBPBPB,BPPBBP,2,8
BBBPBB,BPBPBPBP,BBPPPB,2,8
BBPBPB,BPBPBPBP,PPPPBP,2,8
PBPPPP,PBPBPBPB,PBBPPB,2,8
BBBPPB,BPBPBPBP,PBBBBP,2,8
PBBPBP,PBPBPBPB,BPBBPB,2,8
BPPBPB,BPBPBPBP,BBBBPB,2,8
BPPBPB,BPBPBPBP,BBBBPB,2,8
PPBPBP,PBPBPBPBPBPB,BPBPPP,3,12
BBBPPP,PBPBPBPB,PPBPPB,2,8
BBPBBB,BPBPBPBP,PPPBBB,2,8
BPPPBP,PBPBPBPB,PBPPBP,2,8
PPPBPB,BPBPBPBP,BBBPPB,2,8
BPBBPP,PBPBPBPB,BPBPBB,2,8
BPPPBP,PBPBPBPB,PPBPBP,2,8
BPBBBP,PBPBPBPB,BBPPPB,2,8
PPBPPB,BPBPBPBP,BBBPBB,2,8
BBPBPB,BPBPBPBP,PBPBPB,2,8
PBPPBB,BPBPBPBP,PBBBBB,2,8
BBPBBB,BPBPBPBP,BBPBPB,2,8
PBBBPB,BPBPBPBP,PBBBPP,2,8
BBBBBB,BPBPBPBP,BBBPBP,2,8
PPBBPB,BPBPBPBP,BPBBPB,2,8
BPPBBB,BPBPBPBP,BPPPBP,2,8
BPPBPB,BPBPBPBP,BBBBBP,2,8
BBPPBP,PBPBPBPB,BBPPBB,2,8
BPPPPP,PBPBPBPB,PPBPPB,2,8
PPBPPB,BPBPBPBP,PPPPPP,2,8
PPBPPP,PBPBPBPB,PPBBBB,2,8
PPPPBB,BPBPBPBP,BPBBPB,2,8
BPBPBB,BPBPBPBP,BBPPPB,2,8
PPBBBP,PBPBPBPB,BBBBBB,2,8
PBPPPP,PBPBPBPB,PBBPBP,2,8
PBBPBB,BPBPBPBP,PPPPPP,2,8
BPBBPB,BPBPBPBP,BPPBBB,2,8
BPPBPB,BPBPBPBP,BBBBPP,2,8
BBBBBB,BPBPBPBP,BBPPBP,2,8
PBPPPB,BPBPBPBP,BPPPPB,2,8
BBBPBP,PBPBPBPB,BBBBBB,2,8
PBBPPP,PBPBPBPB,PPBBBP,2,8
PPBPBP,PBPBPBPB,BBPBPP,2,8
BPPPPP,PBPBPBPB,PPBBBP,2,8
BPPBPB,BPBPBPBP,BBBBBB,2,8
BPPBPP,PBPBPBPB,BBPBBB,2,8
PBPPPB,BPBPBPBP,PBPPPB,2,8
BPPBBB,BPBPBPBP,BBPPBB,2,8
BPBBBP,PBPBPBPB,BBPPBB,2,8
BPBBBP,PBPBPBPB,BBPPBB,2,8
BBBPBP,PBPBPBPB,PPPPPB,2,8
BPPBBB,BPBPBPBP,BPBBBB,2,8
PPBBBP,PBPBPBPB,BBBBBB,2,8
BBPPBP,PBPBPBPB,PPPBPB,2,8
BBPBBP,PBPBPBPB,PPPPBB,2,8
PPBBBP,PBPBPBPB,PPBPPP,2,8
BPBPPB,BPBPBPBP,BBPPBP,2,8
PBPBBB,BPBPBPBP,BBBPPB,2,8
BPBBBP,PBPBPBPB,BPBBPP,2,8
BBPPBB,BPBPBPBP,PBPPPP,2,8
BBPPBB,BPBPBPBP,PBPPPP,2,8
BBPPBB,BPBPBPBP,PBPPPP,2,8
BPPBBP,PBPBPBPB,BBPBBB,2,8
BBPPBB,BPBPBPBP,PBPPPP,2,8
PPBBBB,BPBPBPBP,PBBBPB,2,8
PPPBPB,BPBPBPBP,BBPBPP,2,8
BPBPPB,BPBPBPBP,PBPBBB,2,8
PBBPPP,PBPBPBPB,PBPPBP,2,8
PPPPBB,BPBPBPBP,PBBBPP,2,8
PBPPBP,PBPBPBPBPBPB,BBPPBP,3,12
PBPPBP,PBPBPBPBPBPB,BBPPBP,3,12
BPBPBB,BPBPBPBP,BBPBBP,2,8
