before,lukku,after,pairs,length
BBPPPB,PPBBPP,PPPBPP,3,6
PBPBBB,PPBB,BBPPPP,2,4
BBPPBB,BBPP,PPBPBP,2,4
BPBBBB,BBPP,BPPBPP,2,4
PPBPPP,BBPPBB,PBPBBB,3,6
BPBPBB,BBPP,PPBBPP,2,4
BBBBPP,PPBBPP,PBPPBB,3,6
BBPPPB,PPBBPP,PPPBPP,3,6
BBBPBB,BBPP,PPPBBP,2,4
BPPPPP,BBPP,BPBPPP,2,4
BPBPPP,BBPP,BPPBPB,2,4
BPBBPB,PPBBPP,PPPPBB,3,6
BBPPPP,PPBB,PBBBPB,2,4
BBPPBP,BBPP,PBPBPP,2,4
PBPPPB,PPBB,PBPBBB,2,4
BPPPPP,BBPP,PPPPBB,2,4
BBBBBP,BBPPBB,PBPPPP,3,6
BBPBPP,PPBB,BBPPBB,2,4
PPPPBB,BBPPBBPP,PPPBPP,4,8
BPBPPB,PPBB,BPBPPP,2,4
BBPPPP,PPBB,PBPBPB,2,4
PBBBPB,PPBB,PBPPPB,2,4
BPBPPP,BBPP,BPPBBP,2,4
PBBPPB,PPBBPP,PBBBBB,3,6
PPBPBB,BBPP,BPPBBB,2,4
BBBPPB,PPBB,BBPBBP,2,4
PBBBBP,BBPP,PPPPPP,2,4
PPPPPP,PPBB,BBBPPB,2,4
PBBBBB,PPBB,BPBBPB,2,4
PPBPBB,BBPP,BPPBBB,2,4
BBBPPB,PPBB,BBPBBP,2,4
PBBBBP,BBPP,PPPPPP,2,4
PPPPPP,PPBB,BBBPPB,2,4
PBBBBB,PPBB,BPBBPB,2,4
BBPBBP,BBPP,BPPPPB,2,4
BPPBPP,PPBBPP,PBBBBP,3,6
PBPBPB,PPBBPP,BPBPBP,3,6
BBPBBP,BBPP,BPPPPB,2,4
BPPBPP,PPBBPP,PBBBBP,3,6
PBPBPB,PPBBPP,BPBPBP,3,6
PBBBPB,PPBB,BPBBBB,2,4
BBBPBB,BBPP,BPBPPB,2,4
BPPBPB,PPBB,BBPBBB,2,4
BBBPBB,BBPP,PBPPBP,2,4
BPBBBP,BBPP,PBPBBB,2,4
BBBBPP,PPBB,PBBBPB,2,4
BBBPBB,BBPP,BPPBPB,2,4
PBPBBB,PPBB,BPPBBB,2,4
BPPBBB,PPBB,BBPPPP,2,4
BBPPBB,BBPP,PPBBBB,2,4
BBBBPP,PPBB,BBPBBP,2,4
PBBBBP,BBPP,PBBBPB,2,4
PPBPBB,BBPP,PBBBPB,2,4
BBBPBB,BBPP,PBPBPP,2,4
BPPPBB,BBPP,PPBPPP,2,4
PPBBBB,BBPP,PPPPBB,2,4
BPPPBP,BBPPBB,BPBBBB,3,6
BBBPBB,BBPP,BPBBPB,2,4
PBBPBP,BBPP,PPPPBB,2,4
PBPPBP,BBPP,PBPPBP,2,4
PPPBPP,PPBBPPBB,BPBPBP,4,8
BBPBBP,BBPP,PPPPPP,2,4
BPPBPP,PPBB,BBPPPP,2,4
PPPPBB,BBPP,PPPBBP,2,4
BPBBPB,PPBBPP,PPPPPP,3,6
PPPPPP,PPBB,BBBPBP,2,4
BPBBPB,PPBBPP,PPPPPP,3,6
PPPPPP,PPBB,BBBPBP,2,4
PBBBPB,PPBB,BBBPBP,2,4
BBBPBP,BBPPBB,BBPPPP,3,6
BBPPBB,BBPP,PPBPBB,2,4
PPBPPB,PPBB,BPBBPP,2,4
PPBBBP,BBPP,PBPPBP,2,4
BBBPPB,PPBB,PBPPBP,2,4
BPBPPB,PPBB,BPBBBB,2,4
PBPPPB,PPBB,BBPPBB,2,4
PBPPBB,BBPPBB,BPBPPB,3,6
PBBBPB,PPBB,PBPBPB,2,4
PBBBPB,PPBB,PBPPBP,2,4
BPBPPB,PPBB,BPPBBB,2,4
BPPBBB,PPBB,BBPPPB,2,4
BBPPBB,BBPP,PBBPBP,2,4
PBBBPB,PPBB,PBPPBP,2,4
BPBPPB,PPBB,BPPBBB,2,4
BPPBBB,PPBB,BBPPPB,2,4
BBPPBB,BBPP,PBBPBP,2,4
BPBPPB,PPBBPP,PBPBPB,3,6
BPBPBP,BBPPBB,BBPBBP,3,6
BPPBPP,PPBB,BPPPBP,2,4
PBPBPB,PPBB,PBBPBB,2,4
BBPPPP,PPBBPP,BPPBBB,3,6
PBBPPB,PPBB,BPBPPP,2,4
PPPBPB,PPBB,BPPBPP,2,4
PPBPPP,BBPP,PBPPBP,2,4
PPBPPP,BBPP,PBPPBP,2,4
BBBPBB,BBPPBBPP,PBPPBB,4,8
BBPPPB,PPBB,BPBBBB,2,4
PPPPBB,BBPPBBPP,PBPBPP,4,8
BBBPBP,BBPP,BPBBBB,2,4
PPPPPB,PPBB,PBBPBB,2,4
BBPBBB,PPBB,BBPPPB,2,4
BBPPBB,BBPP,PBPPPB,2,4
BBPBBP,BBPPBB,BBPBBP,3,6
PPPPBB,BBPP,BPBPBP,2,4
BPBBBB,BBPPBB,PBPPBP,3,6
BPBPBP,BBPP,BPBPPB,2,4
BPPBPB,PPBB,BBPBPB,2,4
BBBPBB,BBPP,PBBPPP,2,4
BBBPPP,BBPP,PPBPPB,2,4
BPPPPB,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PBPBPB,2,4
BBBPPP,BBPP,PPBPPB,2,4
BPPPPB,PPBBPPBB,PBBBPB,4,8
BBBBBB,PPBBPP,PBBBPB,3,6
PPBBBP,BBPP,BPPBPP,2,4
BPBBPP,PPBB,BBBPPP,2,4
PPPPPP,BBPPBB,BBBPBB,3,6
BBBBBP,BBPP,PBBBBB,2,4
BBPBPP,PPBB,PBPBBB,2,4
BPBPBB,BBPP,BPPBPB,2,4
BPPBPB,PPBB,BBBBPB,2,4
BBBBBB,BBPP,BPBBBP,2,4
BBBPPP,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BBBPPB,2,4
PBBBBB,PPBB,BBPPBP,2,4
BBPPBB,BBPP,BPBBPB,2,4
BPPBPB,PPBB,PBBPPB,2,4
BPPBBP,BBPP,BPBPPB,2,4
BBPBPP,PPBB,BPPBBP,2,4
PPPBBB,PPBB,PBPPPB,2,4
PBBBPB,PPBB,BBPBPB,2,4
PBPBBB,PPBB,BBPBPB,2,4
PBPBBB,PPBB,PBPBBB,2,4
BBBBBP,BBPPBBPP,PBPBPP,4,8
PPPBPB,PPBB,BBBBBP,2,4
BBBBPP,PPBB,PBPPPP,2,4
BPBPBP,BBPP,PPPBBB,2,4
PPPBBB,PPBB,BPPPPB,2,4
PBPPPP,PPBB,BBBPPB,2,4
BPPBPP,PPBBPP,BPPPPP,3,6
PPPPPP,PPBB,BPBBPP,2,4
PPBBBP,BBPP,PPPBBP,2,4
BBBBPP,PPBB,BPPPBP,2,4
BBPPPB,PPBB,BPPBBB,2,4
BPPBBB,PPBB,BBPPBB,2,4
BBPPBB,BBPPBB,BPPPBB,3,6
PBPBBB,PPBB,BPPBBP,2,4
BPPBBB,PPBBPP,PBPPPB,3,6
PBBBPP,PPBB,BBBPBB,2,4
BBBBBP,BBPP,BPPPPP,2,4
PPPBPP,PPBB,PBPBBB,2,4
PBPPPP,PPBB,BBBBPB,2,4
BBBBPB,PPBB,BBPPPB,2,4
PBPPBB,BBPP,PBBBPP,2,4
BPBPBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBBPPB,2,4
PPPBBP,BBPP,BPPPBB,2,4
PBBBPP,PPBB,BPPPBP,2,4
BPPPBB,BBPP,PPBPBP,2,4
PBPPPP,PPBB,BPPBBB,2,4
PPPBBB,PPBB,BPBBBB,2,4
PBBBBP,BBPP,PBPPPB,2,4
PPPPPP,BBPP,BPBBBB,2,4
BPBBBP,BBPP,PPBPBB,2,4
BPPPPP,BBPP,PBPPBP,2,4
PPBPPB,PPBB,BPPPPP,2,4
PBPBBB,PPBBPP,PBPPPP,3,6
PPBPBB,BBPPBBPP,PPPBBP,4,8
BPPPPP,BBPP,BPPBBB,2,4
PBBPPB,PPBB,BBPBBB,2,4
BPBBPB,PPBBPP,BPBBPP,3,6
BBPPBP,BBPPBBPPBB,BBBBBP,5,10
BPBPPB,PPBB,BBBPPB,2,4
PBBBBB,PPBB,PBBPBP,2,4
BPBPPP,BBPPBB,BBBBBP,3,6
PBBBBP,BBPP,BPBPBB,2,4
PBBBPB,PPBB,BPPPPP,2,4
BBPBBB,PPBBPP,BPBPBB,3,6
BPPPBB,BBPPBB,BBPBPP,3,6
BBBBPB,PPBB,PBBBBB,2,4
PBBBBB,PPBB,BBPBPB,2,4
PBPBPB,PPBB,BPPBBB,2,4
BPPBBB,PPBB,BBBPBP,2,4
BBBPBP,BBPP,PBBBBB,2,4
BPBPBB,BBPP,PBBBPP,2,4
BPBPBB,BBPPBBPP,PPBPPP,4,8
PPBPPP,BBPP,PBPBBP,2,4
BPBBBP,BBPPBB,BBBBBB,3,6
BBBPBP,BBPP,PPBPPP,2,4
BPPPPP,BBPP,PPPBBP,2,4
PPBPPP,BBPP,PPBPBB,2,4
PPBPBB,BBPP,PBBBPB,2,4
PBPBBB,PPBB,PBPBBB,2,4
PPPBPB,PPBB,BBPBPB,2,4
BPBBBB,BBPP,PBBPBB,2,4
BPPBPP,PPBB,BBPBPP,2,4
BBBBPB,PPBBPP,PPPBBP,3,6
PBBPBP,BBPP,BPBBPP,2,4
BBPPBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBBPPB,2,4
PPPBBP,BBPP,BPBBBB,2,4
BPBBPB,PPBB,BPPPBP,2,4
PBPPBP,BBPP,BPPBBB,2,4
PBBPPB,PPBB,BBBPBB,2,4
BBBBBP,BBPP,BPPPBB,2,4
PPPPBP,BBPPBBPP,BPBPBP,4,8
BBBBPB,PPBB,BBPBBP,2,4
PBBBBB,PPBB,BPPPBB,2,4
BBPPPB,PPBBPP,PBPPBP,3,6
BPPBPB,PPBB,BPPPBP,2,4
PPPBBP,BBPPBB,BPPBBB,3,6
BPPBBB,PPBB,BBBBBB,2,4
PBPPBB,BBPP,PBBPPB,2,4
BBBPPP,BBPPBB,PBBBBP,3,6
PBBBBP,BBPPBB,BBBBPP,3,6
PPBBBB,BBPP,BPBPBB,2,4
BPBPPP,BBPPBB,BBBBPB,3,6
BBBBBP,BBPPBB,PBBPBB,3,6
BBPBBP,BBPP,BPBBBP,2,4
BBPBPP,PPBB,PBBBPP,2,4
BPBPPP,BBPPBB,BPPPBP,3,6
PBBPBP,BBPP,PBPPBB,2,4
BBPPPB,PPBBPP,PPPBBP,3,6
BPPPPP,BBPP,BPBPBB,2,4
BPPBPB,PPBB,PBPBBP,2,4
BBPBPB,PPBB,BBBBPB,2,4
BPBBBB,BBPPBB,PBBBPP,3,6
BPPPPP,BBPP,BPBBBB,2,4
PPBPBB,BBPP,PBPBPB,2,4
PBBBPB,PPBB,PBBPBB,2,4
BBBBBB,PPBBPP,BPBPBP,3,6
BPPPBB,BBPP,BPPPPB,2,4
BBPPBP,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BPBPPB,2,4
BBBPBP,BBPP,PPPBPB,2,4
PPPPBB,BBPP,PBBPPB,2,4
BBBPPP,BBPPBB,PBPPPB,3,6
PBBBBP,BBPPBB,BPPBPP,3,6
BBBPPB,PPBB,BPPPPP,2,4
PPPPBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBPPBB,2,4
PPBBPB,PPBB,PBPBPB,2,4
PPPPPB,PPBBPP,PPPPPB,3,6
BBPBPB,PPBB,BBBBPB,2,4
PBPPBP,BBPPBB,BPBPPB,3,6
PBBBPB,PPBB,BBPBBB,2,4
BBBBPB,PPBB,BBBBBP,2,4
BBBPBB,BBPPBB,PBBBPP,3,6
PPBPPP,BBPP,BPBPBB,2,4
BBPBBB,PPBB,PBBPBB,2,4
PBPPBP,BBPP,BPBPBP,2,4
PBPBPB,PPBB,PBPPBB,2,4
PPBBPB,PPBB,BBBBPP,2,4
PPBBBB,BBPP,BPBPPB,2,4
BPBPBB,BBPP,BPPPPB,2,4
BPPPBP,BBPP,PBPBBB,2,4
PPPBPP,PPBB,BPPPPB,2,4
PBBBPP,PPBB,BBPBPB,2,4
BBBBPB,PPBB,BPBBPP,2,4
PPBBBP,BBPPBB,PBPPPB,3,6
BPBPPP,BBPP,BPBPPP,2,4
PPBBPB,PPBBPP,BPBBPP,3,6
BBPPBP,BBPPBB,PBPBPP,3,6
PPPBBB,PPBB,BPPPBP,2,4
PPBPPP,BBPPBB,BPBPBB,3,6
BBPPPB,PPBB,BPBPBP,2,4
PBPPPP,PPBBPP,PPPPPP,3,6
PBPBPP,PPBB,BBPBPP,2,4
BPBPPB,PPBB,BPBPPB,2,4
BPBPPB,PPBB,BBBPPP,2,4
BBBBPP,PPBB,BBPPPB,2,4
PPPPBB,BBPP,PBBBPP,2,4
PBPBBP,BBPP,PBBPBB,2,4
PBBPBB,BBPP,PPPPBP,2,4
PPPPBB,BBPP,PPPPBB,2,4
BBPPPP,PPBB,PBPPPP,2,4
BBPBPP,PPBB,BPPPBP,2,4
PPPPBB,BBPP,PPBBPP,2,4
BBBBBP,BBPP,BPBPBB,2,4
BBPBPP,PPBB,BPPPPB,2,4
BBBPPB,PPBB,BPBPBB,2,4
BBBBPB,PPBB,PBBBPB,2,4
BPPPPP,BBPP,PBPPBP,2,4
BBPBPP,PPBBPP,PBBBBB,3,6
BBBBPB,PPBB,BPPPPB,2,4
PBBBPP,PPBB,BPBBBP,2,4
BBBPBP,BBPP,PPBPBP,2,4
BPPPPB,PPBB,PBBPPP,2,4
BPBBBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBPPBP,2,4
PBPPPB,PPBBPP,BPBBPP,3,6
BBPPBP,BBPP,PPPPPB,2,4
BBBPBB,BBPP,PBPBBB,2,4
BBBPBB,BBPP,PBPBBB,2,4
BBBPBB,BBPP,PBPBBB,2,4
BBBPBB,BBPP,PBPPPP,2,4
PPPPPB,PPBB,BPPPPB,2,4
PBBBPP,PPBB,BPPPBP,2,4
PPBPBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBPPBP,2,4
BPBPPB,PPBB,BPPPBP,2,4
PPPBPP,PPBB,BBBBPB,2,4
PPBPBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBPPBP,2,4
BPBPPB,PPBB,BPPPBP,2,4
PPPBPP,PPBB,BBBBPB,2,4
BBBBBP,BBPPBBPP,PPPBPP,4,8
BPPBPB,PPBB,BBPBBB,2,4
PBPBPB,PPBB,PBBBPB,2,4
PBBBBB,PPBBPP,PPBBPP,3,6
PPBBPP,PPBBPPBBPP,BPPBBP,5,10
PBBPPB,PPBB,PBPPBP,2,4
PBBBBB,PPBBPP,PPBBPP,3,6
PPBBPP,PPBBPPBBPP,BPPBBP,5,10
PBBPPB,PPBB,PBPPBP,2,4
BBPBBP,BBPP,PBBBPP,2,4
PPPBBP,BBPP,PBBPPP,2,4
PBBPPP,BBPP,PPPBPB,2,4
BBBBBP,BBPP,BPPPPB,2,4
BPBPBP,BBPP,BPBBPP,2,4
BBPBBB,PPBB,PBPBBP,2,4
PBBPBP,BBPP,PBBBBP,2,4
BPPPBB,BBPP,BPPBBP,2,4
PPPBBB,PPBB,BBPPBB,2,4
BBPPBB,BBPPBBPPBBPP,BPPPPP,6,12
PPBPPB,PPBB,BBPPPP,2,4
PBPPBB,BBPP,PPPPBB,2,4
BBPPPP,PPBB,PBBBPP,2,4
BBPPPB,PPBB,BPBBPP,2,4
PPBBBP,BBPP,PPPPBB,2,4
PBBBBB,PPBB,PBBBPB,2,4
PPBBBB,BBPP,PBBPBB,2,4
BPBPPB,PPBB,BBPPPB,2,4
PBPPBB,BBPP,PBPPPP,2,4
PPPBBB,PPBB,PBBBBP,2,4
PBBPBB,BBPP,BPBPPP,2,4
PBPBPP,PPBBPP,BPPPPP,3,6
BPBBPB,PPBB,BBPPBB,2,4
PBPPBB,BBPPBBPP,PPBBBB,4,8
PPBBPP,PPBB,BBBPBB,2,4
BBPBBB,PPBB,BPPPBB,2,4
BBBPPP,BBPPBB,PBPBPP,3,6
BPPPBP,BBPP,BPPBPP,2,4
PPPPPP,BBPP,BPBPPP,2,4
PBPBPP,PPBB,BBBBPP,2,4
PPPPBP,BBPP,PPPPPB,2,4
PPBBBP,BBPP,BPPPBB,2,4
BBBBPB,PPBB,BPBBBP,2,4
BPPPPB,PPBB,BPBBPP,2,4
PPBBBP,BBPP,PPBPPP,2,4
PBPPBP,BBPP,PBPBPP,2,4
BBPBBP,BBPP,PPPBPB,2,4
BPPBPB,PPBB,PBBBBP,2,4
PBBPBB,BBPP,BPBBPB,2,4
BBPBBP,BBPP,PPPBPB,2,4
BPPBPB,PPBB,PBBBBP,2,4
PBBPBB,BBPP,BPBBPB,2,4
PPBPPB,PPBB,PBPPPB,2,4
BBPPPP,PPBB,BPPBBP,2,4
PPPBBB,PPBBPP,BPPPPB,3,6
BPPPPB,PPBBPP,BPBPBB,3,6
PPBPBP,BBPPBBPP,PBBPPP,4,8
PPPPPB,PPBB,BBPBPB,2,4
BPBPBB,BBPPBB,PBBPBB,3,6
BBBBBP,BBPP,BPBBPP,2,4
BBPPBP,BBPP,PPBPPP,2,4
PBBPBP,BBPP,PPPBBP,2,4
BPPPPP,BBPPBB,BPBPBP,3,6
PBPBPB,PPBB,BPPPBB,2,4
BBPBPP,PPBB,PBPBBP,2,4
BBPBBP,BBPP,PBPBPB,2,4
PPPPPB,PPBBPP,PPPPPP,3,6
PPPPPP,PPBB,PBBBPB,2,4
PBBBPB,PPBB,BBPBBB,2,4
PPPPPP,PPBB,PBBBPB,2,4
PBBBPB,PPBB,BBPBBB,2,4
PBPBPP,PPBB,BBBPBB,2,4
BBBBBP,BBPP,PPPPBP,2,4
PPBPPB,PPBB,BPPPPB,2,4
BPBBBB,BBPP,PBBPBP,2,4
PBPBBB,PPBB,PBBBPP,2,4
BPPPPB,PPBBPP,PBBPBP,3,6
BBBBBP,BBPPBB,BPPPBB,3,6
PPBBPP,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PPBPPP,2,4
PPPBPP,PPBB,BBPBPB,2,4
PPBBPP,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PPBPPP,2,4
PPPBPP,PPBB,BBPBPB,2,4
BBBBPB,PPBB,BBBBPP,2,4
PPBBBB,BBPP,BPPBBP,2,4
BBBPPB,PPBB,PBPBPP,2,4
BBBBPB,PPBB,BBBBPP,2,4
PPBBBB,BBPP,BPPBBP,2,4
BBBPPB,PPBB,PBPBPP,2,4
PPBPBB,BBPP,PPPBPP,2,4
PPPPPB,PPBB,BPBPBB,2,4
BBBPBP,BBPPBB,BBPPBB,3,6
BBPPBB,BBPPBBPP,BPBPBB,4,8
BBPBPP,PPBB,BBBPPP,2,4
PPPPBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBPBBP,2,4
BBPBPP,PPBB,BBBPPP,2,4
PPPPBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBPBBP,2,4
BBPBPP,PPBB,BBBPPP,2,4
PPPPBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBPBBP,2,4
PBBPPP,BBPPBB,BBPPPP,3,6
BBPPBB,BBPP,PPPBBP,2,4
BPPPPP,BBPP,PBBPPP,2,4
PBBPPP,BBPP,PPPPPB,2,4
PPPPPB,PPBB,BPBBBB,2,4
PBBPPP,BBPPBB,BBPPPP,3,6
BBPPBB,BBPP,PPPBBP,2,4
BPPPPP,BBPP,PBBPPP,2,4
PBBPPP,BBPP,PPPPPB,2,4
PPPPPB,PPBB,BPBBBB,2,4
PPBBPB,PPBB,BPBPPP,2,4
BPPPPP,BBPP,BPBBPP,2,4
BBPPBP,BBPP,PPBBBB,2,4
BPBBPP,PPBB,BBBPBP,2,4
BBBBPB,PPBB,BBPPBB,2,4
PPPBBP,BBPP,PBBPPB,2,4
PBBPPP,BBPP,BPPPBB,2,4
PBBPBP,BBPP,BPBBPB,2,4
PPPPPB,PPBB,BBPPPB,2,4
PBPPBB,BBPP,PBBPBB,2,4
PPPBBP,BBPP,PPPPBB,2,4
BBPPPP,PPBBPPBB,BBBBBP,4,8
PBBBPP,PPBB,BBPPBB,2,4
PPPPBB,BBPPBB,PBPBPP,3,6
PBBPBP,BBPPBB,BPBPPP,3,6
BPPPPP,BBPPBBPP,PBPBBP,4,8
PPBPPP,BBPP,PBBPBB,2,4
PPPBBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBBBBB,2,4
PPPBBP,BBPP,BPBBPP,2,4
BBPPBP,BBPP,PPPBBB,2,4
PPPPBB,BBPP,BPBPPP,2,4
PBPBPP,PPBBPP,PPPBPB,3,6
PBBPBP,BBPP,PBPBPP,2,4
BBBPBP,BBPP,BPPPPP,2,4
PBPPPP,PPBBPP,PPBBPP,3,6
PBBPBP,BBPP,PBPBPP,2,4
BBBPBP,BBPP,BPPPPP,2,4
PBPPPP,PPBBPP,PPBBPP,3,6
BBBPPP,BBPP,PPBBBP,2,4
PPBBPP,PPBB,BPPBPB,2,4
BBPPBP,BBPP,PPBBPP,2,4
BPBBPP,PPBBPP,PBBBBP,3,6
PPPBBB,PPBB,PBPPPB,2,4
BBBBPB,PPBB,BBBPPB,2,4
BBBBBB,BBPP,BPBPPB,2,4
BPPBPB,PPBB,BPBBBP,2,4
BPPPBB,BBPP,BPPBBP,2,4
BBBPPB,PPBB,PBPPPB,2,4
BBBBPP,PPBB,BBPPPP,2,4
PPPPBB,BBPP,PPBBPP,2,4
BBBBPP,PPBBPP,PPBPPB,3,6
PBBPBP,BBPP,PPPPBB,2,4
BBPPPP,PPBB,PBPBBP,2,4
PBBPBP,BBPPBBPP,BPPBPP,4,8
BPPBPP,PPBBPP,BPBBBP,3,6
PBBPBP,BBPP,PPPPBB,2,4
BBPPPP,PPBB,PBPBBP,2,4
PBBPBP,BBPPBBPP,BPPBPP,4,8
BPPBPP,PPBBPP,BPBBBP,3,6
BBPBBP,BBPP,BPPBBP,2,4
PBBPPB,PPBBPP,PBBBPB,3,6
PPBBBP,BBPP,PBPBPB,2,4
BPPPPB,PPBBPP,BPBBPP,3,6
BBPPBP,BBPP,PBPBBB,2,4
BBBPPP,BBPP,PPPBPP,2,4
BBBPPB,PPBB,PBPBBP,2,4
BPBBPB,PPBB,PBBPBB,2,4
BBPBPP,PPBB,PBPBPB,2,4
PPPPPP,PPBB,PBPPPB,2,4
PPPBPB,PPBB,BBBPPP,2,4
PBPBPB,PPBB,PBBPBB,2,4
PBBPBB,BBPP,BPBBBP,2,4
PBPBPB,PPBBPP,BPBBBB,3,6
BBBBBB,BBPPBBPP,PBBBPP,4,8
PPPPPP,PPBBPP,PBBPBP,3,6
BBBBBP,BBPP,PBPBBB,2,4
PBBBPP,PPBB,BPPBBB,2,4
PPPBBB,PPBB,BPBBPP,2,4
PPBBBP,BBPP,PBBBBP,2,4
BBPBPB,PPBB,BPPPPP,2,4
BBPBPB,PPBB,BPBBPP,2,4
PPBBBP,BBPP,PPPPPP,2,4
BBBPBP,BBPP,BPBBPP,2,4
BPPBPB,PPBB,BPPBPP,2,4
PPBPPB,PPBB,BPBPBB,2,4
BPBPPP,BBPP,BPBBPP,2,4
BBPPBP,BBPPBB,BBBBPP,3,6
PPBBBB,BBPP,BPPBPB,2,4
BPBPPP,BBPP,BPBBPP,2,4
BBPPBP,BBPPBB,BBBBPP,3,6
PPBBBB,BBPP,BPPBPB,2,4
PPPPBP,BBPPBB,PBBPPB,3,6
BPPBBP,BBPPBBPP,PPBBPP,4,8
PPBBPP,PPBBPP,PBBBBB,3,6
PBPPPB,PPBB,BPPBBB,2,4
BPPBBB,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PPPBPP,2,4
PBPBBP,BBPP,BPBPBB,2,4
PBPPPB,PPBBPP,PPBPBP,3,6
PBPBBB,PPBB,PBBPBP,2,4
PPPBBB,PPBBPP,PPBBPP,3,6
BBPPPB,PPBB,PBBPBP,2,4
PBPBPP,PPBB,PBBPPB,2,4
PPPBBP,BBPPBB,BPBBBB,3,6
BBBPBB,BBPP,PPPBPP,2,4
PBPPPP,PPBBPP,PPPBPB,3,6
BBBPBB,BBPPBB,BPPBBP,3,6
BPPBBB,PPBBPP,BPBPPB,3,6
BBPBPP,PPBBPP,PBPBBB,3,6
PBBBPB,PPBB,BPPPPP,2,4
BBPBPP,PPBBPP,PBPBBB,3,6
PBBBPB,PPBB,BPPPPP,2,4
BPPBPP,PPBB,BPBBPB,2,4
PBBPBP,BBPP,PPBPPP,2,4
BPBBBB,BBPP,PPBPPP,2,4
BPBPPP,BBPPBB,BPBBBP,3,6
BPPPBB,BBPPBB,BBBBBP,3,6
BBBBBP,BBPP,PPBPBP,2,4
BBBBPP,PPBB,BPBBBP,2,4
PBPBBP,BBPPBB,PBPPPB,3,6
PBBBBP,BBPP,PBBBBB,2,4
BBBBPP,PPBBPP,PPPBBB,3,6
PPBPPB,PPBB,BPBBBB,2,4
BBBPBB,BBPP,PBPPPP,2,4
BBPBBP,BBPP,PBBPBP,2,4
PPBBPB,PPBB,BPPBPB,2,4
BBBPBP,BBPP,PBPPBP,2,4
BPBPPB,PPBB,BPPBBB,2,4
BPPBBB,PPBB,BPPPPP,2,4
PBPBBP,BBPP,BPBPPB,2,4
BPBPPB,PPBB,PBBPBP,2,4
BPBBPB,PPBB,BPPBBP,2,4
BPPPPB,PPBB,BBPBPB,2,4
BBBBBB,PPBBPP,BPBBPB,3,6
PPPBBB,PPBBPPBB,PBPPPB,4,8
PPPBPP,PPBB,BPPBBP,2,4
PPPBBB,PPBB,PBPBPB,2,4
PBPBBB,PPBB,BPPPPB,2,4
BBBPBP,BBPPBB,PBPBPP,3,6
PBPBBB,PPBB,BPPPPB,2,4
BBBPBP,BBPPBB,PBPBPP,3,6
BBBBPP,PPBBPP,PBPPPP,3,6
PPPBPP,PPBB,PBPBPB,2,4
BBPBBB,PPBB,PBPBBB,2,4
BPBBBP,BBPP,PPPPBP,2,4
BPBBBP,BBPP,PPPPBP,2,4
BPPPBP,BBPPBB,PBBBPB,3,6
BBBBBB,BBPP,BPPBBB,2,4
BBBPPB,PPBB,BPBBPB,2,4
BBBBBP,BBPPBBPPBB,BPBBBP,5,10
PBPBBP,BBPP,PBPBPB,2,4
PBPPBP,BBPP,BPPBBP,2,4
PBBPPB,PPBB,PBBBBP,2,4
PBBPBB,BBPPBB,PBBPPP,3,6
PBPPBP,BBPP,BPPBBP,2,4
PBBPPB,PPBB,PBBBBP,2,4
PBBPBB,BBPPBB,PBBPPP,3,6
BPBPPB,PPBBPP,PPBPPP,3,6
PPPPPP,BBPP,PPBBBB,2,4
PPBBPP,PPBB,BBBPPB,2,4
BPBPPP,BBPPBB,PBBBBP,3,6
PBBPBB,BBPPBBPP,PBPPPB,4,8
PPBPBB,BBPP,BPBBPP,2,4
PPPBPB,PPBB,PBBPBB,2,4
PBBBPB,PPBB,BBBPPP,2,4
BPBPPB,PPBB,BPBBBB,2,4
BBBPBB,BBPP,BPPPBB,2,4
BPBPPB,PPBB,BPPBPB,2,4
PBPPPP,PPBB,BPPBBP,2,4
PPPBBB,PPBB,PBBBBP,2,4
PBBPBB,BBPP,PBPBBB,2,4
PPBPBB,BBPPBBPP,PBPPPB,4,8
PBPPPB,PPBB,BPPPBP,2,4
BPPBBP,BBPP,PBBPBB,2,4
BBPBPP,PPBB,BPBPBP,2,4
BBPBPB,PPBB,BPPBBP,2,4
BPPBBB,PPBB,PBPBPP,2,4
BPPBBP,BBPP,PBBPBB,2,4
BBPBPP,PPBB,BPBPBP,2,4
BBPBPB,PPBB,BPPBBP,2,4
BPPBBB,PPBB,PBPBPP,2,4
PBPBPP,PPBB,BBPPBB,2,4
PPPPBB,BBPPBB,PBBBBB,3,6
BPBBBP,BBPPBB,BPPPBP,3,6
